,SPNS1 (83985)
ACH-000004,-0.32448338701699997
ACH-000007,-0.20944000334100002
ACH-000009,-0.181546258752
ACH-000011,-0.379052331499
ACH-000012,-0.278207525379
ACH-000013,-0.342604534495
ACH-000014,0.0959254186951
ACH-000015,-0.692922969237
ACH-000017,-0.19677091559300003
ACH-000018,-0.781620144192
ACH-000019,0.191054176754
ACH-000021,-0.331680248265
ACH-000022,-0.562031624807
ACH-000025,-0.539396504051
ACH-000028,-0.130660397498
ACH-000030,-0.257461871676
ACH-000035,-0.35159755224
ACH-000036,-0.15223714466399998
ACH-000037,-0.354075076096
ACH-000039,-0.025543673003
ACH-000040,-0.412476750444
ACH-000041,-0.188857770501
ACH-000042,-0.15479260056299998
ACH-000045,-0.2246215486
ACH-000047,-0.414761934558
ACH-000052,-0.9082391941329999
ACH-000053,-0.349610414481
ACH-000054,-0.7015677726980001
ACH-000055,-0.293859836045
ACH-000060,-0.133268622698
ACH-000067,-0.306972258032
ACH-000070,-0.388016113803
ACH-000075,-0.22393730852
ACH-000078,-0.0827289648398
ACH-000082,-0.115149409223
ACH-000085,-0.253211870617
ACH-000086,-0.329197017531
ACH-000087,0.178665250536
ACH-000092,-0.6973848640629999
ACH-000095,-0.165632044057
ACH-000097,-0.212806193958
ACH-000098,-0.116725866687
ACH-000099,-0.183517361657
ACH-000108,-0.184451560928
ACH-000113,-0.19705217158500002
ACH-000115,0.13151562488600002
ACH-000116,-0.269596290452
ACH-000118,-0.39009678438199996
ACH-000120,-0.37174195202699994
ACH-000123,-0.369949445977
ACH-000127,-0.2628202953
ACH-000128,-0.300973446359
ACH-000132,-0.180831047433
ACH-000133,-0.422513120796
ACH-000137,-0.212398728937
ACH-000138,-0.381848789377
ACH-000142,-0.326208389323
ACH-000143,-0.171251209779
ACH-000146,-0.232810424269
ACH-000148,-0.302498670947
ACH-000150,-0.28982991282299997
ACH-000152,-0.245059313123
ACH-000153,-0.570021193634
ACH-000159,-0.260055668009
ACH-000160,-0.180100873988
ACH-000163,-0.0670112876883
ACH-000167,-0.23592560899099999
ACH-000168,-0.16953902567499998
ACH-000169,-0.12500298262700002
ACH-000178,-0.296273936339
ACH-000182,-0.16810653245700002
ACH-000183,-0.308536190497
ACH-000188,-0.35775921537600003
ACH-000189,-0.168585516876
ACH-000190,-0.145210616549
ACH-000198,-0.194842406118
ACH-000204,-0.927634750233
ACH-000206,-0.017805611520099997
ACH-000207,-0.0416523514989
ACH-000211,-0.138304138793
ACH-000215,-0.0889280686337
ACH-000221,-0.443485819286
ACH-000222,-0.301316213401
ACH-000223,-0.16947086234099998
ACH-000226,-0.182191691832
ACH-000227,-0.244981296023
ACH-000228,-0.287387502812
ACH-000231,-0.384178932096
ACH-000232,-0.39256372988899996
ACH-000233,-0.09682677346169999
ACH-000234,-0.45224368320299996
ACH-000235,-0.160894395718
ACH-000237,-0.145267339825
ACH-000238,-0.192613583482
ACH-000243,-0.38548340537799997
ACH-000244,-0.6144205911280001
ACH-000246,-0.151812893447
ACH-000248,-0.161558422158
ACH-000250,-0.261535831875
ACH-000251,-1.32682309397
ACH-000253,-0.135653302933
ACH-000255,-0.21567049475299999
ACH-000256,-0.0622589880673
ACH-000257,-0.360581440089
ACH-000258,-0.214935292271
ACH-000259,-0.27958643980799996
ACH-000260,-0.315309368217
ACH-000261,-0.390246557403
ACH-000262,-0.419327629987
ACH-000263,-0.485995864151
ACH-000264,-0.172743421349
ACH-000265,-0.45346128744900005
ACH-000266,-0.30604778041999997
ACH-000272,-0.414002527795
ACH-000273,-1.1573582235
ACH-000274,-0.106607105799
ACH-000277,-0.189817266764
ACH-000278,0.028891193985700003
ACH-000279,-0.00282739833832
ACH-000280,-0.190733378365
ACH-000281,0.146662610048
ACH-000288,-0.386807052589
ACH-000291,-0.266975804686
ACH-000293,-0.147670333801
ACH-000294,-0.184063056707
ACH-000295,-0.26249789804699997
ACH-000296,-0.506848699091
ACH-000302,-0.32424526364
ACH-000304,-0.618796341366
ACH-000307,-0.0898876057188
ACH-000308,-0.252543172402
ACH-000310,-0.0662817372624
ACH-000311,-0.40283357268700004
ACH-000312,-0.120159543703
ACH-000315,-0.31474854538400004
ACH-000316,-0.373789236171
ACH-000317,0.237021130135
ACH-000318,-0.302675300592
ACH-000319,-0.05972998473669999
ACH-000320,-0.288134498723
ACH-000322,-0.391215785333
ACH-000323,-0.280900286273
ACH-000324,-0.202610467874
ACH-000329,-0.210558556205
ACH-000330,-0.338021341624
ACH-000331,-0.27976904951299997
ACH-000332,-0.111911192532
ACH-000334,-0.169531482367
ACH-000335,-0.154889933115
ACH-000336,-0.793024055382
ACH-000337,-0.29668224035199997
ACH-000339,-0.287557981707
ACH-000341,0.033453073052900004
ACH-000348,-0.56473209692
ACH-000350,-0.136354733456
ACH-000352,-0.496892352148
ACH-000356,-0.563163847283
ACH-000361,-0.419372078946
ACH-000362,-0.230042975633
ACH-000363,-0.0330207841034
ACH-000364,-0.415351011298
ACH-000365,-0.202293457269
ACH-000366,-0.3242403875
ACH-000368,-0.15588840848
ACH-000374,-0.414724350503
ACH-000375,-0.39626458003700005
ACH-000376,-0.00045258692623300007
ACH-000381,-0.19618952461599998
ACH-000383,-0.254333250916
ACH-000387,-0.264618666821
ACH-000389,-0.7764731859749999
ACH-000390,-0.594301980708
ACH-000393,-0.104999939314
ACH-000395,-0.33155162103
ACH-000397,-0.601137128218
ACH-000401,-0.425203689248
