,SV2C (22987)
ACH-000206,0.08627559950989999
ACH-000207,-0.216639306045
ACH-000211,-0.0929501241378
ACH-000215,-0.19788230154800002
ACH-000221,0.0532094173592
ACH-000222,-0.0627631583883
ACH-000223,0.0123806129194
ACH-000226,-0.137567830669
ACH-000227,-0.17059207508299998
ACH-000228,-0.174906447971
ACH-000231,-0.148694452666
ACH-000232,-0.049259687561099996
ACH-000233,0.0881651869008
ACH-000234,-0.210226436835
ACH-000235,-0.141250076254
ACH-000237,-0.093871273803
ACH-000238,-0.0858936177537
ACH-000243,-0.17063234313
ACH-000244,-0.33785629935199996
ACH-000246,-0.146594721347
ACH-000248,-0.193473271324
ACH-000250,-0.108230826349
ACH-000251,-0.05439436074569999
ACH-000253,0.057437627820300007
ACH-000255,-0.194925298758
ACH-000256,0.2367752562
ACH-000257,-0.264238108581
ACH-000258,0.0948921387467
ACH-000259,-0.0313916368811
ACH-000260,-0.08170397045319999
ACH-000261,0.042016394110199994
ACH-000262,-0.162111493845
ACH-000263,0.0700373449338
ACH-000264,-0.169405962437
ACH-000265,-0.0385405864561
ACH-000266,-0.0869175741921
ACH-000272,-0.22980178565900003
ACH-000273,-0.159880177149
ACH-000274,-0.170624256371
ACH-000277,-0.039439712027900004
ACH-000278,0.183315045848
ACH-000279,-0.198547226178
ACH-000280,0.0557553160828
ACH-000281,-0.0285037096899
ACH-000288,-0.18381879479200003
ACH-000291,-0.08143763391160001
ACH-000293,-0.328095593843
ACH-000294,-0.186309052203
ACH-000295,0.0558495378572
ACH-000296,-0.281953226123
ACH-000302,-0.22679938081300002
ACH-000304,-0.279498553915
ACH-000307,0.0834638664467
ACH-000308,-0.103571143296
ACH-000310,0.0008794666412660001
ACH-000311,0.019546013417
ACH-000312,-0.0177529314459
ACH-000315,-0.2602350375
ACH-000316,-0.323091351468
ACH-000317,-0.025117146932299998
ACH-000318,0.0643087411302
ACH-000319,-0.26453907537
ACH-000320,-0.120989881686
ACH-000322,-0.260657211503
ACH-000323,0.0138237842221
ACH-000324,-0.0183507637921
ACH-000329,-0.08926541151589999
ACH-000330,-0.0588542278113
ACH-000331,-0.143761033698
ACH-000332,-0.106132839485
ACH-000334,0.11751649455600001
ACH-000335,-0.207027201547
ACH-000336,-0.165987843844
ACH-000337,-0.032170812096
ACH-000339,-0.0671403021511
ACH-000341,0.10587934677899999
ACH-000348,-0.151871687811
ACH-000350,-0.351266340349
ACH-000352,-0.21688742630999996
ACH-000356,-0.177994060229
ACH-000361,0.0482936052716
ACH-000362,-0.041479935991800006
ACH-000363,-0.19798757177499998
ACH-000364,-0.15708408165999999
ACH-000365,-0.08621490050569999
ACH-000366,-0.0032795505288800006
ACH-000368,-0.18840195440299998
ACH-000374,-0.100145784518
ACH-000375,-0.0101257092356
ACH-000376,-0.0021121530727
ACH-000381,-0.146211245815
ACH-000383,-0.15511863882899998
ACH-000387,-0.13600624842800002
ACH-000389,0.0328279992896
ACH-000390,-0.0358337518156
ACH-000393,-0.282725875019
ACH-000395,-0.013777558567200001
ACH-000397,-0.228207840194
ACH-000401,-0.169768854785
ACH-000402,-0.281890911566
ACH-000403,-0.017288349975
ACH-000404,-0.0971087876616
ACH-000406,-0.150861452085
ACH-000407,-0.38792804953599996
ACH-000408,0.0303406719117
ACH-000410,-0.28617550893000004
ACH-000411,-0.0134023141417
ACH-000414,-0.15728981386
ACH-000415,-0.0938893632188
ACH-000416,-0.114106833979
ACH-000420,0.0374016751484
ACH-000421,-0.210958629046
ACH-000424,-0.108903188252
ACH-000425,-0.164314560057
ACH-000426,-0.163053578287
ACH-000427,-0.231787135863
ACH-000433,-0.212842273248
ACH-000436,-0.117462330855
ACH-000444,-0.0740274769988
ACH-000445,-0.45529277518399996
ACH-000448,-0.19243652653499999
ACH-000450,-0.18361737647100002
ACH-000452,-0.037712683677
ACH-000454,-0.195198102671
ACH-000458,-0.242378653425
ACH-000459,0.138182346376
ACH-000460,-0.0124837173826
ACH-000461,-0.11731123728399999
ACH-000463,-0.15692770508099999
ACH-000464,-0.133769885099
ACH-000466,-0.19874558261
ACH-000467,-0.0618690542153
ACH-000468,-0.129984339463
ACH-000469,-0.22068810412300002
ACH-000470,-0.0510691443336
ACH-000471,-0.0274696454209
ACH-000472,0.0578899124469
ACH-000473,-0.116986204743
ACH-000475,-0.145731467852
ACH-000476,0.164682585312
ACH-000477,-0.0714233766327
ACH-000480,-0.167984825062
ACH-000481,-0.169474883909
ACH-000483,-0.266282166891
ACH-000484,-0.221424991183
ACH-000485,-0.0240088107044
ACH-000486,-0.0725573114267
ACH-000487,-0.244422927356
ACH-000488,-0.172112690446
ACH-000490,-0.112287645404
ACH-000491,-0.194740973359
ACH-000495,0.0628029299243
ACH-000496,-0.0254786007105
ACH-000499,-0.25793597623000003
ACH-000500,-0.296285090121
ACH-000502,0.0320892335743
ACH-000503,-0.323524898986
ACH-000505,-0.155210067464
ACH-000507,-0.0170379795404
ACH-000510,-0.250870516635
ACH-000511,-0.044907261833
ACH-000512,0.00674134155145
ACH-000516,-0.124792660405
ACH-000517,-0.104669088144
ACH-000518,-0.328881579379
ACH-000520,-0.013390263283
ACH-000521,-0.07484517782200001
ACH-000522,-0.144165032354
ACH-000524,0.0413915784216
ACH-000527,-0.0773266493057
ACH-000528,-0.078446383887
ACH-000537,-0.21353653301
ACH-000541,-0.43270144816600004
ACH-000542,-0.182605882085
ACH-000544,-0.166907261364
ACH-000545,-0.030698819922899998
ACH-000547,-0.160565566415
ACH-000548,-0.0873177715649
ACH-000549,-0.191282546734
ACH-000550,-0.236479448019
ACH-000552,-0.172506489177
ACH-000556,-0.158801053197
ACH-000557,-0.177934270427
ACH-000570,-0.09165988684139999
ACH-000571,-0.0685692110196
ACH-000573,-0.101643294587
ACH-000576,-0.151125954881
ACH-000580,0.0011517493711500001
ACH-000584,-0.0419261703809
ACH-000585,-0.0893722208309
ACH-000588,-0.304250187871
ACH-000589,0.0528248719006
ACH-000591,0.262780575354
ACH-000593,-0.185815831662
ACH-000600,-0.112071929833
ACH-000601,-0.13220506189
ACH-000604,-0.042609689887499996
ACH-000605,0.14007556373
ACH-000606,-0.298954466725
ACH-000608,-0.0750050166615
ACH-000614,-0.030500274265999997
ACH-000616,-0.019938478440099997
ACH-000618,-0.10748608505200001
ACH-000619,-0.131762690224
ACH-000620,-0.104852505887
ACH-000621,0.0106598983064
ACH-000622,-0.12118230425000001
ACH-000623,-0.155856212496
ACH-000624,-0.175957767148
ACH-000627,-0.145976056025
ACH-000630,-0.10844145278100001
ACH-000632,-0.026974217571400002
ACH-000633,-0.20845182974800003
ACH-000637,0.03991848483009999
ACH-000638,0.0391136897811
ACH-000646,-0.224704589412
ACH-000647,-0.0254635240157
ACH-000648,0.0377402720364
ACH-000649,-0.172134525869
ACH-000651,-0.29738522626200004
ACH-000652,-0.24206276482900002
ACH-000653,0.022491603023599996
ACH-000657,-0.12451694546299999
ACH-000658,-0.16626566717900002
ACH-000661,-0.0338968523807
ACH-000662,-0.0865351162686
ACH-000663,-0.09280617827030001
ACH-000665,-0.07013831671830001
ACH-000671,-0.0885630627338
ACH-000673,-0.09376004026239998
ACH-000676,-0.08899035796869999
ACH-000677,-0.306379172159
ACH-000681,-0.123923218296
ACH-000682,-0.161524636776
ACH-000683,-0.21739260883
ACH-000684,-0.249089291602
ACH-000688,-0.24418192878800002
ACH-000693,-0.0650156916074
ACH-000694,0.00568878335896
ACH-000695,0.208675264738
ACH-000696,-0.024717273486000002
ACH-000697,-0.274911912573
ACH-000699,-0.15140388244300002
ACH-000701,-0.19421257258400001
ACH-000706,-0.192073284174
ACH-000711,-0.149909126757
ACH-000713,0.0073336527904399994
ACH-000714,-0.369976571536
ACH-000718,-0.000498003130472
ACH-000720,-0.0878095971527
ACH-000721,-0.143428032759
ACH-000724,0.0531148849434
ACH-000725,-0.3073713375
ACH-000732,-0.323695612764
ACH-000734,-0.127458569614
ACH-000735,-0.15082686472100001
ACH-000736,-0.341199429253
ACH-000738,-0.25320844555
ACH-000746,-0.0285084603448
ACH-000747,-0.223790316252
ACH-000748,-0.0101824966515
ACH-000753,-0.20562033701
ACH-000756,-0.0985215870356
ACH-000757,-0.265520847547
ACH-000758,-0.08125530376960001
ACH-000760,-0.250139366485
ACH-000763,-0.15222543515
ACH-000764,-0.146222346464
ACH-000765,-0.07590130038760001
ACH-000766,-0.0810811371932
ACH-000767,0.12164722399599999
ACH-000768,-0.28085714568799997
ACH-000769,-0.0765900965407
ACH-000770,-0.061667980744000005
ACH-000771,-0.225754878761
ACH-000773,-0.046406661632599995
ACH-000776,-0.282004876409
ACH-000777,-0.111388977268
ACH-000778,-0.348030568137
ACH-000781,-0.10964195120300001
ACH-000782,-0.357443589661
ACH-000783,-0.0351721613003
ACH-000784,-0.07383584834710001
ACH-000785,-0.153497285308
ACH-000787,-0.045805739144400004
ACH-000788,-0.17518293521699999
ACH-000791,-0.169626659528
ACH-000792,-0.287223181421
ACH-000794,-0.21670909263399998
ACH-000796,-0.20574625862999998
ACH-000799,0.244091457703
ACH-000800,-0.08880268150769999
ACH-000802,-0.09304696370400001
ACH-000804,-0.11748653322899999
ACH-000805,0.0878450623116
ACH-000809,-0.09128443840230001
ACH-000810,-0.2472091439
ACH-000811,-0.124326851669
ACH-000817,-0.261453115361
ACH-000819,-0.119588462976
ACH-000820,-0.0852820719653
ACH-000821,0.11035944465
ACH-000822,-0.20435815709600003
ACH-000823,-0.10953422397500001
ACH-000824,-0.160050047532
ACH-000827,-0.0865404367199
ACH-000829,0.14093609462200002
ACH-000831,-0.177080212473
ACH-000832,-0.246059649727
ACH-000833,-0.4234268567
ACH-000834,-0.0523667203202
ACH-000835,-0.0611902272609
ACH-000836,-0.127109974191
ACH-000837,-0.219295035174
ACH-000838,-0.297213020577
ACH-000839,0.30819984563999997
ACH-000840,0.0162032391627
ACH-000841,0.075127587258
ACH-000843,-0.297939690847
ACH-000846,-0.120065540086
ACH-000847,-0.272829944983
ACH-000848,-0.201451004551
ACH-000849,-0.0728821231727
ACH-000851,-0.0809590632809
ACH-000855,-0.231354888033
ACH-000856,-0.06985978257789999
ACH-000858,-0.123406902492
ACH-000859,-0.0705167241526
ACH-000861,-0.126041156734
ACH-000862,0.08595350655020001
ACH-000865,-0.12783382178
ACH-000866,-0.09381211635150001
ACH-000867,-0.224130406791
ACH-000869,-0.182283021445
ACH-000872,-0.18398011603599998
ACH-000873,-0.370786894063
ACH-000876,-0.09002587607580001
ACH-000878,-0.374060147706
ACH-000880,-0.17458797701900003
ACH-000881,-0.19363075827
ACH-000882,-0.049081268685499994
ACH-000884,-0.196352660695
ACH-000885,-0.32601676419799996
ACH-000887,-0.145787239294
ACH-000888,-0.015526473939200001
ACH-000889,-0.0181353452045
ACH-000890,-0.178430645538
ACH-000896,-0.11112992622199999
ACH-000898,-0.0613595020849
ACH-000900,-0.0593331804451
ACH-000901,-0.0492905601375
ACH-000905,0.0300728362078
ACH-000906,-0.22333871101799999
ACH-000907,-0.175750270935
ACH-000910,-0.0796767717625
ACH-000911,0.029151406288400003
ACH-000912,-0.128037695122
ACH-000913,-0.21482402815
ACH-000915,-0.22068110607799998
ACH-000916,0.230725308081
ACH-000917,-0.22252388849
ACH-000921,-0.101907244645
ACH-000924,-0.0610854877479
ACH-000926,-0.20938003796799998
ACH-000928,0.0377495015934
ACH-000929,-0.270453458423
ACH-000932,-0.24252023644
ACH-000935,-0.0161115698715
ACH-000936,-0.0775644423976
ACH-000937,-0.198234122135
ACH-000938,-0.24507873545400002
ACH-000939,0.19983211218199998
ACH-000941,-0.096506456544
ACH-000943,-0.09567208242339999
ACH-000946,-0.0951386176323
ACH-000947,-0.136408570623
ACH-000948,0.0124604463778
ACH-000950,0.245679774723
ACH-000953,-0.17752469718699998
ACH-000957,-0.246214539423
ACH-000958,-0.027346990439499997
ACH-000960,-0.11278560375600001
ACH-000963,-0.209991426589
ACH-000968,-0.259876822847
ACH-000969,-0.102322268388
ACH-000973,-0.051559623155
ACH-000974,-0.220983693366
ACH-000975,-0.182375615717
ACH-000976,-0.015771157405900002
ACH-000978,-0.113191183298
ACH-000980,-0.0534128353854
ACH-000984,-0.355019552121
ACH-000986,-0.07486657535619999
ACH-000988,-0.271855745765
ACH-000993,-0.120033762228
ACH-000994,-0.177327213215
ACH-000996,-0.353883071027
ACH-001001,-0.220465970174
ACH-001020,0.280631840555
ACH-001028,-0.09182666055680001
ACH-001031,0.0414629133225
ACH-001038,-0.336532159577
ACH-001048,-0.166081687679
ACH-001050,0.00912225090031
ACH-001053,-0.20031277661400002
ACH-001054,-0.227919583434
ACH-001061,-0.144387247144
ACH-001067,-0.270397604487
ACH-001075,-0.216740733096
ACH-001096,0.12802792599
ACH-001128,0.0404982279445
ACH-001134,-0.13974318022399998
ACH-001151,-0.138613063441
ACH-001163,-0.170318191561
ACH-001164,-0.187358337117
ACH-001173,-0.11309785144300001
ACH-001183,-0.0194633485608
ACH-001184,-0.204687546734
ACH-001190,-0.32316973157699996
ACH-001192,-0.47561276858400003
ACH-001193,-0.548366004286
ACH-001196,-0.266225910401
ACH-001197,-0.178694278336
ACH-001205,-0.24337191368299999
ACH-001211,-0.128481625107
ACH-001212,-0.377902161703
ACH-001228,-0.030288829226099996
ACH-001232,0.231530793972
ACH-001239,-0.194278212526
ACH-001274,0.015087304085
ACH-001275,-0.20733012938099998
ACH-001277,-0.285049645784
ACH-001278,-0.159530152596
ACH-001280,-0.122612828094
ACH-001283,-0.100430819394
ACH-001289,-0.306219282983
ACH-001295,-0.145153589926
ACH-001300,-0.148443268092
ACH-001301,0.026363531149400002
ACH-001302,-0.438568373714
ACH-001303,0.39422643555200004
ACH-001306,-0.20303895354200002
ACH-001318,-0.39843985748000005
ACH-001322,-0.282991259241
ACH-001328,-0.102200883268
ACH-001332,-0.0621621333981
ACH-001333,-0.0320457138347
ACH-001336,-0.0693331698474
ACH-001340,-0.0995084739642
ACH-001346,-0.0268798255468
ACH-001353,-0.16910706186799998
ACH-001354,0.217652397219
ACH-001367,-0.324137842904
ACH-001368,-0.11598109252599999
ACH-001374,0.09914273005660001
ACH-001375,-0.12194686644000001
ACH-001377,-0.138763460952
ACH-001380,-0.245519764125
ACH-001391,0.0314119534417
ACH-001407,-0.263821846814
ACH-001408,-0.0415838243055
ACH-001413,0.102901801867
ACH-001430,-0.0880883696542
ACH-001431,-0.36800304994099997
ACH-001450,-0.362070917114
ACH-001496,0.044494420868499994
ACH-001500,-0.0681061704464
ACH-001521,-0.118301035511
ACH-001523,-0.202221231639
ACH-001532,-0.000304384596575
ACH-001536,-0.05103589096
ACH-001550,0.0641369712851
ACH-001552,-0.43248176609300004
ACH-001554,-0.0499612398066
ACH-001645,-0.171115291552
ACH-001654,-0.161988225402
ACH-001715,-0.5713880976110001
ACH-001735,-0.0885829227621
ACH-001736,-0.200791698361
ACH-001737,-0.211941821305
ACH-001740,-0.265332121694
ACH-001745,-0.070664394543
ACH-001750,-0.07092893450839999
ACH-001765,-0.0710465302298
ACH-001956,-0.0796101698962
ACH-001957,-0.09788361229530002
