,GMEB2 (26205)
ACH-000004,-0.117990708683
ACH-000007,-0.0605717619831
ACH-000009,-0.3091417045
ACH-000011,-0.128998448312
ACH-000012,-0.027523988202400002
ACH-000013,-0.11968898232200001
ACH-000014,-0.41384794482000004
ACH-000015,-0.251644957947
ACH-000017,-0.14750896809800002
ACH-000018,-0.226544692184
ACH-000019,-0.160182487884
ACH-000021,-0.177441228955
ACH-000022,-0.347522215774
ACH-000025,-0.452198814231
ACH-000028,-0.34287778024800003
ACH-000030,-0.202354495584
ACH-000035,-0.043611274970199995
ACH-000036,-0.301851339527
ACH-000037,-0.217999165489
ACH-000039,-0.132903641213
ACH-000040,-0.172240314938
ACH-000041,-0.41407216172
ACH-000042,-0.62618746229
ACH-000045,-0.0756498578073
ACH-000047,-0.240852336527
ACH-000052,-0.32508173184
ACH-000053,-0.103348128138
ACH-000054,-0.330897976919
ACH-000055,-0.37425708646
ACH-000060,-0.478981106796
ACH-000067,-0.296373210846
ACH-000070,-0.335850494599
ACH-000075,-0.171061102942
ACH-000078,-0.293163570891
ACH-000082,-0.309107465112
ACH-000085,-0.07919378844389999
ACH-000086,-0.264034189096
ACH-000087,-0.37136703131399995
ACH-000092,-0.125438683853
ACH-000095,-0.35487740003
ACH-000097,-0.231426728266
ACH-000098,-0.301604410968
ACH-000099,-0.39222213227700004
ACH-000108,-0.323271904841
ACH-000113,-0.23483035187800003
ACH-000115,-0.291122670844
ACH-000116,-0.426983147351
ACH-000118,-0.063021661841
ACH-000120,-0.24759153941
ACH-000123,-0.0626546427996
ACH-000127,-0.0342920040661
ACH-000128,-0.384357015229
ACH-000132,-0.08924014547710002
ACH-000133,-0.34040385320200006
ACH-000137,-0.2517372587
ACH-000138,-0.282480800487
ACH-000142,-0.0332069930772
ACH-000143,-0.341497565389
ACH-000146,-0.23102195881299997
ACH-000148,-0.45719368444499997
ACH-000150,-0.36419199659
ACH-000152,-0.414195268859
ACH-000153,-0.108705919202
ACH-000159,-0.11732843371200001
ACH-000160,-0.10382328626800001
ACH-000163,-0.128839764195
ACH-000167,0.0567647429565
ACH-000168,-0.128527409567
ACH-000169,-0.367131709656
ACH-000178,-0.23834983942200003
ACH-000182,-0.29964474099599997
ACH-000183,-0.399455574457
ACH-000188,-0.274722006264
ACH-000189,-0.36117003405500003
ACH-000190,0.146313711085
ACH-000198,-0.0660048422393
ACH-000204,-0.40032977313900003
ACH-000206,-0.471406420842
ACH-000207,-0.33376649687800003
ACH-000211,-0.21824644708799998
ACH-000215,-0.31047006421
ACH-000221,-0.38603641240000003
ACH-000222,-0.12329064605699999
ACH-000223,-0.196367842532
ACH-000226,-0.162634248466
ACH-000227,-0.32806700695999996
ACH-000228,-0.24641201141600003
ACH-000231,-0.31344104993599997
ACH-000232,-0.43494822294299995
ACH-000233,-0.32582393568
ACH-000234,-0.364159902392
ACH-000235,-0.20954846673500002
ACH-000237,-0.139989384214
ACH-000238,-0.2851928404
ACH-000243,0.011327828076799999
ACH-000244,-0.666181837681
ACH-000246,-0.306195601882
ACH-000248,-0.371574455744
ACH-000250,-0.383282661769
ACH-000251,-0.204764927885
ACH-000253,-0.31300887079100004
ACH-000255,-0.267446845661
ACH-000256,-0.352813866536
ACH-000257,-0.13113844174699998
ACH-000258,-0.025243343369499998
ACH-000259,-0.366703784235
ACH-000260,-0.357301875625
ACH-000261,-0.252403473396
ACH-000262,-0.242056620171
ACH-000263,-0.0887719972338
ACH-000264,-0.19596202915199998
ACH-000265,-0.25958648597899997
ACH-000266,-0.357374111409
ACH-000272,-0.303093686743
ACH-000273,-0.363244739089
ACH-000274,-0.342933668579
ACH-000277,-0.29554257005999995
ACH-000278,-0.337850831865
ACH-000279,-0.181721777888
ACH-000280,-0.34608330561399997
ACH-000281,-0.557133716262
ACH-000288,-0.22790928941
ACH-000291,-0.33676733752
ACH-000293,-0.113384966938
ACH-000294,-0.266303011566
ACH-000295,-0.29157332970600003
ACH-000296,-0.08061848489960001
ACH-000302,-0.27141077170600003
ACH-000304,-0.309001881952
ACH-000307,-0.287034768449
ACH-000308,-0.3302043059
ACH-000310,-0.0618495811157
ACH-000311,-0.151764500947
ACH-000312,-0.20191488255999998
ACH-000315,-0.1177237107
ACH-000316,-0.08648715736510001
ACH-000317,-0.0698679802873
ACH-000318,-0.38425423912699996
ACH-000319,-0.223491128767
