,FARP1 (10160)
ACH-000004,0.124678539361
ACH-000007,0.0825904268303
ACH-000009,0.307269799748
ACH-000011,0.188937279827
ACH-000012,-0.036293046014699994
ACH-000013,0.158908445239
ACH-000014,0.37906465838200004
ACH-000015,0.07596617742489999
ACH-000017,0.13694828667
ACH-000018,-0.0292250516237
ACH-000019,0.20152579937600001
ACH-000021,0.17814975903299998
ACH-000022,0.297896390112
ACH-000025,0.175301773021
ACH-000028,0.120486032372
ACH-000030,0.121943251118
ACH-000035,0.17446878787700001
ACH-000036,0.163874275906
ACH-000037,0.10536816809800001
ACH-000039,0.15914603098400001
ACH-000040,0.0882663761491
ACH-000041,0.17669206002300003
ACH-000042,-0.0747454785225
ACH-000045,0.24999658381499998
ACH-000047,0.11441320671399999
ACH-000052,0.33875811248800003
ACH-000053,-0.0230573922736
ACH-000054,0.17818562211800001
ACH-000055,0.131624666316
ACH-000060,-0.04433719273469999
ACH-000067,0.234048064993
ACH-000070,0.027957284544900003
ACH-000075,0.216374416427
ACH-000078,0.0022174126977199996
ACH-000082,0.06362237384779999
ACH-000085,0.059871804812199995
ACH-000086,0.260062554622
ACH-000087,0.20085307939599997
ACH-000092,0.08909557056430001
ACH-000095,0.184520812194
ACH-000097,0.151817635127
ACH-000098,0.0519092194686
ACH-000099,0.0186784824295
ACH-000108,-0.0616391387911
ACH-000113,0.238689517671
ACH-000115,-0.188754107717
ACH-000116,-0.023657664487099998
ACH-000118,0.0893747880302
ACH-000120,0.106341697904
ACH-000123,0.0803910614648
ACH-000127,-0.0112252799389
ACH-000128,0.343898705653
ACH-000132,-0.0412872808628
ACH-000133,0.172874441955
ACH-000137,0.0765823204859
ACH-000138,0.132287468896
ACH-000142,0.208794126468
ACH-000143,0.10426491016
ACH-000146,0.0862479432546
ACH-000148,0.068193255285
ACH-000150,0.221169643973
ACH-000152,0.24407775640999999
ACH-000153,0.27328153964
ACH-000159,0.233700977614
ACH-000160,0.1794145182
ACH-000163,0.22908462410500002
ACH-000167,-0.19777071270100002
ACH-000168,0.266647459722
ACH-000169,0.0669509876034
ACH-000178,0.0705482510687
ACH-000182,0.18335223704300002
ACH-000183,0.067438422184
ACH-000188,0.243529712237
ACH-000189,0.111178142557
