,LCE3E (353145)
ACH-000004,0.0744502448267
ACH-000007,-0.0728504618322
ACH-000009,-0.206422147874
ACH-000011,-0.139868977187
ACH-000012,-0.006603200426010001
ACH-000013,-0.18574924061599998
ACH-000014,-0.028478290907099996
ACH-000015,0.017777959901900002
ACH-000017,0.12916159638
ACH-000018,-0.180447750493
ACH-000019,-0.051831146046000004
ACH-000021,-0.0403378717618
ACH-000022,-0.0914097431944
ACH-000025,-0.131678015808
ACH-000028,-0.079214102235
ACH-000030,-0.040648149562199996
ACH-000035,0.0241809938785
ACH-000036,-0.15381660483100001
ACH-000037,-0.104015665705
ACH-000039,-0.0549544719261
ACH-000040,-0.07939723655460001
ACH-000041,0.170653013316
ACH-000042,0.11241372541400001
ACH-000045,-0.240380232783
ACH-000047,-0.144979164739
ACH-000052,-0.19474894892900002
ACH-000053,0.04905974151330001
ACH-000054,-0.053977669144699994
ACH-000055,0.0679431448953
ACH-000060,0.10625071226800001
ACH-000067,0.034969745828800004
ACH-000070,0.114783356007
ACH-000075,-0.20178841530400002
ACH-000078,-0.00838372990533
ACH-000082,-0.027387226231400004
ACH-000085,-0.0959671212532
ACH-000086,-0.21310121212400002
ACH-000087,-0.00507952401242
ACH-000092,-0.147122422131
ACH-000095,0.0457535602267
ACH-000097,-0.17324607283
ACH-000098,-0.152731644444
ACH-000099,0.0392755119861
ACH-000108,0.0481672647401
ACH-000113,-0.00368208233341
ACH-000115,0.113304325888
ACH-000116,-0.023077302767
ACH-000118,0.0274286050698
ACH-000120,-0.0332414566502
ACH-000123,0.0112314538909
ACH-000127,-0.061761935707999996
ACH-000128,-0.17088323818
ACH-000132,-0.004465734149439999
ACH-000133,-0.114043019504
ACH-000137,-0.0637220495825
ACH-000138,0.0822953489281
ACH-000142,0.023231418393700003
ACH-000143,-0.0618295040386
ACH-000146,-0.048950841170300005
ACH-000148,-0.114654146557
ACH-000150,-0.110740830766
ACH-000152,-0.028608739038299996
ACH-000153,-0.201854626608
ACH-000159,-0.0396243406481
ACH-000160,-0.13279099312999998
ACH-000163,-0.209879083704
ACH-000167,-0.242030244875
ACH-000168,-0.128732954911
ACH-000169,-0.00351555662333
ACH-000178,-0.0662126562069
ACH-000182,-0.16352265306299998
ACH-000183,-0.0263965478439
ACH-000188,-0.0455047956117
ACH-000189,-0.23013601680799997
ACH-000190,-0.200919155773
ACH-000198,-0.005275791062039999
ACH-000204,-0.197985002625
ACH-000206,0.000512612855297
ACH-000207,0.0386760358161
ACH-000211,-0.07457465644019999
ACH-000215,-0.274143659878
ACH-000221,0.107829484153
ACH-000222,-0.00126940313539
ACH-000223,-0.0535553281303
ACH-000226,-0.0525149568719
ACH-000227,0.153577949165
ACH-000228,0.033270452392899996
ACH-000231,0.038572865172199995
ACH-000232,-0.038478844846099994
ACH-000233,0.0521116840986
ACH-000234,-0.0590539766763
ACH-000235,-0.026869708001599997
ACH-000237,-0.15289188262
ACH-000238,0.0343392467345
ACH-000243,-0.03856069638990001
ACH-000244,-0.0896703363372
ACH-000246,-0.285234997218
ACH-000248,-0.11099116628799999
ACH-000250,-0.009893583115930001
ACH-000251,-0.29619209530900004
ACH-000253,-0.0313164136434
ACH-000255,-0.055560409025800006
ACH-000256,-0.050791536652100004
ACH-000257,-0.11506949256200001
ACH-000258,-0.117527720748
ACH-000259,-0.114273975854
ACH-000260,0.0498160408526
ACH-000261,0.0357036199533
ACH-000262,0.0638866444114
ACH-000263,-0.21004857496100002
ACH-000264,-0.08958027180929999
ACH-000265,0.00804775205177
ACH-000266,0.0273073090144
ACH-000272,-0.062487447810699995
ACH-000273,-0.23485716301800003
ACH-000274,0.0384644669245
ACH-000277,-0.18945470254500002
ACH-000278,0.0066809481308700005
ACH-000279,0.0867365859068
ACH-000280,-0.0391516659525
ACH-000281,0.19233482484099998
ACH-000288,-0.019781589281400003
ACH-000291,0.0843982722583
ACH-000293,0.111167030901
ACH-000294,-0.09142475381269999
ACH-000295,0.040703315201800004
ACH-000296,-0.0165974182993
ACH-000302,-0.0037483363272
ACH-000304,0.103084005776
