,MKLN1 (4289)
ACH-000004,0.196230839379
ACH-000007,-0.131277166192
ACH-000009,-0.34161987873099997
ACH-000011,-0.342609218399
ACH-000012,-0.390844196417
ACH-000013,-0.11672599797199999
ACH-000014,-0.328990172499
ACH-000015,-0.22631706627099998
ACH-000017,-0.00218825888225
ACH-000018,-0.116518080381
ACH-000019,-0.043465792924600004
ACH-000021,-0.465811326968
ACH-000022,-0.23770960944800001
ACH-000025,-0.0272717446797
ACH-000028,-0.136482671819
ACH-000030,-0.18751875513
ACH-000035,-0.432155477586
ACH-000036,-0.165817636022
ACH-000037,-0.144700465795
ACH-000039,-0.587452312442
ACH-000040,-0.07083610719899999
ACH-000041,-0.38664403170999995
ACH-000042,-0.134473533101
ACH-000045,-0.024217097910599998
ACH-000047,-0.06278531601559999
ACH-000052,-0.362136096861
ACH-000053,-0.102771887499
ACH-000054,-0.134303183157
ACH-000055,-0.209564946755
ACH-000060,-0.148407403542
ACH-000067,-0.00212106971323
ACH-000070,0.118962976448
ACH-000075,-0.28406998262600003
ACH-000078,-0.42121918494800004
ACH-000082,-0.119158463822
ACH-000085,-0.294083313269
ACH-000086,0.0555373292949
ACH-000087,-0.28209540387
ACH-000092,0.0738036933226
ACH-000095,-0.343121076368
ACH-000097,0.020625405606200003
ACH-000098,-0.0307728359058
ACH-000099,-0.39044512560500005
ACH-000108,-0.259952062127
ACH-000113,-0.349787249348
ACH-000115,-0.164064052998
ACH-000116,-0.324078119087
ACH-000118,-0.331763387498
ACH-000120,-0.434233414976
ACH-000123,-0.116551221228
ACH-000127,-0.0697955253082
ACH-000128,-0.104769880663
ACH-000132,-0.205110058609
ACH-000133,-0.17901048815499998
ACH-000137,-0.20540453636599998
ACH-000138,-0.273540494392
ACH-000142,-0.380154298002
ACH-000143,-0.0020690310172
ACH-000146,-0.330692837187
ACH-000148,-0.0909926057941
ACH-000150,0.173568570346
ACH-000152,-0.31469138200999996
ACH-000153,-0.042639182657500004
ACH-000159,-0.16561383215199998
ACH-000160,-0.161302871659
ACH-000163,-0.018964081011400003
ACH-000167,-0.326697080852
ACH-000168,0.09538246854639999
ACH-000169,-0.184951690024
ACH-000178,-0.105729009616
ACH-000182,-0.167731220526
ACH-000183,-0.000685760308715
ACH-000188,-0.15721111804000001
ACH-000189,-0.352614315519
ACH-000190,-0.15574346293
ACH-000198,-0.0414488245976
ACH-000204,-0.132737900965
ACH-000206,0.0630032752533
ACH-000207,-0.20086913301399997
ACH-000211,-0.33536915813499996
ACH-000215,-0.146978722673
ACH-000221,0.051926646926
ACH-000222,-0.296802227771
ACH-000223,-0.13095568809
ACH-000226,-0.157274218973
ACH-000227,-0.157174895465
ACH-000228,-0.11512063379899999
ACH-000231,-0.09571373138289999
ACH-000232,-0.246150161439
ACH-000233,-0.222057187178
ACH-000234,-0.11166749062
ACH-000235,-0.221436562645
ACH-000237,-0.346379713609
ACH-000238,-0.216683964098
ACH-000243,-0.239174477273
ACH-000244,-0.317679677384
ACH-000246,-0.319457768378
ACH-000248,0.16114067609000002
ACH-000250,-0.337504739605
ACH-000251,-0.16067729581700002
ACH-000253,-0.240287927449
ACH-000255,-0.09810857247610001
ACH-000256,-0.19778049877700002
ACH-000257,-0.06441596339599999
ACH-000258,-0.180139772973
ACH-000259,-0.412497849461
ACH-000260,-0.193116363156
ACH-000261,-0.10482117875399999
ACH-000262,-0.08390581424259999
ACH-000263,0.08053139366560001
ACH-000264,-0.30745232676999995
ACH-000265,0.0263501781049
ACH-000266,-0.23375320052700002
ACH-000272,-0.311588067326
ACH-000273,-0.233887270762
ACH-000274,-0.026607885566199998
ACH-000277,-0.12984597461300001
ACH-000278,-0.374647396622
ACH-000279,-0.341083524569
ACH-000280,0.036164848922599996
ACH-000281,-0.303485265108
ACH-000288,-0.125264722142
ACH-000291,-0.345066479754
ACH-000293,-0.39331841343199997
ACH-000294,0.00619565165584
ACH-000295,-0.08622978494519999
ACH-000296,-0.34904959401
ACH-000302,-0.16103179233200002
ACH-000304,-0.0976391923852
ACH-000307,-0.104004436709
ACH-000308,-0.44035573226499997
ACH-000310,-0.406731010424
ACH-000311,-0.16728425250099999
ACH-000312,-0.405311822255
ACH-000315,-0.00817402212986
ACH-000316,-0.053050007151699996
ACH-000317,0.0416566945862
ACH-000318,-0.16923361000300002
ACH-000319,-0.06571009654969999
ACH-000320,-0.411821849367
ACH-000322,-0.251484120762
ACH-000323,0.0323397553979
ACH-000324,-0.495032826119
ACH-000329,-0.156043093583
ACH-000330,-0.16249519608100002
ACH-000331,-0.132913314522
ACH-000332,-0.275802274999
ACH-000334,-0.303729270403
ACH-000335,-0.35828387373000004
ACH-000336,-0.0462369848084
ACH-000337,-0.0644730674479
ACH-000339,-0.232166231497
ACH-000341,-0.0628235011484
ACH-000348,-0.306200167632
ACH-000350,-0.103277322817
ACH-000352,-0.13822041406
ACH-000356,-0.185485441252
ACH-000361,0.03643222610459999
ACH-000362,0.0410447016144
ACH-000363,-0.222227447354
ACH-000364,-0.08265802556219999
ACH-000365,-0.22546600958500002
ACH-000366,-0.414028369772
ACH-000368,-0.26621147307
ACH-000374,-0.437163417541
ACH-000375,-0.029413170200099998
ACH-000376,-0.185650590535
ACH-000381,-0.36413160900700003
ACH-000383,-0.322601070034
ACH-000387,-0.331733339995
ACH-000389,-0.46756738119099994
ACH-000390,-0.234746615523
ACH-000393,-0.0702353644866
ACH-000395,-0.200239883944
ACH-000397,-0.419954918002
ACH-000401,-0.26760955548500004
ACH-000402,0.288620139529
ACH-000403,-0.127358252388
ACH-000404,-0.347583162909
ACH-000406,-0.26855908345199997
ACH-000407,-0.148113976911
ACH-000408,-0.11596760621300001
ACH-000410,-0.139024812857
ACH-000411,-0.229562538542
ACH-000414,-0.5319488516309999
ACH-000415,-0.12481524317399999
ACH-000416,-0.134270377242
ACH-000420,0.006458465652930001
ACH-000421,-0.257158010625
ACH-000424,-0.0633517966255
ACH-000425,-0.445962984365
ACH-000426,-0.12518139041200002
ACH-000427,-0.0304352658755
ACH-000433,-0.0511447499642
ACH-000436,-0.364022447121
ACH-000444,-0.085671912037
ACH-000445,-0.389912463133
ACH-000448,-0.17670748288
ACH-000450,-0.239188335037
ACH-000452,-0.264587667957
ACH-000454,-0.0697612514344
ACH-000458,-0.18652324982700003
ACH-000459,-0.11759636061499999
ACH-000460,-0.445463263251
ACH-000461,-0.202810971132
ACH-000463,-0.244598950358
ACH-000464,-0.259359236683
ACH-000466,-0.0904836068272
ACH-000467,-0.38136104616300004
ACH-000468,-0.286910979997
ACH-000469,-0.103881175309
ACH-000470,0.18876171932900002
ACH-000471,-0.144961841826
ACH-000472,0.00722158113069
ACH-000473,-0.22341598295899998
ACH-000475,-0.11537646842
ACH-000476,-0.053283538701400006
ACH-000477,-0.449829756702
ACH-000480,-0.00812011355793
ACH-000481,0.029007322488700003
ACH-000483,0.020471824413099998
ACH-000484,-0.13513015191400002
ACH-000485,-0.0217588281879
ACH-000486,-0.17902597904599998
ACH-000487,-0.09117548628779999
ACH-000488,-0.280950787154
ACH-000490,0.0342367681012
ACH-000491,-0.11443135070699999
ACH-000495,-0.350201886234
ACH-000496,-0.305368550967
ACH-000499,-0.165511024241
ACH-000500,0.0212787167289
ACH-000502,-0.116052544936
ACH-000503,-0.0903866028053
ACH-000505,-0.159250393681
ACH-000507,0.0025864821074299995
ACH-000510,-0.17037596877500003
ACH-000511,-0.219819310893
ACH-000512,-0.18292597742
ACH-000516,-0.126368012962
ACH-000517,-0.040365472762599997
ACH-000518,-0.015125695216899998
ACH-000520,-0.26823579884300003
ACH-000521,-0.247947901074
ACH-000522,-0.16713513847
ACH-000524,-0.176575923969
ACH-000527,-0.234305673158
ACH-000528,-0.306758046667
ACH-000537,-0.0323050067407
ACH-000541,-0.39847416251100004
ACH-000542,-0.248894056644
ACH-000544,-0.38183846882100003
ACH-000545,-0.14886386744400001
ACH-000547,-0.106109919194
ACH-000548,-0.0325318135269
ACH-000549,-0.06503840292759999
ACH-000550,-0.256624799786
ACH-000552,-0.0830457524799
ACH-000556,-0.00327675447437
ACH-000557,0.0179089781107
ACH-000570,-0.32843526494
ACH-000571,-0.173473393219
ACH-000573,-0.293367109232
ACH-000576,-0.21684718156100002
ACH-000580,-0.35320747017
ACH-000584,-0.30629655371
ACH-000585,-0.39954634073
ACH-000588,-0.38920837007799997
ACH-000589,-0.15810613807600002
ACH-000591,-0.05571644877669999
ACH-000593,-0.0165456811437
ACH-000600,-0.31124521898699997
ACH-000601,-0.19055781850900003
ACH-000604,-0.227634379432
ACH-000605,0.029191671927700003
ACH-000606,-0.267859332788
ACH-000608,-0.297016597669
ACH-000614,-0.300873770178
ACH-000616,-0.329078749783
ACH-000618,-0.112504169489
ACH-000619,-0.0909806258082
ACH-000620,-0.442795270723
ACH-000621,-0.20475401737799998
ACH-000622,-0.332657185137
ACH-000623,-0.100211018293
ACH-000624,-0.318885083708
ACH-000627,-0.336724082174
ACH-000630,-0.218810617859
ACH-000632,-0.248789499458
ACH-000633,-0.223019760919
ACH-000637,-0.06689082839510001
ACH-000638,-0.19720196209899998
ACH-000646,-0.0621003471557
ACH-000647,-0.0106720091503
ACH-000648,-0.240268344773
ACH-000649,-0.363462801479
ACH-000651,-0.11311269672700001
ACH-000652,-0.20808169218800002
ACH-000653,-0.253331451309
ACH-000657,-0.237112329173
ACH-000658,-0.29634061163000003
ACH-000661,-0.354094653059
ACH-000662,-0.441180952639
ACH-000663,-0.372113364587
ACH-000665,-0.646480854372
ACH-000671,-0.123231148922
ACH-000673,-0.0700111206159
ACH-000676,-0.43121704513400005
ACH-000677,-0.125237901718
ACH-000681,-0.2881908696
ACH-000682,-0.208850348622
ACH-000683,-0.329256205603
ACH-000684,-0.7068048554549999
ACH-000688,-0.023978692618900004
ACH-000693,-0.18698326293099998
ACH-000694,-0.172075244028
ACH-000695,-0.35482987797700005
ACH-000696,-0.31419699641300003
ACH-000697,-0.176431489172
ACH-000699,-0.0661630625788
ACH-000701,-0.08341245286780001
ACH-000706,-0.0573125132201
ACH-000711,-0.250020012523
ACH-000713,-0.157408250811
ACH-000714,-0.511190444345
ACH-000718,-0.440489819924
ACH-000720,-0.252859430651
ACH-000721,-0.0141309994013
ACH-000724,-0.279014962907
ACH-000725,0.0814809128428
ACH-000732,-0.20926782962
ACH-000734,-0.122613515892
ACH-000735,-0.36016231995700004
ACH-000736,-0.08948968738769998
ACH-000738,-0.150548957416
ACH-000746,-0.18037328364500002
ACH-000747,-0.223902698457
ACH-000748,-0.0116054902396
ACH-000753,-0.147706620417
ACH-000756,-0.0362846770814
ACH-000757,-0.376564246124
ACH-000758,-0.140156965325
ACH-000760,-0.0636958377024
ACH-000763,-0.45993464251000005
ACH-000764,-0.0993349202145
ACH-000765,-0.21494796616099998
ACH-000766,0.11036557183399999
ACH-000767,-0.189764209292
ACH-000768,-0.380557484959
ACH-000769,-0.363617229048
ACH-000770,-0.279197159738
ACH-000771,-0.191418805321
ACH-000773,-0.0763863785593
ACH-000776,-0.17859912697500002
ACH-000777,-0.336827878679
ACH-000778,-0.030596405247299997
ACH-000781,-0.199437579602
ACH-000782,-0.175640522158
ACH-000783,-0.111456215477
ACH-000784,-0.05973177388169999
ACH-000785,-0.11409876564799999
ACH-000787,-0.24264729158000004
ACH-000788,-0.342892956563
ACH-000791,-0.44711506551200003
ACH-000792,0.0203938303932
ACH-000794,-0.405052236722
