,ABHD4 (63874)
ACH-000004,-0.00718103440656
ACH-000007,0.170524353069
ACH-000009,-0.00244295168956
ACH-000011,0.155533652
ACH-000012,0.043087626277599995
ACH-000013,0.0410290522356
ACH-000014,-0.216861778275
ACH-000015,-0.011861783794799999
ACH-000017,-0.0064241047683199996
ACH-000018,-0.022276742107199998
ACH-000019,-0.05179514663
ACH-000021,0.08798106617460001
ACH-000022,0.15382078785599998
ACH-000025,0.0672886345856
ACH-000028,0.165439166822
ACH-000030,0.043774456555699996
ACH-000035,-0.0344676665859
ACH-000036,0.0456689150114
ACH-000037,0.267507663953
ACH-000039,0.0391009704993
ACH-000040,-0.0317733079016
ACH-000041,-0.024211420975
ACH-000042,0.180468379628
ACH-000045,-0.0408883515645
ACH-000047,-0.0620739745761
ACH-000052,-0.0734642037462
ACH-000053,0.0504674011893
ACH-000054,-0.0316423194307
ACH-000055,-0.0045967319144199995
ACH-000060,0.00403448199406
ACH-000067,-0.046905472952500006
ACH-000070,0.11569774848600001
ACH-000075,0.290604482694
ACH-000078,0.0627912212402
ACH-000082,0.14491842801
ACH-000085,-0.0160073901604
ACH-000086,-0.0017752615765799999
ACH-000087,0.0462021463045
ACH-000092,0.108396856553
ACH-000095,0.0555856881582
ACH-000097,-0.0340944862665
ACH-000098,-0.0294280843968
ACH-000099,0.132143383573
ACH-000108,0.24478999430599999
ACH-000113,-0.0184893066132
ACH-000115,-0.04336510704009999
ACH-000116,0.037560834320699996
ACH-000118,0.029038739920200004
ACH-000120,0.0161201155769
ACH-000123,0.0110134104076
ACH-000127,-0.00688058567223
ACH-000128,0.0123080801519
ACH-000132,0.27490667260699997
ACH-000133,-0.14164749724
ACH-000137,-0.24515372509799999
ACH-000138,0.122450445425
ACH-000142,-0.0372306149972
ACH-000143,-0.0807666529328
ACH-000146,0.192007580605
ACH-000148,0.0303012234377
ACH-000150,0.208048143701
ACH-000152,-0.055801899637199996
ACH-000153,0.181310023618
ACH-000159,0.0890731100813
ACH-000160,0.014605244339100001
ACH-000163,0.028645346304099997
ACH-000167,-0.09875885477610001
ACH-000168,0.130443428436
ACH-000169,0.0534291938129
ACH-000178,0.200287574454
ACH-000182,0.161108661761
