,CRYGB (1419)
ACH-000701,-0.520330026887
ACH-000706,-0.252834269744
ACH-000711,-0.23235949477499998
ACH-000713,-0.166498278049
ACH-000714,-0.375490127201
ACH-000718,-0.181137063261
ACH-000720,-0.256284294803
ACH-000721,-0.384583765044
ACH-000724,-0.156758045422
ACH-000725,-0.436594815816
ACH-000732,-0.364393969208
ACH-000734,-0.31014771441399996
ACH-000735,-0.290308274494
ACH-000736,-0.341912603732
ACH-000738,-0.16914338434099999
ACH-000746,-0.286940452306
ACH-000747,-0.331966650986
ACH-000748,-0.365114875173
ACH-000753,-0.36131657837700004
ACH-000756,-0.33618783220299997
ACH-000757,-0.184909786223
ACH-000758,-0.305203726722
ACH-000760,-0.37857581245399996
ACH-000763,-0.281497319881
ACH-000764,-0.456836038499
ACH-000765,-0.48279590301799996
ACH-000766,-0.395262740558
ACH-000767,-0.22860599143399998
ACH-000768,-0.208428783703
ACH-000769,-0.5266248392180001
ACH-000770,-0.397297417738
ACH-000771,-0.36506456115
ACH-000773,-0.570630220319
ACH-000776,-0.276715962707
ACH-000777,-0.315595471059
ACH-000778,-0.127472867305
ACH-000781,-0.21852783561
ACH-000782,-0.32267906971099997
ACH-000783,-0.41147523784100004
ACH-000784,-0.39219911046899997
ACH-000785,-0.010120388074
ACH-000787,-0.350107364438
ACH-000788,-0.307928262389
ACH-000791,-0.320270660689
ACH-000792,-0.20058767562
ACH-000794,-0.29911508169
ACH-000796,-0.477423842344
ACH-000799,-0.397108676032
ACH-000800,-0.5105164092210001
ACH-000802,-0.35807483475999996
ACH-000804,-0.44174616718500004
ACH-000805,-0.491052881115
ACH-000809,-0.309204562084
ACH-000810,-0.483221745986
ACH-000811,-0.273225634233
ACH-000817,-0.247773285376
ACH-000819,-0.191007886033
ACH-000820,-0.529183398995
ACH-000821,0.0297639456172
ACH-000822,-0.232609438286
ACH-000823,-0.32672381395
ACH-000824,-0.382145258403
ACH-000827,-0.277817219764
ACH-000829,-0.263690806787
ACH-000831,-0.450730749179
ACH-000832,-0.280538133076
ACH-000833,-0.315638352671
ACH-000834,-0.311926757946
ACH-000835,-0.331557229118
ACH-000836,-0.368531537492
ACH-000837,-0.292911177092
ACH-000838,-0.164630894433
ACH-000839,-0.461090234357
ACH-000840,-0.20093799625300002
ACH-000841,-0.424985640721
ACH-000843,-0.397377169852
ACH-000846,-0.152166602751
ACH-000847,-0.37010507059299996
ACH-000848,-0.37784476408
ACH-000849,-0.42634845807899996
ACH-000851,-0.20976371869600002
ACH-000855,-0.130128105456
ACH-000856,-0.35713064335
ACH-000858,-0.357993003579
ACH-000859,-0.388199707544
ACH-000861,-0.34188828784
ACH-000862,-0.39763070280699997
ACH-000865,-0.44397721813
ACH-000866,-0.16957434689
ACH-000867,-0.433000306428
ACH-000869,-0.14927638799100001
ACH-000872,-0.21651620466200003
ACH-000873,-0.328225144179
ACH-000876,-0.198464935663
ACH-000878,-0.517107677232
ACH-000880,-0.367310364926
ACH-000881,-0.305126685352
ACH-000882,-0.294538109261
ACH-000884,-0.322865464163
ACH-000885,-0.36044645034999995
ACH-000887,-0.317156553345
ACH-000888,-0.34038868008900003
ACH-000889,-0.42981318357000003
ACH-000890,-0.463133541327
ACH-000896,-0.17215766914500003
ACH-000898,-0.375616306217
ACH-000900,-0.108102513804
ACH-000901,-0.289490580308
ACH-000905,-0.419733262519
ACH-000906,-0.361531660515
ACH-000907,-0.17061048629500003
ACH-000910,-0.601303335474
ACH-000911,-0.261198365068
ACH-000912,-0.285892539163
ACH-000913,-0.346283140843
ACH-000915,-0.183442497484
ACH-000916,-0.609908015645
ACH-000917,-0.462245195303
ACH-000921,-0.288296076511
ACH-000924,-0.481736183292
ACH-000926,-0.389984944587
ACH-000928,-0.114806589754
ACH-000929,-0.233181380051
ACH-000932,-0.22795967271099998
ACH-000935,-0.370341664186
ACH-000936,-0.280230812348
ACH-000937,-0.23054988982500002
ACH-000938,-0.514062480737
ACH-000939,-0.236143698124
ACH-000941,-0.396602891908
ACH-000943,-0.30914506578400003
ACH-000946,-0.363003900137
ACH-000947,-0.369324296808
ACH-000948,-0.286861802656
ACH-000950,-0.0577406188693
ACH-000953,-0.36095032851
ACH-000957,-0.012377325548199999
ACH-000958,-0.503366054111
ACH-000960,-0.43618667626999996
ACH-000963,-0.48124019357299996
ACH-000968,-0.06887335565689999
ACH-000969,-0.249983473554
ACH-000973,-0.270859412218
ACH-000974,-0.40417286855800005
ACH-000975,-0.404047403995
ACH-000976,-0.297883506909
ACH-000978,-0.24264129817699998
ACH-000980,-0.287460584987
ACH-000984,-0.328728423802
ACH-000986,-0.323324866126
ACH-000988,-0.17761303451299998
ACH-000993,-0.372610563207
ACH-000994,-0.268096309375
ACH-000996,-0.22074399675099998
ACH-001001,-0.32091095868
ACH-001020,-0.25224316083500004
ACH-001028,-0.39831543335600006
ACH-001031,-0.322216649289
ACH-001038,-0.285288993955
ACH-001048,-0.621372964605
ACH-001050,-0.27022811246899997
ACH-001053,-0.519405193027
ACH-001054,-0.451784734963
ACH-001061,-0.342828374899
ACH-001067,-0.24792976236699998
ACH-001075,-0.364935294392
ACH-001096,-0.431956696317
ACH-001128,0.0757355086636
ACH-001134,-0.440264604603
ACH-001151,-0.207421762349
ACH-001163,-0.430310045145
ACH-001164,-0.0795487271737
ACH-001173,-0.252314145282
ACH-001183,-0.42068789920500005
ACH-001184,-0.44979452630500005
ACH-001190,-0.253240771761
ACH-001192,-0.392884912421
ACH-001193,-0.158998244995
ACH-001196,-0.506120243388
ACH-001197,-0.329119843222
ACH-001205,-0.319244025571
ACH-001211,-0.387913015673
ACH-001212,-0.423078156861
ACH-001228,-0.403546506872
ACH-001232,-0.364336481725
ACH-001239,-0.41016447343400003
ACH-001274,-0.5311855160010001
ACH-001275,-0.430397610428
ACH-001277,-0.504373872074
ACH-001278,-0.149279544019
ACH-001280,-0.19309754151099998
ACH-001283,-0.37818848721000003
ACH-001289,-0.206876756486
ACH-001295,-0.32059249534400003
ACH-001300,-0.234548228887
ACH-001301,-0.303859942698
ACH-001302,-0.49598247526699996
ACH-001303,-0.725738775326
ACH-001306,-0.345682536457
ACH-001318,-0.486014186846
ACH-001322,-0.410554958061
ACH-001328,-0.21776812265999998
ACH-001332,-0.188795253081
ACH-001333,-0.29640493259100004
ACH-001336,-0.392350531861
ACH-001340,-0.274606866457
ACH-001346,-0.320244631763
ACH-001353,-0.362575119246
ACH-001354,-0.320072485204
ACH-001367,-0.165409252589
ACH-001368,-0.298419353342
ACH-001374,-0.413973093525
ACH-001375,-0.179180444562
ACH-001377,-0.189075315055
ACH-001380,-0.278359448189
ACH-001391,-0.281283814285
ACH-001407,-0.420671689325
ACH-001408,-0.22477399979899998
ACH-001413,-0.221450416294
ACH-001430,-0.399604562672
ACH-001431,-0.361844954382
ACH-001450,-0.279663299269
ACH-001496,-0.385022968614
ACH-001500,-0.441275869777
ACH-001521,-0.336989300673
ACH-001523,-0.288356912697
ACH-001532,-0.366992670246
ACH-001536,-0.15805320453
ACH-001550,-0.192923298241
ACH-001552,-0.299822583468
ACH-001554,-0.17514198372099998
ACH-001645,-0.317525892089
ACH-001654,-0.239824881835
ACH-001715,-0.22526088885200002
ACH-001735,-0.48422692304
ACH-001736,-0.440648316026
ACH-001737,-0.060662148236300006
ACH-001740,-0.26734057508000003
ACH-001745,-0.270146084003
ACH-001750,-0.319843229671
ACH-001765,-0.251440061655
ACH-001956,-0.319821187304
ACH-001957,-0.293372550425
