,TAC1 (6863)
ACH-000004,0.0784046919731
ACH-000007,0.0936642460116
ACH-000009,0.171403076279
ACH-000011,0.145758075976
ACH-000012,0.0822367745815
ACH-000013,0.12656299585
ACH-000014,0.0686109981426
ACH-000015,0.109751762063
ACH-000017,0.302837511483
ACH-000018,0.171601588106
ACH-000019,-0.158063110846
ACH-000021,-0.0278045171612
ACH-000022,0.0580786439275
ACH-000025,0.25697894267
ACH-000028,0.296894447155
ACH-000030,0.158564941982
ACH-000035,0.0806617945819
ACH-000036,0.300849966817
ACH-000037,-0.027093511140099998
ACH-000039,-0.130492239279
ACH-000040,0.145293215431
ACH-000041,0.307957780118
ACH-000042,0.0687648464922
ACH-000045,0.150514120493
ACH-000047,0.23513773889000003
ACH-000052,-0.09111282324389999
ACH-000053,0.142195275697
ACH-000054,0.09548341113230001
ACH-000055,0.107841526781
ACH-000060,0.0696142306388
ACH-000067,0.262748525946
ACH-000070,0.394646305069
ACH-000075,-0.0215342300982
ACH-000078,0.133261077822
ACH-000082,0.113956229696
ACH-000085,0.251401802298
ACH-000086,0.36300484620800005
ACH-000087,0.47070569722499994
ACH-000092,0.171027625795
ACH-000095,0.07835784685319999
ACH-000097,0.246931155925
ACH-000098,0.110110848914
ACH-000099,0.12121927654100001
ACH-000108,0.037633631972199995
ACH-000113,0.106985116256
ACH-000115,-0.0263646596477
ACH-000116,0.131445994333
ACH-000118,0.09100788333769999
ACH-000120,0.18522548414999998
ACH-000123,0.056278972401
ACH-000127,0.13749928090500002
ACH-000128,0.302831436605
ACH-000132,0.216843909462
ACH-000133,0.050604948481
ACH-000137,0.378326346649
ACH-000138,0.184689101945
ACH-000142,0.287415827547
ACH-000143,0.270053683867
ACH-000146,0.0698354809821
ACH-000148,0.149347405984
ACH-000150,0.20694763166700003
ACH-000152,0.222871472215
ACH-000153,0.319798638088
ACH-000159,0.14930817085200002
ACH-000160,0.17205611616
ACH-000163,0.133611143229
ACH-000167,0.19288614810600002
ACH-000168,0.09094380990329999
ACH-000169,0.273397696412
ACH-000178,0.07085626253039999
ACH-000182,0.16693573457
ACH-000183,0.167553209043
ACH-000188,0.261160641772
ACH-000189,0.35282644619099995
ACH-000190,0.205111144998
ACH-000198,0.144514070169
ACH-000204,0.35988461474600003
ACH-000206,0.165496941772
ACH-000207,-0.0354303818563
ACH-000211,0.31368999033100003
ACH-000215,0.0797903816622
ACH-000221,0.157563225778
ACH-000222,-0.0713378290847
ACH-000223,0.153690731777
ACH-000226,0.151996839559
ACH-000227,0.20494859230700002
ACH-000228,0.420386340832
ACH-000231,0.31762310713
ACH-000232,0.0809628088165
ACH-000233,0.249438322478
ACH-000234,0.173374725504
ACH-000235,0.155621902423
ACH-000237,0.07553201175
ACH-000238,0.05243474650669999
ACH-000243,0.240879228432
ACH-000244,-0.149705408069
ACH-000246,0.147440873489
ACH-000248,0.11968464980599999
ACH-000250,0.136740394115
ACH-000251,0.15316467713600002
ACH-000253,0.310571198715
ACH-000255,0.294715377441
ACH-000256,0.006227726903500001
ACH-000257,0.419791099363
ACH-000258,0.446517718551
ACH-000259,0.226978138141
ACH-000260,0.144897989888
ACH-000261,0.13674113992200002
ACH-000262,-0.178638130487
ACH-000263,0.27253535800900003
ACH-000264,0.227645636377
ACH-000265,0.234568124412
ACH-000266,0.156243158531
ACH-000272,0.215487851747
ACH-000273,0.132308795426
ACH-000274,0.24650909878600002
ACH-000277,-0.036836059009699995
ACH-000278,0.0776072986583
ACH-000279,0.162247200284
ACH-000280,-0.0128140066841
ACH-000281,0.185285442997
ACH-000288,0.192419271461
ACH-000291,0.285495346845
ACH-000293,0.100949638013
ACH-000294,0.090892542354
ACH-000295,0.31402919081
ACH-000296,0.156144107783
ACH-000302,0.0967908647662
ACH-000304,0.139917527584
ACH-000307,0.16795775840799998
ACH-000308,0.293879246938
ACH-000310,0.0909988755067
ACH-000311,0.197083833975
ACH-000312,0.23855468344500003
ACH-000315,0.0715705100626
ACH-000316,0.239229246157
ACH-000317,0.13265032295999998
ACH-000318,0.0797274573375
ACH-000319,-0.0696113123762
ACH-000320,0.375314470076
ACH-000322,0.134605324834
ACH-000323,0.228230192555
ACH-000324,0.0920819886281
ACH-000329,0.23636227718699998
ACH-000330,0.177877036413
ACH-000331,0.158647796287
ACH-000332,0.18789494975999999
ACH-000334,0.349195290324
ACH-000335,0.280486015591
ACH-000336,0.0123177994163
ACH-000337,0.148328560898
ACH-000339,0.155627269752
ACH-000341,-0.0651332581656
ACH-000348,0.265831029401
ACH-000350,0.335509539204
ACH-000352,0.146379266497
ACH-000356,0.463186348399
ACH-000361,0.20162364619000003
ACH-000362,0.0690895077455
ACH-000363,0.312260899935
ACH-000364,0.309445301178
ACH-000365,0.239041020524
ACH-000366,0.034858632717199994
ACH-000368,0.0451695517593
