,GPER1 (2852)
ACH-000004,0.10464973276799999
ACH-000007,0.0178858420953
ACH-000009,-0.0877660434602
ACH-000011,-0.18918476504299997
ACH-000012,0.145039136251
ACH-000013,0.0301205145938
ACH-000014,0.22728157919
ACH-000015,0.271792059068
ACH-000017,0.013253448219000001
ACH-000018,0.0720478949139
ACH-000019,0.0468279523127
ACH-000021,0.205131893219
ACH-000022,0.31290696618700004
ACH-000025,0.114343291229
ACH-000028,0.0159215248642
ACH-000030,0.16664041658
ACH-000035,0.264453833691
ACH-000036,0.039068392752400004
ACH-000037,0.0658493211208
ACH-000039,0.05709911577000001
ACH-000040,0.163574068997
ACH-000041,0.039090725328300005
ACH-000042,0.0721829431547
ACH-000045,0.161477451887
ACH-000047,0.10163333574899999
ACH-000052,-0.18711046417999996
ACH-000053,0.201242767887
ACH-000054,-0.0299152211174
ACH-000055,0.257791494946
ACH-000060,0.106466289558
ACH-000067,0.13511778068299998
ACH-000070,0.24382404376699998
ACH-000075,0.37487568519599995
ACH-000078,0.189887211122
ACH-000082,0.30408682072
ACH-000085,-0.016426540553700002
ACH-000086,0.188983572473
ACH-000087,-0.118218539082
ACH-000092,0.04413346805369999
ACH-000095,0.116053810616
ACH-000097,0.0512199224273
ACH-000098,0.08143896415910001
ACH-000099,0.154313136593
ACH-000108,0.045785724791199994
ACH-000113,-0.19406421675000002
ACH-000115,0.108330443206
ACH-000116,0.167750676952
ACH-000118,0.0348165128401
ACH-000120,0.0005528949230499999
ACH-000123,0.23745883787099997
ACH-000127,0.0856732883833
ACH-000128,-0.163162573168
ACH-000132,0.0555026160016
ACH-000133,0.0487136148092
ACH-000137,0.239996898202
ACH-000138,0.062108499062299996
ACH-000142,0.0786146961575
ACH-000143,0.158790345074
ACH-000146,0.0761610105884
ACH-000148,0.111507270398
ACH-000150,0.123119976633
ACH-000152,0.19267528653700003
ACH-000153,-0.044214816494800004
ACH-000159,0.127570164935
ACH-000160,-0.150285185102
ACH-000163,0.12725390652899998
ACH-000167,0.136107945575
ACH-000168,0.067366768855
ACH-000169,-0.12677030890799998
ACH-000178,0.141661693994
ACH-000182,0.0632550050135
ACH-000183,0.14968440495
ACH-000188,0.176109986534
ACH-000189,-0.276786652901
ACH-000190,0.0590069642254
ACH-000198,0.0459318200777
ACH-000204,0.08674528076089999
ACH-000206,0.10335200988399999
ACH-000207,-0.08880988692160001
ACH-000211,0.158283201624
ACH-000215,0.0398373610531
ACH-000221,-0.0401202111055
ACH-000222,0.148482650405
ACH-000223,0.0544168210023
ACH-000226,0.221435296605
