,HIATL1 (84641)
ACH-000004,-0.0295628700262
ACH-000007,-0.10388171210000001
ACH-000009,-0.250186995596
ACH-000011,-0.40363986940499996
ACH-000012,-0.254590058356
ACH-000013,-0.232286642712
ACH-000014,-0.101896165252
ACH-000015,-0.223381704067
ACH-000017,-0.200294110605
ACH-000018,-0.5332390231499999
ACH-000019,-0.122553473633
ACH-000021,-0.296834279868
ACH-000022,-0.207789111778
ACH-000025,-0.10305360875399999
ACH-000028,-0.000511057945087
ACH-000030,-0.155605018956
ACH-000035,-0.117945898715
ACH-000036,-0.069187793426
ACH-000037,-0.261074600964
ACH-000039,-0.06006655725880001
ACH-000040,-0.47713098934799997
ACH-000041,-0.0647443343173
ACH-000042,-0.137620478376
ACH-000045,-0.21543076113
ACH-000047,-0.175861416052
ACH-000052,-0.43410549336000004
ACH-000053,-0.14402006235099998
ACH-000054,-0.317848068351
ACH-000055,-0.325633930586
ACH-000060,0.0413411028176
ACH-000067,-0.139445270147
ACH-000070,-0.180219661466
ACH-000075,-0.112789557947
ACH-000078,-0.0629168846313
ACH-000082,-0.139513948187
ACH-000085,-0.08266830408980001
ACH-000086,-0.142878835131
ACH-000087,-0.17918969005199997
ACH-000092,-0.142635186493
ACH-000095,-0.358908955189
ACH-000097,-0.254857819904
ACH-000098,0.10975758654300001
ACH-000099,-0.256107437317
ACH-000108,-0.420269019413
ACH-000113,-0.36115394487400004
ACH-000115,-0.365518952859
ACH-000116,-0.037748969277
ACH-000118,-0.25639454910500004
ACH-000120,-0.331310122239
ACH-000123,-0.09630427585160001
ACH-000127,-0.138687640214
ACH-000128,-0.239990552947
ACH-000132,-0.297868172932
ACH-000133,-0.219026401847
ACH-000137,-0.279398130041
ACH-000138,-0.24652215499699998
ACH-000142,-0.13733598731
ACH-000143,-0.286395388732
ACH-000146,-0.18154544854000002
ACH-000148,-0.333721961066
ACH-000150,0.0854765782915
ACH-000152,-0.34269725221299996
ACH-000153,0.024043991216599996
ACH-000159,-0.074979134133
ACH-000160,-0.155846389113
ACH-000163,-0.144795838829
ACH-000167,-0.379495454802
ACH-000168,-0.122054572118
ACH-000169,-0.314681386542
ACH-000178,-0.152246443116
ACH-000182,-0.208517667817
ACH-000183,-0.312658094118
ACH-000188,-0.10293072853900001
ACH-000189,0.09581929923039999
ACH-000190,-0.305169800171
ACH-000198,-0.130280838934
ACH-000204,-0.09616096498530001
ACH-000206,0.0717179876085
ACH-000207,-0.050727149911900006
ACH-000211,-0.0678552549573
ACH-000215,-0.322541970493
ACH-000221,-0.25870690410700004
ACH-000222,-0.13492789393
ACH-000223,-0.21146209952599998
ACH-000226,-0.34264734430200006
ACH-000227,-0.11672449089800001
ACH-000228,-0.339862619209
ACH-000231,-0.08553878862939998
ACH-000232,-0.22221769432100003
ACH-000233,-0.134402342597
ACH-000234,-0.0840793213151
ACH-000235,-0.181337731881
ACH-000237,-0.234411503361
ACH-000238,-0.308157899804
ACH-000243,-0.129612446329
ACH-000244,-0.08091766759289999
ACH-000246,-0.178709485899
ACH-000248,-0.0652722631614
ACH-000250,-0.14529541427200002
ACH-000251,0.163099534922
ACH-000253,-0.22179187169599998
ACH-000255,-0.123499275579
ACH-000256,-0.0351133632278
ACH-000257,-0.161096757599
ACH-000258,-0.000536479498582
ACH-000259,-0.125059647684
ACH-000260,-0.255379430022
ACH-000261,-0.22667604301600003
ACH-000262,-0.190667683871
ACH-000263,-0.15714468510500001
ACH-000264,-0.215757487341
ACH-000265,-0.276107252644
ACH-000266,-0.20402981376600002
ACH-000272,-0.202653332313
ACH-000273,-0.21493916316199999
ACH-000274,-0.23891413577
ACH-000277,-0.076355312381
ACH-000278,-0.149769995908
ACH-000279,-0.0007077116345150001
ACH-000280,-0.23573799713000004
ACH-000281,-0.328168688151
ACH-000288,-0.0652851055541
ACH-000291,-0.323488088899
ACH-000293,-0.214585878928
ACH-000294,-0.021516723229799996
ACH-000295,0.17135882322700002
ACH-000296,-0.40841112990999995
ACH-000302,-0.264516006586
ACH-000304,-0.38044307675
ACH-000307,-0.09559837932450001
ACH-000308,-0.17199119697700002
ACH-000310,-0.215456753475
ACH-000311,-0.221094521951
