,DPCR1 (135656)
ACH-000004,0.0325363473031
ACH-000007,-0.161727662798
ACH-000009,0.111950914141
ACH-000011,0.35615278196
ACH-000012,0.0486137975536
ACH-000013,0.15628845154999998
ACH-000014,-0.0575912491594
ACH-000015,0.185766816976
ACH-000017,0.160785722394
ACH-000018,0.196195060216
ACH-000019,0.265368187608
ACH-000021,0.18745351669399998
ACH-000022,0.118115320702
ACH-000025,0.169219152709
ACH-000028,0.220811400464
ACH-000030,0.18740417417599997
ACH-000035,0.164974421908
ACH-000036,0.022322667184900002
ACH-000037,0.444440263368
ACH-000039,-0.0242483369093
ACH-000040,0.062398497491100005
ACH-000041,0.119236274845
ACH-000042,0.256167283032
ACH-000045,0.14842704326300002
ACH-000047,0.151603519787
ACH-000052,0.115433686306
ACH-000053,0.0067410595123699995
ACH-000054,0.21855139209399999
ACH-000055,0.0281770353874
ACH-000060,0.106501086061
ACH-000067,0.345294414579
ACH-000070,0.0991058317705
ACH-000075,0.17660922374899998
ACH-000078,0.0639534687017
ACH-000082,0.12834166773800001
ACH-000085,0.103912161697
ACH-000086,0.0440666389121
ACH-000087,0.0782061156669
ACH-000092,0.0791841169745
ACH-000095,0.135143184975
ACH-000097,0.203033297493
ACH-000098,0.0967465976737
ACH-000099,0.151584596741
ACH-000108,0.213839246126
ACH-000113,0.0754826016011
ACH-000115,0.19250652394099999
ACH-000116,0.163162115754
ACH-000118,0.278397284783
ACH-000120,0.0414357747555
ACH-000123,0.21415659458099998
ACH-000127,0.0814390139897
ACH-000128,0.0975292842306
ACH-000132,0.181038451756
ACH-000133,0.0968193990953
ACH-000137,0.23451942068000003
ACH-000138,0.172981204045
ACH-000142,0.0846303408581
ACH-000143,0.304209372578
ACH-000146,0.0235862972374
ACH-000148,0.224802853543
ACH-000150,0.17010828626200003
ACH-000152,0.198623300451
ACH-000153,0.182823519732
ACH-000159,0.0470954294233
ACH-000160,0.107199058443
ACH-000163,0.28036295357200003
ACH-000167,-0.0100430117795
ACH-000168,0.14082164950200002
ACH-000169,0.20268248290399998
ACH-000178,0.112292402861
ACH-000182,0.0074838290089
ACH-000183,0.142905990013
ACH-000188,0.186237075732
ACH-000189,0.299919921566
ACH-000190,0.11806667155400001
ACH-000198,0.20764407112599997
ACH-000204,0.340252739031
ACH-000206,0.0722674042084
ACH-000207,0.0717771055721
ACH-000211,0.13738316074
ACH-000215,0.178912764335
ACH-000221,0.16760719341299998
ACH-000222,0.082722902246
ACH-000223,0.03800535418730001
ACH-000226,0.117678136761
ACH-000227,0.239687584571
ACH-000228,0.124270201397
ACH-000231,0.09874900808170001
ACH-000232,0.181766943829
ACH-000233,0.136442955067
ACH-000234,0.07713531311010001
ACH-000235,0.143367270405
ACH-000237,0.160000075611
ACH-000238,0.06663575953480001
ACH-000243,0.077691465019
ACH-000244,0.394649129655
ACH-000246,0.111750248913
ACH-000248,0.07700621114239999
ACH-000250,0.08992528978389999
ACH-000251,0.11925984747400001
ACH-000253,0.105967595073
ACH-000255,0.19320443914299998
ACH-000256,0.235684026151
ACH-000257,0.431240772146
ACH-000258,0.0866637802117
ACH-000259,0.0726775466541
ACH-000260,0.223584166281
ACH-000261,0.10904231783099999
ACH-000262,0.230589925284
ACH-000263,0.08955444610410002
ACH-000264,0.270035167401
ACH-000265,0.18604146061299998
ACH-000266,0.09634059623610002
ACH-000272,0.18584901326499997
ACH-000273,0.27837911437699997
ACH-000274,0.083533947848
ACH-000277,0.30072068320399997
ACH-000278,0.13892819103499998
ACH-000279,0.12017220482999999
ACH-000280,0.225095778638
ACH-000281,0.153059907633
ACH-000288,0.0712684126723
ACH-000291,0.0696115859593
ACH-000293,0.320486561253
ACH-000294,0.135065545767
ACH-000295,0.008899355931110001
ACH-000296,0.0889410682969
ACH-000302,0.129299184408
ACH-000304,0.181613165432
ACH-000307,0.203810189777
ACH-000308,0.122527671431
ACH-000310,0.24800534315099998
ACH-000311,-0.00984515464453
ACH-000312,0.138620984265
ACH-000315,0.175510880317
ACH-000316,0.015120242757899999
ACH-000317,0.06563607320619999
ACH-000318,0.231766381801
ACH-000319,0.108364130405
ACH-000320,0.197899059538
ACH-000322,0.229132763479
ACH-000323,0.17256384920899998
ACH-000324,0.193424767764
ACH-000329,0.21481755553000004
ACH-000330,0.148260461127
ACH-000331,0.096729169191
ACH-000332,0.127265741324
ACH-000334,0.171071471842
ACH-000335,0.268726851375
ACH-000336,-0.0206784223108
ACH-000337,-0.132403104048
ACH-000339,0.18879825921799998
ACH-000341,0.21284329514400002
ACH-000348,0.21947677474399999
ACH-000350,0.318533468697
ACH-000352,0.112901107466
ACH-000356,-0.0180259494377
ACH-000361,0.154938752805
ACH-000362,0.027678591683
ACH-000363,0.108399218605
ACH-000364,0.208380267955
ACH-000365,0.137837385752
ACH-000366,0.212383353819
ACH-000368,0.159422823041
ACH-000374,-0.353495982479
ACH-000375,0.0377987944371
ACH-000376,0.034782429329400004
ACH-000381,0.0732210568179
ACH-000383,0.154326049121
ACH-000387,0.23364753790800002
ACH-000389,0.230248654641
ACH-000390,0.113799626522
ACH-000393,0.060956061385399996
ACH-000395,0.165481997338
ACH-000397,0.158360435137
ACH-000401,0.18658715589699998
ACH-000402,0.006486215806419999
ACH-000403,0.12184305191400001
ACH-000404,0.430574041941
ACH-000406,0.0662038910576
ACH-000407,0.09853546103589998
ACH-000408,0.235713353041
ACH-000410,0.184423104209
ACH-000411,0.21118702862100003
ACH-000414,0.123130018951
ACH-000415,0.04847804246230001
ACH-000416,0.108324466327
ACH-000420,0.15085360822899999
ACH-000421,0.149254494023
ACH-000424,0.09610594857860001
ACH-000425,0.23903079820099998
ACH-000426,0.226929648052
ACH-000427,0.139511899797
ACH-000433,0.381633512589
ACH-000436,0.347319113389
ACH-000444,0.22468496782800002
ACH-000445,0.036380404255699994
ACH-000448,0.278913231971
ACH-000450,0.327845334479
ACH-000452,0.0560659204841
ACH-000454,-0.0549661236146
ACH-000458,0.037708491630699996
ACH-000459,0.106949346128
ACH-000460,0.0945249032549
ACH-000461,0.0947442059873
ACH-000463,0.238660757473
ACH-000464,0.239029180816
ACH-000466,0.11394838839600001
ACH-000467,0.118451088645
ACH-000468,0.0702191382675
ACH-000469,0.17718045848000002
ACH-000470,-0.105674223695
ACH-000471,0.0917739885044
ACH-000472,0.16232270204500002
ACH-000473,0.191076309903
ACH-000475,0.19670211825699999
ACH-000476,0.137679648023
ACH-000477,0.33091564207699997
ACH-000480,0.195670174937
ACH-000481,0.148516818253
ACH-000483,0.0394055297145
ACH-000484,0.19491760710900002
ACH-000485,0.0518764047348
ACH-000486,0.21703412340300002
ACH-000487,0.135297877052
ACH-000488,0.0871225844589
ACH-000490,0.113750586731
ACH-000491,-0.11887696420600001
ACH-000495,0.19713166823199998
ACH-000496,0.031059375827099996
ACH-000499,0.399254902937
ACH-000500,0.377720191157
ACH-000502,0.10133234732100001
ACH-000503,0.331801657957
ACH-000505,0.153954381005
ACH-000507,0.106776969921
ACH-000510,0.058327291094000006
ACH-000511,0.295792367839
ACH-000512,0.04510773621709999
ACH-000516,0.08952317112500001
ACH-000517,0.159226054098
ACH-000518,0.0639571655756
ACH-000520,0.12724088354000002
ACH-000521,0.16342216015799998
ACH-000522,0.09769735860239999
ACH-000524,0.164278055797
ACH-000527,0.139790885221
ACH-000528,0.170446067826
ACH-000537,0.00525745703403
ACH-000541,0.25344014452
ACH-000542,0.0286784785752
ACH-000544,0.0754399901537
ACH-000545,0.186180255997
ACH-000547,0.038352189791
ACH-000548,0.0837738812055
ACH-000549,0.0745979766995
ACH-000550,0.14313001672700001
ACH-000552,0.21900153453
ACH-000556,0.085513995447
ACH-000557,0.168302229316
ACH-000570,0.155647460937
ACH-000571,0.194795968431
ACH-000573,0.22095046865899998
ACH-000576,0.125046397403
ACH-000580,0.110456244553
ACH-000584,0.18149239343600002
ACH-000585,0.0
ACH-000588,0.0347790920275
ACH-000589,0.022091724372799996
ACH-000591,-0.01014893373
ACH-000593,0.0961807456854
ACH-000600,0.0275756489082
ACH-000601,0.17965283876200003
ACH-000604,0.147643198545
ACH-000605,-0.0013541479097999999
ACH-000606,-0.0955966236025
ACH-000608,0.23758890261799998
ACH-000614,0.277372849254
ACH-000616,0.153294587071
ACH-000618,0.059722792124300005
ACH-000619,0.141260138377
ACH-000620,0.262198310227
ACH-000621,0.0628694904223
ACH-000622,0.324036792704
ACH-000623,0.24103662276
ACH-000624,0.0905031332629
ACH-000627,-0.09994442981419999
ACH-000630,0.0650230234079
ACH-000632,0.22330002043299998
ACH-000633,0.12486712349700001
ACH-000637,0.166554975155
