,HCLS1 (3059)
ACH-000004,-0.212561665623
ACH-000007,0.06145711836630001
ACH-000009,-0.101994805789
ACH-000011,-0.0800198890212
ACH-000012,-0.11973584646299999
ACH-000013,-0.13026669699
ACH-000014,-0.0564909015943
ACH-000015,-0.0656684923222
ACH-000017,-0.0539278033041
ACH-000018,-0.20658452278099998
ACH-000019,-0.313527031302
ACH-000021,-0.240563799342
ACH-000022,-0.169104189398
ACH-000025,0.0645419011295
ACH-000028,-0.0522752897404
ACH-000030,-0.0965620686757
ACH-000035,-0.151602336382
ACH-000036,-0.09103280710030001
ACH-000037,0.0937233663324
ACH-000039,-0.37708320993100003
ACH-000040,-0.201210581034
ACH-000041,-0.16097900875600002
ACH-000042,-0.09432320539719999
ACH-000045,-0.060269991657499994
ACH-000047,-0.123453915505
ACH-000052,-0.03736762189580001
ACH-000053,-0.04655464963280001
ACH-000054,-0.0368723258704
ACH-000055,-0.24113001442600002
ACH-000060,-0.209776799507
ACH-000067,-0.223059986939
ACH-000070,0.107180114002
ACH-000075,-0.0402220378728
ACH-000078,0.179890230122
ACH-000082,0.0290518965832
ACH-000085,0.0102213526808
ACH-000086,-0.0526884449275
ACH-000087,0.183043774499
ACH-000092,-0.104652386279
ACH-000095,-0.057584481776800006
ACH-000097,-0.220225356003
ACH-000098,-0.116462125899
ACH-000099,-0.08208967937139999
ACH-000108,-0.150088899469
ACH-000113,-0.155731347492
ACH-000115,-0.17698223714800002
ACH-000116,-0.0266477854152
ACH-000118,-0.10405704242799999
ACH-000120,0.0247456183578
ACH-000123,-0.23577011650899998
ACH-000127,-0.0991490763906
ACH-000128,-0.206161346006
ACH-000132,-0.116074934036
ACH-000133,-0.022039143263500004
ACH-000137,-0.156638525393
ACH-000138,-0.110213723258
ACH-000142,-0.0128328953095
ACH-000143,0.0535666235898
ACH-000146,0.034572938339400006
ACH-000148,0.00776931060088
ACH-000150,0.18414577369100002
ACH-000152,-0.08187748870839999
ACH-000153,-0.151371030589
ACH-000159,0.019574018558
ACH-000160,-0.340495768612
ACH-000163,-0.119098745556
ACH-000167,-0.567236499374
ACH-000168,-0.16892394702799998
ACH-000169,-0.0294797644093
ACH-000178,0.0342235171913
ACH-000182,-0.250959621666
ACH-000183,-0.15498609401
ACH-000188,-0.063925185333
ACH-000189,0.0717661293337
ACH-000190,0.114814398728
ACH-000198,-0.125543687356
ACH-000204,-0.357585170678
ACH-000206,-0.192113225402
ACH-000207,-0.249138672482
ACH-000211,-0.163510164437
ACH-000215,-0.00106813405871
ACH-000221,-0.210088341473
ACH-000222,0.0426671459664
ACH-000223,-0.0299461729252
ACH-000226,-0.019011911215099996
ACH-000227,-0.19632682324099998
ACH-000228,-0.45634440788900005
ACH-000231,-0.059356678654500006
ACH-000232,0.0592257296418
ACH-000233,-0.09632484914419999
ACH-000234,0.045187201142800004
ACH-000235,-0.06671726543630001
ACH-000237,-0.09858461602810001
ACH-000238,-0.0533339944931
ACH-000243,-0.164820876547
ACH-000244,-0.018292754850400002
ACH-000246,0.0299404244859
ACH-000248,-0.09427440775210001
ACH-000250,-0.0844162233863
ACH-000251,0.0894787558374
ACH-000253,-0.0783768526762
ACH-000255,-0.08291263300160001
ACH-000256,0.196827802791
ACH-000257,0.161545576445
ACH-000258,-0.0066709568032299995
ACH-000259,-0.0189329143712
ACH-000260,-0.07112745257849999
ACH-000261,-0.282488352065
ACH-000262,0.149363735643
ACH-000263,-0.20216825153
ACH-000264,-0.033179832705900004
ACH-000265,-0.135621848746
ACH-000266,-0.0469115096005
ACH-000272,-0.205253821283
ACH-000273,-0.0512664371339
ACH-000274,-0.151465351282
ACH-000277,-0.249913687429
ACH-000278,-0.15365705353
ACH-000279,-0.12682424307499998
ACH-000280,-0.0100234366176
ACH-000281,-0.0292921368753
ACH-000288,-0.0678601965958
ACH-000291,-0.06266979296439999
ACH-000293,-0.165740303244
ACH-000294,-0.137395339134
ACH-000295,-0.27837497874
ACH-000296,-0.137539601915
ACH-000302,-0.110470333523
ACH-000304,-0.0468291799159
ACH-000307,0.0617864019357
ACH-000308,-0.0566185775371
ACH-000310,0.162710946292
ACH-000311,-0.0746747206328
ACH-000312,-0.0612596600267
ACH-000315,0.010342038240299998
ACH-000316,0.157143260983
ACH-000317,-0.178665316558
ACH-000318,-0.015826719375700002
ACH-000319,0.0128721525508
ACH-000320,-0.027333638599600002
ACH-000322,-0.0461014815791
ACH-000323,-0.18014346772999998
ACH-000324,-0.12105559670800001
ACH-000329,-0.0652046992105
ACH-000330,-0.0941904232573
ACH-000331,-0.23063513932100002
ACH-000332,-0.0742750140972
ACH-000334,0.15111197699200002
ACH-000335,0.022490525291400002
ACH-000336,0.126973364795
ACH-000337,-0.245085163204
ACH-000339,-0.016551396072700002
ACH-000341,-0.385637948602
ACH-000348,0.0826414400268
ACH-000350,-0.38996928173900003
ACH-000352,-0.3686127512
ACH-000356,0.00176983878758
ACH-000361,-0.736334124841
ACH-000362,-0.0158064271019
ACH-000363,0.016984771510900002
ACH-000364,0.059224835198
ACH-000365,-0.252492415174
ACH-000366,-0.169101768976
ACH-000368,-0.0817349394219
ACH-000374,0.107895063536
ACH-000375,-0.114292617546
ACH-000376,-0.08961538079980001
ACH-000381,-0.16885737920899999
ACH-000383,-0.151320212253
ACH-000387,0.037590502644599996
ACH-000389,-0.103088628203
ACH-000390,-0.027370808485
ACH-000393,-0.120546923729
ACH-000395,0.0649911682973
ACH-000397,-0.08912744387150001
ACH-000401,0.0311320126188
ACH-000402,0.192174044581
ACH-000403,-0.08980550958660001
ACH-000404,-0.344844835972
ACH-000406,-0.04705739094480001
ACH-000407,-0.174392120727
ACH-000408,-0.0805765470822
ACH-000410,-0.049191137725800006
ACH-000411,-0.06964610529889999
ACH-000414,-0.024874364295099996
ACH-000415,-0.020892661537099996
ACH-000416,-0.116290337751
ACH-000420,-0.21382991802999998
ACH-000421,-0.21418065674800002
ACH-000424,-0.372730628992
ACH-000425,-0.13200570359000002
ACH-000426,0.030998285106599997
ACH-000427,-0.0615640606654
ACH-000433,-0.207395564518
ACH-000436,-0.0920623026403
ACH-000444,-0.07046659806819999
ACH-000445,-0.3744348037
ACH-000448,-0.0628276994294
ACH-000450,0.110414153655
ACH-000452,-0.07746185797760001
ACH-000454,-0.0891893585042
ACH-000458,-0.17784743081300003
ACH-000459,0.205486317072
ACH-000460,-0.0541882539875
ACH-000461,-0.226483302013
ACH-000463,-0.07708213549989999
ACH-000464,-0.2548869716
ACH-000466,0.051710784153599997
ACH-000467,-0.00782613793492
ACH-000468,0.0329018119404
ACH-000469,-0.0149878269355
ACH-000470,-0.078635001399
ACH-000471,0.0640625103537
ACH-000472,-0.165086346017
ACH-000473,-0.11651623193399999
ACH-000475,-0.043355580395
ACH-000476,0.0266248564572
ACH-000477,0.300986279177
ACH-000480,0.124741908509
ACH-000481,-0.011213088721
ACH-000483,0.0538509337921
ACH-000484,-0.110655527716
ACH-000485,0.13026448226
ACH-000486,-0.0178384828913
ACH-000487,-0.005501763104470001
ACH-000488,-0.13121554433
ACH-000490,-0.23893792676
ACH-000491,0.0225631321385
ACH-000495,-0.224813993208
ACH-000496,-0.0756841981717
ACH-000499,-0.28258119042700003
ACH-000500,-0.0859008311985
ACH-000502,-0.119357073421
ACH-000503,-0.009705124319620001
ACH-000505,-0.20984798259
ACH-000507,0.0019503492510399999
ACH-000510,0.0235892923826
ACH-000511,-0.200193881974
ACH-000512,0.015751422264
ACH-000516,-0.135998515511
ACH-000517,-0.075709649634
ACH-000518,-0.0898557808027
ACH-000520,-0.0951020831396
ACH-000521,0.0406991066609
ACH-000522,-0.0160857936671
ACH-000524,-0.138497985022
ACH-000527,-0.119282461365
ACH-000528,-0.10408590041799999
ACH-000537,0.0297694840912
ACH-000541,-0.359459260976
ACH-000542,-0.0683800024815
ACH-000544,-0.0965983888422
ACH-000545,-0.0353035136804
ACH-000547,-0.296836359133
ACH-000548,-0.12735979019899998
ACH-000549,-0.137960814431
ACH-000550,-0.0656556170481
ACH-000552,-0.053763354638
ACH-000556,-0.0395336950709
ACH-000557,0.18260388945
ACH-000570,-0.267688987837
ACH-000571,0.0030969553620199997
ACH-000573,-0.129646666567
ACH-000576,-0.12106166633
ACH-000580,-0.055865629459
ACH-000584,-0.151937171916
ACH-000585,-0.180587611279
ACH-000588,-0.0487173210415
ACH-000589,-0.0665213679848
ACH-000591,0.2606091859
ACH-000593,-0.025093937076599997
ACH-000600,-0.0558023961949
ACH-000601,-0.0467924464654
ACH-000604,-0.0077534586523699996
ACH-000605,0.0167499707744
ACH-000606,0.0698804830894
ACH-000608,-0.052513704688400005
ACH-000614,0.0626881330129
ACH-000616,-0.08584336731450001
ACH-000618,-0.12789504649
ACH-000619,-0.154788857508
ACH-000620,-0.128013915974
ACH-000621,0.037615259948900005
ACH-000622,0.0571826940987
ACH-000623,0.00647101306991
ACH-000624,-0.0466957398118
ACH-000627,-0.18145123009599998
ACH-000630,-0.287340713937
ACH-000632,-0.014548530358799999
ACH-000633,0.0721499732215
ACH-000637,-0.13955920407800002
ACH-000638,-0.00674701887234
ACH-000646,-0.23742544748799999
