,SHB (6461)
ACH-000004,0.174302209457
ACH-000007,0.122678537796
ACH-000009,0.06352687850880001
ACH-000011,0.0977959305917
ACH-000012,-0.021081240061599997
ACH-000013,0.11399826914200001
ACH-000014,0.00676681260426
ACH-000015,0.028441916751599995
ACH-000017,0.228395650171
ACH-000018,0.09351311113880001
ACH-000019,0.34485260636299997
ACH-000021,0.037854108896300004
ACH-000022,0.165970384908
ACH-000025,0.132566561128
ACH-000028,0.18874935527699999
ACH-000030,0.0514344967801
ACH-000035,0.14079802738299999
ACH-000036,0.11067159334799999
ACH-000037,-0.08745957120999999
ACH-000039,0.38275649987099997
ACH-000040,0.183445207313
ACH-000041,0.146319888559
ACH-000042,0.021605101690000003
ACH-000045,0.151194576985
ACH-000047,0.020126930081700002
ACH-000052,0.0217582016538
ACH-000053,0.17129068611900003
ACH-000054,0.164021501305
ACH-000055,0.041224512158499996
ACH-000060,0.18103332778499998
ACH-000067,0.21601921820999997
ACH-000070,-0.27625308661
ACH-000075,0.330578483825
ACH-000078,0.266979933597
ACH-000082,0.08694252937079999
ACH-000085,-0.212123743571
ACH-000086,0.135875258883
ACH-000087,0.285719668083
ACH-000092,-0.07367187957980001
ACH-000095,0.0845130867581
ACH-000097,0.08744979484030001
ACH-000098,0.12252181363800001
ACH-000099,0.0914522318733
ACH-000108,-0.163048905434
ACH-000113,-0.0746035369256
ACH-000115,0.17756637776599998
ACH-000116,0.179413244145
ACH-000118,0.0496976449484
ACH-000120,-0.0133902958107
ACH-000123,0.12959391868200001
ACH-000127,0.0450666059057
ACH-000128,0.07982192727319999
ACH-000132,0.129285168108
ACH-000133,0.125619409624
ACH-000137,0.00936936084924
ACH-000138,-0.000940710918241
ACH-000142,0.461894699073
ACH-000143,0.07150433533969999
ACH-000146,0.0702262283143
ACH-000148,0.143743540265
ACH-000150,-0.09035804276489999
ACH-000152,0.17987570997299998
ACH-000153,0.0410761291951
ACH-000159,0.183438242815
ACH-000160,-0.00014436692083200003
ACH-000163,0.321739782307
ACH-000167,0.0255055513989
ACH-000168,0.19855525330200002
ACH-000169,-0.0620450483082
ACH-000178,0.16350456986
ACH-000182,-0.0411541612391
ACH-000183,0.14326792877699998
ACH-000188,0.125716076392
ACH-000189,-0.17056086369100001
ACH-000190,0.0494608151071
ACH-000198,0.0832034745347
ACH-000204,0.0157327028884
ACH-000206,0.23645243844
ACH-000207,0.106717752458
ACH-000211,0.370027974559
ACH-000215,0.0342173412568
ACH-000221,0.0148653068933
ACH-000222,0.0442869050839
ACH-000223,0.264433014443
ACH-000226,-0.015923216058399997
ACH-000227,0.23721698100000002
ACH-000228,0.281889550258
ACH-000231,0.030228828110599997
ACH-000232,0.35754750999799995
ACH-000233,0.154239454046
ACH-000234,0.08718373962960001
ACH-000235,-0.07227775178569999
ACH-000237,0.14671996389699998
ACH-000238,0.05872869259869999
ACH-000243,-0.12703241237
ACH-000244,0.142229918231
ACH-000246,-0.00972875758808
ACH-000248,0.359325313377
ACH-000250,0.11337847864299999
ACH-000251,0.102997504169
ACH-000253,0.0279803413373
ACH-000255,0.04909534723469999
ACH-000256,0.0679795347124
ACH-000257,-0.0185304343638
ACH-000258,0.146535474023
ACH-000259,0.07902268714010001
ACH-000260,0.204814609567
ACH-000261,0.00812343282764
ACH-000262,0.273647352167
ACH-000263,0.0530201271856
ACH-000264,-0.006280118610520001
ACH-000265,-0.0238172889615
ACH-000266,-0.0059942057149799995
ACH-000272,-0.07781640017710001
ACH-000273,0.133563647507
ACH-000274,0.274710965845
ACH-000277,0.046999588755599994
ACH-000278,0.175254940815
ACH-000279,0.175128255381
ACH-000280,0.018968918281300002
ACH-000281,0.112332980042
ACH-000288,0.269720374192
ACH-000291,0.10032281572799999
ACH-000293,0.052519081777599994
ACH-000294,0.253348598864
ACH-000295,0.49011628898000004
ACH-000296,0.0807284218686
ACH-000302,0.163185928963
ACH-000304,-0.04752430610669999
