,RFPL4B (442247)
ACH-000222,-0.33266336761799997
ACH-000223,-0.0983390546087
ACH-000226,-0.38454983376699997
ACH-000227,-0.413952355692
ACH-000228,0.04571608921
ACH-000231,-0.149916404163
ACH-000232,-0.18571672659299998
ACH-000233,-0.0979950147799
ACH-000234,-0.0477240302494
ACH-000235,-0.272395924048
ACH-000237,-0.00729906869746
ACH-000238,-0.211687798801
ACH-000243,-0.165974001441
ACH-000244,0.029183413974
ACH-000246,-0.146083984507
ACH-000248,-0.089133292281
ACH-000250,-0.225954314004
ACH-000251,-0.0594671313571
ACH-000253,-0.0126824062863
ACH-000255,-0.153546351882
ACH-000256,-0.215756310198
ACH-000257,-0.23743410012
ACH-000258,0.076264101629
ACH-000259,-0.210702659136
ACH-000260,-0.0737681234212
ACH-000261,-0.057732242388500006
ACH-000262,-0.17865376590799997
ACH-000263,0.0308071783303
ACH-000264,-0.127586284242
ACH-000265,-0.215506360832
ACH-000266,-0.227843002623
ACH-000272,-0.198491415294
ACH-000273,-0.298655131806
ACH-000274,-0.085902039256
ACH-000277,-0.0464543146841
ACH-000278,-0.121665197292
ACH-000279,-0.18415666005800002
ACH-000280,-0.145884642854
ACH-000281,-0.0890450775275
ACH-000288,-0.21615804672
ACH-000291,-0.188217050234
ACH-000293,-0.154450205933
ACH-000294,-0.271052680161
ACH-000295,-0.137954126396
ACH-000296,-0.153414070679
ACH-000302,-0.171183945471
ACH-000304,0.0266461752825
ACH-000307,-0.165217587077
ACH-000308,-0.184121215824
ACH-000310,-0.315959362964
ACH-000311,-0.294802365276
ACH-000312,-0.33208247606999997
ACH-000315,-0.169396581175
ACH-000316,0.0721127905726
ACH-000317,-0.23436515427700003
ACH-000318,-0.0978308533164
ACH-000319,-0.23351138917
ACH-000320,-0.20068906303800002
ACH-000322,-0.182796809738
ACH-000323,-0.0763318433202
ACH-000324,-0.115372797215
ACH-000329,-0.181237686211
ACH-000330,-0.212556577931
ACH-000331,0.0373944632747
ACH-000332,-0.1162604042
ACH-000334,0.138755406666
ACH-000335,-0.592614961449
ACH-000336,-0.105643141777
ACH-000337,-0.0444065948995
ACH-000339,-0.241437483577
ACH-000341,-0.0813759607845
ACH-000348,-0.138400152553
ACH-000350,0.0592769161431
ACH-000352,-0.128381233114
ACH-000356,-0.13688349591399998
ACH-000361,0.10145681036399999
ACH-000362,-0.0339228745141
ACH-000363,-0.032722629409599996
ACH-000364,0.0206813230225
ACH-000365,-0.09397875985760001
ACH-000366,-0.254175005944
ACH-000368,-0.128021093201
ACH-000374,-0.0127105206079
ACH-000375,-0.059732963339
ACH-000376,-0.246907511343
ACH-000381,-0.269716967389
ACH-000383,-0.0355196351455
ACH-000387,-0.0567893881833
ACH-000389,-0.047436658652999994
ACH-000390,-0.185160200663
ACH-000393,-0.184439629829
ACH-000395,-0.26215109233399997
ACH-000397,-0.136617228126
ACH-000401,-0.189491439142
ACH-000402,0.171379330238
ACH-000403,-0.216608995346
ACH-000404,-0.545813845756
ACH-000406,-0.17671791739700002
ACH-000407,-0.199669735622
ACH-000408,-0.34917468997
ACH-000410,-0.306511740681
ACH-000411,-0.118526429362
ACH-000414,-0.131376712895
ACH-000415,-0.280863662442
ACH-000416,-0.23092546827399998
ACH-000420,0.10830781226299999
ACH-000421,-0.0398159742653
ACH-000424,0.014976300268800001
ACH-000425,-0.11405572843900001
ACH-000426,-0.521784359789
ACH-000427,0.04059141477019999
ACH-000433,-0.375241695978
ACH-000436,-0.103288770408
ACH-000444,-0.18366082608399997
ACH-000445,-0.276539160763
ACH-000448,-0.144574550191
ACH-000450,0.0365739972339
ACH-000452,-0.11271977912799999
ACH-000454,-0.08056120418110001
ACH-000458,-0.06947345531980001
ACH-000459,-0.176723614754
ACH-000460,-0.057919408958099994
ACH-000461,-0.120402919184
ACH-000463,-0.0476427951832
ACH-000464,0.0858267503309
ACH-000466,-0.023433604054799998
ACH-000467,-0.328923641607
ACH-000468,-0.292964931547
ACH-000469,-0.287262044778
ACH-000470,-0.0594971923744
ACH-000471,-0.19304240785799998
ACH-000472,-0.15380394778200002
ACH-000473,-0.19005178479499998
ACH-000475,-0.18463093475900003
ACH-000476,0.027061258612599996
ACH-000477,0.05994117373869999
ACH-000480,-0.318821973727
ACH-000481,-0.18619486733600002
ACH-000483,-0.286146038199
ACH-000484,-0.00502277801206
ACH-000485,-0.07139186594710001
ACH-000486,-0.158376311706
ACH-000487,-0.09242374006069999
ACH-000488,-0.146818511339
ACH-000490,-0.15345324187
ACH-000491,-0.10930832956599999
ACH-000495,-0.135589318737
ACH-000496,-0.125395391029
ACH-000499,-0.289233201848
ACH-000500,-0.539791338267
ACH-000502,-0.152499463468
ACH-000503,-0.142794920638
ACH-000505,-0.136025119327
ACH-000507,-0.20760709053800003
ACH-000510,-0.171504625503
ACH-000511,-0.08321306140889999
ACH-000512,-0.373709152825
ACH-000516,-0.063364319707
ACH-000517,-0.15401475705999998
ACH-000518,-0.168115458376
ACH-000520,-0.0405984294223
ACH-000521,-0.256566144217
ACH-000522,-0.114248716428
ACH-000524,-0.043244445136
ACH-000527,-0.177498340875
ACH-000528,-0.126829445385
ACH-000537,-0.157306096792
ACH-000541,-0.411180061803
ACH-000542,-0.112043615686
ACH-000544,0.022527268253599998
ACH-000545,-0.171139007892
ACH-000547,-0.562602410074
ACH-000548,-0.119047055952
ACH-000549,-0.07968032453030001
ACH-000550,-0.18564827671
ACH-000552,-0.183873345944
ACH-000556,-0.389263406598
ACH-000557,-0.11873949476500001
ACH-000570,-0.113909305978
ACH-000571,-0.0372068749614
ACH-000573,-0.121379843692
ACH-000576,-0.07445400597299999
ACH-000580,0.223963575233
ACH-000584,-0.161083207994
ACH-000585,-0.116216276942
ACH-000588,-0.161794379017
ACH-000589,-0.115148578787
ACH-000591,-0.17924514910599998
ACH-000593,-0.132060005817
ACH-000600,-0.097078273971
ACH-000601,-0.250501266633
ACH-000604,-0.274541881882
ACH-000605,-0.146368425357
ACH-000606,-0.130763259897
ACH-000608,-0.175547040902
ACH-000614,-0.0664074122117
ACH-000616,-0.20395582697999998
ACH-000618,-0.07327960126389998
ACH-000619,-0.30351917232
ACH-000620,-0.078670544199
ACH-000621,-0.13300963355
ACH-000622,-0.240470476743
ACH-000623,-0.23353655971700002
ACH-000624,-0.061484420249699995
ACH-000627,-0.29716543335900003
ACH-000630,-0.216891396692
ACH-000632,-0.138683220389
ACH-000633,-0.013990946589500002
ACH-000637,-0.008201079189020001
ACH-000638,-0.21187398015
ACH-000646,-0.224331892786
ACH-000647,-0.0739035556756
ACH-000648,-0.29641527151700003
ACH-000649,-0.081985297528
ACH-000651,0.048857961293000005
ACH-000652,-0.178925203801
ACH-000653,-0.165591526535
ACH-000657,-0.152794321846
ACH-000658,-0.18247159513
ACH-000661,-0.133861886715
ACH-000662,-0.581330026405
ACH-000663,0.049618421210400006
ACH-000665,-0.0835859356963
ACH-000671,-0.23957014024300002
ACH-000673,-0.152182378353
ACH-000676,-0.201004484428
ACH-000677,-0.12351000237700001
ACH-000681,-0.248422841149
ACH-000682,-0.270265024192
ACH-000683,-0.237704405314
ACH-000684,-0.17411578062600003
ACH-000688,-0.09143226110300001
ACH-000693,-0.23519113785300003
ACH-000694,-0.238505654862
ACH-000695,-0.0314863646338
ACH-000696,-0.13817092351500002
ACH-000697,0.104309314192
ACH-000699,-0.140957660048
ACH-000701,-0.048583216336900006
ACH-000706,-0.12037735019899999
ACH-000711,-0.127982260264
ACH-000713,-0.0005791661124980001
ACH-000714,0.0626254140844
ACH-000718,-0.26334808079300004
ACH-000720,-0.13879590799900002
ACH-000721,-0.17050215843199998
ACH-000724,-0.154278238786
ACH-000725,-0.15882028618
ACH-000732,-0.10944334131
ACH-000734,-0.10224549523
ACH-000735,-0.169193679512
ACH-000736,-0.005543195858369999
ACH-000738,-0.207361733117
ACH-000746,-0.33251518681
ACH-000747,-0.184758822437
ACH-000748,0.173177650301
ACH-000753,-0.21063524165800002
ACH-000756,-0.238795195789
ACH-000757,-0.16843466301399998
ACH-000758,-0.220238969885
ACH-000760,-0.190851898384
ACH-000763,0.028495041957499998
ACH-000764,-0.20346887247900003
ACH-000765,-0.35219331689499994
ACH-000766,-0.244922017004
ACH-000767,-0.0611131722835
ACH-000768,-0.21536856143199998
ACH-000769,-0.13369789764599999
ACH-000770,-0.247168227535
ACH-000771,-0.23267150230500003
ACH-000773,0.0331148431833
ACH-000776,-0.15066067737299998
ACH-000777,-0.112459905094
ACH-000778,-0.00119134982847
ACH-000781,-0.19894802746100002
ACH-000782,-0.165226146717
ACH-000783,-0.111392214519
ACH-000784,-0.149481443184
ACH-000785,-0.160762208324
ACH-000787,-0.088700569475
ACH-000788,-0.176287366539
ACH-000791,-0.232275187936
ACH-000792,-0.021346300041400004
ACH-000794,-0.116539657492
ACH-000796,-0.20082885173700002
ACH-000799,-0.0143772982269
ACH-000800,-0.156592077596
ACH-000802,-0.259065036733
ACH-000804,-0.10147549207499999
ACH-000805,0.0128029283972
ACH-000809,-0.170044883987
ACH-000810,0.0944987229572
ACH-000811,0.010169368456
ACH-000817,-0.0167994996934
ACH-000819,-0.333013820754
ACH-000820,-0.43660411878600003
ACH-000821,-0.14984932082
ACH-000822,-0.162677880032
ACH-000823,-0.089953379618
ACH-000824,-0.08190495518089999
ACH-000827,-0.153811467009
ACH-000829,-0.149416250697
ACH-000831,-0.115776828476
ACH-000832,-0.134643364849
ACH-000833,-0.150311304018
ACH-000834,-0.117927142915
ACH-000835,-0.16889784182
ACH-000836,-0.176477994451
ACH-000837,-0.0749272632173
ACH-000838,-0.0286953022028
ACH-000839,-0.168671023955
ACH-000840,-0.453092892826
ACH-000841,-0.203185474213
ACH-000843,-0.0635724489693
ACH-000846,-0.051343972310499995
ACH-000847,-0.254959616022
ACH-000848,-0.115581692348
ACH-000849,-0.18094280186500003
ACH-000851,-0.09143813578889999
ACH-000855,0.0149009786714
ACH-000856,-0.0546757976014
ACH-000858,-0.128436474042
ACH-000859,-0.0619667432636
ACH-000861,-0.195932412266
ACH-000862,-0.139513502291
ACH-000865,-0.0431604530567
ACH-000866,-0.08086215031050001
ACH-000867,-0.151828875955
ACH-000869,-0.427332829239
ACH-000872,-0.0739540031063
ACH-000873,-0.027100922955099995
ACH-000876,-0.152935504232
ACH-000878,-0.059571844295199995
ACH-000880,-0.04818389193530001
ACH-000881,-0.0137336205229
ACH-000882,-0.0855900132827
ACH-000884,-0.022172233274
ACH-000885,-0.102686199464
ACH-000887,-0.025456869283
ACH-000888,-0.21432854022300002
ACH-000889,-0.285167439584
ACH-000890,-0.14016645886600002
ACH-000896,-0.20627913119000002
ACH-000898,-0.065339789676
ACH-000900,-0.201670524221
ACH-000901,-0.144362387546
ACH-000905,-0.163787320374
ACH-000906,-0.0742102950447
ACH-000907,-0.25603850973700004
ACH-000910,-0.303123104106
ACH-000911,-0.11931836207
ACH-000912,-0.05462920006849999
ACH-000913,-0.256601104811
ACH-000915,-0.027745297891599997
ACH-000916,-0.23432273110100002
ACH-000917,0.012167703757499999
ACH-000921,-0.052636939697699996
ACH-000924,-0.0786232519797
ACH-000926,-0.415647912041
ACH-000928,-0.184352742804
ACH-000929,0.150635391627
ACH-000932,-0.154569154322
ACH-000935,-0.241494629131
ACH-000936,-0.188808005366
ACH-000937,-0.122380748878
ACH-000938,-0.203078803074
ACH-000939,-0.29992214472
ACH-000941,-0.340094047388
ACH-000943,-0.145973069052
ACH-000946,-0.060003565386800004
ACH-000947,-0.197424409523
ACH-000948,-0.11242184339500001
ACH-000950,-0.129336095241
ACH-000953,-0.000983407766155
ACH-000957,-0.073315846427
ACH-000958,-0.040365241823400004
ACH-000960,-0.107150100361
ACH-000963,-0.060959120455599994
ACH-000968,-0.14538735172599998
ACH-000969,-0.0426306270663
ACH-000973,-0.0482527813107
ACH-000974,-0.0992304760438
ACH-000975,-0.158679071201
ACH-000976,-0.237389372027
ACH-000978,0.527819326522
ACH-000980,-0.22023271229000002
ACH-000984,-0.217106960595
ACH-000986,-0.274416014057
ACH-000988,-0.19833598102699998
ACH-000993,-0.190287629786
ACH-000994,-0.27063094274099997
ACH-000996,0.032321581558500005
ACH-001001,-0.184832670526
ACH-001020,-0.031158235893200003
ACH-001028,-0.0595420340015
ACH-001031,-0.155532083421
ACH-001038,-0.252431801335
ACH-001048,-0.0937471163976
ACH-001050,-0.156606504357
ACH-001053,-0.156951388868
ACH-001054,-0.237435092548
ACH-001061,-0.227030488418
ACH-001067,0.04437508387919999
ACH-001075,-0.276460478432
ACH-001096,-0.244205006161
ACH-001128,-0.608013089426
ACH-001134,-0.0127115359268
ACH-001151,-0.0875790750823
ACH-001163,-0.260546085564
ACH-001164,-0.020632358910599998
ACH-001173,-0.140741921251
ACH-001183,-0.027467837092800002
ACH-001184,-0.596483293503
ACH-001190,0.0462488192903
ACH-001192,-0.30800121106199996
ACH-001193,-0.286452560819
ACH-001196,-0.358233465344
ACH-001197,-0.000658147180922
ACH-001205,-0.135876122547
ACH-001211,-0.014379103498100001
ACH-001212,-0.358315490029
ACH-001228,-0.30771867434300004
ACH-001232,-0.21042998734700002
ACH-001239,0.00448012004068
ACH-001274,-0.235870003312
ACH-001275,-0.28317721403900004
ACH-001277,0.0841908193462
ACH-001278,-0.131208871506
ACH-001280,-0.0309847951339
ACH-001283,-0.0913616232199
ACH-001289,0.011088402557600002
ACH-001295,-0.222751191961
ACH-001300,-0.159700394438
ACH-001301,-0.109053611305
ACH-001302,-0.257556933062
ACH-001303,-0.19661175023
ACH-001306,-0.205665149375
ACH-001318,-0.0412648262668
ACH-001322,-0.238424577302
ACH-001328,-0.0758323247223
ACH-001332,-0.247432252675
ACH-001333,-0.187067018862
ACH-001336,-0.16049801713700002
ACH-001340,-0.16387921055
ACH-001346,-0.3337807667
ACH-001353,-0.178783571062
ACH-001354,0.0272571420212
ACH-001367,-0.10065582709899999
ACH-001368,-0.16833339210599998
ACH-001374,-0.398510877913
ACH-001375,-0.38956022119499994
ACH-001377,-0.0634932472732
ACH-001380,-0.11492990399900001
ACH-001391,-0.0125644715011
ACH-001407,-0.276198320883
ACH-001408,-0.101872797409
ACH-001413,-0.32374885294100003
ACH-001430,-0.297838111315
ACH-001431,-0.201231634327
ACH-001450,-0.14614514156199998
ACH-001496,-0.18319899524099997
ACH-001500,-0.052348763698800004
ACH-001521,-0.372777382861
ACH-001523,-0.037783029510599996
ACH-001532,-0.160938566542
ACH-001536,0.141215400206
ACH-001550,-0.057899557085999996
ACH-001552,-0.18789999666700002
ACH-001554,-0.158372943037
ACH-001645,-0.15905137687999998
ACH-001654,-0.11705042649
ACH-001715,-0.152271106801
ACH-001735,-0.10955542846699999
ACH-001736,-0.084267066291
ACH-001737,0.326065593937
ACH-001740,-0.179263917827
ACH-001745,-0.125285088322
ACH-001750,-0.149426876103
ACH-001765,-0.17633015126899998
ACH-001956,0.0168506841903
ACH-001957,-0.073018422958
