,MAGOH (4116)
ACH-000004,-0.665954252473
ACH-000007,-0.888975568541
ACH-000009,-0.469491923695
ACH-000011,-0.329893431555
ACH-000012,-0.869903362538
ACH-000013,-0.8117344623639999
ACH-000014,-0.739701785429
ACH-000015,-0.8875415231730001
ACH-000017,-0.687548452445
ACH-000018,-1.12923890451
ACH-000019,-1.07347052347
ACH-000021,-1.08170177046
ACH-000022,-1.28070882922
ACH-000025,-0.939773798213
ACH-000028,-0.87953940519
ACH-000030,-0.30536222906599997
ACH-000035,-0.892348395132
ACH-000036,-1.0811875576
ACH-000037,-1.66814847274
ACH-000039,-0.8801772632439999
ACH-000040,-1.1399582432200002
ACH-000041,-0.29452325871
ACH-000042,-1.0809116165000001
ACH-000045,-1.0645629254100002
ACH-000047,-0.768280267164
ACH-000052,-0.5853548292
ACH-000053,-0.890787912109
ACH-000054,-0.49098347636600004
ACH-000055,-0.666700785074
ACH-000060,-0.5809203681790001
ACH-000067,-0.642696278845
ACH-000070,-1.2189941985400001
ACH-000075,-0.674581057327
ACH-000078,-0.48248622881700004
ACH-000082,-0.337058592413
ACH-000085,-0.6361383014549999
ACH-000086,-0.374153172654
ACH-000087,-0.389784410824
ACH-000092,-0.594393847354
ACH-000095,-1.0383879365100002
ACH-000097,-0.10010140370899999
ACH-000098,-0.723566548227
ACH-000099,-0.8169229895739999
ACH-000108,-0.464193046862
ACH-000113,-0.532543038563
ACH-000115,-1.33308350484
ACH-000116,-0.951947707227
ACH-000118,-0.947964684797
ACH-000120,-0.630369238105
ACH-000123,-0.437172097539
ACH-000127,-1.06626550389
ACH-000128,-1.17942238171
ACH-000132,-0.631443232666
ACH-000133,-0.445977304038
ACH-000137,-0.941271130202
ACH-000138,-0.906826179153
ACH-000142,-0.581358584988
ACH-000143,-0.847039246603
ACH-000146,-0.772993395846
ACH-000148,-0.736428734723
ACH-000150,-0.554365880321
ACH-000152,-0.655969485968
ACH-000153,-0.781740160521
ACH-000159,-0.34900448673100004
ACH-000160,-0.49929182731700006
ACH-000163,-0.34495600026600004
ACH-000167,0.387588561821
ACH-000168,-1.34023884968
ACH-000169,-0.30485912836999995
ACH-000178,-0.617006216747
ACH-000182,-0.213838998378
ACH-000183,-0.770004651692
ACH-000188,-1.0451883744
ACH-000189,-0.690442345624
ACH-000190,-0.629579670439
ACH-000198,-1.03112665317
ACH-000204,-0.481827176007
ACH-000206,-0.7560479920800001
ACH-000207,-1.4316019750799998
ACH-000211,-1.60802791761
ACH-000215,-0.783173062631
ACH-000221,-1.05404660763
ACH-000222,-0.639526596216
ACH-000223,-0.379486804631
ACH-000226,-0.8567558639139999
ACH-000227,-0.53316715837
ACH-000228,-0.7720042023360001
ACH-000231,-0.896471727026
ACH-000232,-1.17372098392
ACH-000233,-0.7975652629950001
ACH-000234,-0.674502787182
ACH-000235,-0.7121204076450001
ACH-000237,-0.607137284477
ACH-000238,-0.787475961204
ACH-000243,-0.65719967581
ACH-000244,-0.559957866946
ACH-000246,-0.23780236934500001
ACH-000248,-0.6362809888300001
ACH-000250,-0.372781882329
ACH-000251,-1.0997865586
ACH-000253,-1.2976162662100001
ACH-000255,-0.527461400038
ACH-000256,-0.44151407493
ACH-000257,-1.3932342997299998
ACH-000258,-0.672842224706
ACH-000259,-0.872508467377
ACH-000260,-0.602424376415
ACH-000261,-0.610983052287
ACH-000262,-0.901395701445
ACH-000263,-0.899354259116
ACH-000264,-0.5169062376560001
ACH-000265,-0.395885057306
ACH-000266,-1.10846731975
ACH-000272,-0.544920214424
ACH-000273,-0.6456219801699999
ACH-000274,-0.402975004683
ACH-000277,-0.772372416882
ACH-000278,-0.687927972662
ACH-000279,-0.647417323435
ACH-000280,-0.7039721883779999
ACH-000281,-0.310378849228
ACH-000288,-0.691957541361
ACH-000291,-0.303454402385
ACH-000293,-0.956504639812
ACH-000294,-0.571215886414
ACH-000295,-0.8870360184280001
ACH-000296,-0.636285824241
ACH-000302,-1.01367091536
ACH-000304,-1.1653971807799999
ACH-000307,-0.307815169575
ACH-000308,-1.60072540981
ACH-000310,-0.49671667651100004
ACH-000311,-0.488662135697
ACH-000312,-0.638084675536
ACH-000315,-0.507466052284
ACH-000316,-0.7017015246680001
ACH-000317,-0.429045182302
ACH-000318,-0.9130747936210001
ACH-000319,-0.590334932142
ACH-000320,-0.703672830749
ACH-000322,-0.6726009477339999
ACH-000323,-1.3619789549099999
ACH-000324,-0.771551445012
ACH-000329,-0.857005008954
ACH-000330,-0.785781030007
ACH-000331,-0.9848673268189999
ACH-000332,-1.1989814213799999
ACH-000334,-0.5670889640460001
ACH-000335,-1.30890630113
ACH-000336,-0.886957335059
ACH-000337,-1.1489182570799998
ACH-000339,-0.357388055066
ACH-000341,-0.725775142372
ACH-000348,-0.455789197966
ACH-000350,-0.435079623979
ACH-000352,-0.467442079911
ACH-000356,-0.859433910615
ACH-000361,-0.536032841036
ACH-000362,-0.61104925933
ACH-000363,-0.294287042885
ACH-000364,-0.552154841312
ACH-000365,-0.9886370533419999
ACH-000366,-0.558607312454
ACH-000368,-0.718001393371
ACH-000374,-1.12712042332
ACH-000375,-0.364945986039
ACH-000376,-0.597697244537
ACH-000381,-0.408681256215
ACH-000383,-0.597762993556
ACH-000387,-0.732665173167
ACH-000389,-0.519907641236
ACH-000390,-0.307164134414
ACH-000393,-0.6154006052800001
ACH-000395,-1.20032704899
ACH-000397,-0.785202427685
ACH-000401,-0.7015894317970001
ACH-000402,-0.9552455088160001
ACH-000403,-0.39693108308799996
ACH-000404,-0.354528647918
ACH-000406,-0.8431745408939999
ACH-000407,-0.795201970863
ACH-000408,-0.7431942024930001
ACH-000410,-0.6835738551680001
ACH-000411,-0.920160885651
ACH-000414,-0.13071023011
ACH-000415,-0.6438668984839999
ACH-000416,-1.02878155916
ACH-000420,-1.0320965006899998
ACH-000421,-0.459547786425
ACH-000424,-0.8993947734209999
ACH-000425,-0.43395681507
ACH-000426,-0.84767394237
ACH-000427,-1.21185891545
ACH-000433,-0.63597195737
ACH-000436,-1.08122507431
ACH-000444,-0.786302784595
ACH-000445,-1.4131570368000002
ACH-000448,-0.9854121883750001
ACH-000450,-0.8427892577830001
ACH-000452,-0.34108117245499997
ACH-000454,-0.651899037528
ACH-000458,-0.646439981647
ACH-000459,-0.761133275748
ACH-000460,-0.8256567321089999
ACH-000461,-1.0968304046500001
ACH-000463,-0.820332328021
ACH-000464,-0.7107842047730001
ACH-000466,-1.0191899981499999
