,NGEF (25791)
ACH-000004,-0.0500746078517
ACH-000007,0.15193819191500002
ACH-000009,0.134703529545
ACH-000011,0.13742854831499998
ACH-000012,0.0737351289447
ACH-000013,0.092779032984
ACH-000014,0.10396743614
ACH-000015,-0.00465037589721
ACH-000017,0.18444744404
ACH-000018,0.12471522013900001
ACH-000019,-0.00362700943318
ACH-000021,0.10126833130599999
ACH-000022,0.022793371809499998
ACH-000025,0.165615567444
ACH-000028,0.25175765213199996
ACH-000030,0.196362018398
ACH-000035,0.0403116556269
ACH-000036,-0.00865717048213
ACH-000037,-0.07535818000160001
ACH-000039,0.21838056065900002
ACH-000040,-0.10514185935900001
ACH-000041,0.14739765143
ACH-000042,0.0563287276651
ACH-000045,-0.122514447725
ACH-000047,0.095121919187
ACH-000052,0.04939657164530001
ACH-000053,0.0363094067777
ACH-000054,0.0561605576101
ACH-000055,-0.0337394281843
ACH-000060,0.117531747082
ACH-000067,0.036576616215199996
ACH-000070,0.025444304647400003
ACH-000075,0.00357972243989
ACH-000078,0.184809570409
ACH-000082,0.11097625201400001
ACH-000085,0.10368540291000002
ACH-000086,0.0125816589001
ACH-000087,0.18466379187399998
ACH-000092,0.140617429791
ACH-000095,-0.012033799491600002
ACH-000097,0.15943194612199998
ACH-000098,-0.0303214749912
ACH-000099,0.0726965652408
ACH-000108,-0.144616576669
ACH-000113,0.11054326351299999
ACH-000115,0.106486310688
ACH-000116,0.0406955406747
ACH-000118,0.121475039233
ACH-000120,0.050555918204199995
ACH-000123,0.167468408336
ACH-000127,0.116496952063
ACH-000128,0.0897384373697
ACH-000132,0.0634338383959
ACH-000133,-0.0036040926488699995
ACH-000137,0.11232727659700001
ACH-000138,0.0844293969036
ACH-000142,0.113436468928
ACH-000143,0.130668443103
ACH-000146,0.112625267425
ACH-000148,0.044967084481899997
ACH-000150,0.200578715835
ACH-000152,0.07469296436089999
ACH-000153,-0.0568927824022
ACH-000159,0.060744152038
ACH-000160,-0.00107959020081
ACH-000163,0.103285009735
ACH-000167,-0.213472257983
ACH-000168,0.060295938756499995
ACH-000169,0.0716934096234
ACH-000178,0.0700040530332
ACH-000182,0.0714139578777
ACH-000183,0.06898124407989999
ACH-000188,0.07442420050710001
ACH-000189,0.0380305690939
ACH-000190,0.118772405577
ACH-000198,0.0848624008614
ACH-000204,0.0465113024269
ACH-000206,0.113547627883
ACH-000207,0.0452213048496
ACH-000211,0.0398821726834
ACH-000215,0.0638511965664
ACH-000221,0.0640810830904
ACH-000222,0.037564918114699995
ACH-000223,0.07261499889050001
ACH-000226,0.189638761284
ACH-000227,0.08429337931160001
ACH-000228,0.17881818054499998
ACH-000231,0.09281269728420001
ACH-000232,0.11009391454600001
ACH-000233,0.052493919726300006
ACH-000234,0.012587598696099999
ACH-000235,0.0546963838024
ACH-000237,0.06483857759219999
ACH-000238,0.19021107909600002
ACH-000243,-0.0611448939985
ACH-000244,0.0873153107488
ACH-000246,0.0828360154934
ACH-000248,0.237519659526
