,TGOLN2 (10618)
ACH-000004,-0.11850837693
ACH-000007,-0.0555613425965
ACH-000009,0.0014535558992800001
ACH-000011,-0.25936859917
ACH-000012,-0.112863325604
ACH-000013,-0.281054133759
ACH-000014,-0.10835324274800001
ACH-000015,-0.0498050729461
ACH-000017,-0.177366872253
ACH-000018,-0.18955061576999999
ACH-000019,-0.661190639173
ACH-000021,-0.252651343975
ACH-000022,-0.0879111922339
ACH-000025,-0.241334816965
ACH-000028,-0.211786719553
ACH-000030,-0.121517468944
ACH-000035,-0.168029020438
ACH-000036,-0.339110203971
ACH-000037,-0.34699766984700003
ACH-000039,-0.123796371679
ACH-000040,-0.18746897758699999
ACH-000041,0.0208324844298
ACH-000042,-0.16258187435799998
ACH-000045,-0.179437916785
ACH-000047,-0.20581700148899998
ACH-000052,-0.257547709369
ACH-000053,-0.197622903411
ACH-000054,-0.07052693542289999
ACH-000055,-0.18960792420000003
ACH-000060,-0.0847797763002
ACH-000067,-0.14349149485999999
ACH-000070,-0.0262440809768
ACH-000075,0.10473620388900001
ACH-000078,-0.12296630801
ACH-000082,-0.238679506129
ACH-000085,0.00391810514151
ACH-000086,-0.34177364157799994
ACH-000087,-0.164530055291
ACH-000092,-0.54637754514
ACH-000095,-0.206074869744
ACH-000097,-0.22730921094300002
ACH-000098,-0.14713080742999998
ACH-000099,-0.165356191834
ACH-000108,0.00273630187179
ACH-000113,-0.154099503278
ACH-000115,0.158931777764
ACH-000116,-0.274535224069
ACH-000118,-0.145887921444
ACH-000120,0.0304221852053
ACH-000123,-0.18922980938
ACH-000127,-0.190421372601
ACH-000128,-0.310354431869
ACH-000132,-0.262151527601
ACH-000133,-0.374680919147
ACH-000137,-0.1016840432
ACH-000138,0.0821268499794
ACH-000142,-0.286560417978
ACH-000143,-0.195091047619
ACH-000146,-0.141914417309
ACH-000148,-0.14505274467499998
ACH-000150,-0.226425055961
ACH-000152,-0.433523858056
ACH-000153,0.375090565387
ACH-000159,-0.116589953005
ACH-000160,-0.321538800005
ACH-000163,-0.381341495006
ACH-000167,-0.320732858179
ACH-000168,-0.005831410044710001
ACH-000169,-0.166130250216
ACH-000178,-0.0974170872855
ACH-000182,-0.0889263862215
ACH-000183,-0.121626540699
ACH-000188,-0.23343610479200003
ACH-000189,0.0152262854366
ACH-000190,-0.19661083963
ACH-000198,-0.007726483343090001
ACH-000204,0.024945119451700002
ACH-000206,-0.061846950925699994
ACH-000207,-0.193526341478
ACH-000211,-0.061557523146
ACH-000215,-0.27030651081
ACH-000221,-0.142098456982
ACH-000222,-0.11657472913799999
ACH-000223,-0.291473508062
ACH-000226,-0.281128458435
ACH-000227,-0.0658850578527
ACH-000228,-0.049873910085699996
ACH-000231,-0.24985329810899998
ACH-000232,-0.0398657654184
ACH-000233,-0.328208426398
ACH-000234,0.0122327089438
ACH-000235,-0.138624185754
ACH-000237,-0.179353287788
ACH-000238,-0.41040731153099996
ACH-000243,-0.266573736699
ACH-000244,-0.373634573681
ACH-000246,-0.199452769515
ACH-000248,-0.289924766986
ACH-000250,-0.173010418687
ACH-000251,-0.164549427551
ACH-000253,-0.109621385788
ACH-000255,-0.300651518351
ACH-000256,-0.188444275618
ACH-000257,-0.0487139713459
ACH-000258,-0.21904639721799998
ACH-000259,-0.0687406681403
ACH-000260,-0.16108040185
ACH-000261,-0.17725241039099998
ACH-000262,-0.157616454879
ACH-000263,-0.378552966985
ACH-000264,-0.221764914168
ACH-000265,-0.120605479362
ACH-000266,-0.196601842507
ACH-000272,-0.267342233353
ACH-000273,-0.246175417778
ACH-000274,-0.286149070616
ACH-000277,-0.241222982171
ACH-000278,-0.0769900638445
ACH-000279,-0.24866365028499998
ACH-000280,-0.121817779563
ACH-000281,-0.056087453597499996
ACH-000288,-0.283128151887
ACH-000291,-0.113160823549
ACH-000293,-0.28950352412700003
ACH-000294,0.179485658534
ACH-000295,-0.0365718016135
ACH-000296,0.108404535387
ACH-000302,-0.010193078886700001
ACH-000304,-0.14734074875199998
ACH-000307,-0.0203469759723
ACH-000308,-0.214554914232
ACH-000310,-0.180360497566
ACH-000311,-0.15428584300999998
ACH-000312,-0.0753272336934
ACH-000315,-0.258946833314
ACH-000316,-0.239998435315
ACH-000317,-0.30127644287099997
ACH-000318,-0.36968678219400003
ACH-000319,-0.18560702825
ACH-000320,-0.127331604532
ACH-000322,-0.15912928739499999
ACH-000323,-0.295822549769
ACH-000324,-0.292801586274
ACH-000329,-0.0585669612189
ACH-000330,-0.198662838648
ACH-000331,-0.345136586004
ACH-000332,-0.17046160840900001
ACH-000334,0.04330279695730001
ACH-000335,-0.11896114546499999
ACH-000336,-0.15497664638699998
ACH-000337,0.07590310558999999
ACH-000339,-0.263058190007
ACH-000341,-0.302381525226
ACH-000348,-0.29301023356
ACH-000350,-0.233590334346
ACH-000352,-0.306971755915
ACH-000356,-0.19932223017499998
ACH-000361,-0.25243389647799996
ACH-000362,-0.158093829172
ACH-000363,-0.142913525759
ACH-000364,-0.21476140058
ACH-000365,-0.0934663586685
ACH-000366,-0.11487984744999999
ACH-000368,-0.367430061847
ACH-000374,-0.273767030765
ACH-000375,-0.08917033738880001
ACH-000376,-0.255689204235
ACH-000381,-0.347308652221
ACH-000383,-0.279217874097
ACH-000387,-0.103413056939
ACH-000389,-0.290839256863
ACH-000390,-0.298338754917
ACH-000393,-0.354241586592
ACH-000395,-0.0207246826151
ACH-000397,-0.322897329977
ACH-000401,-0.13099308007899998
ACH-000402,-0.188844600358
ACH-000403,-0.172407947403
ACH-000404,0.000534616737727
ACH-000406,-0.07801451111
ACH-000407,-0.21181547007100002
ACH-000408,-0.157264515469
ACH-000410,-0.277697814248
ACH-000411,-0.27966719443599997
ACH-000414,-0.156638591404
ACH-000415,-0.141724270251
ACH-000416,-0.20650764294500001
ACH-000420,-0.39254671956799997
ACH-000421,-0.0939043676478
ACH-000424,-0.271896296351
ACH-000425,-0.201841271825
ACH-000426,0.0130220506367
ACH-000427,-0.11295258955600002
ACH-000433,-0.261747562972
ACH-000436,0.0546460764346
ACH-000444,-0.0018034855769300002
ACH-000445,-0.013298867575000001
ACH-000448,-0.0401641376815
ACH-000450,-0.160533610951
ACH-000452,-0.0977968716046
ACH-000454,-0.481860016897
ACH-000458,-0.418318029401
ACH-000459,-0.09927469892830001
ACH-000460,-0.221985993632
ACH-000461,-0.126615265523
ACH-000463,-0.349211142336
ACH-000464,-0.222861198642
ACH-000466,-0.148595063758
ACH-000467,-0.283468906344
ACH-000468,-0.11281701717800001
ACH-000469,-0.110138813175
ACH-000470,-0.179208843235
ACH-000471,-0.305716832992
ACH-000472,-0.0633754750011
ACH-000473,-0.24838264720400002
ACH-000475,-0.229205421778
ACH-000476,0.084636349447
ACH-000477,-0.283039852251
ACH-000480,-0.0978241026131
ACH-000481,-0.20991483834600003
ACH-000483,-0.33862160743
ACH-000484,-0.280133495799
ACH-000485,-0.0881521370829
ACH-000486,-0.353114612085
ACH-000487,-0.048513931727800004
ACH-000488,-0.112394155731
ACH-000490,-0.290334225451
ACH-000491,-0.164752092861
ACH-000495,-0.59873495508
ACH-000496,-0.479422129472
ACH-000499,0.0027126534637399997
ACH-000500,-0.48816808903399994
ACH-000502,-0.153942514599
ACH-000503,-0.555555829838
ACH-000505,-0.206069301732
ACH-000507,-0.273118906107
ACH-000510,-0.0795457056372
ACH-000511,-0.15202516500399998
ACH-000512,-0.07949977048660001
ACH-000516,0.07568712328
ACH-000517,-0.147952369206
ACH-000518,-0.0631777081512
ACH-000520,-0.33349510579
ACH-000521,-0.142001763166
ACH-000522,-0.129661308001
ACH-000524,-0.186682964304
ACH-000527,-0.12135937970100001
ACH-000528,-0.18575067865400002
ACH-000537,-0.225885366671
ACH-000541,-0.40168966314800003
ACH-000542,-0.213680855087
ACH-000544,-0.260071343853
ACH-000545,-0.172039893134
ACH-000547,-0.294842216965
