,VKORC1 (79001)
ACH-000004,0.166315897145
ACH-000007,0.10894816053300001
ACH-000009,0.136781794384
ACH-000011,0.09591873583760001
ACH-000012,-0.00526980232247
ACH-000013,-0.0425140079475
ACH-000014,0.284429715768
ACH-000015,-0.028291671885099998
ACH-000017,0.133978533085
ACH-000018,0.0645472021385
ACH-000019,-0.127079319248
ACH-000021,0.007784985999949999
ACH-000022,0.11712155352600001
ACH-000025,-0.08213163754260001
ACH-000028,0.0721072119958
ACH-000030,0.21873638749899998
ACH-000035,0.06095942607200001
ACH-000036,-0.0690617881375
ACH-000037,-0.11294013404999999
ACH-000039,-0.316810811371
ACH-000040,0.107703850051
ACH-000041,0.0396298550893
ACH-000042,0.0791018303821
ACH-000045,-0.00403243248074
ACH-000047,-0.010111227098
ACH-000052,0.310347060803
ACH-000053,0.00208456141916
ACH-000054,-0.109895635134
ACH-000055,0.044293524804
ACH-000060,-0.0356564758676
ACH-000067,0.0415087139065
ACH-000070,-0.16400579715299998
ACH-000075,-0.030130881497100002
ACH-000078,0.0415078547794
ACH-000082,0.030814166796699998
ACH-000085,0.20071207566399998
ACH-000086,0.236016764329
ACH-000087,0.133820268696
ACH-000092,0.0665892779609
ACH-000095,-0.0387015610861
ACH-000097,-0.105997596036
ACH-000098,-0.0342621778999
ACH-000099,0.0859223341195
ACH-000108,0.114493110172
ACH-000113,-0.060190766597600004
ACH-000115,-0.12529598799699998
ACH-000116,0.0027650219805399998
ACH-000118,0.0131850412063
ACH-000120,-0.015444551529899998
ACH-000123,0.154951192742
ACH-000127,-0.176831865089
ACH-000128,0.10763175183399999
ACH-000132,-0.139805560939
ACH-000133,0.0274412880082
ACH-000137,0.178865557247
ACH-000138,0.10492400662200001
ACH-000142,-0.128053659492
ACH-000143,0.0759271421276
ACH-000146,0.0439866926245
ACH-000148,0.172863106985
ACH-000150,0.134969452558
ACH-000152,0.0144439649945
ACH-000153,0.051168317948599995
ACH-000159,-0.0894423793006
ACH-000160,0.16928265614799998
ACH-000163,0.11216582384000001
ACH-000167,0.036310276748999996
ACH-000168,-0.0138321915105
ACH-000169,0.00142233435837
ACH-000178,0.0487724213828
ACH-000182,0.0804181745016
ACH-000183,0.0316110855906
ACH-000188,0.0675045976945
ACH-000189,-0.0841159524038
ACH-000190,0.266754069849
ACH-000198,0.0832430664277
ACH-000204,0.30602785056
ACH-000206,-0.0626062603906
ACH-000207,0.0708281072871
ACH-000211,0.036634291245699994
ACH-000215,-0.0131098012486
ACH-000221,0.083159919001
ACH-000222,-0.0725815097425
ACH-000223,0.108565572683
ACH-000226,-0.22270864923099998
ACH-000227,0.400069505019
ACH-000228,0.13206669694
ACH-000231,0.0184747291053
ACH-000232,-0.132439045888
ACH-000233,0.16808341114300002
ACH-000234,0.18200273408700002
ACH-000235,0.04495058836159999
ACH-000237,-0.0080032324739
ACH-000238,0.137154956972
ACH-000243,-0.022413835430299997
ACH-000244,0.183147609375
ACH-000246,0.0102389986966
ACH-000248,0.00387794668503
ACH-000250,0.0709579767563
ACH-000251,0.032110808649
ACH-000253,0.0794782169153
ACH-000255,-0.0185891934057
ACH-000256,0.200961613383
ACH-000257,0.24619357829
ACH-000258,0.414455653619
ACH-000259,0.0166673748923
ACH-000260,-0.0988424396367
ACH-000261,-0.13838482154999998
ACH-000262,-0.141059699929
ACH-000263,-0.18138702099800003
ACH-000264,0.030368963514799997
ACH-000265,-0.0692511515067
ACH-000266,-0.045866019996
ACH-000272,-0.00149692570864
ACH-000273,0.0381545227913
ACH-000274,0.0911251045883
ACH-000277,-0.0838065491069
ACH-000278,0.12572454734000002
ACH-000279,-0.025952681385
ACH-000280,-0.222142995021
ACH-000281,0.247083969815
ACH-000288,-0.0118323160614
ACH-000291,-0.006939773786930001
ACH-000293,0.0799628065387
ACH-000294,-0.037535790594599994
ACH-000295,0.19303403042999998
ACH-000296,-0.054151277142099996
ACH-000302,0.129079191476
ACH-000304,0.6236777662749999
ACH-000307,-0.0324978402669
ACH-000308,0.0925778867595
ACH-000310,-0.14869230590500002
ACH-000311,0.0810348969358
