,AFG3L2 (10939)
ACH-000657,-0.915613623207
ACH-000658,-0.8969903192380001
ACH-000661,-0.921180771344
ACH-000662,-1.26129320839
ACH-000663,-0.6469662964940001
ACH-000665,-0.5761814314729999
ACH-000671,-1.3564783936700002
ACH-000673,-0.699132611887
ACH-000676,-1.34273207185
ACH-000677,-1.667870606
ACH-000681,-1.12444440011
ACH-000682,-1.0497216041600002
ACH-000683,-1.50632716632
ACH-000684,-1.0000811465600001
ACH-000688,-1.0955518058
ACH-000693,-0.978655461321
ACH-000694,-1.2145817832299999
ACH-000695,-0.701932385582
ACH-000696,-0.943040425035
ACH-000697,-1.15837460371
ACH-000699,-1.22131887104
ACH-000701,-0.960525403262
ACH-000706,-0.9140988603200001
ACH-000711,-1.0993743751
ACH-000713,-1.02604622498
ACH-000714,-0.982848777366
ACH-000718,-1.2039553537899998
ACH-000720,-1.08614907056
ACH-000721,-1.1494349506000001
ACH-000724,-1.37167239357
ACH-000725,-0.994815002179
ACH-000732,-1.2129528728799999
ACH-000734,-1.23779777448
ACH-000735,-1.00508302984
ACH-000736,-1.0200121848600001
ACH-000738,-1.01291369551
ACH-000746,-1.0869361422900001
ACH-000747,-1.0978700342399998
ACH-000748,-0.9083757433349999
ACH-000753,-0.667913505876
ACH-000756,-0.849184590816
ACH-000757,-0.7916295595199999
ACH-000758,-1.18013577854
ACH-000760,-1.1046125552
ACH-000763,-1.00217022326
ACH-000764,-1.1831594515600001
ACH-000765,-0.8033406992300001
ACH-000766,-1.23937971986
ACH-000767,-1.2961852607
ACH-000768,-0.8832206028949999
ACH-000769,-1.11782659284
ACH-000770,-1.0156156942899999
ACH-000771,-1.1792078116299998
ACH-000773,-1.16508846418
ACH-000776,-1.05990302214
ACH-000777,-1.02409110253
ACH-000778,-1.25645507229
ACH-000781,-0.995601335034
ACH-000782,-1.11540161636
ACH-000783,-1.18314931365
ACH-000784,-1.19621044495
ACH-000785,-1.3435561762700001
ACH-000787,-0.959524892477
ACH-000788,-0.942038237872
ACH-000791,-0.963060220308
ACH-000792,-1.2492811569700002
ACH-000794,-1.114276532
ACH-000796,-0.902321526604
ACH-000799,-1.16962307521
ACH-000800,-1.08364461746
ACH-000802,-1.05026336935
ACH-000804,-1.11379645091
ACH-000805,-1.1819078905
ACH-000809,-0.837125883263
ACH-000810,-1.2007736189
ACH-000811,-0.761363897599
ACH-000817,-1.01162573307
ACH-000819,-1.01196392255
ACH-000820,-1.29321414157
ACH-000821,-1.04265018713
ACH-000822,-1.6469419124899998
ACH-000823,-1.0084244368100002
ACH-000824,-1.2977283814700002
ACH-000827,-0.9617116221359999
ACH-000829,-1.01931324071
ACH-000831,-1.2383702265
ACH-000832,-1.10752315466
ACH-000833,-1.4410667202599998
ACH-000834,-1.0469706821200002
ACH-000835,-1.0689153586799998
ACH-000836,-1.07402390852
ACH-000837,-1.01690910691
ACH-000838,-0.8766186378309999
ACH-000839,-1.31807701933
ACH-000840,-1.2417051456100001
ACH-000841,-1.28200678501
ACH-000843,-0.91000939635
ACH-000846,-1.45343004372
ACH-000847,-1.60283642963
ACH-000848,-0.951576354925
ACH-000849,-0.49071043963600003
ACH-000851,-1.2104107048700001
ACH-000855,-1.08219094002
ACH-000856,-0.967831750758
ACH-000858,-1.2370040148499999
ACH-000859,-1.3794680251700002
ACH-000861,-0.8947745440170001
ACH-000862,-0.837852931639
ACH-000865,-0.811855466021
ACH-000866,-1.00654625857
ACH-000867,-0.806042403393
ACH-000869,-1.4805371488799999
ACH-000872,-0.9885661424869999
ACH-000873,-1.1013979629100001
ACH-000876,-1.7821918885799999
ACH-000878,-0.877559754716
ACH-000880,-0.6671363928980001
ACH-000881,-0.942734056693
ACH-000882,-1.1208896803200001
ACH-000884,-0.880753537975
ACH-000885,-1.13867983157
ACH-000887,-1.35609382843
ACH-000888,-1.43210868768
ACH-000889,-0.52426714582
ACH-000890,-0.801635431481
ACH-000896,-0.649993285044
ACH-000898,-1.05659977934
ACH-000900,-0.777054900048
ACH-000901,-1.04826241254
ACH-000905,-1.21012404579
ACH-000906,-0.998872478406
ACH-000907,-1.0839357520200001
ACH-000910,-0.868275943105
ACH-000911,-1.2555881786299998
ACH-000912,-0.948778290599
ACH-000913,-1.01799102615
ACH-000915,-1.07645687596
ACH-000916,-0.548697401878
ACH-000917,-0.955179333212
ACH-000921,-0.896241259629
ACH-000924,-1.18206318276
ACH-000926,-1.2994045722299998
ACH-000928,-0.815243757811
ACH-000929,-0.812225824156
ACH-000932,-1.22356814549
ACH-000935,-0.964129646847
ACH-000936,-1.2442645024099999
ACH-000937,-0.838754167789
ACH-000938,-1.0034585697299998
ACH-000939,-1.11931695336
ACH-000941,-1.4571358537999999
ACH-000943,-0.911455259234
ACH-000946,-1.04472643921
ACH-000947,-1.09293781153
ACH-000948,-0.950067163648
ACH-000950,-1.03964098
ACH-000953,-0.944499567594
ACH-000957,-0.865051163285
ACH-000958,-0.870310427291
ACH-000960,-1.0482642681899998
ACH-000963,-1.1796314779700001
ACH-000968,-1.09316983146
ACH-000969,-1.2207563047299999
ACH-000973,-0.8379489283930001
ACH-000974,-1.00511457197
ACH-000975,-1.30137006031
ACH-000976,-0.596961066446
ACH-000978,-1.10127827554
ACH-000980,-1.09468264544
ACH-000984,-1.0516623836
ACH-000986,-1.0028894376200002
ACH-000988,-0.987401710866
ACH-000993,-0.9581178063339999
ACH-000994,-0.9957883229950001
ACH-000996,-1.09556146346
ACH-001001,-0.9372097274719999
ACH-001020,-1.0337814572
ACH-001028,-1.3558716705399998
ACH-001031,-0.898674109555
ACH-001038,-1.0927030953899999
ACH-001048,-1.16704223855
ACH-001050,-0.837052514155
ACH-001053,-0.910547204629
ACH-001054,-0.9958246631540001
ACH-001061,-1.22817459379
ACH-001067,-0.885355742578
ACH-001075,-0.961422914083
ACH-001096,-0.779291265413
ACH-001128,-1.49607103515
ACH-001134,-1.0657409163200002
ACH-001151,-0.987689995151
ACH-001163,-1.2545452690999999
ACH-001164,-1.1867136682200001
ACH-001173,-1.25450431091
ACH-001183,-0.8660783191399999
ACH-001184,-1.03039851033
ACH-001190,-1.3616427651499998
ACH-001192,-0.966478221062
ACH-001193,-1.0473632265200001
ACH-001196,-1.05863494625
ACH-001197,-0.954924723489
ACH-001205,-1.01799381486
ACH-001211,-0.8956581736820001
ACH-001212,-1.17220564762
ACH-001228,-0.6885681200920001
ACH-001232,-0.876100815464
ACH-001239,-0.941018637412
ACH-001274,-1.0099383619600002
ACH-001275,-0.972760825558
ACH-001277,-1.22484662807
ACH-001278,-0.950968361904
ACH-001280,-1.02827077602
ACH-001283,-1.0348881488600001
ACH-001289,-0.7885197154350001
ACH-001295,-0.662354166774
ACH-001300,-1.14492966715
ACH-001301,-1.1001148666399998
ACH-001302,-1.1154986303299999
ACH-001303,-1.19755078409
ACH-001306,-0.742127909635
ACH-001318,-1.01820664248
ACH-001322,-1.30957657976
ACH-001328,-1.26753516635
ACH-001332,-1.0766979212799999
ACH-001333,-1.0241517142799998
ACH-001336,-1.09695596114
ACH-001340,-1.0086091052700001
ACH-001346,-0.9828642498319999
ACH-001353,-0.8876012443960001
ACH-001354,-1.40768501693
ACH-001367,-1.13795018846
ACH-001368,-1.26720390967
ACH-001374,-1.15152799024
ACH-001375,-0.785281580387
ACH-001377,-1.02559904004
ACH-001380,-1.15558263724
ACH-001391,-1.15865143551
ACH-001407,-0.610968420416
ACH-001408,-1.30681415373
ACH-001413,-1.18331020235
ACH-001430,-0.964481073316
ACH-001431,-0.919617682353
ACH-001450,-1.19884211271
ACH-001496,-1.24847035966
ACH-001500,-1.02937550371
ACH-001521,-1.49125409361
ACH-001523,-1.1898007417799998
ACH-001532,-0.909641991806
ACH-001536,-1.0123537512799998
ACH-001550,-1.24434949188
ACH-001552,-0.952524142132
ACH-001554,-0.805858679754
ACH-001645,-1.07046733793
ACH-001654,-1.31692078266
ACH-001715,-1.3209347839
ACH-001735,-0.8838338657979999
ACH-001736,-0.979642374957
ACH-001737,-1.4285802407100001
ACH-001740,-0.7008263830529999
ACH-001745,-0.914563776577
ACH-001750,-1.25238592625
ACH-001765,-1.2909622376899998
ACH-001956,-0.702636078116
ACH-001957,-1.29449542203
