,BEAN1 (146227)
ACH-000004,-0.16276480649299999
ACH-000007,-0.051143733636499995
ACH-000009,-0.0861796675774
ACH-000011,-0.20658164655900002
ACH-000012,-0.139141385342
ACH-000013,-0.10656786701300001
ACH-000014,-0.134955793343
ACH-000015,0.08864179664519999
ACH-000017,-0.162493615933
ACH-000018,0.0298432456817
ACH-000019,0.0918096680785
ACH-000021,-0.0984386405879
ACH-000022,-0.239459690606
ACH-000025,-0.18493051932799998
ACH-000028,0.0341487754889
ACH-000030,-0.136400628576
ACH-000035,0.0334676027763
ACH-000036,-0.0147055257359
ACH-000037,-0.39153331181100004
ACH-000039,-0.21006233468899999
ACH-000040,-0.0643938611256
ACH-000041,-0.179394863547
ACH-000042,-0.173181195341
ACH-000045,-0.06653717408490001
ACH-000047,0.0551110880877
ACH-000052,0.0985083389623
ACH-000053,-0.164895455583
ACH-000054,-0.15666524882000002
ACH-000055,-0.171541604705
ACH-000060,-0.113423118772
ACH-000067,-0.0019729565913099998
ACH-000070,0.067286406375
ACH-000075,0.0429447716813
ACH-000078,0.0142308399728
ACH-000082,-0.24646286291299999
ACH-000085,0.038639454117900006
ACH-000086,-0.0656266924417
ACH-000087,0.10889482187999999
ACH-000092,-0.118080978374
ACH-000095,-0.0694917400394
ACH-000097,-0.0661511052354
ACH-000098,-0.28136011333
ACH-000099,-0.0534665556831
ACH-000108,-0.019757810618599998
ACH-000113,-0.0800864399363
ACH-000115,0.00574154896024
ACH-000116,0.0117645559836
ACH-000118,-0.14454332498400002
ACH-000120,-0.229401722057
ACH-000123,0.053288502792999994
ACH-000127,-0.129436194661
ACH-000128,-0.0034221926388499995
ACH-000132,-0.08248283969930001
ACH-000133,-0.214564827093
ACH-000137,-0.060327437363599995
ACH-000138,-0.11515042645700001
ACH-000142,-0.231655252034
ACH-000143,-0.0852738447621
ACH-000146,-0.11366138246200001
ACH-000148,-0.132112645542
ACH-000150,-0.07337959461389999
ACH-000152,-0.0068436822589100004
ACH-000153,-0.25472104922899996
ACH-000159,-0.187898271871
ACH-000160,-0.13817787363700001
ACH-000163,-0.124093149974
ACH-000167,-0.08579560917130001
ACH-000168,-0.0249245265069
ACH-000169,-0.0958745068556
ACH-000178,-0.101713920418
ACH-000182,-0.20466764745700003
ACH-000183,-0.14651379257799999
ACH-000188,-0.157471683989
ACH-000189,0.08614694449110001
ACH-000190,0.00017436503135200002
ACH-000198,-0.12462719070900001
ACH-000204,-0.19947733532099998
ACH-000206,-0.414957075158
ACH-000207,-0.0357945408036
ACH-000211,-0.08942550566139999
ACH-000215,-0.302602654184
ACH-000221,-0.12341594081599999
ACH-000222,-0.308851659211
ACH-000223,-0.0445524292289
ACH-000226,-0.26837479216
ACH-000227,-0.239710222031
ACH-000228,-0.0266290081672
ACH-000231,-0.179592614816
ACH-000232,-0.140431445027
ACH-000233,-0.06359617924859999
ACH-000234,0.0808477883439
ACH-000235,-0.156055521821
ACH-000237,-0.0377695945192
ACH-000238,-0.0636074124342
ACH-000243,-0.134205151908
ACH-000244,-0.418179770951
ACH-000246,-0.00170825185259
ACH-000248,-0.06402226419859999
ACH-000250,-0.200348724328
ACH-000251,-0.014829894765299998
ACH-000253,-0.104744188234
ACH-000255,-0.0375517486065
ACH-000256,-0.166231812222
ACH-000257,0.0681655372403
ACH-000258,-0.386472975142
ACH-000259,-0.136573844378
ACH-000260,-0.120810751742
ACH-000261,-0.07711684833639999
ACH-000262,-0.09072882824860001
ACH-000263,0.15420974159700002
ACH-000264,-0.166107270561
ACH-000265,0.133551897993
ACH-000266,-0.18566749533
ACH-000272,-0.005591222503779999
ACH-000273,-0.145293605178
ACH-000274,-0.12568864509400002
ACH-000277,0.0857042879526
ACH-000278,-0.0416801422631
ACH-000279,-0.126596143611
ACH-000280,-0.0741017439481
ACH-000281,-0.18936919529399998
ACH-000288,-0.292799315464
ACH-000291,-0.040607710335400005
ACH-000293,0.0641920136922
ACH-000294,-0.048650247534099994
ACH-000295,0.033127369629700004
ACH-000296,-0.0439834288502
ACH-000302,-0.118489945278
ACH-000304,-0.004596366104140001
