,MFAP3L (9848)
ACH-000004,0.253904928187
ACH-000007,0.357185066366
ACH-000009,0.175173913314
ACH-000011,0.268557568332
ACH-000012,0.157581991507
ACH-000013,0.24732476874899997
ACH-000014,0.295540965763
ACH-000015,0.247661002555
ACH-000017,0.241627260527
ACH-000018,0.182975908078
ACH-000019,0.275595364591
ACH-000021,0.178587899755
ACH-000022,0.198157131495
ACH-000025,0.22499615980700002
ACH-000028,0.160689860365
ACH-000030,0.273843080244
ACH-000035,0.354168704958
ACH-000036,0.263015494234
ACH-000037,0.177945112783
ACH-000039,0.027770316704599996
ACH-000040,0.132311120718
ACH-000041,0.25912359545
ACH-000042,0.254186130206
ACH-000045,0.146739381222
ACH-000047,0.23049408246599998
ACH-000052,0.334548559532
ACH-000053,0.155441785604
ACH-000054,0.162961629577
ACH-000055,0.143589059136
ACH-000060,0.116075113312
ACH-000067,0.18096413157400001
ACH-000070,0.271060964711
ACH-000075,0.224552415566
ACH-000078,0.111564431446
ACH-000082,0.19784914944
ACH-000085,0.07688852176510001
ACH-000086,0.057194593809699996
ACH-000087,0.156039359849
ACH-000092,0.119469623516
ACH-000095,0.241069021437
ACH-000097,0.300666047077
ACH-000098,0.19482083548700002
ACH-000099,0.266812778545
ACH-000108,0.144833855335
ACH-000113,0.27244686829500003
ACH-000115,0.249218915156
ACH-000116,0.269043393199
ACH-000118,0.236726453498
ACH-000120,0.145430139398
ACH-000123,0.38604858859700003
ACH-000127,0.149878575535
ACH-000128,0.280717781787
ACH-000132,0.166452202009
ACH-000133,0.372479175132
ACH-000137,0.385070722372
ACH-000138,0.138821959278
ACH-000142,0.284658197251
ACH-000143,0.056374333496900006
ACH-000146,0.134283653591
ACH-000148,0.227309767187
ACH-000150,0.179435021034
ACH-000152,0.17981632989399998
ACH-000153,0.259952714703
ACH-000159,0.237316283086
ACH-000160,0.262709344106
ACH-000163,0.057807032066
ACH-000167,0.114822408369
ACH-000168,0.17758841770199998
ACH-000169,0.279646914225
ACH-000178,0.193360356689
ACH-000182,0.273386650073
ACH-000183,0.128979716603
ACH-000188,0.145459548876
ACH-000189,0.10526926961300001
ACH-000190,0.231793946253
ACH-000198,0.10449231283600001
ACH-000204,0.27245562053100003
ACH-000206,0.230157827499
ACH-000207,0.175038946138
ACH-000211,0.146186455895
ACH-000215,0.228790580468
ACH-000221,0.26589625621
ACH-000222,0.380630815269
ACH-000223,0.128415749584
ACH-000226,0.171415496884
ACH-000227,0.273456061701
ACH-000228,0.131514097378
ACH-000231,0.173198712452
ACH-000232,0.15279785292099998
ACH-000233,0.201172324476
ACH-000234,0.130628175757
ACH-000235,0.16016367653
ACH-000237,0.0731402013176
ACH-000238,-0.0673763206981
ACH-000243,0.16083287461200002
ACH-000244,0.17927544091800002
ACH-000246,0.32081962953800003
ACH-000248,0.20111200309399999
ACH-000250,0.145135959829
ACH-000251,-0.08888746777139998
ACH-000253,0.21911296291700003
ACH-000255,0.177001022238
ACH-000256,0.44901924658
ACH-000257,-0.156201981099
ACH-000258,0.185270831988
ACH-000259,0.26163435026799997
ACH-000260,0.19170993414700002
ACH-000261,0.233180052379
ACH-000262,0.179406957265
ACH-000263,0.0501560914004
ACH-000264,0.15172356081
ACH-000265,0.175094442046
ACH-000266,0.202481232498
ACH-000272,0.159679528459
ACH-000273,0.285943438953
ACH-000274,0.18574007277399998
ACH-000277,0.134506300142
ACH-000278,0.111284490737
ACH-000279,0.107805997126
ACH-000280,0.29342630965
ACH-000281,0.11268560542199998
ACH-000288,0.24368812399099998
ACH-000291,0.2974329904
ACH-000293,0.176020858499
ACH-000294,0.23263015210299998
ACH-000295,-0.0976672610805
ACH-000296,0.244305590348
ACH-000302,0.251211480396
ACH-000304,-0.0607178579743
ACH-000307,0.0826790645604
ACH-000308,0.155889230838
ACH-000310,0.135376593484
ACH-000311,0.18542957924000003
ACH-000312,0.122415130437
ACH-000315,0.19302640106600003
ACH-000316,0.20130402274
ACH-000317,0.248988451059
ACH-000318,0.18226186294100002
ACH-000319,0.28724787325
ACH-000320,0.0690564618557
