,LAPTM4A (9741)
ACH-000004,-0.17446347113299998
ACH-000007,-0.0987041347472
ACH-000009,0.020302675218700002
ACH-000011,-0.0344646071936
ACH-000012,0.0690079925102
ACH-000013,0.050819577411900005
ACH-000014,0.130251128769
ACH-000015,-0.0142477448167
ACH-000017,-0.0744154254125
ACH-000018,-0.0657188870646
ACH-000019,0.043508702648
ACH-000021,0.06936351309160001
ACH-000022,-0.157841288795
ACH-000025,0.0496296888937
ACH-000028,0.027620085468000002
ACH-000030,-0.0367919491318
ACH-000035,0.19925069866700001
ACH-000036,-0.23045073352899997
ACH-000037,-0.317795972742
ACH-000039,0.0837649556281
ACH-000040,-0.00390913352657
ACH-000041,-0.09999977899
ACH-000042,0.08593497383439999
ACH-000045,0.00894081243976
ACH-000047,0.0173883408733
ACH-000052,0.104787156626
ACH-000053,-0.0212810585772
ACH-000054,-0.102841882096
ACH-000055,0.046535160543099995
ACH-000060,0.119045528795
ACH-000067,-0.189969057148
ACH-000070,0.0310018376084
ACH-000075,-0.10655145783600001
ACH-000078,0.0265151985022
ACH-000082,0.032835761313800005
ACH-000085,-0.0465813047031
ACH-000086,-0.0540255281903
ACH-000087,-0.158574038939
ACH-000092,-0.22530566257399998
ACH-000095,0.0212923532644
ACH-000097,-0.0041684267125399995
ACH-000098,0.0197508645505
ACH-000099,-0.0566141512471
ACH-000108,-0.128396919952
ACH-000113,-0.000694331574763
ACH-000115,-0.19082787513799998
ACH-000116,0.10924109927200001
ACH-000118,0.00445531647941
ACH-000120,0.0849311543943
ACH-000123,-0.145727657294
ACH-000127,-0.010672538211700002
ACH-000128,0.0556596103555
ACH-000132,-0.0555030523305
ACH-000133,-0.13530354849600001
ACH-000137,-0.0280378360366
ACH-000138,0.047333342567300006
ACH-000142,-0.019633204579200002
ACH-000143,-0.024365110160699997
ACH-000146,-0.018369049481799998
ACH-000148,-0.00522464995514
ACH-000150,0.140034146567
ACH-000152,-0.014239099319599999
ACH-000153,-0.0789361022983
ACH-000159,-0.007599922215260001
ACH-000160,-0.13607517851
ACH-000163,-0.040844768922
ACH-000167,-0.147722376118
ACH-000168,-0.10918820566700001
ACH-000169,0.0813196111306
ACH-000178,0.013607004102100001
ACH-000182,0.053669979785599994
ACH-000183,-0.152345682612
ACH-000188,0.107952682665
ACH-000189,-0.322490304635
ACH-000190,-0.179480619787
ACH-000198,-0.0558070097805
ACH-000204,-0.021624329621599995
ACH-000206,0.020940676872599998
ACH-000207,-0.161398837904
ACH-000211,0.0493549574204
ACH-000215,-0.0492584371028
ACH-000221,0.0194619067852
ACH-000222,0.280212683299
ACH-000223,-0.013635686876199999
ACH-000226,-0.0329783690166
ACH-000227,-0.0612709471615
ACH-000228,-0.00899505592034
ACH-000231,-0.068297314525
ACH-000232,-0.030714906011
ACH-000233,-0.0490113147591
ACH-000234,-0.39056786472800004
ACH-000235,0.08183490939730001
ACH-000237,-0.00934005386917
ACH-000238,0.0358427694176
ACH-000243,-0.0230902477115
ACH-000244,-0.351571537376
ACH-000246,-0.046657632197400004
ACH-000248,0.023196847543599998
ACH-000250,-0.172154281563
ACH-000251,0.118385225911
ACH-000253,-0.18529335179
ACH-000255,0.022813259896100002
ACH-000256,0.0147057957049
ACH-000257,0.026824784997299997
ACH-000258,0.0751398945777
ACH-000259,0.033058360004
ACH-000260,-0.042853553493099994
ACH-000261,-0.142360561345
ACH-000262,-0.168489771108
ACH-000263,0.047200410993800006
ACH-000264,-0.147606384207
ACH-000265,0.00391110081138
ACH-000266,0.034598349578
ACH-000272,-0.112343894952
ACH-000273,-0.173588808216
ACH-000274,-0.058652432165000004
ACH-000277,-0.307598600328
ACH-000278,-0.14867895628
ACH-000279,-0.00402939275523
ACH-000280,0.200263218114
ACH-000281,0.403832848658
ACH-000288,-0.12136099361300001
ACH-000291,-0.048095413282900006
ACH-000293,-0.0463895430485
ACH-000294,-0.132046353795
ACH-000295,-0.22665992891399997
ACH-000296,-0.188236980508
ACH-000302,-0.105883699551
ACH-000304,0.19839918456
ACH-000307,-0.00398921807243
ACH-000308,-0.11899231555600001
ACH-000310,0.05903633849909999
ACH-000311,0.11202866462099999
ACH-000312,0.0025033760587199996
ACH-000315,-0.06612992191530001
ACH-000316,0.10200757297
ACH-000317,0.0451809649465
ACH-000318,-0.048748077919999994
ACH-000319,0.0340455415982
ACH-000320,0.162137803074
ACH-000322,-0.12539309729
ACH-000323,-0.0219842354155
ACH-000324,0.0506379089848
ACH-000329,-0.189848882275
ACH-000330,-0.0162505799222
ACH-000331,0.01388811644
ACH-000332,-0.0624411360394
ACH-000334,-0.210218890497
ACH-000335,-0.10899112062100001
ACH-000336,-0.193916253246
ACH-000337,-0.009917777561989999
ACH-000339,-0.0443248366439
ACH-000341,-0.049247097160599995
ACH-000348,-0.0646476073917
ACH-000350,0.110010019187
ACH-000352,-0.0875553418429
ACH-000356,0.0824160792133
ACH-000361,-0.0664810074201
ACH-000362,0.0430929322544
ACH-000363,-0.013573191024799999
ACH-000364,-0.176136492599
ACH-000365,-0.10199886010199999
ACH-000366,-0.13156522459
ACH-000368,-0.0867463534306
ACH-000374,0.11724748873600001
ACH-000375,0.09701129612839998
ACH-000376,-0.018640105906099998
ACH-000381,0.25116265349399997
ACH-000383,-0.0867550588821
ACH-000387,0.0937041768471
ACH-000389,-0.09624231998089999
ACH-000390,0.0299898345849
ACH-000393,-0.0886822646287
ACH-000395,-0.034615111100400005
ACH-000397,-0.15340347359
ACH-000401,0.183163604127
ACH-000402,0.24924466260699998
ACH-000403,-0.0526315951597
ACH-000404,0.166744164037
ACH-000406,0.0195208883753
ACH-000407,-0.0735312068542
ACH-000408,0.032080397944
ACH-000410,0.00605357661424
ACH-000411,-0.174152649463
ACH-000414,0.16154430688
ACH-000415,0.08837079207080001
ACH-000416,0.060113918328400004
ACH-000420,-0.116595942467
ACH-000421,0.0459326153969
ACH-000424,-0.0048492574804399995
ACH-000425,-0.09425269430410002
ACH-000426,0.161868151916
ACH-000427,-0.165270991374
ACH-000433,0.130847146061
ACH-000436,-0.1469348076
ACH-000444,0.0222059032587
ACH-000445,-0.0169524156701
ACH-000448,-0.0942353869153
ACH-000450,0.08920844125810001
ACH-000452,0.054232898956399996
ACH-000454,-0.102347249789
ACH-000458,-0.04612835550419999
ACH-000459,-0.0790128556772
ACH-000460,0.17657017632599997
ACH-000461,-0.150878355882
ACH-000463,-0.009283356898600001
ACH-000464,-0.289512846479
ACH-000466,0.231545105462
ACH-000467,0.08111579691389999
ACH-000468,0.16812616504099998
ACH-000469,0.0225871294497
ACH-000470,-0.030995996612400004
ACH-000471,-0.0762399379414
ACH-000472,0.018143898260400002
ACH-000473,-0.0339856371874
ACH-000475,0.0190295713918
ACH-000476,-0.041001717262699994
ACH-000477,0.016402170350799997
ACH-000480,-0.0335382415387
ACH-000481,-0.119715792101
ACH-000483,-0.0801928212493
ACH-000484,-0.0848921353991
ACH-000485,-0.106675121668
ACH-000486,0.04939485931819999
ACH-000487,-0.0398564860945
ACH-000488,-0.018120028790700002
ACH-000490,-0.168129665915
ACH-000491,0.163085755088
