,NAGLU (4669)
ACH-000004,-0.601195799221
ACH-000007,-0.7280853131300001
ACH-000009,-0.648235685348
ACH-000011,-0.590165224779
ACH-000012,-0.70772395979
ACH-000013,-0.450787802335
ACH-000014,-0.41515534150600003
ACH-000015,-0.49740142683300004
ACH-000017,-0.302230961497
ACH-000018,-0.5172691107090001
ACH-000019,-0.423671291065
ACH-000021,-0.393697180508
ACH-000022,-0.40278302283699996
ACH-000025,-0.23515751278799998
ACH-000028,-0.47273526387599996
ACH-000030,-0.577195597677
ACH-000035,-0.774018413054
ACH-000036,-0.448532830923
ACH-000037,-0.60881588465
ACH-000039,-0.510756987951
ACH-000040,-0.251579514139
ACH-000041,-0.715476530053
ACH-000042,-0.414025896725
ACH-000045,-0.577787514038
ACH-000047,-0.535930728981
ACH-000052,-0.7588858389
ACH-000053,-0.515233381639
ACH-000054,-0.45256068630699997
ACH-000055,-0.28322341223999997
ACH-000060,-0.6786479537829999
ACH-000067,-0.550204003816
ACH-000070,-0.619441150224
ACH-000075,-0.284273632119
ACH-000078,-0.404031309931
ACH-000082,-0.566997728227
ACH-000085,-0.407351484296
ACH-000086,-0.47633225681999997
ACH-000087,-0.534395464558
ACH-000092,-0.514977368498
ACH-000095,-0.601898677707
ACH-000097,-0.456312080444
ACH-000098,-0.452360314677
ACH-000099,-0.51800591787
ACH-000108,-0.4408248760399999
ACH-000113,-0.673824225052
ACH-000115,-0.685410983915
ACH-000116,-0.671859053784
ACH-000118,-0.517049844751
ACH-000120,-0.4905253827
ACH-000123,-0.45942224668799997
ACH-000127,-0.5927576039069999
ACH-000128,-0.5532248878980001
ACH-000132,-0.531510417608
ACH-000133,-0.5141821216520001
ACH-000137,-0.48926948499300005
ACH-000138,-0.5455796157980001
ACH-000142,-0.6764001414190001
ACH-000143,-0.610026726581
ACH-000146,-0.383581057206
ACH-000148,-0.529462509331
ACH-000150,-0.415564759322
ACH-000152,-0.58033546288
ACH-000153,-0.5605067807649999
ACH-000159,-0.517325338531
ACH-000160,-0.314518073357
ACH-000163,-0.469927414644
ACH-000167,-0.252275312887
ACH-000168,-0.455067206529
ACH-000169,-0.566568824688
ACH-000178,-0.5208025934839999
ACH-000182,-0.566733888637
ACH-000183,-0.66392172122
ACH-000188,-0.563984201874
ACH-000189,-0.311580357311
ACH-000190,-0.280040251417
ACH-000198,-0.5127610875990001
ACH-000204,-0.324242442045
ACH-000206,-0.179314091672
ACH-000207,-0.664017668867
ACH-000211,-0.593273615743
ACH-000215,-0.687098159603
ACH-000221,-0.559222872801
ACH-000222,-0.341245693588
ACH-000223,-0.544604703742
ACH-000226,-0.503742976922
ACH-000227,-0.658935370468
ACH-000228,-0.717555951264
ACH-000231,-0.479882168595
ACH-000232,-0.40669272072800006
ACH-000233,-0.37499303093
ACH-000234,-0.607150747725
ACH-000235,-0.666533131091
ACH-000237,-0.367590984189
ACH-000238,-0.648417687843
ACH-000243,-0.623355705149
ACH-000244,-0.502559197263
ACH-000246,-0.5913953221880001
ACH-000248,-0.511503829451
ACH-000250,-0.64180108751
ACH-000251,-0.730771956072
ACH-000253,-0.388905063111
ACH-000255,-0.511976015158
ACH-000256,-0.478493700497
ACH-000257,-0.171029386937
ACH-000258,-0.483925031818
ACH-000259,-0.502339912237
ACH-000260,-0.554332391156
ACH-000261,-0.605938744411
ACH-000262,-0.668011163189
ACH-000263,-0.508517975383
ACH-000264,-0.732743783237
ACH-000265,-0.48763361732
ACH-000266,-0.602250194759
ACH-000272,-0.43743580371299995
ACH-000273,-0.709552693772
ACH-000274,-0.7001670087749999
ACH-000277,-0.5117416616830001
ACH-000278,-0.423407298746
ACH-000279,-0.473496508087
ACH-000280,-0.583526242752
ACH-000281,-0.488215410104
ACH-000288,-0.732713284349
ACH-000291,-0.707230069388
ACH-000293,-0.311956615382
ACH-000294,-0.530288371776
ACH-000295,-0.6056121799149999
ACH-000296,-0.32854631704799997
ACH-000302,-0.6479827931100001
ACH-000304,-1.02802051972
ACH-000307,-0.543114224524
ACH-000308,-0.511511554814
ACH-000310,-0.556699249209
ACH-000311,-0.444529929548
ACH-000312,-0.437008856727
ACH-000315,-0.499237944032
ACH-000316,-0.889443740037
ACH-000317,-0.39556510784500004
ACH-000318,-0.456576433619
ACH-000319,-0.549981456133
ACH-000320,-0.303765186015
ACH-000322,-0.26057739838599997
ACH-000323,-0.555349902434
ACH-000324,-0.5882109635880001
ACH-000329,-0.579849089954
ACH-000330,-0.979998256899
ACH-000331,-0.548777872232
ACH-000332,-0.550676355034
ACH-000334,-0.5486527371369999
ACH-000335,-0.349136150905
ACH-000336,-0.607983136339
ACH-000337,-0.552923050073
ACH-000339,-0.531780020538
ACH-000341,-0.558952025841
ACH-000348,-0.407953840444
ACH-000350,-0.656876107155
ACH-000352,-0.471265518182
ACH-000356,-0.504791879131
ACH-000361,-0.535292119139
ACH-000362,-0.453974068137
ACH-000363,-0.48004208904600004
ACH-000364,-0.40611545899499996
ACH-000365,-0.44170912339900004
ACH-000366,-0.611392442025
ACH-000368,-0.49965926172799996
ACH-000374,-0.5186987345
ACH-000375,-0.405363108483
ACH-000376,-0.4659962948
ACH-000381,-0.6654730048659999
ACH-000383,-0.560314748664
ACH-000387,-0.493143692556
ACH-000389,-0.724326101099
ACH-000390,-0.46769251297700004
ACH-000393,-0.358655704189
ACH-000395,-0.40737652660499996
ACH-000397,-0.806327623232
ACH-000401,-0.38442132954
ACH-000402,-0.708837526824
ACH-000403,-0.554782336887
ACH-000404,-0.354851699202
ACH-000406,-0.45971645447400006
ACH-000407,-0.7368943638269999
ACH-000408,-0.651437151782
ACH-000410,-0.44719244406900005
ACH-000411,-0.455516808913
ACH-000414,-0.43036877836099996
ACH-000415,-0.673707566602
ACH-000416,-0.6187540657989999
ACH-000420,-0.701403529914
ACH-000421,-0.5122626727399999
ACH-000424,-0.237688809373
ACH-000425,-0.6193738898960001
ACH-000426,-0.5178440599399999
ACH-000427,-0.9804751977700001
ACH-000433,-0.700439142095
ACH-000436,-0.40561162436899995
ACH-000444,-0.40300367053499997
ACH-000445,-0.07068099339369999
ACH-000448,-0.570516429493
ACH-000450,-0.60584998843
ACH-000452,-0.511630210511
ACH-000454,-0.314778469874
ACH-000458,-0.597052206728
ACH-000459,-0.313483143894
ACH-000460,-0.595056427081
ACH-000461,-0.411910023223
ACH-000463,-0.560627221574
ACH-000464,-0.788280173546
ACH-000466,-0.5980003669789999
ACH-000467,-0.49196656562700003
ACH-000468,-0.46683284378999995
ACH-000469,-0.466838943253
ACH-000470,-0.343137706809
ACH-000471,-0.42416371079099996
ACH-000472,-0.515111688679
ACH-000473,-0.41757462012100005
ACH-000475,-0.61431812065
ACH-000476,-0.596743714754
ACH-000477,-0.705363865049
ACH-000480,-0.507109199741
ACH-000481,-0.484509970087
ACH-000483,-0.8432730991320001
ACH-000484,-0.17460365707400002
ACH-000485,-0.633096188933
ACH-000486,-0.678288545806
ACH-000487,-0.509639099373
ACH-000488,-0.41108120505999995
ACH-000490,-0.263388185657
ACH-000491,-0.520654172872
ACH-000495,-0.470323364779
ACH-000496,-0.406602975311
ACH-000499,-0.602029842841
ACH-000500,-0.8014189010539999
ACH-000502,-0.415694088223
ACH-000503,-0.412306110341
ACH-000505,-0.46838167808700004
ACH-000507,-0.462944174331
ACH-000510,-0.5308989105799999
ACH-000511,-0.595890630446
ACH-000512,-0.054166869844300004
ACH-000516,-0.671133451328
ACH-000517,-0.45562503638400004
ACH-000518,-0.471764651715
ACH-000520,-0.317471264385
ACH-000521,-0.993205766671
ACH-000522,-0.557609634519
ACH-000524,-0.625660448049
ACH-000527,-0.734771907333
ACH-000528,-0.47154716335600005
ACH-000537,-0.561155149032
ACH-000541,-0.505322323773
ACH-000542,-0.39353395511999995
ACH-000544,-0.440551833949
ACH-000545,-0.601975018575
ACH-000547,-0.563408583718
ACH-000548,-0.492863670934
ACH-000549,-0.473924184995
ACH-000550,-0.705928346678
ACH-000552,-0.435419749145
ACH-000556,-0.562216937386
ACH-000557,-0.31546156181400004
ACH-000570,-0.413703338587
ACH-000571,-0.368298290303
ACH-000573,-0.36015152435599995
ACH-000576,-0.661089530112
ACH-000580,-0.45528427088999995
ACH-000584,-0.595705950146
ACH-000585,-0.39188331793000003
ACH-000588,-0.318567663888
ACH-000589,-0.35835381687299994
ACH-000591,-0.295374536937
ACH-000593,-0.5357610920970001
ACH-000600,-0.892231330787
ACH-000601,-0.535688981446
ACH-000604,-0.378986960743
ACH-000605,-0.36615161489799997
ACH-000606,-0.596699226818
ACH-000608,-0.6991158320909999
ACH-000614,-0.494438531112
ACH-000616,-0.510499679656
ACH-000618,-0.42157927004900003
ACH-000619,-0.505437300637
ACH-000620,-0.618137366907
ACH-000621,-0.5214047325
ACH-000622,-0.789898983874
ACH-000623,-0.5956252738610001
ACH-000624,-0.479001015952
ACH-000627,-0.50746114414
ACH-000630,-0.5773070725980001
ACH-000632,-0.627244401858
ACH-000633,-0.751660422513
ACH-000637,-0.423901016473
ACH-000638,-0.7616840332629999
ACH-000646,-0.9411151560719999
ACH-000647,-0.584390283254
ACH-000648,-0.738779946815
ACH-000649,-0.6213589282540001
ACH-000651,-0.5660769749369999
ACH-000652,-0.412769016814
ACH-000653,-0.55504962169
ACH-000657,-0.603221419404
ACH-000658,-0.589846333236
ACH-000661,-0.566027313962
ACH-000662,-0.724828981569
ACH-000663,-0.715214489956
ACH-000665,-0.45485699483099995
ACH-000671,-0.44040953479199996
ACH-000673,-0.603722201477
ACH-000676,-0.44547787828999996
ACH-000677,-0.64239277773
ACH-000681,-0.531921970602
ACH-000682,-0.48844121104800003
ACH-000683,-0.447061220945
ACH-000684,-0.49575352738899997
ACH-000688,-0.866519399881
ACH-000693,-0.5445880114639999
ACH-000694,-0.408127019235
ACH-000695,-0.610636969763
ACH-000696,-0.566898243257
ACH-000697,-0.5041907901100001
ACH-000699,-0.43923417374799995
ACH-000701,-0.494558350271
ACH-000706,-0.49169480621699996
ACH-000711,-0.388612149428
ACH-000713,-0.420208999853
ACH-000714,-0.783913908028
ACH-000718,-0.34641954609399994
ACH-000720,-0.6131027180849999
ACH-000721,-0.488685840584
ACH-000724,-0.181682675876
ACH-000725,-0.544480129633
ACH-000732,-0.379138339546
ACH-000734,-0.45851437227499997
ACH-000735,-0.6748994620350001
ACH-000736,-0.6356715858690001
ACH-000738,-0.402604254445
ACH-000746,-0.422967071988
ACH-000747,-0.5656662771109999
ACH-000748,-0.543845836414
ACH-000753,-0.501257853342
ACH-000756,-0.606685661315
ACH-000757,-0.5300913231409999
ACH-000758,-0.483121363331
ACH-000760,-0.5373413335930001
ACH-000763,-0.527778072728
ACH-000764,-0.519942329384
ACH-000765,-0.382247713149
ACH-000766,-0.507995752927
ACH-000767,-0.386615085533
ACH-000768,-0.539898559871
ACH-000769,-0.577129461418
ACH-000770,-0.47557588374399995
ACH-000771,-0.5028704558529999
ACH-000773,-0.35707903675999997
ACH-000776,-0.668298702786
ACH-000777,-0.45650127060400003
ACH-000778,-0.602774805267
ACH-000781,-0.298308891763
ACH-000782,-0.547540757428
ACH-000783,-0.477032879588
ACH-000784,-0.38556196128799997
ACH-000785,-0.49588153976899996
ACH-000787,-0.48141493294699994
ACH-000788,-0.6770034997130001
ACH-000791,-0.34998783086199997
ACH-000792,-0.557267466081
ACH-000794,-0.455738417479
ACH-000796,-0.542710093733
ACH-000799,-0.393211795658
ACH-000800,-0.324031567327
ACH-000802,-0.633483723306
ACH-000804,-0.33524069340199997
ACH-000805,-0.504517783688
ACH-000809,-0.423009348925
ACH-000810,-0.326283606716
ACH-000811,-0.697220792473
ACH-000817,-0.5868619375199999
ACH-000819,-0.458130483939
ACH-000820,-0.414138364784
ACH-000821,-0.6177698363849999
ACH-000822,-0.652307274038
ACH-000823,-0.508691116324
ACH-000824,-0.539383111312
ACH-000827,-0.5618082892840001
ACH-000829,-0.620261187804
ACH-000831,-0.555187226285
ACH-000832,-0.722334031099
ACH-000833,-0.163718183884
ACH-000834,-0.486310444573
ACH-000835,-0.8363042124269999
ACH-000836,-0.559387405807
ACH-000837,-0.468488439957
ACH-000838,-0.6806441418699999
ACH-000839,-0.463837382978
ACH-000840,-0.548003389875
ACH-000841,-0.41399519533699997
ACH-000843,-0.5701367505089999
ACH-000846,-0.587672846825
ACH-000847,-0.645960054203
ACH-000848,-0.252577352619
ACH-000849,-0.609118666955
ACH-000851,-0.45690546771000007
ACH-000855,-0.36455471140900003
ACH-000856,-0.419803100193
ACH-000858,-0.40039778182400004
ACH-000859,-0.431902248028
ACH-000861,-0.512603198636
ACH-000862,-0.39458807389
ACH-000865,-0.557955754371
ACH-000866,-0.528223591027
ACH-000867,-0.544855370346
ACH-000869,-0.596399032766
ACH-000872,-0.286807016611
ACH-000873,-0.811470811003
ACH-000876,-0.529826971406
ACH-000878,-0.491598645102
ACH-000880,-0.359464018469
ACH-000881,-0.5568767510189999
ACH-000882,-0.489163365212
ACH-000884,-0.731704885433
ACH-000885,-0.49416909867799996
ACH-000887,-0.51777480981
ACH-000888,-0.428721530198
ACH-000889,-0.48248633155299997
ACH-000890,-0.35833640228
ACH-000896,-0.524840214878
ACH-000898,-0.386322316016
ACH-000900,-0.614176425379
ACH-000901,-0.547503852529
ACH-000905,-0.586422905865
ACH-000906,-0.475162992953
ACH-000907,-0.426409711743
ACH-000910,-0.371767275058
ACH-000911,-0.473335431937
ACH-000912,-0.540974924157
ACH-000913,-0.415988230573
ACH-000915,-0.46306768922499997
ACH-000916,-0.694189915631
ACH-000917,-0.41689265771300005
ACH-000921,-0.569261160586
ACH-000924,-0.47321910545
ACH-000926,-0.559118711571
ACH-000928,-0.609632803717
ACH-000929,-0.675785833873
ACH-000932,-0.561596845968
ACH-000935,-0.588621155023
ACH-000936,-0.34914866582599996
ACH-000937,-0.563506524597
ACH-000938,-0.448582591787
ACH-000939,-0.391204380449
ACH-000941,-0.405529037504
ACH-000943,-0.522097696971
ACH-000946,-0.534843612442
ACH-000947,-0.46006906185099994
ACH-000948,-0.595132479467
ACH-000950,-0.48460711744900004
ACH-000953,-0.505338888308
ACH-000957,-0.6023364972249999
ACH-000958,-0.45462731829400005
ACH-000960,-0.563699615412
ACH-000963,-0.0671203493605
ACH-000968,-0.387011167944
ACH-000969,-0.503836896088
ACH-000973,-0.6082801990250001
ACH-000974,-0.582823004197
ACH-000975,-0.560218182219
ACH-000976,-0.604030417121
ACH-000978,-0.688165607989
ACH-000980,-0.49702251009599996
ACH-000984,-0.550608660568
ACH-000986,-0.64529802113
ACH-000988,-0.706157286752
ACH-000993,-0.762472875394
ACH-000994,-0.17657829992199997
ACH-000996,-0.503440683767
ACH-001001,-0.65752489072
ACH-001020,-0.362558779898
ACH-001028,-0.42127747439400004
ACH-001031,-0.376765307979
ACH-001038,-0.694993074711
ACH-001048,-0.582850104292
ACH-001050,-0.796880811579
ACH-001053,-0.300820191986
ACH-001054,-0.62051317118
ACH-001061,-0.522101355221
ACH-001067,-0.49943832507700003
ACH-001075,-0.336916924457
ACH-001096,-0.36083758695900003
ACH-001128,-0.779919814008
ACH-001134,-0.716308225618
ACH-001151,-0.46959097806500005
ACH-001163,-0.8419727856370001
ACH-001164,-0.217581473623
ACH-001173,-0.496033106553
ACH-001183,-0.53293745423
ACH-001184,-0.378012876404
ACH-001190,-0.374437244282
ACH-001192,-0.478303718971
ACH-001193,-0.606933060812
ACH-001196,-0.5212202257490001
ACH-001197,-0.7110754040899999
ACH-001205,-0.42989940431699997
ACH-001211,-0.46450380154200005
ACH-001212,-0.647146315898
ACH-001228,-0.322904255262
ACH-001232,-0.548798445628
ACH-001239,-0.607764204391
ACH-001274,-0.739665429639
ACH-001275,-0.65752958908
ACH-001277,-0.266704061577
ACH-001278,-0.303857918653
ACH-001280,-0.909739389682
ACH-001283,-0.484676292619
ACH-001289,-0.521358112158
ACH-001295,-0.5839831183609999
ACH-001300,-0.414410132207
ACH-001301,-0.65011190158
ACH-001302,-0.708740304135
ACH-001303,-0.701006870884
ACH-001306,-0.445702502209
ACH-001318,-0.506967952487
ACH-001322,-0.377593770737
ACH-001328,-0.432799807267
ACH-001332,-0.652728064671
ACH-001333,-0.62098372082
ACH-001336,-0.44534647078699996
ACH-001340,-0.589223559881
ACH-001346,-0.532303216621
ACH-001353,-0.663166876675
ACH-001354,-0.49106154799699997
ACH-001367,-0.795555624437
ACH-001368,-0.48058012016900004
ACH-001374,-0.611496751747
ACH-001375,-0.748956543414
ACH-001377,-0.699952788689
ACH-001380,-0.52335411632
ACH-001391,-0.5538709852970001
ACH-001407,-0.36209493495399997
ACH-001408,-0.49198516546000004
ACH-001413,-0.292106666533
ACH-001430,-0.706284782256
ACH-001431,-0.5972368938270001
ACH-001450,-0.676474009162
ACH-001496,-0.381757848006
ACH-001500,-0.617624658564
ACH-001521,-0.49305889873400005
ACH-001523,-0.536389254699
ACH-001532,-0.6110181557240001
ACH-001536,-0.555995426142
ACH-001550,-0.43620285931999997
ACH-001552,-0.469017302425
ACH-001554,-0.545557688909
ACH-001645,-0.43506018829099996
ACH-001654,-0.595617018994
ACH-001715,-0.0652580460869
ACH-001735,-0.432677893972
ACH-001736,-0.45285837121000005
ACH-001737,-0.431855160464
ACH-001740,-0.8095681577060001
ACH-001745,-0.5537860207190001
ACH-001750,-0.734423995834
ACH-001765,-0.609205027611
ACH-001956,-0.6138891002310001
ACH-001957,-0.7571381516689999
