,BATF3 (55509)
ACH-000004,0.060360002964199994
ACH-000007,0.273132113779
ACH-000009,0.141613369613
ACH-000011,0.10874474556399999
ACH-000012,0.285234207849
ACH-000013,0.162146895075
ACH-000014,0.310068722063
ACH-000015,0.271845734595
ACH-000017,0.195665490962
ACH-000018,0.163070568546
ACH-000019,0.0405497450558
ACH-000021,0.18737267471799998
ACH-000022,0.139176086576
ACH-000025,0.119833938942
ACH-000028,0.254589208226
ACH-000030,0.23835669834800002
ACH-000035,0.181394374428
ACH-000036,0.244699007406
ACH-000037,-0.0972064027586
ACH-000039,0.318540840919
ACH-000040,0.171730617199
ACH-000041,0.0969124501888
ACH-000042,0.00966497065745
ACH-000045,0.229826544135
ACH-000047,0.15547528209
ACH-000052,0.23351415623100003
ACH-000053,-0.344940966043
ACH-000054,0.0941438410727
ACH-000055,0.193197742567
ACH-000060,0.187923857666
ACH-000067,0.3685547901199999
ACH-000070,0.10649114543299999
ACH-000075,0.321363566707
ACH-000078,0.287508930295
ACH-000082,0.13515020136800002
ACH-000085,0.164297445321
ACH-000086,0.0390047238405
ACH-000087,0.22047017732299998
ACH-000092,0.142745317075
ACH-000095,0.19128803256700003
ACH-000097,0.213960930839
ACH-000098,0.225298358924
ACH-000099,0.234899282902
ACH-000108,0.299311476237
ACH-000113,-0.0096661197574
ACH-000115,0.24536725744399998
ACH-000116,0.23253811079300002
ACH-000118,0.23273518923
ACH-000120,0.23977079797400003
ACH-000123,0.15484152031
ACH-000127,0.276819471881
ACH-000128,0.292510138255
ACH-000132,-0.130721363832
ACH-000133,0.126816586221
ACH-000137,0.110016099521
ACH-000138,0.215018447764
ACH-000142,-0.00124189096872
ACH-000143,0.36362399085999997
ACH-000146,0.111628494626
ACH-000148,0.143599146348
ACH-000150,0.22097031255999997
ACH-000152,0.28491382265
ACH-000153,0.235647553284
ACH-000159,0.045333582433900003
ACH-000160,0.218086876409
ACH-000163,0.07378512439860001
ACH-000167,-0.0918308627987
ACH-000168,0.17200250322000002
ACH-000169,0.339420549269
ACH-000178,0.143539695636
ACH-000182,0.18713658179099998
ACH-000183,-0.027601068382099997
ACH-000188,0.176385643391
ACH-000189,0.247984695374
ACH-000190,0.192226658455
ACH-000198,0.158668649291
ACH-000204,0.199938433755
ACH-000206,0.042187096187699995
ACH-000207,0.104310096256
ACH-000211,0.23675956213799998
ACH-000215,0.07232689359939999
ACH-000221,0.25756471586999996
ACH-000222,0.19893091725900003
ACH-000223,0.19814066701400002
ACH-000226,-0.555686505859
ACH-000227,-0.0457110571009
ACH-000228,0.0814011641785
ACH-000231,0.111911495796
ACH-000232,0.25594874187399996
ACH-000233,-0.84778598916
ACH-000234,0.201213431371
ACH-000235,0.195703402326
ACH-000237,0.156198400126
ACH-000238,0.11490275237500001
ACH-000243,0.22535765085499998
ACH-000244,0.192913885269
ACH-000246,0.17741847710900002
ACH-000248,0.276533958559
ACH-000250,0.229703641346
ACH-000251,0.0133550300748
ACH-000253,0.260891033543
ACH-000255,0.302608492946
ACH-000256,0.156989724004
ACH-000257,0.263059448229
ACH-000258,0.0525966624876
ACH-000259,0.202583605118
ACH-000260,0.21430873363800002
ACH-000261,0.263413403418
ACH-000262,0.0811709327316
ACH-000263,0.237718736538
ACH-000264,0.027565028956400003
ACH-000265,0.305323048397
ACH-000266,0.20734900656
ACH-000272,0.0191458552592
ACH-000273,0.23927874674199998
ACH-000274,0.18836743293299998
ACH-000277,0.211359672403
ACH-000278,0.146104933985
ACH-000279,0.30257594558
ACH-000280,0.285594447717
ACH-000281,0.055539466513
ACH-000288,0.252310047146
ACH-000291,0.135428947081
ACH-000293,0.283453790136
ACH-000294,0.20234491579100003
ACH-000295,0.422994028139
ACH-000296,0.162054006898
ACH-000302,0.201388701706
ACH-000304,0.223990456491
ACH-000307,0.106613110264
ACH-000308,0.26261280635
ACH-000310,0.225977638566
ACH-000311,0.25270279570099996
ACH-000312,0.229326963163
ACH-000315,0.36274366570200006
ACH-000316,0.28758882600499996
ACH-000317,0.161939739572
ACH-000318,0.330729950697
ACH-000319,0.198205564263
ACH-000320,0.18864394971
ACH-000322,0.056349259461300004
ACH-000323,0.11579322988500002
ACH-000324,0.178554289148
ACH-000329,0.186345130115
ACH-000330,0.29897415531599997
ACH-000331,0.314231158718
ACH-000332,0.196065749923
ACH-000334,0.202989077377
ACH-000335,0.130039888025
ACH-000336,0.294909146982
ACH-000337,0.0877067776928
ACH-000339,0.17468430465100002
ACH-000341,0.0357156754663
ACH-000348,0.147137363345
ACH-000350,-0.0660521646133
ACH-000352,0.15358889238
ACH-000356,0.259084382432
ACH-000361,0.178496785911
ACH-000362,0.22114942336500001
ACH-000363,-0.111904975561
ACH-000364,0.18536371037799998
ACH-000365,0.41816017394500005
ACH-000366,0.225233277805
ACH-000368,0.234584540583
ACH-000374,0.08039773647000001
ACH-000375,0.17263167684
ACH-000376,0.150495224945
ACH-000381,0.0801597179653
ACH-000383,0.289400126002
ACH-000387,0.16205023699
ACH-000389,0.10761121010399999
ACH-000390,0.24487042570300002
ACH-000393,0.226284835603
ACH-000395,0.0862880270929
ACH-000397,0.171841154564
ACH-000401,0.231726446659
ACH-000402,0.609892925365
ACH-000403,0.126019904222
ACH-000404,0.0223199008187
ACH-000406,0.241698477041
ACH-000407,0.265483878754
ACH-000408,0.0396980590772
ACH-000410,0.048820165152199994
ACH-000411,0.161028427009
ACH-000414,0.291935540207
ACH-000415,0.251837187472
ACH-000416,0.1080324406
ACH-000420,0.128437343739
ACH-000421,0.235255189522
ACH-000424,0.177911502409
ACH-000425,0.10603288002599999
ACH-000426,-0.208564301925
ACH-000427,0.37419549927
ACH-000433,0.258671585538
ACH-000436,0.0159444753442
ACH-000444,0.228405042383
ACH-000445,0.260783049534
ACH-000448,0.197533126659
ACH-000450,0.329887234187
ACH-000452,0.145919195572
ACH-000454,0.225709623228
ACH-000458,0.152946768387
ACH-000459,-0.08816305341870001
ACH-000460,0.222153583515
ACH-000461,0.403519862861
ACH-000463,0.357793801021
ACH-000464,0.371425477413
ACH-000466,0.290782288287
ACH-000467,0.00153426058996
ACH-000468,0.171350191151
ACH-000469,0.145017130472
ACH-000470,0.252615490923
ACH-000471,0.10654102537599999
ACH-000472,0.100012615427
ACH-000473,0.123367551882
ACH-000475,0.262020206285
ACH-000476,0.175770819285
ACH-000477,0.384146426075
ACH-000480,0.108593461999
ACH-000481,0.23421641981999997
ACH-000483,0.28653156960299997
ACH-000484,-0.08816553552639998
ACH-000485,0.055513385996599995
ACH-000486,0.250089382329
ACH-000487,0.246204610563
ACH-000488,0.151923511963
ACH-000490,0.156726516482
ACH-000491,0.19302392657099998
ACH-000495,0.09766364226430001
ACH-000496,0.268275559635
ACH-000499,0.274496263026
ACH-000500,-0.244118100804
ACH-000502,0.275983126207
ACH-000503,0.316203340121
ACH-000505,0.10847482063
ACH-000507,0.22939607286999997
ACH-000510,0.13087413011399998
ACH-000511,0.14249709558
ACH-000512,0.0683517024575
ACH-000516,0.23764262774
ACH-000517,0.15027531395500002
ACH-000518,0.263970444077
ACH-000520,0.19981002925799998
ACH-000521,0.12803278125700002
ACH-000522,0.221894724556
ACH-000524,0.152644805875
ACH-000527,0.20308401152
ACH-000528,0.153208518165
ACH-000537,0.174017482458
ACH-000541,0.259171304733
ACH-000542,0.205863560916
ACH-000544,0.31022773102
ACH-000545,0.308241527602
ACH-000547,-0.366996715269
ACH-000548,0.274731772991
ACH-000549,0.045972623542099994
ACH-000550,0.12924918757099998
ACH-000552,0.227435037023
ACH-000556,0.163732403692
ACH-000557,0.049711140928400004
ACH-000570,0.28087668761
ACH-000571,0.07906713288039999
ACH-000573,0.125171733836
ACH-000576,-0.840638933218
ACH-000580,0.15955072162
ACH-000584,0.244246974546
ACH-000585,0.175572835834
ACH-000588,-0.412208944004
ACH-000589,0.183090198543
ACH-000591,0.342162990946
ACH-000593,0.00548243983153
ACH-000600,0.0779032361691
ACH-000601,0.191983645689
ACH-000604,0.211615281737
ACH-000605,0.0852984126079
ACH-000606,0.09525657528869999
ACH-000608,0.156757402044
ACH-000614,0.325096052357
ACH-000616,0.143396770966
ACH-000618,0.18552091484799998
ACH-000619,0.147463284291
ACH-000620,0.155498427938
ACH-000621,0.184438535718
ACH-000622,0.165533760877
ACH-000623,0.201875457203
ACH-000624,0.182945099532
ACH-000627,0.134220157938
