,APLF (200558)
ACH-000004,5.79798347753e-05
ACH-000007,0.0422026243287
ACH-000009,-0.00994605918714
ACH-000011,0.0758301690472
ACH-000012,0.0371764546053
ACH-000013,0.111219370368
ACH-000014,0.100378998966
ACH-000015,0.115959726539
ACH-000017,0.124635171578
ACH-000018,-0.00408784587219
ACH-000019,0.16752085059
ACH-000021,-0.0744138369244
ACH-000022,0.24830625637200002
ACH-000025,0.013582968780200003
ACH-000028,-0.011216019931299998
ACH-000030,0.0390883709051
ACH-000035,-0.129056186924
ACH-000036,-0.0287565272371
ACH-000037,-0.0832013752146
ACH-000039,0.0877708619798
ACH-000040,0.0906789164583
ACH-000041,0.15856257153
ACH-000042,0.0202458050129
ACH-000045,0.1586121288
ACH-000047,0.0087211172369
ACH-000052,0.0514526737197
ACH-000053,0.07120457994769999
ACH-000054,0.050742377157300005
ACH-000055,0.350286617766
ACH-000060,0.20285335342099997
ACH-000067,-0.163438582023
ACH-000070,0.140976293464
ACH-000075,0.045558780201399994
ACH-000078,0.139294996014
ACH-000082,0.0672032781334
ACH-000085,-0.167642017846
ACH-000086,-0.0665289257089
ACH-000087,0.037459536965
ACH-000092,-0.10954075999000001
ACH-000095,0.0776004773265
ACH-000097,0.0101885846474
ACH-000098,0.025608120775099996
ACH-000099,0.008548395412689999
ACH-000108,0.0674996300809
ACH-000113,0.052635991931
ACH-000115,0.018335925249299997
ACH-000116,0.0303177242992
ACH-000118,-0.012813720680200001
ACH-000120,-0.0322933465001
ACH-000123,0.103496210154
ACH-000127,-0.0463483075756
ACH-000128,-0.13187375347000002
ACH-000132,0.164534629375
ACH-000133,0.0480432312763
ACH-000137,-0.036377431224300004
ACH-000138,0.05462039404019999
ACH-000142,0.008976047854530001
ACH-000143,-0.06321674467659999
ACH-000146,8.90681967232e-05
ACH-000148,0.100993746711
ACH-000150,0.253419565424
ACH-000152,-0.05699414678880001
ACH-000153,0.0811043686731
ACH-000159,0.04242391207190001
ACH-000160,0.000952889290317
ACH-000163,0.033608425848699996
ACH-000167,-0.08770567660060001
ACH-000168,0.0431368749792
ACH-000169,0.149349590021
ACH-000178,0.07843906942260001
ACH-000182,0.23194436801999999
ACH-000183,0.0642521816445
ACH-000188,0.047063423052500004
ACH-000189,-0.032574892332200005
ACH-000190,-0.13650534064099998
ACH-000198,0.10167002883099999
ACH-000204,0.152845291297
ACH-000206,0.0267794207442
ACH-000207,0.00272003413676
ACH-000211,0.174752166547
ACH-000215,0.028735762748599996
ACH-000221,-0.0775646680223
ACH-000222,-0.322493016109
ACH-000223,0.060482477652
ACH-000226,-0.00290004661588
ACH-000227,0.09520619930770001
ACH-000228,0.119868019796
ACH-000231,-0.0050675087477299995
ACH-000232,0.030536723281600002
ACH-000233,0.030144365764
ACH-000234,-0.0470889324027
ACH-000235,0.0614989598715
ACH-000237,0.137396525698
ACH-000238,-0.05362008019159999
ACH-000243,-0.047226313937400004
ACH-000244,-0.025775088356599998
ACH-000246,0.154665301708
ACH-000248,0.112730597776
ACH-000250,-0.023535253616299996
ACH-000251,0.0441109052676
ACH-000253,0.0304868311602
ACH-000255,0.034395284404800004
ACH-000256,-0.0120308875974
ACH-000257,0.0344085261392
ACH-000258,0.235611328351
ACH-000259,-0.0303314531557
ACH-000260,0.0566200589686
ACH-000261,0.050303759468900006
ACH-000262,0.237553394328
ACH-000263,-0.105713845784
ACH-000264,-0.098540220769
ACH-000265,-0.05093952101700001
ACH-000266,-0.0126160914454
ACH-000272,0.0180084961804
ACH-000273,-0.0153826285384
ACH-000274,-0.021857876340400005
ACH-000277,0.146873234966
ACH-000278,-0.07355102667419999
ACH-000279,-0.060932295835999996
ACH-000280,0.0727945258308
ACH-000281,0.07739948377280001
ACH-000288,-0.0076779070970400005
ACH-000291,0.0148550156895
ACH-000293,0.115491657689
ACH-000294,-0.0335897574122
ACH-000295,-0.219229639289
ACH-000296,-0.179443491695
ACH-000302,0.123205451052
ACH-000304,-0.094786839102
ACH-000307,0.0822350016894
ACH-000308,-0.012147276090000002
ACH-000310,0.0630412713642
ACH-000311,-0.0385056063809
ACH-000312,0.04560887421080001
ACH-000315,-0.0630451601451
ACH-000316,0.145288015841
ACH-000317,0.0426896118347
ACH-000318,0.107153310517
ACH-000319,0.011327829549399999
ACH-000320,-0.0454816327329
ACH-000322,0.203020310383
ACH-000323,0.0586740396071
ACH-000324,0.0544170489235
ACH-000329,-0.0116841816004
ACH-000330,0.0172811566274
ACH-000331,0.0100682177893
ACH-000332,-0.00300055129546
ACH-000334,-0.0994028950055
ACH-000335,0.0454666844926
ACH-000336,-0.135160709437
ACH-000337,-0.105109578323
ACH-000339,0.144083589847
ACH-000341,-0.115967902503
ACH-000348,0.08126340379260001
ACH-000350,0.205488223365
ACH-000352,0.11966281428600001
ACH-000356,0.12266584516899999
ACH-000361,-0.0356545578786
ACH-000362,-0.09449265234339999
ACH-000363,0.140912478065
ACH-000364,-0.0306468345126
ACH-000365,0.0402292388736
ACH-000366,-0.033574742046699996
ACH-000368,-0.0163159977144
ACH-000374,0.0472867818867
ACH-000375,-0.134029202245
ACH-000376,-0.08639453076610001
ACH-000381,-0.16576255729
ACH-000383,0.0859426728142
ACH-000387,-0.0953781237875
ACH-000389,-0.0548962088169
ACH-000390,-0.06594009708080001
ACH-000393,0.0101800585216
ACH-000395,0.0688186254262
ACH-000397,0.10714169682600001
ACH-000401,-0.20058974966600002
ACH-000402,0.234859467079
ACH-000403,-0.0500008980402
ACH-000404,0.243252592823
ACH-000406,0.060751948111500004
ACH-000407,-0.0117857626274
ACH-000408,-0.0216286782053
ACH-000410,0.060689301875599996
ACH-000411,0.118999988676
ACH-000414,-0.07317958344169999
ACH-000415,-0.0621896660617
ACH-000416,0.10313671097
ACH-000420,0.04589601603849999
ACH-000421,0.12250475367000001
ACH-000424,-0.0434709802892
ACH-000425,0.102002637242
ACH-000426,-0.094062622838
ACH-000427,0.0995325005746
ACH-000433,0.296234681827
ACH-000436,0.15348757554
ACH-000444,-0.056739683990000005
ACH-000445,0.0109776361717
ACH-000448,0.0571186736783
ACH-000450,0.218998269718
ACH-000452,0.144175217329
ACH-000454,-0.167158050499
ACH-000458,0.17330422498599998
ACH-000459,0.027918658684799997
ACH-000460,0.060702552742300006
ACH-000461,0.00319217571856
ACH-000463,0.037309426558099996
ACH-000464,0.027298177411099998
ACH-000466,0.11537240514799998
ACH-000467,-0.0327319434703
ACH-000468,-0.0531578352654
ACH-000469,0.060396275111
