,FOXL2 (668)
ACH-000004,-0.760492823128
ACH-000007,-0.604072075895
ACH-000009,-0.401625856775
ACH-000011,-0.641179022641
ACH-000012,-0.48894681599699996
ACH-000013,-0.476789490903
ACH-000014,-0.74285446141
ACH-000015,-0.395195446705
ACH-000017,-0.579166510808
ACH-000018,-0.592030044574
ACH-000019,-0.235455255007
ACH-000021,-0.480862620256
ACH-000022,-0.6939059928550001
ACH-000025,-0.508205868267
ACH-000028,-0.381579086928
ACH-000030,-0.508574667665
ACH-000035,-0.428618749186
ACH-000036,-0.420893406533
ACH-000037,-0.34136985858400004
ACH-000039,-0.28328523187
ACH-000040,-0.7614544234649999
ACH-000041,-0.432542916979
ACH-000042,-0.430233286263
ACH-000045,-0.557937363706
ACH-000047,-0.48440487469800003
ACH-000052,-0.7127235632340001
ACH-000053,-0.45038111336000003
ACH-000054,-0.610347609946
ACH-000055,-0.340179068785
ACH-000060,-0.635374422724
ACH-000067,-0.5136693667719999
ACH-000070,-0.38849109826300005
ACH-000075,-0.7210638035629999
ACH-000078,-0.284016064289
ACH-000082,-0.514698540251
ACH-000085,-0.47807905025499997
ACH-000086,-0.301130399859
ACH-000087,-0.691179680079
ACH-000092,-0.57886040251
ACH-000095,-0.5426847798569999
ACH-000097,-0.5137809783899999
ACH-000098,-0.356597817632
ACH-000099,-0.464548873904
ACH-000108,-0.629408208897
ACH-000113,-0.46781297326000004
ACH-000115,-0.913946274725
ACH-000116,-0.483216762804
ACH-000118,-0.494015010396
ACH-000120,-0.7773007365729999
ACH-000123,-0.370793424618
ACH-000127,-0.576061017522
ACH-000128,-0.48317113236299997
ACH-000132,-0.461529405568
ACH-000133,-0.518017457167
ACH-000137,-0.60888993997
ACH-000138,-0.255562296974
ACH-000142,-0.6268584425
ACH-000143,-0.429452240786
ACH-000146,-0.333603449875
ACH-000148,-0.37389841799400003
ACH-000150,-0.31269803524
ACH-000152,-0.495403918642
ACH-000153,0.00863412711234
ACH-000159,-0.7187961467389999
ACH-000160,-0.738813823581
ACH-000163,-0.618579480867
ACH-000167,-0.573267152263
ACH-000168,-1.01166142475
ACH-000169,-0.373355221419
ACH-000178,-0.453010662618
ACH-000182,-0.559148806785
ACH-000183,-0.554969440446
ACH-000188,-0.43860026827299997
ACH-000189,-0.631874546066
ACH-000190,-0.333520545043
ACH-000198,-0.474882409168
ACH-000204,-0.5945236053149999
ACH-000206,-0.600254629377
ACH-000207,-0.974099974032
ACH-000211,-0.782831409507
ACH-000215,-0.496059250595
ACH-000221,-0.46999812773999994
ACH-000222,-0.40348653474600005
ACH-000223,-0.504342244516
ACH-000226,-0.38339379418999997
ACH-000227,-0.7017144011030001
ACH-000228,-0.58448197141
ACH-000231,-0.493627313887
ACH-000232,-0.583740967961
ACH-000233,-0.48529616497
ACH-000234,-0.516511546432
ACH-000235,-0.449104601167
ACH-000237,-0.323225475915
ACH-000238,-0.377902978426
ACH-000243,-0.57181525878
ACH-000244,-0.523269281904
ACH-000246,-0.666864457258
ACH-000248,-0.316149100409
ACH-000250,-0.487472048612
ACH-000251,-0.516226556654
ACH-000253,-0.640281333074
ACH-000255,-0.449246483615
ACH-000256,-0.590010561362
ACH-000257,-0.548943296162
ACH-000258,-0.312937296653
ACH-000259,-0.420404347831
ACH-000260,-0.542390546518
ACH-000261,-0.6371854076110001
ACH-000262,-0.7124948030830001
ACH-000263,-0.0734305321436
ACH-000264,-0.570953304762
ACH-000265,-0.588850887571
ACH-000266,-0.5114486572510001
ACH-000272,-0.557503027183
ACH-000273,-0.454783068191
ACH-000274,-0.627757342102
ACH-000277,-0.5774153400590001
ACH-000278,-0.30959886930999997
ACH-000279,-0.559257157531
ACH-000280,-0.7655688008310001
ACH-000281,-0.5208212465290001
ACH-000288,-0.39207671156400004
ACH-000291,-0.47313134101099996
ACH-000293,-0.403749354681
ACH-000294,-0.76170368722
ACH-000295,-0.618344798497
ACH-000296,-0.38634279472800004
ACH-000302,-0.40598241485500003
ACH-000304,-0.30770135488
ACH-000307,-0.38970736044699994
ACH-000308,-0.530813442328
ACH-000310,-0.534145092778
ACH-000311,-0.320226541323
ACH-000312,-0.522487756161
ACH-000315,-0.0427265931725
ACH-000316,-0.24279300893800002
ACH-000317,-0.502640149819
ACH-000318,-0.493158429726
ACH-000319,-0.534302276489
ACH-000320,-0.45259070798900003
ACH-000322,-0.260391538288
ACH-000323,-0.477428008798
ACH-000324,-0.690343228333
ACH-000329,-0.547593945172
ACH-000330,-0.526138235623
ACH-000331,-0.5462439537439999
ACH-000332,-0.504046131281
ACH-000334,-0.202262763334
ACH-000335,-0.6226555759660001
ACH-000336,-0.5785706845699999
ACH-000337,-0.695077857515
ACH-000339,-0.451114274789
ACH-000341,-0.320309237445
ACH-000348,-0.320949813852
ACH-000350,-0.5418091406710001
ACH-000352,-0.467112676461
ACH-000356,-0.563080043288
ACH-000361,-0.30667563373
ACH-000362,-0.433503806067
ACH-000363,-0.6423342533609999
ACH-000364,-0.635541765715
ACH-000365,-0.482864837656
ACH-000366,-0.504323163103
ACH-000368,-0.482939152486
ACH-000374,-0.356936259906
ACH-000375,-0.398335854794
ACH-000376,-0.47819125363000003
ACH-000381,-0.30649974395
ACH-000383,-0.40755757661799996
ACH-000387,-0.285879298031
ACH-000389,-0.490404486889
ACH-000390,-0.622275655218
ACH-000393,-0.648703523883
ACH-000395,-0.6545104937780001
ACH-000397,-0.61891612978
ACH-000401,-0.596478687756
ACH-000402,-0.627918471931
ACH-000403,-0.53274801885
ACH-000404,-0.835660839682
ACH-000406,-0.374500711405
ACH-000407,-0.689104004875
ACH-000408,-0.849400772341
ACH-000410,-0.543084949951
ACH-000411,-0.5827528514370001
ACH-000414,-0.49948003238600003
ACH-000415,-0.62314066219
ACH-000416,-0.504872183627
ACH-000420,-0.397104314758
ACH-000421,-0.57596339734
ACH-000424,-0.440411546639
ACH-000425,-0.344686530172
ACH-000426,-0.687690875385
ACH-000427,-0.744431636706
ACH-000433,-0.146283318416
ACH-000436,-0.355451447293
