,GLIPR2 (152007)
ACH-000004,-0.0220799500991
ACH-000007,-0.185371665142
ACH-000009,-0.33745848541100004
ACH-000011,-0.0019116128590200001
ACH-000012,0.16470883997000002
ACH-000013,-0.0731646740334
ACH-000014,-0.004815288823779999
ACH-000015,-0.117175522665
ACH-000017,0.018661766843700002
ACH-000018,-0.42638649658600003
ACH-000019,-0.118691048961
ACH-000021,-0.246170703375
ACH-000022,-0.315321685786
ACH-000025,-0.156208439129
ACH-000028,-0.09331821386610001
ACH-000030,-0.133140917213
ACH-000035,-0.20011498375700001
ACH-000036,-0.045906972173699996
ACH-000037,-0.012730516906999998
ACH-000039,-0.285919996264
ACH-000040,-0.148729655771
ACH-000041,-0.205251088486
ACH-000042,-0.229172725639
ACH-000045,0.044661225743699996
ACH-000047,-0.134822057031
ACH-000052,-0.457756954946
ACH-000053,-0.0946396986959
ACH-000054,0.043931799121900005
ACH-000055,-0.118996904191
ACH-000060,0.036559505498900004
ACH-000067,-0.12942503802400002
ACH-000070,-0.0760813173833
ACH-000075,-0.072592052829
ACH-000078,-0.290276517176
ACH-000082,-0.159793423342
ACH-000085,-0.0347270024709
ACH-000086,-0.100558326588
ACH-000087,-0.167224611252
ACH-000092,-0.08552813016889999
ACH-000095,-0.028624363227200002
ACH-000097,-0.125423694871
ACH-000098,-0.151618203782
ACH-000099,-0.10321005085200001
ACH-000108,-0.288394608793
ACH-000113,0.0681498542323
ACH-000115,-0.267422964729
ACH-000116,-0.0186564986281
ACH-000118,-0.18258732402
ACH-000120,-0.049238412327
ACH-000123,-0.0811481080438
ACH-000127,-0.0838964842111
ACH-000128,-0.062997296837
ACH-000132,-0.133317484901
ACH-000133,0.00187358437075
ACH-000137,0.22031770657900002
ACH-000138,-0.17205889458700002
ACH-000142,0.0928205291365
ACH-000143,-0.11537935519300001
ACH-000146,-0.19130027110300002
ACH-000148,-0.123632778976
ACH-000150,-0.07600217193139999
ACH-000152,-0.0450306970644
ACH-000153,0.039072665035
ACH-000159,-0.0894015152739
ACH-000160,-0.123203883707
ACH-000163,-0.130579058662
ACH-000167,-0.165855693437
ACH-000168,0.0628577838002
ACH-000169,-0.0953162906068
ACH-000178,0.0455630886925
ACH-000182,-0.045559245745999996
ACH-000183,0.005644880052220001
ACH-000188,-0.181852905711
ACH-000189,-0.370108679491
ACH-000190,-0.45968552700599996
ACH-000198,0.0386016974427
ACH-000204,0.0783366889704
ACH-000206,-0.172283908701
ACH-000207,-0.188939587592
ACH-000211,-0.08807514118460001
ACH-000215,-0.154337186527
ACH-000221,-0.11497927229900001
ACH-000222,-0.314489340825
ACH-000223,-0.026311029704
ACH-000226,-0.023299131666599995
ACH-000227,-0.0784930424486
ACH-000228,-0.305469466238
ACH-000231,-0.11752950372000001
ACH-000232,-0.04591825395909999
ACH-000233,0.0718417444917
ACH-000234,-0.13574281179
ACH-000235,-0.107787358385
ACH-000237,-0.147075151648
ACH-000238,-0.151246178062
ACH-000243,-0.110397230538
ACH-000244,-0.06039986923790001
ACH-000246,-0.10379961534700001
ACH-000248,-0.109159589824
ACH-000250,0.0872832133707
ACH-000251,0.0134414310385
ACH-000253,-0.0194108977041
ACH-000255,-0.13893974194599998
ACH-000256,-0.15052396105799998
ACH-000257,-0.22486215378199997
ACH-000258,-0.031276710485200004
ACH-000259,-0.133829076593
ACH-000260,-0.125907770351
ACH-000261,-0.13380869510399998
ACH-000262,-0.400370250951
ACH-000263,-0.6428826268150001
ACH-000264,-0.160810455316
ACH-000265,-0.163114979257
ACH-000266,-0.26681863336100003
ACH-000272,-0.161493033489
ACH-000273,0.0400923802379
ACH-000274,-0.22787371946999996
ACH-000277,-0.0623070823011
ACH-000278,-0.162588970275
ACH-000279,-0.16584542718
ACH-000280,-0.0682655416301
ACH-000281,-0.00261502297705
ACH-000288,-0.0478384046412
ACH-000291,-0.202238370188
ACH-000293,0.045902804651300005
ACH-000294,-0.037961794219
ACH-000295,0.051340312752
ACH-000296,-0.223799663757
ACH-000302,-0.0376598702715
ACH-000304,0.126787647712
ACH-000307,-0.156551243564
ACH-000308,-0.205159307751
ACH-000310,-0.242270127809
ACH-000311,-0.22079656653299998
ACH-000312,-0.084276273717
ACH-000315,0.060862566973800006
ACH-000316,-0.103546481497
ACH-000317,-0.07053957278310001
ACH-000318,-0.398147376273
ACH-000319,-0.134588001164
ACH-000320,-0.159074196031
ACH-000322,-0.0320836885762
ACH-000323,-0.148463804548
ACH-000324,-0.118602129719
ACH-000329,0.005732040952569999
ACH-000330,-0.0704216096082
ACH-000331,-0.00418637433631
ACH-000332,-0.198944283385
ACH-000334,-0.083856676024
ACH-000335,-0.129729647266
ACH-000336,0.242039528297
ACH-000337,-0.388709399558
ACH-000339,-0.187226242195
ACH-000341,-0.11679007305299999
ACH-000348,-0.170180475998
ACH-000350,-0.130790619485
ACH-000352,-0.237428827547
ACH-000356,0.144118906065
ACH-000361,-0.0214133154965
ACH-000362,-0.11918457998299999
ACH-000363,-0.105754571661
ACH-000364,-0.223375657948
ACH-000365,-0.15533079334
ACH-000366,-0.220070888781
ACH-000368,-0.165464535901
ACH-000374,-0.265979179496
ACH-000375,-0.238571420077
ACH-000376,-0.0601382945726
ACH-000381,-0.360096705146
ACH-000383,-0.176734388694
ACH-000387,-0.0123697587049
ACH-000389,-0.183519508463
ACH-000390,-0.322585515544
ACH-000393,0.0689241273355
ACH-000395,-0.14215760111700002
ACH-000397,-0.08177417148539999
