,MYL12B (103910)
ACH-000004,-0.0204653671163
ACH-000007,-0.191936582854
ACH-000009,-0.036767519401599995
ACH-000011,-0.018137783091400003
ACH-000012,-0.535209489567
ACH-000013,-0.155360779132
ACH-000014,-0.00994726898666
ACH-000015,0.210770684529
ACH-000017,-0.23963146727499998
ACH-000018,-0.0241490567564
ACH-000019,0.0725861864015
ACH-000021,0.041563549189900004
ACH-000022,-0.277511365247
ACH-000025,-0.284157325701
ACH-000028,0.00294574875657
ACH-000030,-0.212031883566
ACH-000035,-0.0379710487084
ACH-000036,-0.326961944566
ACH-000037,-0.236203913987
ACH-000039,-0.235990449333
ACH-000040,-0.9162840321789999
ACH-000041,0.0507651900401
ACH-000042,-0.21120232395799998
ACH-000045,-0.0672499975115
ACH-000047,-0.0389291922681
ACH-000052,-0.319441265812
ACH-000053,-0.0973518191641
ACH-000054,0.18731075679
ACH-000055,-0.125357592766
ACH-000060,0.0320278775552
ACH-000067,0.141243470412
ACH-000070,-0.13633444086899998
ACH-000075,0.0767506667528
ACH-000078,-0.044225457243400004
ACH-000082,-0.0772867935873
ACH-000085,-0.06487581968780001
ACH-000086,-0.0866830287024
ACH-000087,-0.129596682831
ACH-000092,-0.0643701275057
ACH-000095,-0.0305565471603
ACH-000097,-0.127341681671
ACH-000098,0.0815078307435
ACH-000099,-0.12945433188
ACH-000108,-0.37488834954800004
ACH-000113,-0.022040254205499998
ACH-000115,0.304015744659
ACH-000116,-0.07977808886889999
ACH-000118,-0.10907965367000001
ACH-000120,-0.180784799288
ACH-000123,-0.0574914797999
ACH-000127,0.0983503076523
ACH-000128,0.015400524550399999
ACH-000132,-0.0471214347283
ACH-000133,-0.133301218172
ACH-000137,-0.168218143884
ACH-000138,-0.210433724704
ACH-000142,-0.171710397736
ACH-000143,-0.11948706418600001
ACH-000146,-0.0997537071641
ACH-000148,-0.00571221194468
ACH-000150,-0.27650549079799996
ACH-000152,0.174752604672
ACH-000153,0.05194484684230001
ACH-000159,0.123217172929
ACH-000160,-0.0599964310896
ACH-000163,-0.260992594159
ACH-000167,0.0473682156872
ACH-000168,-0.0368409087049
ACH-000169,-0.261562948218
ACH-000178,-0.150768512617
ACH-000182,-0.161071487352
ACH-000183,-0.31961484026799997
ACH-000188,-0.23977224053399998
ACH-000189,-0.136652005752
ACH-000190,-0.336622805875
ACH-000198,0.074471630897
ACH-000204,-0.242872148495
ACH-000206,-0.372280788067
ACH-000207,-0.147513235119
ACH-000211,0.04646193458719999
ACH-000215,-0.521302277653
ACH-000221,-0.449596306453
ACH-000222,-0.049986477536199996
ACH-000223,-0.09588530116689999
ACH-000226,-0.165085539681
ACH-000227,-0.07029406094650001
ACH-000228,-0.305137205284
ACH-000231,-0.061920016506699996
ACH-000232,-0.13311890143
ACH-000233,-0.260496390462
ACH-000234,0.008946386066760001
ACH-000235,-0.125287787032
ACH-000237,-0.35014729183700005
ACH-000238,-0.5062401688979999
ACH-000243,-0.110604293883
ACH-000244,-0.208398484439
ACH-000246,0.0160344596897
ACH-000248,-0.140796510932
ACH-000250,-0.181835033466
ACH-000251,-0.526484559235
ACH-000253,-0.227614989787
ACH-000255,-0.14541574267100002
ACH-000256,-0.006892926793310001
ACH-000257,0.022413444541899998
ACH-000258,-0.026711155275300002
ACH-000259,-0.20640219656300002
ACH-000260,-0.201816840389
ACH-000261,-0.00535961297839
ACH-000262,0.144589267244
ACH-000263,-0.29270206810800004
ACH-000264,-0.158994914506
ACH-000265,-0.046800955159099995
ACH-000266,-0.0880206264291
ACH-000272,0.0669571819865
ACH-000273,-0.190611117797
ACH-000274,-0.27219472370000003
ACH-000277,0.046246718708
ACH-000278,-0.163990377368
ACH-000279,0.00141237906645
ACH-000280,-0.07158673182839999
ACH-000281,-0.120115714909
ACH-000288,-0.162302481528
ACH-000291,-0.13469396249600002
ACH-000293,-0.0615557725091
ACH-000294,-0.0159319610492
ACH-000295,-0.269384125082
ACH-000296,-0.22885918809
ACH-000302,-0.0320470092412
ACH-000304,-0.042140706581
ACH-000307,-0.0611571481723
ACH-000308,0.08935416801969999
ACH-000310,-0.025972576999599997
ACH-000311,-0.144453724958
ACH-000312,-0.18815718718199997
ACH-000315,-0.27560984425900004
ACH-000316,-0.303337808371
ACH-000317,0.0141961329813
ACH-000318,-0.35815093486
ACH-000319,0.0033864174121999995
ACH-000320,-0.118297767766
ACH-000322,-0.21188189985199998
ACH-000323,0.145602264308
ACH-000324,-0.183469480198
ACH-000329,0.043398877243999996
ACH-000330,-0.08761244046260001
ACH-000331,0.00928361317922
ACH-000332,-0.026779766987999998
ACH-000334,0.048470585941900006
ACH-000335,-0.058088937626900004
ACH-000336,-0.306108355675
ACH-000337,-0.154866373576
ACH-000339,-0.128899899988
ACH-000341,-0.0900306346627
ACH-000348,-0.295636552529
ACH-000350,-0.198849121877
ACH-000352,-0.10571737476399999
ACH-000356,-0.136897453867
ACH-000361,0.287851259208
ACH-000362,-0.0230815106561
ACH-000363,-0.18377103609499998
ACH-000364,0.175382651868
ACH-000365,0.0242160200184
ACH-000366,-0.223187685167
ACH-000368,-0.20677911448199998
ACH-000374,-0.09035668720130001
ACH-000375,-0.23386980073600003
ACH-000376,-0.30368773592799997
ACH-000381,-0.19857361682
ACH-000383,-0.143998773225
ACH-000387,-0.0915886662455
ACH-000389,0.081082068259
ACH-000390,-0.137736679655
ACH-000393,-0.126313960808
ACH-000395,-0.244731945613
ACH-000397,-0.113663728734
ACH-000401,-0.235008500191
ACH-000402,-0.0172865811819
ACH-000403,-0.371988092069
ACH-000404,-0.067371065408
ACH-000406,-0.156070233659
ACH-000407,0.153081115731
ACH-000408,-0.18545292321899998
ACH-000410,0.009249922892459999
ACH-000411,-0.108982565512
ACH-000414,-0.012950084838100001
ACH-000415,-0.46123875623000005
ACH-000416,0.0321399067999
ACH-000420,0.16907556246599997
ACH-000421,-0.0347166143668
