,B2M (567)
ACH-000004,-0.0903390491473
ACH-000007,-0.0486981194797
ACH-000009,-0.0213090108077
ACH-000011,-0.054508759208199996
ACH-000012,0.0492790309996
ACH-000013,-0.011054930670200002
ACH-000014,-0.026350083944599995
ACH-000015,0.0057823070271099996
ACH-000017,0.133473634062
ACH-000018,0.036138295850300005
ACH-000019,0.141240002034
ACH-000021,0.142999864512
ACH-000022,-0.06446396784939999
ACH-000025,-0.055340636576500006
ACH-000028,0.09901158960480001
ACH-000030,0.00137335193933
ACH-000035,-0.14361712865700002
ACH-000036,0.0363298529889
ACH-000037,-0.150260935057
ACH-000039,0.0153822671606
ACH-000040,0.128335819528
ACH-000041,0.17275244215399999
ACH-000042,-0.056727540220099994
ACH-000045,0.16845467965
ACH-000047,-0.0216215052417
ACH-000052,-0.07153641574789998
ACH-000053,-0.0472071624259
ACH-000054,-0.018649396731799998
ACH-000055,0.0261432200107
ACH-000060,-0.186449097097
ACH-000067,0.056744133860200004
ACH-000070,0.119308126259
ACH-000075,-0.0506304079357
ACH-000078,0.21855028303100002
ACH-000082,-0.022636958280599997
ACH-000085,0.039019712913099996
ACH-000086,0.0123784856449
ACH-000087,0.144234581641
ACH-000092,-0.231029757448
ACH-000095,-0.0161852053068
ACH-000097,0.0269013278047
ACH-000098,0.105208060325
ACH-000099,0.0329734415044
ACH-000108,-0.0348729332717
ACH-000113,-0.027064061527700002
ACH-000115,-0.0282433555174
ACH-000116,-0.025259799645099997
ACH-000118,0.0538272960671
ACH-000120,0.09480173692089999
ACH-000123,-0.09982272074310002
ACH-000127,-0.0412107737142
ACH-000128,-0.043270636640499995
ACH-000132,0.0455329868191
ACH-000133,0.12481634399000001
ACH-000137,0.054846164033199994
ACH-000138,-0.044070677351900005
ACH-000142,0.102567045824
ACH-000143,-0.166575941442
ACH-000146,-0.0239432913125
ACH-000148,-0.027240869808
ACH-000150,0.130545830603
ACH-000152,0.0133806560861
ACH-000153,0.235958150904
ACH-000159,0.11939886655300001
ACH-000160,0.0465724669059
ACH-000163,0.154690791879
ACH-000167,-0.266235957511
ACH-000168,0.015235435550799998
ACH-000169,0.0273016169939
ACH-000178,-0.012136927859100002
ACH-000182,-0.0396638272292
ACH-000183,-0.0812837308067
ACH-000188,-0.0426605694212
ACH-000189,-0.07490574305089999
ACH-000190,-0.012952473659399999
ACH-000198,-0.0278725409393
ACH-000204,-0.21568975097399998
ACH-000206,-0.14768838923900002
ACH-000207,-0.09571668171469999
ACH-000211,0.14158683828
ACH-000215,-0.0388812665796
ACH-000221,0.007529797587850001
ACH-000222,0.231032220521
ACH-000223,-0.12769176585300002
ACH-000226,0.0530444049613
ACH-000227,-0.09517403106660001
ACH-000228,0.0682186124295
ACH-000231,-0.07918494456339999
ACH-000232,0.026720061362600002
ACH-000233,-0.182815338731
ACH-000234,-0.11604950634000001
ACH-000235,-0.039201257207
ACH-000237,0.048894093022499995
ACH-000238,0.176937860032
ACH-000243,-0.036030020188300003
ACH-000244,-0.104332424739
ACH-000246,0.09944879840839999
ACH-000248,-0.105996923539
ACH-000250,-0.00894604488881
ACH-000251,-0.312891064294
ACH-000253,-0.0612317128868
ACH-000255,-0.0472540347162
ACH-000256,0.08516776040410001
ACH-000257,0.0077757153333400005
ACH-000258,0.034624218766600004
ACH-000259,0.104089581645
ACH-000260,-0.00422674090485
ACH-000261,-0.036000806163400005
ACH-000262,0.13554390168299998
ACH-000263,0.13810033670900002
ACH-000264,-0.05641121488
ACH-000265,-0.0013866489504599999
ACH-000266,-0.0563965339468
ACH-000272,-0.0756314448741
ACH-000273,0.06629913815930001
ACH-000274,-0.0655204129807
ACH-000277,-0.120261391612
ACH-000278,-0.036658009263900004
ACH-000279,-0.141829322455
ACH-000280,0.0347118662882
ACH-000281,0.233065893071
ACH-000288,0.030574847714800003
ACH-000291,0.124390571457
ACH-000293,0.143405866087
ACH-000294,-0.0031301318627199996
ACH-000295,-0.109160866876
ACH-000296,-0.21557344671
ACH-000302,0.119149105767
ACH-000304,-0.036516648002199996
ACH-000307,-0.0579347094405
ACH-000308,-0.019635466693099998
ACH-000310,-0.06863757981930001
ACH-000311,-0.0636548494235
ACH-000312,0.0526757142016
ACH-000315,-0.0005587468222540001
ACH-000316,0.05368748138590001
ACH-000317,-0.019785841353200002
ACH-000318,0.021350391798
ACH-000319,-0.036176480945800005
ACH-000320,0.152933043504
ACH-000322,-0.201313596585
ACH-000323,0.05669992759240001
ACH-000324,-0.115591226455
ACH-000329,-0.0714562411741
ACH-000330,0.137998037005
ACH-000331,-0.034067827114400005
ACH-000332,-0.0714809946221
ACH-000334,0.0531501766926
ACH-000335,-0.148839872446
ACH-000336,-0.00152444246055
ACH-000337,0.09756217254560001
ACH-000339,0.0420963138117
ACH-000341,-0.12047172700099999
ACH-000348,-0.09378581937889999
ACH-000350,0.0641147691774
ACH-000352,0.047157589965399996
ACH-000356,0.08850564789830001
ACH-000361,0.293720401803
ACH-000362,-0.024964548933
ACH-000363,-0.0583979390513
