,NOSIP (51070)
ACH-000004,-0.391834899639
ACH-000007,-0.132629912691
ACH-000009,-0.25972654345400004
ACH-000011,-0.28551314524099997
ACH-000012,-0.48169865416999996
ACH-000013,-0.647888557896
ACH-000014,-0.070933014849
ACH-000015,-0.466279570441
ACH-000017,-0.116853222463
ACH-000018,-0.08826660602119998
ACH-000019,-0.275940401448
ACH-000021,-0.357342039061
ACH-000022,-0.332052566687
ACH-000025,-0.07040238483780001
ACH-000028,-0.280401254183
ACH-000030,-0.285599085986
ACH-000035,-0.0563718042614
ACH-000036,-0.181804970693
ACH-000037,-0.07110967582380001
ACH-000039,-0.17726437281100002
ACH-000040,-0.023047248634599997
ACH-000041,-0.0300382086527
ACH-000042,-0.19385037902
ACH-000045,-0.39002600583
ACH-000047,-0.108085689189
ACH-000052,0.0674125126255
ACH-000053,-0.339682024481
ACH-000054,-0.153480280382
ACH-000055,-0.415414927776
ACH-000060,0.0444261756543
ACH-000067,-0.299818662415
ACH-000070,-0.129507643413
ACH-000075,-0.268890815564
ACH-000078,0.0249081755002
ACH-000082,-0.247910724081
ACH-000085,-0.515956279615
ACH-000086,0.028461684934700002
ACH-000087,-0.0763926152163
ACH-000092,-0.0655091023824
ACH-000095,-0.275783012655
ACH-000097,-0.330113109496
ACH-000098,-0.221089857471
ACH-000099,-0.0957853424978
ACH-000108,-0.189991020755
ACH-000113,-0.14332549793500002
ACH-000115,0.101977789131
ACH-000116,-0.432901656272
ACH-000118,-0.10447292350500001
ACH-000120,-0.105816573585
ACH-000123,-0.194806218143
ACH-000127,-0.19301535305599998
ACH-000128,-0.0709571848245
ACH-000132,-0.106956141746
ACH-000133,-0.316890894883
ACH-000137,-0.24628373823000002
ACH-000138,-0.21307137602499998
ACH-000142,-0.257930903281
ACH-000143,-0.38663556055
ACH-000146,-0.19772569307
ACH-000148,-0.0607797955241
ACH-000150,-0.366127849173
ACH-000152,-0.162072941471
ACH-000153,-0.279393757102
ACH-000159,-0.393992866006
ACH-000160,-0.357097700185
ACH-000163,-0.17820128074900002
ACH-000167,0.20823438508499997
ACH-000168,0.349963111752
ACH-000169,-0.09404515579510002
ACH-000178,-0.318249176012
ACH-000182,-0.166070907149
ACH-000183,-0.23512305050500001
ACH-000188,-0.315258312051
ACH-000189,-0.313391291958
ACH-000190,-0.214236172334
ACH-000198,-0.267870392883
ACH-000204,-0.324917736686
ACH-000206,-0.284500285783
ACH-000207,-0.20305978764000002
ACH-000211,-0.40336072618600005
ACH-000215,-0.0982377020703
ACH-000221,-0.380663300391
ACH-000222,-0.08865523297860001
ACH-000223,-0.238859524102
ACH-000226,-0.393537951532
ACH-000227,-0.229208034379
ACH-000228,-0.139786933405
ACH-000231,-0.040648896199199994
ACH-000232,0.252021473864
ACH-000233,-0.280368588869
ACH-000234,-0.341727250044
ACH-000235,-0.167219400212
ACH-000237,-0.247443233671
ACH-000238,-0.133655601919
ACH-000243,-0.0539185497659
ACH-000244,-0.268267604639
ACH-000246,-0.15692989408299998
ACH-000248,-0.501061381159
ACH-000250,-0.341884242266
ACH-000251,-0.111931183394
ACH-000253,0.00945002292282
ACH-000255,-0.43659737597599996
ACH-000256,-0.186799305262
ACH-000257,-0.0139481765998
ACH-000258,-0.17742718707199998
ACH-000259,-0.125287984279
ACH-000260,-0.136170309039
ACH-000261,-0.0781997349225
ACH-000262,-0.210441606349
ACH-000263,-0.0951927285147
ACH-000264,0.08302273531610001
ACH-000265,-0.352189030768
ACH-000266,-0.140353459303
ACH-000272,0.0007056455706839998
ACH-000273,-0.43392707775600003
ACH-000274,-0.16760392692
ACH-000277,-0.16452424159
ACH-000278,-0.217613645187
ACH-000279,-0.0753280140258
ACH-000280,-0.12557546608
ACH-000281,-0.288518461729
ACH-000288,0.122631085946
ACH-000291,-0.0631284468498
ACH-000293,-0.315473861284
ACH-000294,-0.337613837008
ACH-000295,-0.23842519028099998
ACH-000296,-0.151080076951
ACH-000302,-0.4699485486399999
ACH-000304,-0.379877374608
ACH-000307,-0.0402417698135
ACH-000308,-0.435381428696
ACH-000310,-0.195804808489
ACH-000311,-0.073461097736
ACH-000312,0.0796363609359
ACH-000315,-0.489138463529
ACH-000316,0.128431915183
ACH-000317,-0.207518773992
ACH-000318,-0.0853989382155
ACH-000319,-0.309630150013
ACH-000320,0.10833175023399999
ACH-000322,0.137903883543
ACH-000323,-0.056756408896000005
ACH-000324,-0.361834070739
ACH-000329,-0.251946087255
ACH-000330,-0.32362483668200004
ACH-000331,-0.347734099469
ACH-000332,-0.09863748729260001
ACH-000334,-0.284705775564
ACH-000335,-0.03926173432
ACH-000336,-0.214307659373
ACH-000337,-0.358250791201
ACH-000339,-0.20870024376200003
ACH-000341,0.0214701558142
ACH-000348,-0.061837964569199995
ACH-000350,-0.426911854425
ACH-000352,-0.174878495357
ACH-000356,-0.241820315435
ACH-000361,-0.040928679523400006
ACH-000362,0.00391642882423
ACH-000363,-0.173070918448
ACH-000364,-0.454962874934
ACH-000365,-0.29426263382
ACH-000366,-0.283965987148
ACH-000368,-0.121517845076
ACH-000374,-0.40665229379900003
ACH-000375,-0.13739946407
ACH-000376,-0.116012117631
ACH-000381,-0.139093049221
ACH-000383,-0.140265711096
ACH-000387,-0.215786584197
ACH-000389,-0.452682588024
ACH-000390,-0.14795330954000002
ACH-000393,-0.28541004516699997
ACH-000395,-0.484468750471
ACH-000397,-0.527203426183
ACH-000401,-0.221134629018
ACH-000402,-0.295760647133
ACH-000403,-0.15302440773700002
ACH-000404,-0.053090092786099996
ACH-000406,-0.0626793099829
ACH-000407,-0.240987474034
ACH-000408,-0.19883584917599997
ACH-000410,-0.227315417681
ACH-000411,-0.194488370557
ACH-000414,-0.117720248721
ACH-000415,-0.150687493481
ACH-000416,-0.199285403854
ACH-000420,-0.306994420242
ACH-000421,-0.337414490689
ACH-000424,-0.00044834001901999996
ACH-000425,-0.10052849138699999
ACH-000426,-0.21645178202399998
ACH-000427,-0.254177789172
ACH-000433,-0.41333039680600003
ACH-000436,-0.133924531509
ACH-000444,-0.080905255522
ACH-000445,-0.15478991429000002
ACH-000448,-0.18071843806600002
ACH-000450,-0.145668614027
ACH-000452,-0.100416624252
ACH-000454,-0.264937401442
ACH-000458,-0.288299622016
ACH-000459,-0.306966724573
ACH-000460,-0.425482741201
ACH-000461,-0.0402392712318
ACH-000463,-0.170710915623
ACH-000464,-0.270973678522
ACH-000466,-0.19706359996199999
ACH-000467,-0.165746790713
ACH-000468,-0.33881895088799996
ACH-000469,-0.117494031461
ACH-000470,-0.538079305446
ACH-000471,-0.06942603331689999
ACH-000472,-0.223656566998
ACH-000473,-0.158993745988
ACH-000475,-0.202526964751
ACH-000476,-0.268214907693
ACH-000477,-0.138731238423
ACH-000480,-0.0706878418576
ACH-000481,-0.047817889413
ACH-000483,-0.245066914794
ACH-000484,-0.413762280198
ACH-000485,0.00213020554419
ACH-000486,-0.216582228692
ACH-000487,-0.365691027696
ACH-000488,-0.266198651057
ACH-000490,-0.0424527233036
ACH-000491,-0.199637998634
ACH-000495,-0.206634998287
ACH-000496,-0.159756443212
ACH-000499,-0.38233027416500004
ACH-000500,-0.09312856411139998
ACH-000502,-0.18576312645100002
ACH-000503,-0.485792012112
ACH-000505,-0.129622600015
ACH-000507,-0.108125033522
