,CELSR3 (1951)
ACH-000004,-0.134356762249
ACH-000007,-0.0460870637379
ACH-000009,-0.149029344318
ACH-000011,-0.082639672485
ACH-000012,-0.19526288185
ACH-000013,-0.0318541799325
ACH-000014,0.207488196369
ACH-000015,-0.035486466318599995
ACH-000017,0.0375148566752
ACH-000018,-0.3639711651
ACH-000019,-0.0686177444199
ACH-000021,-0.180014820242
ACH-000022,-0.0652808309943
ACH-000025,-0.11010377867599999
ACH-000028,-0.177530290463
ACH-000030,-0.060720398163400004
ACH-000035,-0.043311239686500004
ACH-000036,-0.0805310810105
ACH-000037,-0.329539651562
ACH-000039,-0.28063479725400003
ACH-000040,-0.0835019306067
ACH-000041,-0.055065855159099994
ACH-000042,-0.205178203303
ACH-000045,-0.270189620925
ACH-000047,-0.103727066642
ACH-000052,0.20796130826200002
ACH-000053,-0.060043112176
ACH-000054,-0.18779693342700002
ACH-000055,-0.104845658044
ACH-000060,-0.12362562214600001
ACH-000067,-0.128459973078
ACH-000070,-0.279203486078
ACH-000075,-0.417726237239
ACH-000078,-0.184564142213
ACH-000082,-0.0701878585662
ACH-000085,0.1697126031
ACH-000086,-0.135440621594
ACH-000087,0.112886537413
ACH-000092,-0.0677814485989
ACH-000095,-0.058005084534599995
ACH-000097,-0.042686745587300005
ACH-000098,0.0545231777445
ACH-000099,-0.029775624202
ACH-000108,-0.32370158599599996
ACH-000113,-0.306708862221
ACH-000115,-0.107537978702
ACH-000116,-0.205057953267
ACH-000118,-0.22864242167100002
ACH-000120,-0.30799988080400004
ACH-000123,-0.088493207302
ACH-000127,-0.077368523701
ACH-000128,-0.0661666537425
ACH-000132,-0.113836187125
ACH-000133,-0.185917919402
ACH-000137,-0.0470058674265
ACH-000138,-0.146126489527
ACH-000142,0.052286430161699995
ACH-000143,0.07185008613369999
ACH-000146,-0.16212540186
ACH-000148,0.0119886435599
ACH-000150,-0.08405776969039999
ACH-000152,0.062590098877
ACH-000153,-0.103937263039
ACH-000159,-0.16979198009100002
ACH-000160,-0.22748496408500002
ACH-000163,-0.106967652553
ACH-000167,-0.0461870975292
ACH-000168,-0.101725046758
ACH-000169,-0.143068724113
ACH-000178,-0.228606507537
ACH-000182,-0.151209147923
ACH-000183,-0.06480997727469999
ACH-000188,-0.20179965202199998
ACH-000189,-0.18439597133000002
ACH-000190,-0.222211209815
ACH-000198,-0.07419244983300001
ACH-000204,-0.22393337665
ACH-000206,-0.170009854221
ACH-000207,-0.176772236661
ACH-000211,-0.201216122771
ACH-000215,0.00160542973654
ACH-000221,-0.22501325139800002
ACH-000222,-0.161360136072
ACH-000223,-0.17451651309900001
ACH-000226,-0.10129392642999999
ACH-000227,0.0485315635023
ACH-000228,-0.36946240843199996
ACH-000231,-0.053872535591000005
ACH-000232,0.0705164698148
ACH-000233,-0.042578049700300005
ACH-000234,-0.00925159371231
ACH-000235,-0.107413413828
ACH-000237,-0.0807228145338
ACH-000238,-0.307404029135
ACH-000243,-0.10382752951199999
ACH-000244,0.0213989418095
ACH-000246,-0.11768509096100001
ACH-000248,-0.141727517005
ACH-000250,-0.147576350426
ACH-000251,-0.334238001985
ACH-000253,-0.134099583518
ACH-000255,0.08797051001879999
ACH-000256,-0.256081842706
ACH-000257,-0.08715403916339999
ACH-000258,-0.0350937395112
ACH-000259,-0.157443236853
ACH-000260,-0.033880412834299996
ACH-000261,0.059189468593800004
ACH-000262,-0.015577231897499998
ACH-000263,-0.133797463493
ACH-000264,-0.164428787018
ACH-000265,-0.171201675669
ACH-000266,-0.119588557788
ACH-000272,-0.0776805249765
ACH-000273,-0.0705936073877
ACH-000274,-0.232294621095
ACH-000277,0.031315331907000005
ACH-000278,0.053515905749900006
ACH-000279,-0.0163366307045
ACH-000280,-0.22653241911400002
ACH-000281,-0.17980103852200002
ACH-000288,-0.14235337799699999
ACH-000291,-0.00624088497924
ACH-000293,-0.07828342106069999
ACH-000294,-0.200854287755
ACH-000295,-0.125066510821
ACH-000296,-0.0448304779703
ACH-000302,-0.023211897526500002
ACH-000304,-0.0913100095337
ACH-000307,-0.0674026478821
ACH-000308,-0.0536509701342
ACH-000310,-0.09052120372000001
ACH-000311,-0.146822681688
ACH-000312,-0.162119781101
ACH-000315,-0.285343920247
ACH-000316,0.0439547473223
ACH-000317,-0.00880531470376
ACH-000318,-0.274769369362
ACH-000319,0.0220352413272
ACH-000320,-0.352911935374
ACH-000322,-0.015952330851
ACH-000323,-0.006078322539249999
ACH-000324,0.0300604739421
ACH-000329,-0.06845030812580001
ACH-000330,-0.0556753619396
ACH-000331,-0.17139921894299998
ACH-000332,-0.147515029597
ACH-000334,-0.126449914321
ACH-000335,-0.175029764078
ACH-000336,0.041468914517
ACH-000337,-0.12004141445800001
ACH-000339,-0.08946174659739999
ACH-000341,-0.130885036085
ACH-000348,-0.140719752629
ACH-000350,-0.0609507947123
ACH-000352,-0.09756680193060001
ACH-000356,-0.0144473511941
ACH-000361,-0.0975018736961
ACH-000362,-0.0547486304242
ACH-000363,-0.20754887126600002
ACH-000364,0.054706173715
ACH-000365,-0.167403013912
ACH-000366,0.045048283864000005
ACH-000368,-0.241280991535
ACH-000374,-0.21332447520300002
ACH-000375,-0.116989519996
ACH-000376,-0.032646005636700004
ACH-000381,-0.27214334525199996
ACH-000383,-0.0734925008031
ACH-000387,-0.125522467589
ACH-000389,-0.08600148243139999
ACH-000390,-0.162777617854
ACH-000393,-0.21353728698199997
ACH-000395,-0.33365722584699997
ACH-000397,-0.2438493935
ACH-000401,-0.24717974684900001
ACH-000402,-0.167762679218
ACH-000403,-0.07635501655
ACH-000404,-0.0523543693556
ACH-000406,-0.09976529356939999
ACH-000407,-0.06808423649640001
ACH-000408,0.005776752366169999
ACH-000410,-0.14377887575200002
ACH-000411,-0.307320546659
ACH-000414,-0.132342659077
ACH-000415,-0.339079403372
ACH-000416,-0.0873538216599
ACH-000420,-0.256687913115
ACH-000421,0.050277413033499994
ACH-000424,-0.335756306936
ACH-000425,-0.15718475629200002
ACH-000426,0.129590271916
ACH-000427,-0.19374661962
ACH-000433,-0.48501573072899995
ACH-000436,-0.058280748577199996
ACH-000444,0.0702669761742
ACH-000445,-0.127883046401
ACH-000448,-0.035987127582099994
ACH-000450,-0.155110390921
ACH-000452,-0.329462914143
ACH-000454,-0.196982355356
ACH-000458,-0.194978045651
ACH-000459,0.15073694718699998
ACH-000460,-0.111259993693
ACH-000461,-0.37933594310900004
ACH-000463,-0.0741584782605
ACH-000464,-0.0675865946883
ACH-000466,-0.19021677071899998
ACH-000467,-0.25786597735100003
ACH-000468,-0.0144629319505
ACH-000469,-0.069339155071
ACH-000470,-0.136676241576
ACH-000471,-0.0804430225065
ACH-000472,-0.08295592866069999
ACH-000473,-0.0125693465379
ACH-000475,-0.103457469009
ACH-000476,-0.20274611591299999
ACH-000477,-0.177542053341
ACH-000480,-0.282989594442
ACH-000481,-0.135572929805
ACH-000483,0.018655273049299998
ACH-000484,-0.162285046705
ACH-000485,-0.09505460231619998
ACH-000486,-0.375502321346
ACH-000487,-0.077081633094
ACH-000488,-0.0494719678943
ACH-000490,-0.122958057159
ACH-000491,-0.152713318531
ACH-000495,-0.19453678291999998
ACH-000496,-0.101070700879
ACH-000499,-0.137754051899
ACH-000500,-0.21231190253600002
ACH-000502,-0.14224383616900002
ACH-000503,0.182762265082
ACH-000505,-0.0852983797619
ACH-000507,-0.0814199190548
ACH-000510,-0.17928178278999998
ACH-000511,-0.217860337372
ACH-000512,-0.224155782588
ACH-000516,-0.0405990543114
ACH-000517,-0.0938592214025
ACH-000518,0.18167165888099998
ACH-000520,-0.035223177072800003
ACH-000521,-0.149683911725
ACH-000522,-0.059380219063800005
ACH-000524,-0.09959906610239999
ACH-000527,-0.131240562161
ACH-000528,-0.08174892901110001
ACH-000537,-0.00163173681614
ACH-000541,0.0188842774221
ACH-000542,-0.184186986446
ACH-000544,-0.300182693419
ACH-000545,-0.0858313363829
ACH-000547,-0.00291741577637
ACH-000548,-0.0684446081515
ACH-000549,-0.161108646772
ACH-000550,0.0310030879036
ACH-000552,-0.128765051904
ACH-000556,-0.024780814603
ACH-000557,-0.104006154089
ACH-000570,-0.0711499473642
ACH-000571,-0.0522969619969
ACH-000573,-0.0682062741085
ACH-000576,-0.0256814356978
ACH-000580,0.05057758216969999
ACH-000584,-0.130511907899
ACH-000585,-0.037272890607500005
ACH-000588,-0.144699185086
ACH-000589,-0.137986311531
ACH-000591,-0.275902496927
ACH-000593,-0.0839747019336
ACH-000600,-0.168492198176
ACH-000601,-0.124389240493
ACH-000604,-0.13845505992
ACH-000605,-0.149059583371
ACH-000606,-0.00852927455624
ACH-000608,-0.20731957690400002
ACH-000614,-0.24552786813799998
ACH-000616,-0.139875762308
ACH-000618,-0.211152280308
ACH-000619,-0.210413818756
ACH-000620,-0.225350564169
ACH-000621,-0.110821451476
ACH-000622,-0.161904747678
ACH-000623,-0.0228238880285
ACH-000624,-0.108768455133
ACH-000627,-0.21980330821999997
ACH-000630,-0.177998280081
ACH-000632,0.0553940984478
ACH-000633,-0.121867693067
ACH-000637,-0.12056539599400001
ACH-000638,-0.208028157995
ACH-000646,0.0224003866528
ACH-000647,-0.024000612327
ACH-000648,0.0635183961557
ACH-000649,-0.0734086065727
ACH-000651,-0.0949546618913
ACH-000652,-0.18869038565699997
ACH-000653,-0.124298927796
ACH-000657,-0.0286678564358
ACH-000658,-0.07118122166060001
ACH-000661,-0.12771507048800002
ACH-000662,0.18323377382300002
ACH-000663,-0.07182793527860001
ACH-000665,-0.176558270305
ACH-000671,-0.384418623675
ACH-000673,-0.155561393587
ACH-000676,0.015754874468000002
ACH-000677,-0.23284490836599997
ACH-000681,-0.0441421107077
ACH-000682,-0.220260429757
ACH-000683,-0.173740756627
ACH-000684,0.267857940093
ACH-000688,-0.121200235191
ACH-000693,-0.130248338494
ACH-000694,-0.177288411537
ACH-000695,0.177727834611
ACH-000696,-0.09079139336339999
ACH-000697,-0.5094812350869999
ACH-000699,-0.17793301371
ACH-000701,0.246329345568
ACH-000706,-0.127184412508
ACH-000711,-0.09680571651070001
ACH-000713,-0.133097208039
ACH-000714,0.0249224047492
ACH-000718,-0.33770739594899996
ACH-000720,-0.0334797971212
ACH-000721,-0.034171201343900004
ACH-000724,0.06976385071739999
ACH-000725,0.018677761043900003
ACH-000732,-0.060075165157
ACH-000734,-0.0412934049561
ACH-000735,-0.219703805011
ACH-000736,0.015504301105
ACH-000738,-0.15890406468499998
ACH-000746,0.0676993016929
ACH-000747,-0.044774304539
ACH-000748,-0.23307215507800003
ACH-000753,-0.0708164016025
ACH-000756,-0.08404281163289999
ACH-000757,-0.107908945989
ACH-000758,-0.236705939073
ACH-000760,-0.0377761922334
ACH-000763,-0.023870483396900004
ACH-000764,-0.38475610651000003
ACH-000765,-0.06063334645219999
ACH-000766,-0.205154314236
ACH-000767,-0.0709951529345
ACH-000768,-0.191642440456
ACH-000769,-0.143405000915
ACH-000770,-0.0679542323046
ACH-000771,-0.216552670032
ACH-000773,-0.06580606256709999
ACH-000776,-0.138082132606
ACH-000777,-0.161739207281
ACH-000778,-0.29731516897
ACH-000781,-0.135900109814
ACH-000782,-0.244615650786
ACH-000783,-0.0210030297551
ACH-000784,-0.21428153185600002
ACH-000785,-0.164070517243
ACH-000787,0.00240782357685
ACH-000788,-0.0329777154408
ACH-000791,-0.281765447429
ACH-000792,-0.166047306402
ACH-000794,-0.287724418284
ACH-000796,-0.27824451835299996
ACH-000799,-0.236271103779
ACH-000800,-0.14708902364
ACH-000802,-0.217401794795
ACH-000804,0.048265979911699994
ACH-000805,-0.044208775547099996
ACH-000809,0.0208656413996
ACH-000810,0.109677877182
ACH-000811,-0.18127872230099998
ACH-000817,0.041972426189
ACH-000819,-0.161055619387
ACH-000820,0.0938538578872
ACH-000821,-0.0626666594281
ACH-000822,-0.163562585998
ACH-000823,-0.173067726314
ACH-000824,-0.0671897349023
ACH-000827,-0.120762002901
ACH-000829,0.0624534851505
ACH-000831,-0.12178110156199999
ACH-000832,0.00123302524514
ACH-000833,-0.0307313828685
ACH-000834,-0.12170891432900001
ACH-000835,0.018429715309299998
ACH-000836,0.024940886993
ACH-000837,-0.203853266798
ACH-000838,-0.0402979698273
ACH-000839,-0.06695562098069999
ACH-000840,-0.26332630308000005
ACH-000841,-0.119996334123
ACH-000843,0.0288353031035
ACH-000846,0.023296391136500002
ACH-000847,-0.0747480334958
ACH-000848,-0.101609161798
ACH-000849,-0.00627952914811
ACH-000851,-0.0158696767762
ACH-000855,0.041346522295699996
ACH-000856,-0.269309389494
ACH-000858,0.00522671734136
ACH-000859,-0.2060153909
ACH-000861,-0.015081251605400001
ACH-000862,-0.21658515987799998
ACH-000865,-0.0380627828123
ACH-000866,-0.056189216604500006
ACH-000867,-0.13689078501
ACH-000869,-0.180984045808
ACH-000872,0.04927219300430001
ACH-000873,0.113146874771
ACH-000876,-0.231890607219
ACH-000878,-0.152294784033
ACH-000880,-0.15861983886800002
ACH-000881,0.0313117106911
ACH-000882,-0.102166114947
ACH-000884,-0.07120541214619999
ACH-000885,-0.12379055574999999
ACH-000887,-0.16290041756100002
ACH-000888,-0.115594967039
ACH-000889,-0.0236062786359
ACH-000890,-0.00688070942083
ACH-000896,-0.16968977662999998
ACH-000898,-0.35115022904200005
ACH-000900,-0.22590729681999996
ACH-000901,-0.16036299689300001
ACH-000905,0.004512903563659999
ACH-000906,-0.111342831685
ACH-000907,-0.30572752503600004
ACH-000910,-0.051689536353099995
ACH-000911,-0.09048951037969999
ACH-000912,-0.08685958290010001
ACH-000913,-0.08603640903439999
ACH-000915,-0.22433527688000002
ACH-000916,-0.030390476116900003
ACH-000917,0.0285038704605
ACH-000921,-0.243040142671
ACH-000924,-0.242688629426
ACH-000926,-0.268319271246
ACH-000928,-0.160953459605
ACH-000929,0.0565395218446
ACH-000932,0.00752131545874
ACH-000935,-0.163906685446
ACH-000936,-0.139990195653
ACH-000937,-0.0898337574357
ACH-000938,-0.015829825396
ACH-000939,-0.278168204775
ACH-000941,-0.121709474616
ACH-000943,-0.115603536204
ACH-000946,-0.164745567935
ACH-000947,0.0368108618883
ACH-000948,-0.252485204053
ACH-000950,-0.19867353785999997
ACH-000953,-0.217474323866
ACH-000957,-0.269562187266
ACH-000958,-0.09215257773669999
ACH-000960,-0.08737924060499999
ACH-000963,-0.260735863495
ACH-000968,0.018574561961599997
ACH-000969,0.0375918480409
ACH-000973,-0.0689412052844
ACH-000974,-0.141256719599
ACH-000975,-0.07671414582899999
ACH-000976,-0.0731833532882
ACH-000978,0.10263549546299999
ACH-000980,-0.0919717986513
ACH-000984,-0.139560882789
ACH-000986,-0.18879774432799998
ACH-000988,-0.0661556852252
ACH-000993,-0.0354052098464
ACH-000994,-0.11863348236099999
ACH-000996,-0.168465045157
ACH-001001,-0.0972898839951
ACH-001020,-0.370886235445
ACH-001028,-0.08408887463439998
ACH-001031,-0.111103019991
ACH-001038,-0.11643290775999998
ACH-001048,0.07020005679210001
ACH-001050,0.0759226954568
ACH-001053,-0.0224734041571
ACH-001054,-0.192910510827
ACH-001061,-0.111193802554
ACH-001067,-0.143792103949
ACH-001075,-0.14892147058
ACH-001096,-0.185587832717
ACH-001128,-0.19927151159
ACH-001134,0.051192330201500005
