,PRKAA1 (5562)
ACH-000004,0.0775424776495
ACH-000007,0.241312783548
ACH-000009,-0.0236658616084
ACH-000011,-0.043499203022600005
ACH-000012,0.0536079656138
ACH-000013,0.284687863778
ACH-000014,-0.20070019178100001
ACH-000015,0.158804172638
ACH-000017,0.0646893131058
ACH-000018,-0.18322327820599998
ACH-000019,-0.16352648310100001
ACH-000021,0.128817498004
ACH-000022,0.0478285513327
ACH-000025,-0.019240447901
ACH-000028,0.0173420643004
ACH-000030,0.09398424322660001
ACH-000035,0.0864599437256
ACH-000036,0.12656493894200002
ACH-000037,0.13030265513699998
ACH-000039,0.06134569612000001
ACH-000040,-0.162195348738
ACH-000041,-0.08478701210830002
ACH-000042,-0.10144910675
ACH-000045,-0.180994909121
ACH-000047,-0.0146681374844
ACH-000052,-0.12200412791099999
ACH-000053,0.11194939418500001
ACH-000054,-0.127688661896
ACH-000055,-0.0924660574953
ACH-000060,-0.220500910672
ACH-000067,0.151355448071
ACH-000070,0.357649957597
ACH-000075,-0.0989346124865
ACH-000078,-0.0571403771505
ACH-000082,-0.167959232322
ACH-000085,-0.102017945074
ACH-000086,0.16690191352800002
ACH-000087,-0.115463602778
ACH-000092,-0.013729311961700002
ACH-000095,-0.325890335443
ACH-000097,0.152275090861
ACH-000098,-0.23927676804900003
ACH-000099,0.0858674754239
ACH-000108,-0.196054418236
ACH-000113,-0.453105093313
ACH-000115,0.15197641161800002
ACH-000116,0.021259376489400003
ACH-000118,0.058394190887099996
ACH-000120,0.128855763412
ACH-000123,0.16160567621400002
ACH-000127,-0.102276898113
ACH-000128,-0.0352664986603
ACH-000132,-0.06568088080019999
ACH-000133,-0.213693599002
ACH-000137,0.050192308307800006
ACH-000138,0.168969732787
ACH-000142,-0.0212514281138
ACH-000143,0.295087713262
ACH-000146,-0.184759239358
ACH-000148,0.0913740326736
ACH-000150,0.31147652237100004
ACH-000152,-0.10033289284399999
ACH-000153,0.280261449374
ACH-000159,-0.0867612749718
ACH-000160,0.167351520306
ACH-000163,-0.00247218941357
ACH-000167,0.35489395491400005
ACH-000168,0.074581094395
ACH-000169,0.116653202999
ACH-000178,0.026627614184900002
ACH-000182,-0.05625166510580001
ACH-000183,0.050112520738900004
ACH-000188,-0.053537858257099995
ACH-000189,-0.134873096992
ACH-000190,0.39065388171300003
ACH-000198,-0.452455967876
ACH-000204,0.401130828624
ACH-000206,-0.349312575043
ACH-000207,-0.255336418159
ACH-000211,0.0361617380848
ACH-000215,0.0373392471201
