,OR1E1 (8387)
ACH-000004,0.05587571334580001
ACH-000007,-0.09372185583139998
ACH-000009,0.140359682028
ACH-000011,-0.0683339681005
ACH-000012,0.20023903976500002
ACH-000013,0.102196373059
ACH-000014,0.127428352856
ACH-000015,0.0241556894716
ACH-000017,0.20863447686099998
ACH-000018,-0.0852625051451
ACH-000019,-0.0032796784099299995
ACH-000021,0.131480161428
ACH-000022,0.180614132901
ACH-000025,0.0610998976779
ACH-000028,0.06789129994580001
ACH-000030,0.12102283108300001
ACH-000035,0.208846415436
ACH-000036,0.0386585153835
ACH-000037,0.11968723099000002
ACH-000039,0.150346490437
ACH-000040,0.18503877378800002
ACH-000041,0.157239848156
ACH-000042,0.131648453541
ACH-000045,-0.10510704782199999
ACH-000047,0.120588786961
ACH-000052,0.140633427338
ACH-000053,0.168504545905
ACH-000054,0.0430903348322
ACH-000055,0.20078878283100002
ACH-000060,-0.0346268014451
ACH-000067,0.0544851269673
ACH-000070,-0.0774364076605
ACH-000075,0.29071045991300004
ACH-000078,-0.0396429746524
ACH-000082,0.0725622868351
ACH-000085,0.0405956358168
ACH-000086,0.11915947144099999
ACH-000087,-0.113632627938
ACH-000092,0.024974021734599998
ACH-000095,-0.0949153509685
ACH-000097,0.07406259752010001
ACH-000098,0.0889628778975
ACH-000099,-0.110868492432
ACH-000108,0.107736576656
ACH-000113,-0.000751625655236
ACH-000115,-0.246839276239
ACH-000116,0.033268045623
ACH-000118,0.0981680771333
ACH-000120,-0.132932504744
ACH-000123,0.0995485400937
ACH-000127,0.117810460579
ACH-000128,0.187757734668
ACH-000132,-0.12057659545
ACH-000133,0.111981131861
ACH-000137,0.139155392613
ACH-000138,-0.03500868872369999
ACH-000142,0.18605719833599998
ACH-000143,0.13826466935999998
ACH-000146,0.0643163774428
ACH-000148,0.026110966156
ACH-000150,-0.0622961024074
ACH-000152,0.148753830631
ACH-000153,-0.270940952882
ACH-000159,0.12424507923900001
ACH-000160,0.184119175456
ACH-000163,0.188647571314
ACH-000167,0.354048219683
ACH-000168,0.0350079032217
ACH-000169,0.061105206550000006
ACH-000178,0.14609401012499998
ACH-000182,0.130973863968
ACH-000183,-0.10138770090600001
ACH-000188,-0.17567716648200002
ACH-000189,0.0537439639088
ACH-000190,-0.00600982450936
ACH-000198,-0.0522540242691
ACH-000204,0.18215711860199998
ACH-000206,0.108859791298
ACH-000207,0.07584336660939998
ACH-000211,0.158746879966
ACH-000215,0.0749505518768
ACH-000221,-0.119498955318
ACH-000222,0.0238671759063
ACH-000223,0.20089011246
ACH-000226,0.07395859721239999
ACH-000227,-0.268701981199
ACH-000228,-0.0213824830034
ACH-000231,0.07510234086619999
ACH-000232,0.108415936812
ACH-000233,-0.0218781628852
ACH-000234,0.0920390913722
ACH-000235,0.144174157375
ACH-000237,0.0247553091913
ACH-000238,0.136048471556
ACH-000243,0.0719173352341
ACH-000244,-0.179258162728
ACH-000246,-0.0538108394759
ACH-000248,0.26880434
ACH-000250,0.0839533554382
ACH-000251,0.129610363861
ACH-000253,-0.0036973312867300003
ACH-000255,0.123250135025
ACH-000256,-0.07947677961460001
ACH-000257,0.260489389233
ACH-000258,-0.194116866778
ACH-000259,0.186878156635
ACH-000260,-0.007075806801030001
ACH-000261,0.0431388490006
ACH-000262,0.309341498403
ACH-000263,0.301766964252
ACH-000264,0.14089318889799998
ACH-000265,0.050406300153199995
ACH-000266,0.0671507560474
ACH-000272,-0.0297198909962
ACH-000273,0.022023238922900003
ACH-000274,0.0768322047457
ACH-000277,-0.04729083868319999
ACH-000278,-0.112624998005
ACH-000279,-0.006918383267069999
ACH-000280,0.129675633416
ACH-000281,0.10332319189200001
ACH-000288,-0.046097570258
ACH-000291,0.05957452072930001
ACH-000293,0.10567595318499999
ACH-000294,-0.0944942942921
ACH-000295,-0.049237125948
ACH-000296,0.033092085853200004
ACH-000302,0.051418866288400006
ACH-000304,0.09735846261489998
ACH-000307,0.179750916622
ACH-000308,0.18860485868000001
ACH-000310,-0.0202105051214
ACH-000311,-0.0347885462215
