,RPE (6120)
ACH-000004,-1.06266850535
ACH-000007,-1.1994068879000002
ACH-000009,-0.96545037187
ACH-000011,-1.22244421884
ACH-000012,-1.2948015532200001
ACH-000013,-0.684923417163
ACH-000014,-1.18294606196
ACH-000015,-0.8917858791709999
ACH-000017,-1.7402243855200001
ACH-000018,-0.913518698489
ACH-000019,-0.920650109569
ACH-000021,-0.982207929571
ACH-000022,-0.6985912118559999
ACH-000025,-1.17947655366
ACH-000028,-1.0968888062100002
ACH-000030,-1.38674318259
ACH-000035,-1.06375541357
ACH-000036,-1.1768620118200002
ACH-000037,-0.823903326185
ACH-000039,-1.19052330255
ACH-000040,-0.855231048398
ACH-000041,-1.0933068468
ACH-000042,-1.0662172564599999
ACH-000045,-1.24503509799
ACH-000047,-0.884564683504
ACH-000052,-0.942931833732
ACH-000053,-0.698616965996
ACH-000054,-0.883299639103
ACH-000055,-1.01906113536
ACH-000060,-0.809589006018
ACH-000067,-1.05746665501
ACH-000070,-1.16277537665
ACH-000075,-0.780917908038
ACH-000078,-0.9460173177760001
ACH-000082,-0.598213869637
ACH-000085,-1.00272585036
ACH-000086,-0.732536317446
ACH-000087,-1.3123112336299998
ACH-000092,-0.874965960961
ACH-000095,-0.685765771979
ACH-000097,-1.2499843323200002
ACH-000098,-0.718714508186
ACH-000099,-1.15070641362
ACH-000108,-0.945363597868
ACH-000113,-0.690583009138
ACH-000115,-0.669773666408
ACH-000116,-0.873720528888
ACH-000118,-0.7981018218979999
ACH-000120,-0.66032742162
ACH-000123,-1.11506530712
ACH-000127,-1.0497708156399999
ACH-000128,-0.9027898296700001
ACH-000132,-0.8451710405089999
ACH-000133,-0.909817288853
ACH-000137,-0.957032746803
ACH-000138,-1.40316858184
ACH-000142,-1.1551049122
ACH-000143,-0.780114097198
ACH-000146,-0.7693494528720001
ACH-000148,-0.7071799816590001
ACH-000150,-0.785764016319
ACH-000152,-0.915840959646
ACH-000153,-0.823155677179
ACH-000159,-1.2795252565100002
ACH-000160,-1.05786628762
ACH-000163,-0.8900352889350001
ACH-000167,-0.310910017484
ACH-000168,-0.8828445841150001
ACH-000169,-0.84704563071
ACH-000178,-1.29880835125
ACH-000182,-1.03478286046
ACH-000183,-1.12745162313
ACH-000188,-0.8324536206450001
ACH-000189,-1.2229661028899999
ACH-000190,-1.0897246993799998
ACH-000198,-1.24651715929
ACH-000204,-0.9874756355490001
ACH-000206,-0.938442245468
ACH-000207,-1.2259587439
ACH-000211,-0.7572137929539999
ACH-000215,-1.04074968088
ACH-000221,-0.759712388268
ACH-000222,-1.17113311681
ACH-000223,-0.959959144284
ACH-000226,-1.18717374136
ACH-000227,-1.17599197441
ACH-000228,-0.821694710474
ACH-000231,-0.9819298329260001
ACH-000232,-1.12689603809
ACH-000233,-0.991371284233
ACH-000234,-1.23163536124
ACH-000235,-1.18581485262
ACH-000237,-0.987594968749
ACH-000238,-0.889964347796
ACH-000243,-1.35842601674
ACH-000244,-0.7073216599959999
ACH-000246,-1.08169758037
ACH-000248,-1.40123947882
ACH-000250,-1.42654115637
ACH-000251,-1.20344983985
ACH-000253,-0.80020377611
ACH-000255,-1.32785383498
ACH-000256,-0.722495334123
ACH-000257,-1.26840713105
ACH-000258,-0.9507319729129999
ACH-000259,-1.14376739536
ACH-000260,-1.17443518539
ACH-000261,-0.8335091582520001
ACH-000262,-1.1536675816500002
ACH-000263,-0.886708095316
ACH-000264,-0.9258523821619999
ACH-000265,-1.11419862066
ACH-000266,-0.794201935187
ACH-000272,-0.876810296721
ACH-000273,-1.2183431800799998
ACH-000274,-1.13819270292
ACH-000277,-0.9513866116859999
ACH-000278,-0.82758981964
ACH-000279,-1.33543111705
ACH-000280,-0.878672310246
ACH-000281,-1.36831639861
ACH-000288,-1.02938328941
ACH-000291,-0.5727822474090001
ACH-000293,-0.859441407456
ACH-000294,-0.915671697548
ACH-000295,-0.9764764584319999
ACH-000296,-0.607649968677
ACH-000302,-0.598731304354
ACH-000304,-0.926909752775
ACH-000307,-1.18036142247
ACH-000308,-0.8353188212170001
ACH-000310,-1.09848494913
ACH-000311,-1.36089229395
ACH-000312,-0.9962226511229999
ACH-000315,-0.9733003575779999
ACH-000316,-0.943568366945
ACH-000317,-1.40915243149
ACH-000318,-0.8680755389470001
ACH-000319,-0.861382816615
ACH-000320,-1.39924079583
ACH-000322,-1.1375555206399999
ACH-000323,-0.9757591102240001
ACH-000324,-1.22450375626
ACH-000329,-0.789781445837
ACH-000330,-0.7862991678389999
ACH-000331,-0.894467836017
ACH-000332,-0.9282948007899999
ACH-000334,-1.13485286058
ACH-000335,-1.10687374667
ACH-000336,-0.829414556744
ACH-000337,-1.04075567254
ACH-000339,-1.37990851524
ACH-000341,-1.2223641472600002
ACH-000348,-0.65771017701
ACH-000350,-0.981483783362
ACH-000352,-0.667132913711
ACH-000356,-1.1234710070899998
ACH-000361,-1.00440883186
ACH-000362,-0.803152030388
ACH-000363,-1.20227950333
ACH-000364,-0.8841585147930001
ACH-000365,-0.881473250996
ACH-000366,-1.09629570282
ACH-000368,-0.73033357191
ACH-000374,-1.02499336925
ACH-000375,-0.9087098653929999
ACH-000376,-1.21709744615
ACH-000381,-1.51106425375
ACH-000383,-0.959603636558
ACH-000387,-1.1664988746
ACH-000389,-1.10767078766
ACH-000390,-1.32671810095
ACH-000393,-0.9425714303839999
ACH-000395,-1.1772298557799998
ACH-000397,-1.21415278989
ACH-000401,-1.19419281045
ACH-000402,-0.607209024962
ACH-000403,-0.7502416950309999
ACH-000404,-1.1032012982200001
ACH-000406,-1.01422064764
ACH-000407,-0.692025826894
ACH-000408,-1.1818753966700002
ACH-000410,-0.931849188364
ACH-000411,-1.13202471701
ACH-000414,-1.09621115859
ACH-000415,-0.88344366457
ACH-000416,-1.0745396464799999
ACH-000420,-0.8499175161589999
ACH-000421,-0.9440811638240001
ACH-000424,-1.01929317665
ACH-000425,-1.0453604039
ACH-000426,-0.988973614866
ACH-000427,-0.871065493608
ACH-000433,-0.9922588479109999
ACH-000436,-1.00369424287
ACH-000444,-0.820091321529
ACH-000445,-0.992307312298
ACH-000448,-1.0455079018
ACH-000450,-0.804312149447
ACH-000452,-0.7168739053200001
ACH-000454,-1.29448150016
ACH-000458,-1.0039273439
ACH-000459,-1.33999147183
ACH-000460,-1.12681330714
ACH-000461,-1.0678470417700001
ACH-000463,-0.7629936003200001
ACH-000464,-1.0814957660299997
ACH-000466,-0.7171234075920001
ACH-000467,-0.721120618395
ACH-000468,-0.92378192049
ACH-000469,-0.688042107058
ACH-000470,-0.798878013217
ACH-000471,-0.7471228755399999
ACH-000472,-1.01227021286
ACH-000473,-0.575510033173
ACH-000475,-1.05232024822
ACH-000476,-0.8204979455210001
ACH-000477,-1.4268429620200003
ACH-000480,-0.8006096068080001
ACH-000481,-0.910167500723
ACH-000483,-0.909045528325
ACH-000484,-1.04745888593
ACH-000485,-1.14591494642
ACH-000486,-1.3055925133
ACH-000487,-0.802453762299
ACH-000488,-1.2369503993700002
ACH-000490,-0.763355284179
ACH-000491,-0.6176611757720001
ACH-000495,-1.11213489368
ACH-000496,-1.38396808875
ACH-000499,-0.829601358164
ACH-000500,-0.44802910802100004
ACH-000502,-1.01351996037
ACH-000503,-1.3540045406799999
ACH-000505,-0.833974503704
ACH-000507,-1.0674123875900001
ACH-000510,-1.040331272
ACH-000511,-1.27423265694
ACH-000512,-0.807150419791
ACH-000516,-0.8343000732089999
ACH-000517,-0.9320872620659999
ACH-000518,-0.8110577210269999
ACH-000520,-1.44337027774
ACH-000521,-1.25658156547
ACH-000522,-1.5591650807100002
ACH-000524,-0.7274063036439999
ACH-000527,-0.574273597207
ACH-000528,-0.808373372339
ACH-000537,-0.8663703981299999
ACH-000541,-1.03037947386
ACH-000542,-1.1784703676200001
ACH-000544,-1.27756344576
ACH-000545,-0.9057235072799998
ACH-000547,-0.596267486587
ACH-000548,-0.937422910799
ACH-000549,-1.3669266552500001
ACH-000550,-0.991870786547
ACH-000552,-0.9405676620929999
ACH-000556,-0.8278290180110001
ACH-000557,-0.591675276099
ACH-000570,-0.758458923706
ACH-000571,-1.2987111510299998
ACH-000573,-0.998780544576
ACH-000576,-1.14353772328
ACH-000580,-1.25141095549
ACH-000584,-0.959227813392
ACH-000585,-0.892910815742
ACH-000588,-1.1198335424099999
ACH-000589,-1.03220476259
ACH-000591,-1.1343077372900001
ACH-000593,-1.5163445243399998
ACH-000600,-0.801852162913
ACH-000601,-1.1871934256399999
ACH-000604,-0.8980168780490001
ACH-000605,-1.12168344528
ACH-000606,-0.892322432411
ACH-000608,-0.6897907645389999
ACH-000614,-1.3560972202300001
ACH-000616,-0.989192158196
ACH-000618,-1.30145551577
ACH-000619,-1.3788506016
ACH-000620,-1.0234263705600002
ACH-000621,-0.8301277941799999
ACH-000622,-0.9212678201100001
ACH-000623,-1.0640828071200001
ACH-000624,-1.22416201537
ACH-000627,-0.851799836688
ACH-000630,-0.6979254607709999
ACH-000632,-1.4151082781
ACH-000633,-1.0207511055399998
ACH-000637,-1.0094571111200001
ACH-000638,-1.2299820671
ACH-000646,-0.812147701057
ACH-000647,-1.1176737562299999
ACH-000648,-1.20408220176
ACH-000649,-1.1776478916
ACH-000651,-0.960396760245
ACH-000652,-1.18420862079
ACH-000653,-0.804891944314
ACH-000657,-0.722913107999
ACH-000658,-0.9654798519700001
ACH-000661,-1.43551720546
ACH-000662,-0.739950924697
ACH-000663,-1.4018112039200001
ACH-000665,-1.15042381977
ACH-000671,-0.7407756200460001
ACH-000673,-0.982728805381
ACH-000676,-1.35973336037
ACH-000677,-0.8571131583730001
ACH-000681,-1.09699867713
ACH-000682,-0.9393753075749999
ACH-000683,-0.822107604588
ACH-000684,-1.1219151684200002
ACH-000688,-1.02373088734
ACH-000693,-1.30684574266
ACH-000694,-1.26192332384
ACH-000695,-0.996537998662
ACH-000696,-1.04638722798
ACH-000697,-1.08756899198
ACH-000699,-1.4931992229
ACH-000701,-1.0004395291
ACH-000706,-0.700291225504
ACH-000711,-1.11500205907
ACH-000713,-1.30736661899
ACH-000714,-0.8972182468619999
ACH-000718,-0.9430632058130001
ACH-000720,-0.872802752047
ACH-000721,-1.27630371676
ACH-000724,-0.678297888672
ACH-000725,-1.35661429617
ACH-000732,-0.966007991181
ACH-000734,-1.31681896047
ACH-000735,-1.21539041711
ACH-000736,-1.2196131383
ACH-000738,-0.8351171190209999
ACH-000746,-0.9077904761
ACH-000747,-1.1157882531299999
ACH-000748,-0.7233630427009999
ACH-000753,-1.15367519205
ACH-000756,-0.46091400509900005
ACH-000757,-0.884439822071
ACH-000758,-0.930929195996
ACH-000760,-1.0467196652500002
ACH-000763,-0.77665835994
ACH-000764,-1.0070007809000001
ACH-000765,-1.28335858115
ACH-000766,-1.34893149308
ACH-000767,-0.899963454149
ACH-000768,-1.21879566668
ACH-000769,-0.815496750383
ACH-000770,-0.9927195122169999
ACH-000771,-0.7974053804060001
ACH-000773,-0.8919297154799999
ACH-000776,-1.08004543901
ACH-000777,-1.12886246698
ACH-000778,-1.0309785997
ACH-000781,-1.359051019
ACH-000782,-1.03702053392
ACH-000783,-0.9848647509790001
ACH-000784,-1.04618801129
ACH-000785,-1.41680446378
ACH-000787,-1.2070893797
ACH-000788,-1.17090518476
ACH-000791,-1.12994058245
