,SH3GL1 (6455)
ACH-000004,-0.25748195934900003
ACH-000007,-0.525471564685
ACH-000009,-0.230640723681
ACH-000011,-0.21525640289700002
ACH-000012,-0.25154768570700003
ACH-000013,-0.396310378103
ACH-000014,-0.322913132711
ACH-000015,-0.0497958143648
ACH-000017,-0.741521570099
ACH-000018,-0.136932173365
ACH-000019,-0.452452172765
ACH-000021,-0.39368358442400003
ACH-000022,-0.220089881853
ACH-000025,-0.151789101395
ACH-000028,-0.342843079702
ACH-000030,-0.263316142802
ACH-000035,-0.35288971300800004
ACH-000036,0.0940265943955
ACH-000037,-0.289525114224
ACH-000039,-0.2237253418
ACH-000040,-0.300651317661
ACH-000041,-0.28611689375
ACH-000042,-0.34245761669
ACH-000045,-0.437493260548
ACH-000047,-0.176857688083
ACH-000052,-0.374346198056
ACH-000053,-0.855855450737
ACH-000054,-0.14804121358300001
ACH-000055,-0.11312503263800001
ACH-000060,0.08142557691930001
ACH-000067,0.0213320594898
ACH-000070,-0.570403431964
ACH-000075,-0.41508680186700003
ACH-000078,-0.39294759036
ACH-000082,-0.378730249325
ACH-000085,-0.260827947564
ACH-000086,-0.280519980941
ACH-000087,-0.0966264877798
ACH-000092,-0.336070343856
ACH-000095,-0.334870165997
ACH-000097,-0.24958481972
ACH-000098,-0.295323267768
ACH-000099,-0.40608601063199995
ACH-000108,-0.184580155319
ACH-000113,-0.251717423107
ACH-000115,-0.545424030402
ACH-000116,-0.245900342414
ACH-000118,-0.06510724258600001
ACH-000120,-0.307855144312
ACH-000123,-0.4799336175399999
ACH-000127,-0.354070918108
ACH-000128,-0.30094944772599996
ACH-000132,-0.41227744168499997
ACH-000133,-0.264043676349
ACH-000137,-0.18316095940699997
ACH-000138,-0.20765689309399998
ACH-000142,-0.34403849511
ACH-000143,0.07726756797289999
ACH-000146,-0.284648195584
ACH-000148,-0.25137681847800003
ACH-000150,-0.314303724694
ACH-000152,-0.244185581078
ACH-000153,-0.161698463344
ACH-000159,-0.367257904174
ACH-000160,-0.315017996305
ACH-000163,-0.21242191799199997
ACH-000167,-0.730666079664
ACH-000168,-0.415503473356
ACH-000169,-0.216083954033
ACH-000178,-0.22153013466899998
ACH-000182,-0.356497331566
ACH-000183,-0.573462466782
ACH-000188,-0.525309717881
ACH-000189,-0.499403382414
ACH-000190,-0.503490271089
ACH-000198,-0.292904003414
ACH-000204,-0.372086117253
ACH-000206,-0.645305150307
ACH-000207,-0.445108462557
ACH-000211,-0.233925795814
ACH-000215,-0.34183819394000003
ACH-000221,-0.270561176914
ACH-000222,-0.287309220789
ACH-000223,-0.18494601681899997
ACH-000226,-0.20354979825800001
ACH-000227,-0.256642662092
ACH-000228,-0.493206918362
ACH-000231,-0.24692359169
ACH-000232,-0.155702737971
ACH-000233,-0.217806722872
ACH-000234,-0.120746855395
ACH-000235,-0.320110577206
ACH-000237,-0.269284748561
ACH-000238,-0.17316895181699998
ACH-000243,-0.45075666232
ACH-000244,-0.381521640652
ACH-000246,-0.21520076716699998
ACH-000248,-0.254943482499
ACH-000250,-0.29781309326
ACH-000251,0.06073418681269999
ACH-000253,-0.118366502553
ACH-000255,-0.32341388412
ACH-000256,-0.51817652234
ACH-000257,-0.346041364723
ACH-000258,-0.18525864396800001
ACH-000259,-0.43074780414499997
ACH-000260,-0.250184857829
ACH-000261,-0.369842501178
ACH-000262,0.0881899514704
ACH-000263,-0.542533770212
ACH-000264,-0.341861756898
ACH-000265,-0.288332840421
ACH-000266,-0.230258087565
ACH-000272,-0.152746115612
ACH-000273,-0.07903683642189999
ACH-000274,-0.285952988632
