,CBLN4 (140689)
ACH-000004,-0.0201847693405
ACH-000007,0.0173686090054
ACH-000009,0.20103287984999998
ACH-000011,0.030222997055799998
ACH-000012,0.20719292325
ACH-000013,0.140608428155
ACH-000014,0.242815835701
ACH-000015,0.206947974855
ACH-000017,-0.0401994676796
ACH-000018,0.41201537577299996
ACH-000019,-0.10884276987
ACH-000021,0.205273502403
ACH-000022,0.096345962582
ACH-000025,0.071013127967
ACH-000028,-0.322089501282
ACH-000030,0.100001032346
ACH-000035,0.203837412824
ACH-000036,0.298146491866
ACH-000037,-0.11249606175999999
ACH-000039,0.368546819814
ACH-000040,0.19273599061799998
ACH-000041,0.177734230489
ACH-000042,0.210988882067
ACH-000045,0.320547441004
ACH-000047,0.0021471992691900004
ACH-000052,0.18084661402199997
ACH-000053,0.26757027842799996
ACH-000054,0.18349062795200002
ACH-000055,0.14727384572000002
ACH-000060,-0.0455887752425
ACH-000067,0.192139993048
ACH-000070,0.0009005155692589999
ACH-000075,0.0501847067049
ACH-000078,0.289328707065
ACH-000082,0.261454783631
ACH-000085,-0.0641576746546
ACH-000086,0.108554364817
ACH-000087,0.114575718834
ACH-000092,0.184909723928
ACH-000095,0.21406157634700002
ACH-000097,0.100838810899
ACH-000098,0.177894837721
ACH-000099,0.318953497639
ACH-000108,0.218185757718
ACH-000113,0.236532111676
ACH-000115,0.039879252399599996
ACH-000116,0.0921870777135
ACH-000118,0.227066328557
ACH-000120,0.148564533612
ACH-000123,0.0315516508073
ACH-000127,0.193451915872
ACH-000128,0.12273481844499999
ACH-000132,0.0662880794218
ACH-000133,-0.132267916643
ACH-000137,0.220389747614
ACH-000138,0.276565003697
ACH-000142,0.2419944803
ACH-000143,0.019259726250900003
ACH-000146,0.086497548445
ACH-000148,-0.00785211080392
ACH-000150,-0.0211099916619
ACH-000152,0.012814319271799999
ACH-000153,0.059138441266800006
ACH-000159,0.18442576912300002
ACH-000160,0.182775524725
ACH-000163,0.121348089336
ACH-000167,-0.0494719451576
ACH-000168,0.053115822061000004
ACH-000169,0.211495437691
ACH-000178,0.0389708562357
ACH-000182,-0.0239832007737
ACH-000183,-0.0331385094992
ACH-000188,0.137028072497
ACH-000189,0.113675831528
ACH-000190,-0.123839302406
ACH-000198,0.18018710517099998
ACH-000204,0.16976928210900002
ACH-000206,0.08725038409939999
ACH-000207,0.188775378952
ACH-000211,0.0314983106042
ACH-000215,0.16870020954999998
ACH-000221,0.04747572414890001
ACH-000222,0.271871462445
ACH-000223,0.038302893795
ACH-000226,0.151743584132
ACH-000227,0.23569607093699999
ACH-000228,0.22077411254999998
ACH-000231,0.10141350925
ACH-000232,0.156771639825
ACH-000233,0.240092445965
ACH-000234,-0.124213013729
ACH-000235,0.120506222681
ACH-000237,0.00299710321634
ACH-000238,0.128387887355
ACH-000243,0.184419014952
ACH-000244,-0.151574264695
ACH-000246,-0.0576537441036
ACH-000248,0.0186128065202
ACH-000250,0.134323013387
ACH-000251,-0.018402680201599998
ACH-000253,0.17209926035599998
ACH-000255,0.29049159369399996
ACH-000256,0.0651942261088
ACH-000257,-0.0501298927607
ACH-000258,0.457406556443
ACH-000259,0.26868797295
ACH-000260,0.11956497854499999
ACH-000261,0.000384215348569
ACH-000262,0.105138982103
ACH-000263,0.0395384163146
ACH-000264,0.0922814402576
ACH-000265,0.151880779597
ACH-000266,0.23309475941
ACH-000272,-0.010271298980200001
ACH-000273,0.153399654495
ACH-000274,0.0848226046944
ACH-000277,-0.27490065477
ACH-000278,0.271217600264
ACH-000279,0.26434793994100003
ACH-000280,0.119006958329
ACH-000281,0.0111824816622
ACH-000288,0.156465701049
ACH-000291,0.061278608060599996
ACH-000293,-0.187984169797
ACH-000294,-0.0875546089245
ACH-000295,0.137833852501
ACH-000296,-0.0384398662671
ACH-000302,0.048935043700099996
ACH-000304,0.10563194899700001
ACH-000307,-0.0368417461477
ACH-000308,0.09006069558930001
ACH-000310,0.39475608752999997
ACH-000311,0.292108442831
ACH-000312,0.298110379411
ACH-000315,-0.00210922615772
ACH-000316,0.161031710048
ACH-000317,0.0234551354672
ACH-000318,0.235590422828
ACH-000319,0.037747183939699995
ACH-000320,0.397589024897
ACH-000322,-0.444747067547
ACH-000323,0.148178363268
ACH-000324,0.15917799778
