,PRX (57716)
ACH-000004,-0.17263816966099998
ACH-000007,-0.118248361577
ACH-000009,-0.261826284595
ACH-000011,-0.240714670053
ACH-000012,-0.125174997863
ACH-000013,-0.717871951031
ACH-000014,-0.268312811653
ACH-000015,-0.405770421041
ACH-000017,-0.24501465617899998
ACH-000018,-0.18774532618099998
ACH-000019,-0.192538774606
ACH-000021,-0.302448727969
ACH-000022,-0.273782560588
ACH-000025,0.0174471117333
ACH-000028,-0.27812919505399997
ACH-000030,-0.334796501725
ACH-000035,-0.256272352949
ACH-000036,-0.0207681549305
ACH-000037,-0.158413497966
ACH-000039,-0.0981981877816
ACH-000040,-0.22031123080499998
ACH-000041,-0.341629760163
ACH-000042,-0.0983444559142
ACH-000045,-0.334299879553
ACH-000047,-0.360923497886
ACH-000052,-0.0339049373777
ACH-000053,-0.168849154455
ACH-000054,-0.257315998462
ACH-000055,-0.34814299459700004
ACH-000060,-0.30191430382199996
ACH-000067,-0.323890087354
ACH-000070,0.0018416618602999997
ACH-000075,-0.326261559169
ACH-000078,-0.116020330249
ACH-000082,-0.36300585725699996
ACH-000085,-0.446016716154
ACH-000086,-0.11964117024
ACH-000087,0.011564026258499999
ACH-000092,-0.24895513011999998
ACH-000095,-0.157505249242
ACH-000097,-0.382579956589
ACH-000098,-0.41118962495399997
ACH-000099,-0.228131980315
ACH-000108,-0.37297172238799997
ACH-000113,-0.140847130746
ACH-000115,-0.168670010161
ACH-000116,-0.16797510556499998
ACH-000118,-0.300662647494
ACH-000120,-0.349080926706
ACH-000123,-0.137481403433
ACH-000127,-0.267697720711
ACH-000128,-0.08461978976029999
ACH-000132,-0.34889714435
ACH-000133,-0.277520371206
ACH-000137,-0.398992227884
ACH-000138,-0.3370800125
ACH-000142,-0.35355835230300003
ACH-000143,-0.414054995782
ACH-000146,-0.13245422487199998
ACH-000148,-0.162410448444
ACH-000150,-0.24704925231999997
ACH-000152,-0.314559176129
ACH-000153,-0.6316305523219999
ACH-000159,-0.195171175898
ACH-000160,-0.34520044720299997
ACH-000163,-0.284225494223
ACH-000167,-0.427725939596
ACH-000168,-0.114667846156
ACH-000169,-0.174749666665
ACH-000178,-0.24177998176100002
ACH-000182,-0.28814704147799997
ACH-000183,-0.188421107118
ACH-000188,-0.25507301993299997
ACH-000189,-0.00230081647565
ACH-000190,-0.458936197835
ACH-000198,-0.18990004622900003
ACH-000204,-0.11085832577299999
ACH-000206,-0.15670926650800002
ACH-000207,-0.111312167519
ACH-000211,-0.125404209438
ACH-000215,-0.14365983583699998
ACH-000221,-0.45221159621699997
ACH-000222,-0.296560562544
ACH-000223,-0.142647913474
ACH-000226,-0.218574085524
ACH-000227,-0.0304883647856
ACH-000228,-0.302192967894
ACH-000231,-0.0731122104595
ACH-000232,-0.26179105313900003
ACH-000233,-0.189855514885
ACH-000234,-0.543587056153
ACH-000235,-0.307401958049
ACH-000237,-0.169589054228
ACH-000238,-0.102369583431
ACH-000243,-0.139155622214
ACH-000244,-0.40594481276199995
ACH-000246,-0.392016851439
ACH-000248,-0.249760635259
ACH-000250,-0.298494772765
ACH-000251,-0.291090791197
ACH-000253,-0.26360632194899997
ACH-000255,-0.33598914164300003
ACH-000256,-0.323146328498
ACH-000257,-0.113835719593
ACH-000258,-0.17193336697500003
ACH-000259,-0.287017554171
ACH-000260,-0.23619651814800002
ACH-000261,-0.37534214337
ACH-000262,-0.252312178294
ACH-000263,-0.0928666408667
ACH-000264,-0.200145872629
ACH-000265,-0.334720394568
ACH-000266,-0.270573100305
ACH-000272,-0.173679474527
ACH-000273,-0.245932983097
ACH-000274,-0.257220892523
ACH-000277,-0.154033143729
ACH-000278,-0.110134427354
ACH-000279,-0.121334408324
ACH-000280,-0.450788737738
ACH-000281,-0.266778825915
ACH-000288,-0.157251491126
ACH-000291,-0.253047964387
ACH-000293,-0.9591037062219999
ACH-000294,-0.111812846858
ACH-000295,-0.07979218913960001
ACH-000296,-0.165865906577
ACH-000302,-0.6302104121859999
ACH-000304,-0.30371198662099996
ACH-000307,-0.174673904968
ACH-000308,-0.299030706104
ACH-000310,-0.389333376232
ACH-000311,-0.17008651441199998
ACH-000312,-0.0793331499223
ACH-000315,-0.11922799253699999
ACH-000316,0.013285005570399999
ACH-000317,0.152254396589
ACH-000318,-0.449999961038
ACH-000319,-0.23359521435400002
ACH-000320,-0.0621679136319
ACH-000322,-0.00715463385958
ACH-000323,-0.126805752061
ACH-000324,-0.14074205066099998
ACH-000329,-0.172099867508
ACH-000330,-0.21738307800599999
ACH-000331,-0.19287270316100003
ACH-000332,-0.31474040362399996
ACH-000334,-0.114223540219
ACH-000335,-0.391027668165
ACH-000336,0.052680113197800006
ACH-000337,-0.096399725633
ACH-000339,-0.26797413923
ACH-000341,-0.563006406945
ACH-000348,-0.223529105454
ACH-000350,-0.248595405099
ACH-000352,-0.116378121938
ACH-000356,-0.39664275215000006
ACH-000361,-0.241103726168
ACH-000362,-0.31085906215500003
ACH-000363,-0.304567451359
ACH-000364,-0.238094894172
ACH-000365,-0.21950204534499998
ACH-000366,-0.464282250435
ACH-000368,0.022489966136500002
ACH-000374,-0.041607605111099996
ACH-000375,-0.237638281119
ACH-000376,-0.229657542541
ACH-000381,-0.191556822927
ACH-000383,-0.255015653951
ACH-000387,-0.107354797301
ACH-000389,-0.336636556967
ACH-000390,-0.27677829673300003
ACH-000393,-0.36349532750600005
ACH-000395,-0.19919530505199998
ACH-000397,-0.303097403382
ACH-000401,-0.30715075362
ACH-000402,0.35545523774899995
ACH-000403,-0.201829524296
ACH-000404,-0.23898029841999996
ACH-000406,-0.141334599265
ACH-000407,-0.129179685125
ACH-000408,-0.5435727633199999
ACH-000410,-0.154118023079
ACH-000411,-0.406644015558
ACH-000414,-0.30026304796
ACH-000415,-0.19845149275899998
ACH-000416,-0.277576614174
ACH-000420,-0.373226324031
ACH-000421,-0.307279336843
ACH-000424,-0.338500584863
ACH-000425,-0.233427431005
ACH-000426,-0.30008990606400004
ACH-000427,-0.40211876428300003
ACH-000433,-0.253110953952
ACH-000436,-0.186826147637
ACH-000444,-0.213437590563
ACH-000445,-0.07228267259610001
ACH-000448,-0.346398484189
ACH-000450,-0.340111435053
ACH-000452,-0.22970825764299999
ACH-000454,-0.0560211741944
ACH-000458,-0.293094456907
ACH-000459,-0.265917448631
ACH-000460,-0.238825407342
ACH-000461,-0.0959126406903
ACH-000463,-0.106556660262
ACH-000464,-0.40884973859800006
ACH-000466,-0.258657360088
ACH-000467,-0.110640640921
ACH-000468,-0.306387031296
ACH-000469,-0.305353131268
ACH-000470,-0.392572462139
ACH-000471,-0.348166863748
ACH-000472,-0.438770770298
ACH-000473,-0.439127603374
ACH-000475,-0.275714175085
ACH-000476,-0.24805737125100003
ACH-000477,-0.20508500056200002
ACH-000480,-0.133898683926
ACH-000481,-0.08912014959629999
ACH-000483,0.103028569437
ACH-000484,-0.261168184696
ACH-000485,-0.5023922459269999
ACH-000486,-0.37067324575800004
ACH-000487,-0.112589884338
ACH-000488,-0.23383820938299998
ACH-000490,-0.285748063427
ACH-000491,-0.18886733435400002
ACH-000495,-0.158982313778
ACH-000496,-0.197903180643
ACH-000499,-0.44071600023
ACH-000500,-0.132556124679
ACH-000502,-0.291091865321
ACH-000503,-0.144016701774
ACH-000505,-0.24485394945900002
ACH-000507,-0.21675998244000003
ACH-000510,-0.658686424524
ACH-000511,-0.306678776672
ACH-000512,0.16573648047700001
ACH-000516,-0.262283584372
ACH-000517,-0.293462183173
ACH-000518,-0.436681822108
ACH-000520,-0.344800518162
ACH-000521,-0.11924232578400001
ACH-000522,-0.31888013573699997
ACH-000524,-0.261338894883
ACH-000527,-0.247203714255
ACH-000528,-0.0741290909968
ACH-000537,-0.258128863565
ACH-000541,-0.09121260647780001
ACH-000542,-0.279165153264
ACH-000544,-0.272416303426
ACH-000545,-0.322360817493
ACH-000547,-0.059508352324
ACH-000548,-0.279144081796
ACH-000549,-0.14974065033700001
ACH-000550,-0.19378690140299998
ACH-000552,-0.384760697213
ACH-000556,-0.363622520166
ACH-000557,-0.19230725996800002
ACH-000570,-0.220105199837
ACH-000571,-0.415272055559
ACH-000573,-0.24791979190699998
ACH-000576,-0.199769737874
ACH-000580,-0.117195237984
ACH-000584,-0.490509376319
ACH-000585,-0.327327829392
ACH-000588,-0.433887734792
ACH-000589,-0.31683501298300004
ACH-000591,-0.170853221367
ACH-000593,-0.22995876461
ACH-000600,-0.174528858724
ACH-000601,-0.156096560929
ACH-000604,-0.35240637680299997
ACH-000605,-0.43658546559699996
ACH-000606,-0.250120330708
ACH-000608,-0.178642494932
ACH-000614,-0.265827175107
ACH-000616,-0.322187845769
ACH-000618,-0.231094696046
ACH-000619,0.0656569001214
ACH-000620,-0.581472471615
ACH-000621,-0.38567956647
ACH-000622,-0.176950186382
ACH-000623,-0.378051191268
ACH-000624,-0.14275837439
ACH-000627,-0.201413417349
ACH-000630,-0.114408917311
ACH-000632,-0.254044865366
ACH-000633,-0.00521226022869
ACH-000637,-0.16013473491900002
ACH-000638,-0.20175557128600002
ACH-000646,-0.42481154760300005
ACH-000647,-0.171730883108
ACH-000648,-0.013663894673299998
ACH-000649,-0.31751150536999995
ACH-000651,-0.253979021977
ACH-000652,-0.298992828846
ACH-000653,-0.253531956916
ACH-000657,-0.30683197764000003
ACH-000658,-0.118341592414
ACH-000661,-0.216664753006
ACH-000662,-0.17123056813999998
ACH-000663,-0.385095592356
ACH-000665,-0.22588854498799998
ACH-000671,-0.246590401721
ACH-000673,-0.204081078551
ACH-000676,-0.121173813475
ACH-000677,-0.263677388408
ACH-000681,-0.604030610808
ACH-000682,-0.351874153063
ACH-000683,-0.12242387216499999
ACH-000684,0.122721288606
ACH-000688,0.00287155169643
ACH-000693,-0.255381908991
ACH-000694,-0.228006749022
ACH-000695,-0.45084628952699995
ACH-000696,-0.18849557525400001
ACH-000697,-0.18615672688999998
ACH-000699,-0.334117199315
ACH-000701,-0.30672851489
ACH-000706,-0.239323618735
ACH-000711,-0.358295729344
ACH-000713,-0.294575670696
ACH-000714,-0.23050695031100002
ACH-000718,-0.149937687918
ACH-000720,-0.22579821702300001
ACH-000721,-0.23427662752300002
ACH-000724,-0.39741406852600003
ACH-000725,-0.231665595839
ACH-000732,-0.101379077661
ACH-000734,-0.470449316815
