,CRK (1398)
ACH-000004,-0.046815592849699994
ACH-000007,-0.331713793837
ACH-000009,-0.793080520488
ACH-000011,-0.24277805455499998
ACH-000012,-0.21889171007
ACH-000013,-0.0433561086195
ACH-000014,-0.130575998075
ACH-000015,-0.223752760246
ACH-000017,-0.0417902691519
ACH-000018,-0.246783951703
ACH-000019,-0.382289120755
ACH-000021,0.192627266006
ACH-000022,-0.115616751717
ACH-000025,-0.933045241486
ACH-000028,-0.22472070573000003
ACH-000030,-0.23944567406599998
ACH-000035,-0.26084292406
ACH-000036,-0.828138702897
ACH-000037,0.047397119052999995
ACH-000039,-0.100939279166
ACH-000040,-0.316379147329
ACH-000041,0.0676222818429
ACH-000042,0.00192068796796
ACH-000045,-0.28921307087
ACH-000047,-0.24795542897599998
ACH-000052,-0.206537835477
ACH-000053,-0.013508714740600001
ACH-000054,-0.124261487326
ACH-000055,-0.041401418467199996
ACH-000060,-0.924742629687
ACH-000067,-0.696462092265
ACH-000070,-0.154990404522
ACH-000075,0.018250660359900004
ACH-000078,-0.12363343408500001
ACH-000082,-0.10392542581
ACH-000085,-0.34081750500200003
ACH-000086,-0.0397542368844
ACH-000087,-0.33661715741099996
ACH-000092,-0.23069326897700002
ACH-000095,-0.220295541848
ACH-000097,-0.07273854970049999
ACH-000098,-0.5994771784049999
ACH-000099,-0.156665552513
ACH-000108,-0.441406951245
ACH-000113,-0.18843631309300002
ACH-000115,0.0866321186965
ACH-000116,-0.0843795943863
ACH-000118,-0.711992069903
ACH-000120,-0.219835194597
ACH-000123,-0.027644273752200004
ACH-000127,-0.146212741996
ACH-000128,-0.415570631281
ACH-000132,-0.941339831425
ACH-000133,-0.374339459895
ACH-000137,-0.406434057802
ACH-000138,-0.38603963872599995
ACH-000142,-0.221954009783
ACH-000143,-0.122269125882
ACH-000146,0.00438547943566
ACH-000148,0.036977691911400004
ACH-000150,-0.443130293002
ACH-000152,-0.415758136385
ACH-000153,0.126313334659
ACH-000159,-0.185981455553
ACH-000160,0.166956535519
ACH-000163,-0.259031298492
ACH-000167,-0.260643799197
ACH-000168,0.07539240965699999
ACH-000169,-0.145174291951
ACH-000178,-0.413596228358
ACH-000182,-0.16774106627399998
ACH-000183,-0.158436279097
ACH-000188,-0.039022438575
ACH-000189,-0.494621479132
ACH-000190,-0.330765681505
ACH-000198,-0.257781507221
ACH-000204,-0.325566349047
ACH-000206,-0.208981948246
ACH-000207,-0.2400988154
ACH-000211,-0.138249543143
ACH-000215,-0.15983896541099998
ACH-000221,-0.0337506791649
ACH-000222,-0.343639873484
ACH-000223,-0.0527504814659
ACH-000226,-0.0746840553531
ACH-000227,0.0807919100705
ACH-000228,-0.8610524326700001
ACH-000231,0.12204274269300001
ACH-000232,-0.389769600572
ACH-000233,-0.0965329452645
ACH-000234,-0.259889307738
ACH-000235,-0.253666262163
ACH-000237,-0.158555467442
ACH-000238,-0.08959948668610002
ACH-000243,-0.0410734789584
ACH-000244,-0.715109124611
ACH-000246,-0.38732794065
ACH-000248,-0.104071133941
ACH-000250,-0.30742235800900003
ACH-000251,-0.596874519715
ACH-000253,0.0558862733808
ACH-000255,-0.5057806118320001
ACH-000256,-0.0826870621265
ACH-000257,-0.173643385871
ACH-000258,0.133160670244
ACH-000259,-0.19880817685
ACH-000260,-0.263907011977
ACH-000261,-0.06618496014740001
ACH-000262,-0.197207396668
ACH-000263,-0.285609042879
ACH-000264,-0.0975511537896
ACH-000265,-0.24195409387400002
ACH-000266,-0.699174294958
ACH-000272,-0.704944148687
ACH-000273,-0.487187916257
ACH-000274,-0.18573057373100002
ACH-000277,-0.202860986787
ACH-000278,-0.38770962846
ACH-000279,-0.198638905823
ACH-000280,-1.1907691706899999
ACH-000281,-0.586171579544
ACH-000288,-0.697293028181
ACH-000291,-0.147305511419
ACH-000293,0.059654120138499994
ACH-000294,-0.0808163105566
ACH-000295,0.0961910028475
ACH-000296,-0.293721364706
ACH-000302,-0.17248789411200002
ACH-000304,0.0525842539159
ACH-000307,-0.189742459725
ACH-000308,-0.166997811187
ACH-000310,-0.097025069346
ACH-000311,-0.583229402501
ACH-000312,-0.2261021972
ACH-000315,0.183763385946
ACH-000316,-0.44826911350000004
ACH-000317,0.0115622644607
ACH-000318,-0.117580439687
ACH-000319,-0.36041283692000003
ACH-000320,-0.27229174223
ACH-000322,-0.125010355993
ACH-000323,-0.207070660548
ACH-000324,-0.302155217373
ACH-000329,-0.314861560462
ACH-000330,0.110474174769
ACH-000331,-0.506207744808
ACH-000332,0.0037259881054999998
ACH-000334,-0.0198140358358
ACH-000335,0.00935610201532
ACH-000336,-0.0689854132343
ACH-000337,0.185006489179
ACH-000339,-0.613233969886
ACH-000341,-0.09909801454600001
ACH-000348,-0.38574404522699995
ACH-000350,-0.20766259238600002
ACH-000352,-0.1568075695
ACH-000356,-0.201309894051
ACH-000361,-0.39810693714900003
ACH-000362,-0.13357889383899998
ACH-000363,0.059588504396000004
ACH-000364,-0.24060133464699998
ACH-000365,-0.12104540131699999
ACH-000366,-0.0539913524868
ACH-000368,0.0442083610832
ACH-000374,-0.08831107983619998
ACH-000375,-0.471762628639
ACH-000376,-0.18245571636500002
ACH-000381,-0.267424352499
ACH-000383,-0.1119729729
ACH-000387,0.0547191984086
ACH-000389,-0.501834689222
ACH-000390,0.005530806727720001
ACH-000393,-0.122068480626
ACH-000395,-0.812791448544
ACH-000397,-0.704829329791
ACH-000401,-0.324998497942
ACH-000402,-0.231432541669
ACH-000403,-0.201305130892
ACH-000404,-0.219230780745
ACH-000406,0.033249488480000006
ACH-000407,-0.467948374114
ACH-000408,-0.165378043986
ACH-000410,-0.10817857648399999
ACH-000411,-0.425688105084
ACH-000414,-0.222718603343
ACH-000415,-0.302673386154
ACH-000416,-0.390706039951
ACH-000420,-0.605675790694
ACH-000421,-0.021950931854500002
ACH-000424,-0.210307071486
ACH-000425,-0.0998258729189
ACH-000426,-0.0671182916422
ACH-000427,-0.14211664704000002
ACH-000433,-1.16884399529
ACH-000436,0.0505273239757
ACH-000444,-0.145698104085
ACH-000445,-0.0641155984947
ACH-000448,0.0337615058677
ACH-000450,-0.06830703635369999
ACH-000452,-0.0899577123614
ACH-000454,-0.43312701047700003
ACH-000458,-0.028117956535099995
ACH-000459,-0.499115428698
ACH-000460,-0.452908451091
ACH-000461,-0.132233970836
ACH-000463,-0.396826237452
ACH-000464,-0.17513530082000003
ACH-000466,-1.10679722207
ACH-000467,-0.10770804767000002
ACH-000468,-1.02234774686
ACH-000469,-0.543868111543
ACH-000470,-0.299097650626
ACH-000471,-0.440328675588
ACH-000472,0.0657264945043
ACH-000473,-0.241020962023
ACH-000475,-0.413408645015
ACH-000476,-0.454032782691
ACH-000477,-0.300480395804
ACH-000480,-0.134002931205
ACH-000481,-0.0058987669006099995
ACH-000483,0.08311986025530001
ACH-000484,0.582915680678
ACH-000485,-0.344829994978
ACH-000486,-0.237963789167
ACH-000487,-0.134459777467
ACH-000488,-0.0164570479323
ACH-000490,-0.322569559032
ACH-000491,0.07836617988939999
ACH-000495,-0.371214837478
ACH-000496,-0.41101325296400004
ACH-000499,-0.038617452618900004
ACH-000500,-0.303074839967
ACH-000502,-0.753416702802
ACH-000503,-0.212768550286
ACH-000505,-0.639194020155
ACH-000507,-0.333894945262
ACH-000510,-0.0834590952319
ACH-000511,-0.714270431973
ACH-000512,0.07056739871380001
ACH-000516,-0.116603231219
ACH-000517,-0.07749527488810001
ACH-000518,-0.320684200105
ACH-000520,-0.23725011301600002
ACH-000521,-0.467724343925
ACH-000522,-0.560461938959
ACH-000524,-0.373128740966
ACH-000527,-0.268326321233
ACH-000528,-0.12445832065300001
ACH-000537,-0.84609594148
ACH-000541,0.0252624279817
ACH-000542,-0.611203230039
ACH-000544,-0.205592426695
ACH-000545,-0.290574992361
ACH-000547,0.0131313541909
ACH-000548,-0.204330520929
ACH-000549,-0.308205515759
ACH-000550,-0.262746521483
ACH-000552,-0.266970486712
ACH-000556,-0.10441722168999999
ACH-000557,0.11643731564000001
ACH-000570,-0.666879458558
ACH-000571,-0.422744676603
ACH-000573,-0.0440599702828
ACH-000576,-0.00806046424055
ACH-000580,0.212250774206
ACH-000584,-0.200566152097
ACH-000585,-0.419340854302
ACH-000588,-0.230976847016
ACH-000589,-0.0223732849777
ACH-000591,-0.440334158823
ACH-000593,-0.144047072509
ACH-000600,-0.48758285361299997
ACH-000601,-0.38179489196099997
ACH-000604,-0.0574521177463
ACH-000605,-0.135241370642
ACH-000606,0.00108934948239
ACH-000608,-0.676261543988
ACH-000614,-0.0742397760745
ACH-000616,-0.0915584934212
ACH-000618,-0.19520840414700003
ACH-000619,-0.22595620934799998
ACH-000620,-0.290563904345
ACH-000621,-0.331802407362
ACH-000622,0.022875751270499997
ACH-000623,-0.45457687472400005
ACH-000624,-0.18226530601
ACH-000627,-0.954120360263
ACH-000630,-0.8822362479320001
ACH-000632,-0.334371518384
ACH-000633,-0.233235895999
ACH-000637,0.154603798203
ACH-000638,-0.00977851626155
ACH-000646,-0.521031277556
ACH-000647,0.22874650944299998
ACH-000648,-0.264586202331
ACH-000649,-0.0957879929322
ACH-000651,-0.141681246854
ACH-000652,-0.21171020395100001
ACH-000653,-0.07009254152319999
ACH-000657,-0.413458007069
ACH-000658,-0.00300282257555
ACH-000661,0.11094973527100001
ACH-000662,-0.18785505585999998
ACH-000663,-0.33976353719400004
ACH-000665,-0.164156841337
ACH-000671,-0.32989484642
ACH-000673,-0.124497160868
ACH-000676,0.0861624956151
ACH-000677,-0.301060241813
ACH-000681,-0.677043866
ACH-000682,0.0450493717599
ACH-000683,0.20761370992800002
ACH-000684,-0.632511577808
ACH-000688,-0.863392049654
ACH-000693,-0.296684838142
ACH-000694,0.0473359181329
ACH-000695,-0.135552382669
ACH-000696,-0.172952149641
ACH-000697,-0.5558334906660001
ACH-000699,-0.020364239126799997
ACH-000701,0.0159829366647
ACH-000706,-0.221195857196
ACH-000711,-0.140335807836
ACH-000713,-0.00789036333186
ACH-000714,-0.039325271571400006
ACH-000718,-0.246551130423
ACH-000720,-0.327204587492
ACH-000721,-0.22716212428000004
ACH-000724,-0.598470084358
ACH-000725,-0.140387050223
ACH-000732,-0.18298192793200002
ACH-000734,-0.0987740872424
ACH-000735,-0.363290305365
ACH-000736,-0.26817462276099996
ACH-000738,-0.14458967682499999
ACH-000746,0.050098685461499995
