,MAP1LC3B (81631)
ACH-000341,-0.553238193066
ACH-000348,-0.302160167498
ACH-000350,-0.392761171723
ACH-000352,-0.44045553958000006
ACH-000356,-0.44511403594899995
ACH-000361,-0.445669328689
ACH-000362,-0.35914613430799996
ACH-000363,-0.2427571912
ACH-000364,-0.319272405734
ACH-000365,-0.417741103261
ACH-000366,-0.457857978461
ACH-000368,-0.531484618368
ACH-000374,-0.252585475117
ACH-000375,-0.331504873276
ACH-000376,-0.40654638474200006
ACH-000381,-0.56083853866
ACH-000383,-0.35274312370099997
ACH-000387,-0.47237114556599996
ACH-000389,-0.626921316469
ACH-000390,-0.449486247049
ACH-000393,-0.382118334474
ACH-000395,-0.438281224636
ACH-000397,-0.33974261979099996
ACH-000401,-0.45908098869999997
ACH-000402,-0.28361384911
ACH-000403,-0.479280764588
ACH-000404,-0.17468491340199999
ACH-000406,-0.34232412887900004
ACH-000407,-0.645162177162
ACH-000408,-0.184637988509
ACH-000410,-0.286324990297
ACH-000411,-0.193115003998
ACH-000414,-0.180460904743
ACH-000415,-0.20223423949799998
ACH-000416,-0.47042717287
ACH-000420,-0.330511605993
ACH-000421,-0.367127162028
ACH-000424,-0.41855206191
ACH-000425,-0.357187071521
ACH-000426,-0.0798547099577
ACH-000427,-0.5382455452839999
ACH-000433,-0.373340720051
ACH-000436,-0.324655336428
ACH-000444,-0.31637017724
ACH-000445,-0.40728739223000004
ACH-000448,-0.366357077013
ACH-000450,-0.39361898069
ACH-000452,-0.316180159345
ACH-000454,-0.30520648441799997
ACH-000458,-0.31612394379500003
ACH-000459,-0.151845344253
ACH-000460,-0.34240586572899995
ACH-000461,-0.357868441832
ACH-000463,-0.433385167209
ACH-000464,-0.43548743993999994
ACH-000466,-0.319851330113
ACH-000467,-0.47872489278999997
ACH-000468,-0.7094855768100001
ACH-000469,-0.532261834044
ACH-000470,-0.148548590703
ACH-000471,-0.412719688919
ACH-000472,-0.363063874251
ACH-000473,-0.37386451688699995
ACH-000475,-0.47391225813999993
ACH-000476,-0.385171816762
ACH-000477,-0.391090140931
ACH-000480,-0.545118144349
ACH-000481,-0.41883602601
ACH-000483,-0.40881450962
ACH-000484,-0.186812436437
ACH-000485,-0.481898271348
ACH-000486,-0.232650032772
ACH-000487,-0.296313446653
ACH-000488,-0.41487023358
ACH-000490,-0.266342550058
ACH-000491,-0.279951905168
ACH-000495,-0.18207563092700002
ACH-000496,-0.193120575539
ACH-000499,-0.35039911397
ACH-000500,-0.16897571223400001
ACH-000502,-0.37967395434600004
ACH-000503,-0.7170328348389999
ACH-000505,-0.500082085629
ACH-000507,-0.345214515516
ACH-000510,-0.35999518281900006
ACH-000511,-0.362358221824
ACH-000512,-0.26012684406500003
ACH-000516,-0.336692590018
ACH-000517,-0.252930628728
ACH-000518,-0.22957530973
ACH-000520,-0.286101192405
ACH-000521,-0.306227140835
ACH-000522,-0.475766460773
ACH-000524,-0.38557894136299997
ACH-000527,-0.34205236062399996
ACH-000528,-0.40336851225299997
ACH-000537,-0.522355965159
ACH-000541,-0.437663339976
ACH-000542,-0.435492293477
ACH-000544,-0.5146077772100001
ACH-000545,-0.37302885325199997
ACH-000547,-0.115764837589
ACH-000548,-0.455119670212
ACH-000549,-0.41096008655
ACH-000550,-0.255084357097
ACH-000552,-0.307094914515
ACH-000556,-0.33571307993199995
ACH-000557,-0.49448471111500003
ACH-000570,-0.373776646356
ACH-000571,-0.347691581413
ACH-000573,-0.5060183467029999
ACH-000576,-0.328930235698
ACH-000580,-0.33138156586999995
ACH-000584,-0.39611141057
ACH-000585,-0.5190349191100001
ACH-000588,-0.162156228577
ACH-000589,-0.47132327714500005
ACH-000591,-0.387323888801
ACH-000593,-0.281215717262
ACH-000600,-0.164662098837
ACH-000601,-0.450444724162
ACH-000604,-0.009753424151110001
ACH-000605,-0.522001698939
ACH-000606,-0.22204270241500002
ACH-000608,-0.368032823098
ACH-000614,-0.292904248044
ACH-000616,-0.323271092518
ACH-000618,-0.43228626116499996
ACH-000619,-0.282414798845
ACH-000620,-0.463370612356
ACH-000621,-0.5915409131830001
ACH-000622,-0.29857168971500003
ACH-000623,-0.30620223700800003
ACH-000624,-0.36932311669699996
ACH-000627,-0.23827521556200001
ACH-000630,-0.402885349552
ACH-000632,-0.32674980471500004
ACH-000633,-0.418457525091
ACH-000637,-0.374346340296
ACH-000638,-0.249584030376
ACH-000646,-0.079963014594
ACH-000647,-0.355445521813
ACH-000648,-0.213762572672
ACH-000649,-0.338900426287
ACH-000651,-0.473227910841
ACH-000652,-0.520468817509
ACH-000653,-0.361402907193
ACH-000657,-0.46909246985799996
ACH-000658,-0.392710762234
ACH-000661,-0.559431034089
ACH-000662,-0.62459665969
ACH-000663,-0.243746634252
ACH-000665,-0.212139113905
ACH-000671,-0.160457807208
ACH-000673,-0.223578457002
ACH-000676,-0.347085589722
ACH-000677,-0.220513380535
ACH-000681,-0.29829049736900004
ACH-000682,-0.414402527293
ACH-000683,-0.624388392712
ACH-000684,-0.0774623776551
ACH-000688,-0.462315550647
ACH-000693,-0.31813276235599997
ACH-000694,-0.469436927068
ACH-000695,-0.534647857294
ACH-000696,-0.363904920995
ACH-000697,-0.475691276348
ACH-000699,-0.40193626024499995
ACH-000701,-0.405875544521
ACH-000706,-0.44256502714400003
ACH-000711,-0.328233665405
ACH-000713,-0.346760808861
ACH-000714,-0.193927444502
ACH-000718,-0.201924141424
ACH-000720,-0.25321383708
ACH-000721,-0.325157461473
ACH-000724,-0.320709463839
ACH-000725,-0.24758839004299998
ACH-000732,-0.320638857814
ACH-000734,-0.225727249457
ACH-000735,-0.36740593781099995
ACH-000736,-0.462688151642
ACH-000738,-0.38992923642800004
ACH-000746,-0.20222814522
ACH-000747,-0.342129987393
ACH-000748,-0.474976599942
ACH-000753,-0.454083287982
ACH-000756,-0.428432428348
ACH-000757,-0.344642486972
ACH-000758,-0.46553994167499996
ACH-000760,-0.711368612343
ACH-000763,-0.138609052649
ACH-000764,-0.559727317446
ACH-000765,-0.384629017508
ACH-000766,-0.340820741616
ACH-000767,-0.362354190779
ACH-000768,-0.498950389803
ACH-000769,-0.267502522271
ACH-000770,-0.237119995812
ACH-000771,-0.338439481557
ACH-000773,-0.423139761013
ACH-000776,-0.26225024459
ACH-000777,-0.582409387639
ACH-000778,-0.42404383862800005
ACH-000781,-0.357108077481
ACH-000782,-0.298974026028
ACH-000783,-0.43934910377499997
ACH-000784,-0.378354787617
ACH-000785,-0.700067789492
ACH-000787,-0.38326819380500005
ACH-000788,-0.445349099981
ACH-000791,-0.323030515471
ACH-000792,-0.278712451422
ACH-000794,-0.426689385993
ACH-000796,-0.393394031729
ACH-000799,-0.26235034720600003
ACH-000800,-0.44358177447499997
ACH-000802,-0.485779878857
ACH-000804,-0.39504353802599995
ACH-000805,-0.334265553067
ACH-000809,-0.333223861675
ACH-000810,-0.331406222362
ACH-000811,-0.48585217567199995
ACH-000817,-0.593737133397
ACH-000819,-0.637395908762
ACH-000820,-0.35413798126999996
ACH-000821,-0.29327168653
ACH-000822,-0.369223755326
ACH-000823,-0.42146337229999997
ACH-000824,-0.5257560446840001
ACH-000827,-0.387082270353
ACH-000829,-0.328499856154
ACH-000831,-0.43578179635200004
ACH-000832,-0.244339437846
ACH-000833,-0.26450355161999994
ACH-000834,-0.496266936447
ACH-000835,-0.335700734082
ACH-000836,-0.292502164778
ACH-000837,-0.36428469856299994
ACH-000838,-0.10300528091399999
ACH-000839,-0.417440109486
ACH-000840,-0.17871578253800002
ACH-000841,-0.360697627313
ACH-000843,-0.320788176794
ACH-000846,-0.205133635686
ACH-000847,-0.406796135805
ACH-000848,-0.353687512473
ACH-000849,-0.304715503382
ACH-000851,-0.394570084222
ACH-000855,-0.294806074022
ACH-000856,-0.612518080118
ACH-000858,-0.330229653703
ACH-000859,-0.504227913633
ACH-000861,-0.414394894084
ACH-000862,-0.515361498223
ACH-000865,-0.38791110979800003
ACH-000866,-0.430696257905
ACH-000867,-0.276628377011
ACH-000869,-0.36119696270499996
ACH-000872,-0.36378476559199996
ACH-000873,-0.462998582253
ACH-000876,-0.238893537027
ACH-000878,-0.145045274566
ACH-000880,-0.37134671320699997
ACH-000881,-0.19830265422
ACH-000882,-0.395549088002
ACH-000884,-0.36664112824
ACH-000885,-0.31572455417
ACH-000887,-0.302531229538
ACH-000888,-0.403967138306
ACH-000889,-0.359127750225
ACH-000890,-0.444593045718
ACH-000896,-0.42835213788099996
ACH-000898,-0.29400331777800004
ACH-000900,-0.431207846944
ACH-000901,-0.35579022279600003
ACH-000905,-0.31783807073000003
ACH-000906,-0.528802764477
ACH-000907,-0.345409418111
ACH-000910,-0.257521860101
ACH-000911,-0.303834702342
ACH-000912,-0.289009811746
ACH-000913,-0.305258473493
ACH-000915,-0.447825198005
ACH-000916,-0.657016615692
ACH-000917,-0.37494704774099996
ACH-000921,-0.316084279416
ACH-000924,-0.411061311242
ACH-000926,-0.480330536444
ACH-000928,-0.325621042488
ACH-000929,-0.307187899643
ACH-000932,-0.424323496066
ACH-000935,-0.117054217622
ACH-000936,-0.493769532013
ACH-000937,-0.365007254422
ACH-000938,-0.298395766709
ACH-000939,-0.675225626733
ACH-000941,-0.447305434075
ACH-000943,-0.34601066262900004
ACH-000946,-0.448092210137
ACH-000947,-0.433780952404
ACH-000948,-0.388330562667
ACH-000950,-0.134798549415
ACH-000953,-0.399186362497
ACH-000957,-0.439364532121
ACH-000958,-0.449283187209
ACH-000960,-0.0710295757723
ACH-000963,-0.346135065745
ACH-000968,-0.366519383828
ACH-000969,-0.304078197957
ACH-000973,-0.231056005017
ACH-000974,-0.384293724702
ACH-000975,-0.406869961973
ACH-000976,-0.5807752775399999
ACH-000978,-0.149426445743
ACH-000980,-0.583901441125
ACH-000984,-0.564896158107
ACH-000986,-0.19745686059099998
ACH-000988,-0.42694351089599997
ACH-000993,-0.464288299801
ACH-000994,-0.16689506095
ACH-000996,-0.656785631025
ACH-001001,-0.393869823642
ACH-001020,0.149920399263
ACH-001028,-0.292827568936
ACH-001031,-0.412857637345
ACH-001038,-0.522513946935
ACH-001048,-0.343616641682
ACH-001050,-0.37197906701800004
ACH-001053,-0.364793111938
ACH-001054,-0.37216175007299995
ACH-001061,-0.309695856685
ACH-001067,-0.15435934568
ACH-001075,-0.560477206806
ACH-001096,-0.508779672831
ACH-001128,-0.316826792654
ACH-001134,-0.436261985526
ACH-001151,-0.341477939849
ACH-001163,-0.465048980919
ACH-001164,-0.179521849664
ACH-001173,-0.388524652711
ACH-001183,-0.290855571672
ACH-001184,-0.506983141891
ACH-001190,-0.218234980386
ACH-001192,-0.30762517066
ACH-001193,-0.30969064420000003
ACH-001196,-0.469059880754
ACH-001197,-0.419899964034
ACH-001205,-0.407490166161
ACH-001211,-0.1620864175
ACH-001212,-0.35496011019699997
ACH-001228,-0.404996453283
ACH-001232,-0.290556720887
ACH-001239,-0.313912007461
ACH-001274,-0.238233879682
ACH-001275,-0.29585863113899996
ACH-001277,-0.08634892545569998
ACH-001278,-0.406608013876
ACH-001280,-0.378309083411
ACH-001283,-0.250319163818
ACH-001289,-0.459191429227
ACH-001295,-0.453355656722
ACH-001300,-0.5042870646540001
ACH-001301,-0.243128697133
ACH-001302,-0.319345186828
ACH-001303,-0.45715774486199995
ACH-001306,-0.296646392995
ACH-001318,-0.236867499603
ACH-001322,-0.378928889009
ACH-001328,-0.252799423185
ACH-001332,-0.283200620378
ACH-001333,-0.350089227017
ACH-001336,-0.434761272201
ACH-001340,-0.250834802026
ACH-001346,-0.32755587786400003
ACH-001353,-0.111434570861
ACH-001354,-0.406191612499
ACH-001367,-0.49943011156800005
ACH-001368,-0.322099683779
ACH-001374,-0.7928615627410001
ACH-001375,-0.2907052566
ACH-001377,-0.462109104233
ACH-001380,-0.450456192871
ACH-001391,-0.688502341102
ACH-001407,-0.246246571382
ACH-001408,-0.5538351356660001
ACH-001413,-0.477367337712
ACH-001430,-0.126299197334
ACH-001431,-0.324494958658
ACH-001450,-0.478970606801
ACH-001496,-0.23477237791299999
ACH-001500,-0.19094548953600002
ACH-001521,-0.5660134739289999
ACH-001523,-0.38442845761
ACH-001532,-0.287836232401
ACH-001536,-0.66159135247
ACH-001550,-0.415553321206
ACH-001552,-0.688730719489
ACH-001554,-0.509043618167
ACH-001645,-0.307071110862
ACH-001654,-0.250568931486
ACH-001715,-0.259439420941
ACH-001735,-0.463645002487
ACH-001736,-0.429642718041
ACH-001737,-0.327808544903
ACH-001740,-0.534644064626
ACH-001745,-0.315792249598
ACH-001750,-0.319116460347
ACH-001765,-0.285735235156
ACH-001956,-0.0983654309471
ACH-001957,-0.393670907509
