,PSMB11 (122706)
ACH-000004,0.00314438855515
ACH-000007,-0.210671078287
ACH-000009,-0.18016175187300001
ACH-000011,-0.09893341770330001
ACH-000012,-0.19909950508699997
ACH-000013,-0.014622796019500001
ACH-000014,-0.250010373947
ACH-000015,-0.040704289701099995
ACH-000017,-0.07122309837310001
ACH-000018,-0.266749244398
ACH-000019,-0.0651909890691
ACH-000021,-0.10815499449
ACH-000022,-0.024012697486900002
ACH-000025,0.0335196432613
ACH-000028,0.020582476403700003
ACH-000030,-0.0441140603593
ACH-000035,-0.024102615517799998
ACH-000036,-0.180029215325
ACH-000037,0.24893281444200002
ACH-000039,-0.13425319733899999
ACH-000040,-0.12836494867999998
ACH-000041,-0.039695680316300004
ACH-000042,-0.162650459902
ACH-000045,-0.18499833217300002
ACH-000047,-0.100138710454
ACH-000052,-0.0886746943776
ACH-000053,0.0261975428482
ACH-000054,-0.0281039784045
ACH-000055,-0.0755522534145
ACH-000060,-0.291754338733
ACH-000067,-0.24917611962699998
ACH-000070,-0.211092700042
ACH-000075,0.122082757698
ACH-000078,0.00415778380065
ACH-000082,0.0637072233598
ACH-000085,0.010456626842100001
ACH-000086,-0.0318138641458
ACH-000087,-0.010274856166399999
ACH-000092,-0.0868634236146
ACH-000095,-0.08213256476269999
ACH-000097,-0.0776372144412
ACH-000098,-0.179164408921
ACH-000099,0.0375811251748
ACH-000108,0.0495448369108
ACH-000113,-0.195406570306
ACH-000115,-0.0386351256274
ACH-000116,0.041461776427199996
ACH-000118,-0.141941319854
ACH-000120,-0.08712869152529999
ACH-000123,-0.216741012615
ACH-000127,-0.130581923887
ACH-000128,-0.124966734424
ACH-000132,0.0725044522611
ACH-000133,-0.18753116741599998
ACH-000137,-0.0480602017158
ACH-000138,0.0122156050735
ACH-000142,0.0027699730696100003
ACH-000143,-0.18749821750300003
ACH-000146,-0.0519681791272
ACH-000148,-0.14269287740800002
ACH-000150,-0.0713123692523
ACH-000152,0.104718439367
ACH-000153,-0.468042885608
ACH-000159,-0.100131761581
ACH-000160,-0.207800862843
ACH-000163,-0.026766531978099996
ACH-000167,1.1336716339700001
ACH-000168,-0.0461981822303
ACH-000169,0.0261147356209
ACH-000178,0.0270491977606
ACH-000182,0.096463112186
ACH-000183,-0.09883347008099999
ACH-000188,0.0956905735288
ACH-000189,-0.168259784932
ACH-000190,-0.272003221472
ACH-000198,-0.09155367762599999
ACH-000204,0.100989227281
ACH-000206,-0.22587067492
ACH-000207,-0.06883390935530001
ACH-000211,-0.116075281856
ACH-000215,-0.0365815227475
ACH-000221,-0.190416323276
ACH-000222,-0.18402426676
ACH-000223,0.045438835410199996
ACH-000226,-0.200504907091
ACH-000227,0.0591895278926
ACH-000228,-0.25774692385000003
ACH-000231,-0.08329549921410001
ACH-000232,-0.0553750344592
ACH-000233,0.184439642154
ACH-000234,0.0588771122812
ACH-000235,-0.0704689597276
ACH-000237,0.203096931306
ACH-000238,0.0122487664078
ACH-000243,-0.210369925176
ACH-000244,0.09072303990769999
ACH-000246,-0.10660653305199999
ACH-000248,-0.0771322526091
ACH-000250,-0.18494597148800002
ACH-000251,0.014449425390200001
ACH-000253,0.05417775744390001
ACH-000255,-0.08607831697999999
ACH-000256,-0.207445717903
ACH-000257,-0.267501408233
ACH-000258,-0.0145446983731
ACH-000259,-0.10167749362
ACH-000260,-0.127882373193
ACH-000261,-0.08385330565860001
ACH-000262,-0.338085123072
ACH-000263,-0.23115417943799998
ACH-000264,-0.100247317262
ACH-000265,-0.0220681758409
ACH-000266,-0.0298397938619
ACH-000272,-0.08430314148769999
ACH-000273,0.0840438274924
ACH-000274,0.0599461087957
ACH-000277,-0.0008347333954560001
ACH-000278,-0.18606091743500003
ACH-000279,-0.07119669738510001
ACH-000280,-0.24233609769499997
ACH-000281,0.0427760887126
ACH-000288,-0.09259118289789998
ACH-000291,-0.0286800135511
ACH-000293,-0.140277826079
ACH-000294,-0.0845511497758
ACH-000295,-0.0331898824401
ACH-000296,0.0346897024426
ACH-000302,0.091893405228
ACH-000304,-0.11188935942099999
ACH-000307,0.061809087552899995
ACH-000308,-0.048815443267
ACH-000310,0.21023244472
ACH-000311,-0.21448613613200002
ACH-000312,-0.0697156750814
ACH-000315,-0.254828158086
ACH-000316,-0.201951433188
ACH-000317,-0.256700068237
ACH-000318,-0.39329054247699996
ACH-000319,-0.174909551794
ACH-000320,-0.301130531923
ACH-000322,0.09418375451860002
ACH-000323,-0.250905136442
ACH-000324,-0.12914791468599998
ACH-000329,-0.013538935355700001
ACH-000330,-0.059096454414
ACH-000331,0.00678633249817
ACH-000332,-0.0967922347508
ACH-000334,-0.206939826896
ACH-000335,-0.025268305336700003
ACH-000336,-0.06547368454540001
ACH-000337,-0.249931820132
ACH-000339,0.00832242346203
ACH-000341,0.0206407288453
ACH-000348,0.0593964663816
ACH-000350,-0.17148413900899998
ACH-000352,-0.162352882225
ACH-000356,-0.5179093942849999
