,NOMO3 (408050)
ACH-000004,-0.555956520249
ACH-000007,-0.514033853665
ACH-000009,-0.47175384947
ACH-000011,-0.530911222811
ACH-000012,-0.559242890071
ACH-000013,-0.577458011029
ACH-000014,-0.562618956833
ACH-000015,-0.590689017891
ACH-000017,-0.408339074781
ACH-000018,-0.469034756623
ACH-000019,-0.569586232513
ACH-000021,-0.567781641061
ACH-000022,-0.42893055471600006
ACH-000025,-0.570444265478
ACH-000028,-0.429420987026
ACH-000030,-0.460257163575
ACH-000035,-0.92904683013
ACH-000036,-0.421308515411
ACH-000037,-0.598827017163
ACH-000039,-0.714032970131
ACH-000040,-0.377817947194
ACH-000041,-0.619022352495
ACH-000042,-0.6464148403050001
ACH-000045,-0.525472308236
ACH-000047,-0.5609083670080001
ACH-000052,-0.588131887778
ACH-000053,-0.6115955598749999
ACH-000054,-0.670334198641
ACH-000055,-0.362720758782
ACH-000060,-0.619568002837
ACH-000067,-0.605857773286
ACH-000070,-0.671848643011
ACH-000075,-0.599184837452
ACH-000078,-0.543017332934
ACH-000082,-0.58384580172
ACH-000085,-0.37238202529
ACH-000086,-0.547235362613
ACH-000087,-0.6790527508759999
ACH-000092,-0.540367017393
ACH-000095,-0.588728518746
ACH-000097,-0.6218287101659999
ACH-000098,-0.661850283268
ACH-000099,-0.39902967183300003
ACH-000108,-0.592421901874
ACH-000113,-0.5705085269619999
ACH-000115,-0.481129720597
ACH-000116,-0.540116865461
ACH-000118,-0.501687132804
ACH-000120,-0.538416467799
ACH-000123,-0.5680758809709999
ACH-000127,-0.362923730691
ACH-000128,-0.41985254009000006
ACH-000132,-0.27432008195999996
ACH-000133,-0.40026371545
ACH-000137,-0.560905363633
ACH-000138,-0.531285686869
ACH-000142,-0.757988231164
ACH-000143,-0.528989351747
ACH-000146,-0.7433146506470001
ACH-000148,-0.465160113024
ACH-000150,-0.739514402774
ACH-000152,-0.458377951553
ACH-000153,-0.764129816276
ACH-000159,-0.435106449023
ACH-000160,-0.31852897723
ACH-000163,-0.5451998042589999
ACH-000167,-0.578551059674
ACH-000168,-0.321402110422
ACH-000169,-0.511038867421
ACH-000178,-0.459547306057
ACH-000182,-0.471555151922
ACH-000183,-0.652154762387
ACH-000188,-0.49237448199699996
ACH-000189,-0.452757724442
ACH-000190,-0.7149277004600001
ACH-000198,-0.467183308587
ACH-000204,-0.72813973896
ACH-000206,-0.465970754037
ACH-000207,-0.452739772717
ACH-000211,-0.566264460977
ACH-000215,-0.509823505072
ACH-000221,-0.48427787344400003
ACH-000222,-0.663134918054
ACH-000223,-0.440448555709
ACH-000226,-0.46262178335500004
ACH-000227,-0.316355324937
ACH-000228,-0.288026049922
ACH-000231,-0.6523114153580001
ACH-000232,-0.445373131439
ACH-000233,-0.546797346531
ACH-000234,-0.546454436438
ACH-000235,-0.585254813242
ACH-000237,-0.65053077875
ACH-000238,-0.571575162592
ACH-000243,-0.566425442196
ACH-000244,-0.513494856231
ACH-000246,-0.40787029880099995
ACH-000248,-0.402327984348
ACH-000250,-0.6805360193019999
ACH-000251,-0.763954913372
ACH-000253,-0.419586178073
ACH-000255,-0.503241396113
ACH-000256,-0.506066137312
ACH-000257,-0.613035362858
ACH-000258,-0.45650913218999994
ACH-000259,-0.457957802007
ACH-000260,-0.38435137005500003
ACH-000261,-0.528930051418
ACH-000262,-0.487018999277
ACH-000263,-0.568524835992
ACH-000264,-0.556769521445
ACH-000265,-0.58054574922
ACH-000266,-0.597416162276
ACH-000272,-0.6727403106309999
ACH-000273,-0.7258975202660001
ACH-000274,-0.575808560328
ACH-000277,-0.244432998171
ACH-000278,-0.641727175736
ACH-000279,-0.6135631318110001
ACH-000280,-0.7585115009479999
ACH-000281,-0.544366905685
ACH-000288,-0.591017253913
ACH-000291,-0.603040169531
ACH-000293,-0.512881041936
ACH-000294,-0.7117631091240001
ACH-000295,-0.529429838269
ACH-000296,-0.519441954748
ACH-000302,-0.519827866176
ACH-000304,-0.575082069119
ACH-000307,-0.35127885818000004
ACH-000308,-0.511684767259
ACH-000310,-0.402398036796
ACH-000311,-0.559698975537
ACH-000312,-0.51567703995
ACH-000315,-0.5420579479100001
ACH-000316,-0.821345686226
ACH-000317,-0.5939947833470001
ACH-000318,-0.484095662475
ACH-000319,-0.46052536887699996
ACH-000320,-0.632034209998
ACH-000322,-0.553922642724
ACH-000323,-0.789245981611
ACH-000324,-0.490535955632
ACH-000329,-0.6072878357079999
ACH-000330,-0.605861164979
ACH-000331,-0.443827295321
ACH-000332,-0.456190699833
ACH-000334,-0.7476079127449999
ACH-000335,-0.48668054726300003
ACH-000336,-0.526611843956
ACH-000337,-0.29557708829
ACH-000339,-0.505901179073
ACH-000341,-0.686702492303
ACH-000348,-0.655577171611
ACH-000350,-0.63491468291
ACH-000352,-0.505467588743
ACH-000356,-0.656313190079
ACH-000361,-0.735121475263
ACH-000362,-0.44705102742200004
ACH-000363,-0.39130086471600006
ACH-000364,-0.518629405565
ACH-000365,-0.637051226007
ACH-000366,-0.477968465194
ACH-000368,-0.7317596013779999
ACH-000374,-0.592089247206
ACH-000375,-0.34702178411
ACH-000376,-0.505626804117
ACH-000381,-0.49001038256800006
ACH-000383,-0.46665576095899997
ACH-000387,-0.5169157986
ACH-000389,-0.328129676487
ACH-000390,-0.660375579733
ACH-000393,-0.48502679013300004
ACH-000395,-0.32625278955
ACH-000397,-0.435828063133
ACH-000401,-0.8067332668989999
ACH-000402,-0.444129229133
ACH-000403,-0.60210549751
ACH-000404,-0.328519475718
ACH-000406,-0.631832553162
ACH-000407,-0.794887039956
ACH-000408,-0.465529916247
ACH-000410,-0.517260302902
ACH-000411,-0.45961552703100006
ACH-000414,-0.544622231226
ACH-000415,-0.5267660662929999
ACH-000416,-0.439563833341
ACH-000420,-0.863699703335
ACH-000421,-0.585475195251
ACH-000424,-0.521877071268
ACH-000425,-0.652360507286
ACH-000426,-0.539571069039
ACH-000427,-0.418413892311
ACH-000433,-0.7793038083830001
ACH-000436,-0.644890207879
ACH-000444,-0.691056631566
ACH-000445,-0.6870994995919999
ACH-000448,-0.648583846741
ACH-000450,-0.653352030609
ACH-000452,-0.613296410082
ACH-000454,-0.6940374019140001
ACH-000458,-0.5271326109560001
ACH-000459,-0.619539081869
ACH-000460,-0.634598140404
ACH-000461,-0.480458932485
ACH-000463,-0.575911652707
ACH-000464,-0.483272536607
ACH-000466,-0.44159953153000003
ACH-000467,-0.34275380007100004
ACH-000468,-0.473055752909
ACH-000469,-0.543392147675
ACH-000470,-0.597339703639
ACH-000471,-0.542230374393
ACH-000472,-0.49251489826399997
ACH-000473,-0.507471524749
ACH-000475,-0.508498897675
ACH-000476,-0.460947415257
ACH-000477,-0.478533682235
ACH-000480,-0.4970078365899999
ACH-000481,-0.47402914131000007
ACH-000483,-0.659060054495
ACH-000484,-0.420595566356
ACH-000485,-0.6632747520160001
ACH-000486,-0.48156906647200004
ACH-000487,-0.609062255432
ACH-000488,-0.5416533684920001
ACH-000490,-0.518551423993
ACH-000491,-0.490618253496
ACH-000495,-0.583063370026
ACH-000496,-0.742071463382
ACH-000499,-0.592842187808
ACH-000500,-0.698282776295
ACH-000502,-0.581039719825
ACH-000503,-0.506172092258
ACH-000505,-0.519134913592
ACH-000507,-0.28283797887400003
ACH-000510,-0.566869564231
ACH-000511,-0.529741603828
ACH-000512,-0.715098563147
ACH-000516,-0.56410152897
ACH-000517,-0.516050553555
ACH-000518,-0.508669414197
ACH-000520,-0.5205031351199999
ACH-000521,-0.572835069823
ACH-000522,-0.46855180612400005
ACH-000524,-0.55672532548
ACH-000527,-0.401328095148
ACH-000528,-0.494014700255
ACH-000537,-0.35404818410800004
ACH-000541,-0.613576657636
ACH-000542,-0.765259077634
ACH-000544,-0.410593299594
ACH-000545,-0.574718411983
ACH-000547,-0.553779106363
ACH-000548,-0.505967559281
ACH-000549,-0.437355443389
ACH-000550,-0.567479934516
ACH-000552,-0.502052712201
ACH-000556,-0.528681624301
ACH-000557,-0.547130871072
ACH-000570,-0.602342805903
ACH-000571,-0.600522573825
ACH-000573,-0.627653170236
ACH-000576,-0.48309596730899995
ACH-000580,-0.606670641343
ACH-000584,-0.5049869795849999
ACH-000585,-0.514213297669
ACH-000588,-0.515312071522
ACH-000589,-0.641454422833
ACH-000591,-0.635639998225
ACH-000593,-0.631162884745
ACH-000600,-0.60760997257
ACH-000601,-0.50854273283
ACH-000604,-0.817067351681
ACH-000605,-0.307070215856
ACH-000606,-0.546026529181
ACH-000608,-0.406054488222
ACH-000614,-0.38418780794299995
ACH-000616,-0.611806592057
ACH-000618,-0.317513994091
ACH-000619,-0.531183274996
ACH-000620,-0.455773010723
ACH-000621,-0.46782800588699996
ACH-000622,-0.489574132933
ACH-000623,-0.49162561346699996
ACH-000624,-0.576188994252
ACH-000627,-0.464772839727
ACH-000630,-0.519757096949
ACH-000632,-0.658353568504
ACH-000633,-0.44988636165
ACH-000637,-0.36248559244199996
ACH-000638,-0.660966215682
ACH-000646,-0.34498236916
ACH-000647,-0.47280894893700004
ACH-000648,-0.552280365361
ACH-000649,-0.6818776152380001
ACH-000651,-0.498593610084
ACH-000652,-0.610890388857
ACH-000653,-0.642358871687
ACH-000657,-0.497292978543
ACH-000658,-0.645629582957
ACH-000661,-0.517789134143
ACH-000662,-0.6961464531300001
ACH-000663,-0.576290927603
ACH-000665,-0.542429688482
ACH-000671,-0.633342425606
ACH-000673,-0.55859846125
ACH-000676,-0.470824713705
ACH-000677,-0.521182065539
ACH-000681,-0.42417293689900004
ACH-000682,-0.466443374054
ACH-000683,-0.375003904314
ACH-000684,-0.689977361616
ACH-000688,-0.5709438557859999
ACH-000693,-0.396800189455
ACH-000694,-0.420586955735
ACH-000695,-0.34697266712700003
ACH-000696,-0.457363143145
ACH-000697,-0.385710481834
ACH-000699,-0.454317464269
ACH-000701,-0.365258075831
ACH-000706,-0.580743467715
ACH-000711,-0.48880244482900004
ACH-000713,-0.609387753531
ACH-000714,-0.49858671878300004
ACH-000718,-0.6228969571149999
ACH-000720,-0.626244164358
ACH-000721,-0.43027104151600004
ACH-000724,-0.466079345713
ACH-000725,-0.583048181095
ACH-000732,-0.7722047233310001
ACH-000734,-0.461474187938
ACH-000735,-0.6157212033389999
ACH-000736,-0.353890545225
ACH-000738,-0.444080650128
ACH-000746,-0.363710992466
ACH-000747,-0.7015192467470001
ACH-000748,-0.41639648789399997
ACH-000753,-0.517432068824
ACH-000756,-0.648976785225
ACH-000757,-0.619724682371
ACH-000758,-0.522667010192
ACH-000760,-0.5154763994899999
ACH-000763,-0.447933043121
ACH-000764,-0.566322729398
ACH-000765,-0.6193889636259999
ACH-000766,-0.7675894870300001
ACH-000767,-0.480199266716
ACH-000768,-0.603328097875
ACH-000769,-0.496029926589
ACH-000770,-0.534705366616
ACH-000771,-0.515167951729
ACH-000773,-0.7928131710259999
ACH-000776,-0.359694185972
ACH-000777,-0.470882780337
ACH-000778,-0.8389826034540001
ACH-000781,-0.466260213919
ACH-000782,-0.580685457421
ACH-000783,-0.415974993861
ACH-000784,-0.523128162958
ACH-000785,-0.602551570609
ACH-000787,-0.593341403394
ACH-000788,-0.451970217159
ACH-000791,-0.589992704051
ACH-000792,-0.38395912308799995
ACH-000794,-0.49777638993
ACH-000796,-0.541495201364
ACH-000799,-0.522855883911
ACH-000800,-0.634085709909
ACH-000802,-0.467219619556
ACH-000804,-0.500768933064
ACH-000805,-0.410340793737
ACH-000809,-0.442249330582
ACH-000810,-0.692253460412
ACH-000811,-0.562251814514
ACH-000817,-0.633964267618
ACH-000819,-0.587753853978
ACH-000820,-0.53743336004
ACH-000821,-0.607642253327
ACH-000822,-0.489378456118
ACH-000823,-0.540361082502
ACH-000824,-0.222753246781
ACH-000827,-0.520978457048
ACH-000829,-0.797599373102
ACH-000831,-0.47771734263899995
ACH-000832,-0.589948821864
ACH-000833,-0.555140144552
ACH-000834,-0.444035371568
ACH-000835,-0.5420223106700001
ACH-000836,-0.651084070554
ACH-000837,-0.531402554331
ACH-000838,-0.629666817202
ACH-000839,-0.39402237994
ACH-000840,-0.662595683925
ACH-000841,-0.659483249993
ACH-000843,-0.7451764674789999
ACH-000846,-0.5953667789329999
ACH-000847,-0.486281806273
ACH-000848,-0.49015072963
ACH-000849,-0.510572421941
ACH-000851,-0.562412368198
ACH-000855,-0.352046329227
ACH-000856,-0.5510729596989999
ACH-000858,-0.40542952072
ACH-000859,-0.58114174923
ACH-000861,-0.659150886167
ACH-000862,-0.406578766399
ACH-000865,-0.43906461920699996
ACH-000866,-0.37834592330899997
ACH-000867,-0.62181365135
ACH-000869,-0.6213357556310001
ACH-000872,-0.536669471777
ACH-000873,-0.577493232803
ACH-000876,-0.478959518582
ACH-000878,-0.583670911236
ACH-000880,-0.737827770524
ACH-000881,-0.544222162587
ACH-000882,-0.606780224
ACH-000884,-0.5839988877719999
ACH-000885,-0.6190939124
ACH-000887,-0.569902915079
ACH-000888,-0.607668898036
ACH-000889,-0.583364844236
ACH-000890,-0.49124213982000003
ACH-000896,-0.587449715793
ACH-000898,-0.23802687032900002
ACH-000900,-0.39946466787100005
ACH-000901,-0.657161465633
ACH-000905,-0.422107270116
ACH-000906,-0.606622525179
ACH-000907,-0.5964947876169999
ACH-000910,-0.43502331413
ACH-000911,-0.576986800945
ACH-000912,-0.474295003283
ACH-000913,-0.518976490413
ACH-000915,-0.5890486884839999
ACH-000916,-0.800903974024
ACH-000917,-0.443708346312
ACH-000921,-0.6489769754
