,NCMAP (400746)
ACH-000004,-0.137820195676
ACH-000007,-0.20893400063
ACH-000009,-0.185772938254
ACH-000011,0.150597174565
ACH-000012,-0.0863225003555
ACH-000013,0.00272048054764
ACH-000014,-0.07825437147389999
ACH-000015,-0.159811629106
ACH-000017,0.09494676961580001
ACH-000018,0.10990465572699999
ACH-000019,-0.162631073314
ACH-000021,-0.0721474878995
ACH-000022,-0.178728686058
ACH-000025,0.0409112131488
ACH-000028,-0.15239279883600002
ACH-000030,-0.10910287248600001
ACH-000035,-0.22758850178599999
ACH-000036,0.0663459695507
ACH-000037,0.0633149648082
ACH-000039,-0.014526604467400001
ACH-000040,-0.0636092846815
ACH-000041,-0.0214845794793
ACH-000042,-0.113393514151
ACH-000045,-0.004157664677780001
ACH-000047,-0.007394763404249999
ACH-000052,-0.11373739264499999
ACH-000053,-0.123469572409
ACH-000054,0.057093729219199994
ACH-000055,-0.08033003575610001
ACH-000060,-0.0324452333886
ACH-000067,-0.142786466124
ACH-000070,0.102414818389
ACH-000075,-0.0637419781728
ACH-000078,0.011850297102000001
ACH-000082,0.0013756734257
ACH-000085,0.047910018683900005
ACH-000086,-0.0893174819772
ACH-000087,0.0612804209249
ACH-000092,-0.207039729558
ACH-000095,0.0136110435366
ACH-000097,-0.0151741424942
ACH-000098,-0.132349842119
ACH-000099,-0.06592984962659999
ACH-000108,-0.132155004449
ACH-000113,-0.0314143462215
ACH-000115,-0.14500089109300002
ACH-000116,0.0100667580277
ACH-000118,-0.0280251912445
ACH-000120,-0.24883569289000002
ACH-000123,0.0518811962789
ACH-000127,-0.0420104939664
ACH-000128,-0.19352070712900002
ACH-000132,-0.0063533551189199995
ACH-000133,-0.052744852924300006
ACH-000137,-0.241300803845
ACH-000138,-0.0701795457888
ACH-000142,-0.0709277730183
ACH-000143,-0.34321401286700004
ACH-000146,0.030178422536999996
ACH-000148,0.00635608007594
ACH-000150,-0.377922528542
ACH-000152,-0.0528236689325
ACH-000153,-0.116395220705
ACH-000159,-0.011474633227899999
ACH-000160,-0.114842309527
ACH-000163,-0.0665568144287
ACH-000167,0.0775194312397
ACH-000168,-0.0482541119734
ACH-000169,0.103891642901
ACH-000178,0.047208278935699996
ACH-000182,0.11038570988
ACH-000183,-0.156984118334
ACH-000188,-0.0535970655764
ACH-000189,0.274700537241
ACH-000190,-0.292539000356
ACH-000198,-0.186741271578
ACH-000204,-0.30285704992199997
ACH-000206,-0.165443571018
ACH-000207,0.279957821689
ACH-000211,0.0257008068566
ACH-000215,-0.00297566012849
ACH-000221,-0.331716667142
ACH-000222,-0.29119220861699996
ACH-000223,0.040647270674
ACH-000226,0.0759992161681
ACH-000227,0.0297260445027
ACH-000228,0.10309064410499999
ACH-000231,-0.160884676993
ACH-000232,-0.031453610042300004
ACH-000233,-0.06017491602999999
ACH-000234,-0.105556425472
ACH-000235,-0.110943038979
ACH-000237,-0.0666920205332
ACH-000238,-0.0908872504156
ACH-000243,-0.15911461359
ACH-000244,-0.17503283787700002
ACH-000246,0.042871179712300006
ACH-000248,0.16823802107000002
