,CAMK2B (816)
ACH-000004,-6.57307380538e-05
ACH-000007,0.00460484190635
ACH-000009,0.203595298537
ACH-000011,0.281680602036
ACH-000012,0.12739791535800002
ACH-000013,0.114114823562
ACH-000014,-0.0218466969389
ACH-000015,0.059779649494000005
ACH-000017,0.150579963156
ACH-000018,0.19609132204500002
ACH-000019,0.326606032653
ACH-000021,0.10024657847200001
ACH-000022,0.0995181965358
ACH-000025,0.0587294652554
ACH-000028,0.15163283250499998
ACH-000030,0.0448267042361
ACH-000035,-0.110891695316
ACH-000036,0.10518264446699999
ACH-000037,0.19364267767
ACH-000039,0.239072081195
ACH-000040,-0.131030317068
ACH-000041,0.030429903958400003
ACH-000042,-0.05738674868319999
ACH-000045,0.0576417743329
ACH-000047,0.1396598851
ACH-000052,-0.29651344716600003
ACH-000053,-0.017772255940599998
ACH-000054,0.144640188206
ACH-000055,0.0601450773732
ACH-000060,0.06852909209340001
ACH-000067,0.130002000751
ACH-000070,0.300602299181
ACH-000075,-0.000656571471859
ACH-000078,0.310824107609
ACH-000082,-0.0123004499499
ACH-000085,-0.137381526074
ACH-000086,0.29955125169
ACH-000087,0.234787246135
ACH-000092,0.052515440922699996
ACH-000095,0.156576646363
ACH-000097,0.180250874738
ACH-000098,-0.010733819154299998
ACH-000099,0.15881229071699998
ACH-000108,0.170211412489
ACH-000113,0.31837547341899997
ACH-000115,0.0722507656211
ACH-000116,-0.08187846297939999
ACH-000118,0.0894433013882
ACH-000120,0.355453331218
ACH-000123,0.07608787182860001
ACH-000127,0.184694499796
ACH-000128,0.130873457772
ACH-000132,0.39815331501199996
ACH-000133,0.0311994493935
ACH-000137,0.290010273815
ACH-000138,0.143437757212
ACH-000142,0.056415958574199995
ACH-000143,-0.18299743854800002
ACH-000146,0.252727040026
ACH-000148,0.0529254303701
ACH-000150,0.182616125228
ACH-000152,0.09417244302210001
ACH-000153,-0.00425753519311
ACH-000159,0.10650544439899999
ACH-000160,0.343225449864
ACH-000163,-0.109529604533
ACH-000167,0.259217838747
ACH-000168,-0.00580039435646
ACH-000169,-0.00820244172689
ACH-000178,-0.13514765761199998
ACH-000182,-0.0636750851437
ACH-000183,-0.0158889856629
ACH-000188,-0.0962691821823
ACH-000189,0.12110930189
ACH-000190,0.0559827665566
ACH-000198,0.095632047841
ACH-000204,0.188936641586
ACH-000206,0.256470052996
ACH-000207,0.246645902816
ACH-000211,0.236518340211
ACH-000215,0.356674501237
ACH-000221,-0.09179894065819999
ACH-000222,-0.168205666576
ACH-000223,0.00496620907802
ACH-000226,0.13739652192500001
ACH-000227,0.326335733215
ACH-000228,-0.0790925040645
ACH-000231,0.14754770270300002
ACH-000232,0.242001715106
ACH-000233,0.272723464836
ACH-000234,0.067475289927
ACH-000235,0.0935700753702
ACH-000237,0.12066737131300001
ACH-000238,-0.09757570598120001
ACH-000243,-0.000289110283876
ACH-000244,0.0671885736802
ACH-000246,0.21468595789
ACH-000248,-0.24141605121999998
ACH-000250,0.126046719184
ACH-000251,-0.07911843868210001
ACH-000253,0.194482159155
ACH-000255,0.11745281204500001
ACH-000256,0.0642957516568
ACH-000257,0.0685395286897
ACH-000258,0.125204304543
ACH-000259,0.0426708006807
ACH-000260,0.19325856225699997
ACH-000261,0.197986956808
ACH-000262,-0.217976647435
ACH-000263,0.16138061655
ACH-000264,-0.028780236352400002
ACH-000265,0.218891154821
ACH-000266,0.08541734752
ACH-000272,0.0833507440752
ACH-000273,0.09052239161289999
ACH-000274,0.208934384581
ACH-000277,0.159098126788
ACH-000278,-0.0582069507575
ACH-000279,0.09000770274049999
ACH-000280,0.143241025818
ACH-000281,-0.104959716753
ACH-000288,-0.008806588791450002
ACH-000291,0.0717785566614
ACH-000293,0.258227599401
ACH-000294,0.0938677038482
ACH-000295,0.433655647131
ACH-000296,0.45205544836000006
ACH-000302,0.0291306423163
ACH-000304,0.119337604499
ACH-000307,0.20952265729400002
ACH-000308,0.0693967737565
ACH-000310,0.274342243163
ACH-000311,0.140202072752
ACH-000312,0.159652422384
ACH-000315,-0.0501125063486
ACH-000316,0.34157168724299997
ACH-000317,0.502432537675
ACH-000318,0.197217846082
ACH-000319,0.169631689336
ACH-000320,-0.109901086549
ACH-000322,-0.089816200708
ACH-000323,0.17742294557399999
ACH-000324,0.0404823559147
ACH-000329,0.089027416447
ACH-000330,0.183625213817
ACH-000331,0.0693158114717
ACH-000332,0.0546412030288
ACH-000334,-0.1641001309
ACH-000335,0.379949760974
ACH-000336,-0.197271299197
ACH-000337,0.015054054137299999
ACH-000339,0.13896702047499998
ACH-000341,0.23414841425299998
ACH-000348,0.187945058989
ACH-000350,0.11192791194900001
ACH-000352,0.34586332866499997
ACH-000356,0.152153033505
ACH-000361,0.38470421874399996
ACH-000362,0.0781671793658
ACH-000363,-0.0941558014687
ACH-000364,0.0068377374517399996
ACH-000365,0.0052595799855000005
ACH-000366,0.31081121252300004
ACH-000368,0.377845842395
ACH-000374,0.0370466265778
ACH-000375,0.08721353201410001
ACH-000376,0.316518815063
ACH-000381,0.07874810177839998
ACH-000383,0.20023047877500003
ACH-000387,0.0902485888607
ACH-000389,0.37550234283600004
ACH-000390,0.161645268318
ACH-000393,0.144633862579
ACH-000395,0.0818309994002
ACH-000397,0.0614126720089
ACH-000401,0.173381982913
ACH-000402,-0.0663146742142
ACH-000403,0.0324064822494
ACH-000404,-0.00596329588765
