,NEGR1 (257194)
ACH-000004,-0.238279232356
ACH-000007,-0.07438077797949999
ACH-000009,-0.113399811395
ACH-000011,-0.273795889677
ACH-000012,-0.0221924597265
ACH-000013,0.0440910999524
ACH-000014,-0.0168252144013
ACH-000015,-0.0549133209679
ACH-000017,0.029542376497200002
ACH-000018,-0.0188496841867
ACH-000019,0.05645091159519999
ACH-000021,-0.0536523711166
ACH-000022,-0.015032448088
ACH-000025,-0.13083344078700002
ACH-000028,-0.0005224130130640001
ACH-000030,-0.0729842591594
ACH-000035,0.045094449588999996
ACH-000036,-0.194633450145
ACH-000037,0.0750900168592
ACH-000039,-0.132774881583
ACH-000040,-0.08181470117319999
ACH-000041,-0.117399698182
ACH-000042,0.0824205074812
ACH-000045,0.0402770850759
ACH-000047,0.0748101400499
ACH-000052,-0.0954702219028
ACH-000053,0.08488900752010001
ACH-000054,-0.123490288168
ACH-000055,-0.024073503927599996
ACH-000060,0.019931262778200003
ACH-000067,-0.0171591814647
ACH-000070,0.026819427434400002
ACH-000075,-0.172608100922
ACH-000078,-0.0815191163573
ACH-000082,-0.09269894106830001
ACH-000085,0.07966085369310001
ACH-000086,-0.131504898564
ACH-000087,-0.17851650245200001
ACH-000092,-0.0852081184604
ACH-000095,-0.132334873845
ACH-000097,-0.0117875009267
ACH-000098,-0.0701291881497
ACH-000099,0.0508264744367
ACH-000108,0.128261071955
ACH-000113,-0.017363629329500002
ACH-000115,-0.136640677627
ACH-000116,0.024524216110400003
ACH-000118,-0.0673238574342
ACH-000120,-0.056635442559
ACH-000123,0.11511833235999999
ACH-000127,0.012082728320599999
ACH-000128,0.0328593683192
ACH-000132,-0.0566539704463
ACH-000133,-0.261130395792
ACH-000137,-0.174264564655
ACH-000138,0.0653989634886
ACH-000142,0.023668164924400003
ACH-000143,0.0523905918705
ACH-000146,-0.0730737112984
ACH-000148,-0.0889916801721
ACH-000150,-0.112495927097
ACH-000152,-0.12700894296499998
ACH-000153,-0.101206541427
ACH-000159,-0.115264802873
ACH-000160,-0.0837264050041
ACH-000163,-0.11813813221899999
ACH-000167,-0.042031444211999995
ACH-000168,0.023654843786800002
ACH-000169,-0.034103833342400004
ACH-000178,-0.0702686322878
ACH-000182,0.09886887062039999
ACH-000183,0.0351697310135
ACH-000188,-0.06207624629
ACH-000189,-0.105145237815
ACH-000190,-0.028257280083599998
ACH-000198,-0.0173082099893
ACH-000204,0.0868760672259
ACH-000206,0.0666878612279
ACH-000207,-0.0936644896947
ACH-000211,0.038244198906999996
ACH-000215,-0.0187229158395
ACH-000221,0.042124228666699993
ACH-000222,0.0056912981293
ACH-000223,0.0602898789751
ACH-000226,-0.0532750223555
ACH-000227,0.028687076898
ACH-000228,-0.137383261332
ACH-000231,-0.0443680039444
ACH-000232,0.0393093500475
ACH-000233,0.110415540745
ACH-000234,0.107233002489
ACH-000235,-0.00320001388804
ACH-000237,-0.069707191898
ACH-000238,0.0732541094786
ACH-000243,0.0811783771915
ACH-000244,-0.208698873517
ACH-000246,-0.0367184965185
ACH-000248,-0.120344413631
ACH-000250,-0.0858644675917
ACH-000251,-0.31801358059
ACH-000253,0.018820236165
ACH-000255,0.015904894753100002
ACH-000256,-0.07388248246960001
ACH-000257,-0.253986181979
ACH-000258,0.022610344225
ACH-000259,-0.00175233819197
ACH-000260,-0.0988439383131
ACH-000261,-0.129587580366
