,SOD2 (6648)
ACH-000004,-1.36171084367
ACH-000007,-0.79990282514
ACH-000009,-1.15831376087
ACH-000011,-0.674997476989
ACH-000012,-0.444259421281
ACH-000013,-1.56092220816
ACH-000014,-0.591516827274
ACH-000015,-0.765930246796
ACH-000017,-1.9946876503
ACH-000018,-0.8644327040629999
ACH-000019,-1.3954025713999998
ACH-000021,-1.3554356218
ACH-000022,-1.21109387448
ACH-000025,-1.07430543236
ACH-000028,-1.41765173514
ACH-000030,-0.493931566783
ACH-000035,-1.0687663427
ACH-000036,-0.601170287091
ACH-000037,-0.65354999188
ACH-000039,-0.947682789636
ACH-000040,-0.48645470336400004
ACH-000041,-1.01929786954
ACH-000042,-0.6155050863329999
ACH-000045,-0.6936555850949999
ACH-000047,-0.7933642105490001
ACH-000052,-0.65699788676
ACH-000053,-0.802117146471
ACH-000054,-0.5705505033039999
ACH-000055,-1.18036442291
ACH-000060,-1.15311667552
ACH-000067,-0.570585542287
ACH-000070,-1.2930719427700001
ACH-000075,-0.455545978575
ACH-000078,-1.48272645192
ACH-000082,-0.7033972386890001
ACH-000085,-0.726806242734
ACH-000086,-0.664412428717
ACH-000087,-1.06651197419
ACH-000092,-0.38543545611100005
ACH-000095,-0.163403492019
ACH-000097,-1.1786293327700001
ACH-000098,-0.7206210979269999
ACH-000099,-0.972853901434
ACH-000108,-0.48656415014399995
ACH-000113,-0.299728079465
ACH-000115,-0.43515857580399997
ACH-000116,-1.4372189853400001
ACH-000118,-0.36652932368
ACH-000120,-0.769382130758
ACH-000123,-0.8383784339749999
ACH-000127,-0.69368929638
ACH-000128,-1.42597133275
ACH-000132,-0.9878379787620001
ACH-000133,-0.926092740146
ACH-000137,-0.43345685475199996
ACH-000138,-0.936319373838
ACH-000142,-1.3642568624
ACH-000143,-0.636249866921
ACH-000146,-0.505829807984
ACH-000148,-0.800579959938
ACH-000150,-0.84170930903
ACH-000152,-0.790809856591
ACH-000153,-0.50685087246
ACH-000159,-0.6617986638800001
ACH-000160,-1.4453622404100002
ACH-000163,-0.5629256940999999
ACH-000167,-1.1159756565899999
ACH-000168,-0.85504377966
ACH-000169,-1.08986432164
ACH-000178,-0.986643883644
ACH-000182,-0.532963663209
ACH-000183,-0.054114991513999997
ACH-000188,-1.57569854227
ACH-000189,-0.559492844242
ACH-000190,-1.0962278852
ACH-000198,-0.7118828245909999
ACH-000204,-1.3950349657499999
ACH-000206,-1.8797903802
ACH-000207,-0.650149360611
ACH-000211,-0.7256207050579999
ACH-000215,-0.9272856490829999
ACH-000221,-1.33009502423
ACH-000222,-1.06681459527
ACH-000223,-0.9846080720200001
ACH-000226,-0.7058430965479999
ACH-000227,-1.2231681726899999
ACH-000228,-0.8331773403210001
ACH-000231,-0.6304506176829999
ACH-000232,-0.604857929124
ACH-000233,-0.575593667274
ACH-000234,-1.111075354
ACH-000235,-0.766803642822
ACH-000237,-1.2730912422399998
ACH-000238,-0.5658060176609999
ACH-000243,-0.5899430410600001
ACH-000244,-1.1378245362200001
ACH-000246,-1.15834475916
ACH-000248,-1.35369884718
ACH-000250,-0.929990541222
ACH-000251,-0.47932014299900005
ACH-000253,-0.9573892013169999
ACH-000255,-0.668899801341
ACH-000256,-1.12710309982
ACH-000257,-0.7586794240320001
ACH-000258,-0.310843555489
ACH-000259,-1.4369366904299998
ACH-000260,-1.04412299668
ACH-000261,-0.643016048455
ACH-000262,-1.06140393779
ACH-000263,-0.5747751302699999
ACH-000264,-0.35370197094899997
ACH-000265,-0.855348315767
ACH-000266,-0.48702486822999996
ACH-000272,-0.828058349244
ACH-000273,-0.702844854979
ACH-000274,-0.78270356642
ACH-000277,-1.58236119429
ACH-000278,-1.8209807511099998
ACH-000279,-1.24768452064
ACH-000280,-0.40738611368199995
ACH-000281,-0.634388393314
ACH-000288,-1.05853173415
ACH-000291,-1.5468570394299999
ACH-000293,-1.60686122492
ACH-000294,-0.9503509639759999
ACH-000295,-0.855775676611
ACH-000296,-1.6115498707
ACH-000302,-1.20095554582
ACH-000304,-0.8639346454119999
ACH-000307,-0.41636541472599997
ACH-000308,-0.500116439133
ACH-000310,-0.107208144062
ACH-000311,-0.591909316229
ACH-000312,-0.500199953032
ACH-000315,-0.316843384715
ACH-000316,-0.971331903798
ACH-000317,-1.4102659074000001
ACH-000318,-1.78935810559
ACH-000319,-0.7729591029539999
ACH-000320,-0.49116439050300004
ACH-000322,-0.5703600272420001
ACH-000323,-0.777659300399
ACH-000324,-1.00842567282
ACH-000329,-1.1698879322
ACH-000330,-1.20088542976
ACH-000331,-0.655413893293
ACH-000332,-0.723725696749
ACH-000334,-0.347268798516
ACH-000335,-0.660875347923
ACH-000336,-0.34122231060900005
ACH-000337,-0.5430142701349999
ACH-000339,-1.17490772903
ACH-000341,-0.9558928527230001
ACH-000348,-0.8054515943420001
ACH-000350,-1.07930867899
ACH-000352,-2.05149285545
ACH-000356,-1.28622439236
ACH-000361,-0.351224568837
ACH-000362,-0.451497731606
ACH-000363,-1.097984955
