,BTAF1 (9044)
ACH-000251,-0.0404887745535
ACH-000253,-0.262088850747
ACH-000255,-0.0119305346511
ACH-000256,-0.693083545863
ACH-000257,-0.486281444932
ACH-000258,0.0316543180388
ACH-000259,-0.415826244674
ACH-000260,-0.559058808116
ACH-000261,-0.464326241541
ACH-000262,-0.608517783563
ACH-000263,-0.17686412286699998
ACH-000264,-0.503957476295
ACH-000265,-0.28465030213000003
ACH-000266,-0.0677246491427
ACH-000272,-0.48839473388800003
ACH-000273,-0.761597576261
ACH-000274,0.28773821532
ACH-000277,-0.567680745322
ACH-000278,-0.542042639083
ACH-000279,-0.546142571595
ACH-000280,-0.192279248123
ACH-000281,-0.475970808639
ACH-000288,-0.24145116246399997
ACH-000291,-0.36839587774099997
ACH-000293,-0.598125872991
ACH-000294,-0.183607864178
ACH-000295,-0.523442459969
ACH-000296,-0.56986978591
ACH-000302,-0.40275350090000006
ACH-000304,-0.542929209555
ACH-000307,-0.354600022191
ACH-000308,-0.377230238483
ACH-000310,-0.5055435418909999
ACH-000311,-0.27205734113
ACH-000312,-0.570440953676
ACH-000315,-0.9497414075820001
ACH-000316,-0.319731071259
ACH-000317,-0.6458369876510001
ACH-000318,-0.373621290022
ACH-000319,-0.288102426463
ACH-000320,-0.45933451878
ACH-000322,-0.44303401142099996
ACH-000323,-0.440998221453
ACH-000324,-0.27418355108000003
ACH-000329,-0.16724250225600001
ACH-000330,-0.684702271041
ACH-000331,-0.649078152384
ACH-000332,-0.571503802945
ACH-000334,-1.15156566819
ACH-000335,-0.567758535829
ACH-000336,-0.650671611258
ACH-000337,-0.26277015560899997
ACH-000339,-0.06029817927469999
ACH-000341,-0.527266731201
ACH-000348,-0.39777646074699996
ACH-000350,-0.42475886847800004
ACH-000352,-0.481759482777
ACH-000356,-0.257786026108
ACH-000361,0.520294460775
ACH-000362,-0.594376950919
ACH-000363,-0.604928365758
ACH-000364,-0.583812327715
ACH-000365,-0.571515856844
ACH-000366,-0.324893265873
ACH-000368,-0.586671678664
ACH-000374,-0.332205571857
ACH-000375,-0.35620226312
ACH-000376,-0.275116633172
ACH-000381,-0.609231837171
ACH-000383,-0.367351776249
ACH-000387,-0.23536497242899998
ACH-000389,-0.166806352716
ACH-000390,-0.552304356927
ACH-000393,-0.461772137862
ACH-000395,-0.478367688969
ACH-000397,-0.8517646351710001
ACH-000401,-0.541156161333
ACH-000402,-0.14408811464000001
ACH-000403,-0.349692862381
ACH-000404,-0.356905841104
ACH-000406,-0.545439837802
ACH-000407,-0.622493330278
ACH-000408,-0.227534456556
ACH-000410,-1.0466817670200002
ACH-000411,-0.29426784246800003
ACH-000414,-0.552069561414
ACH-000415,-0.61954219183
ACH-000416,-0.475102988175
ACH-000420,0.029000351791300002
ACH-000421,-0.634784901616
ACH-000424,-0.510199119421
ACH-000425,-0.833091069805
ACH-000426,-0.349303693553
ACH-000427,-0.34611904523000003
ACH-000433,-0.45199747485200004
ACH-000436,-0.535768577794
ACH-000444,-0.19970342806699998
ACH-000445,-0.705332118671
ACH-000448,-0.700033985539
ACH-000450,-0.6405359987610001
ACH-000452,-0.584563275224
ACH-000454,-0.638640994198
ACH-000458,-0.361701002909
ACH-000459,-0.300815255685
ACH-000460,-0.8672564049570001
ACH-000461,-0.403333720255
ACH-000463,-0.24378470594300003
ACH-000464,-0.535729243466
ACH-000466,-0.109328828905
ACH-000467,-0.539759385921
ACH-000468,-0.571264748703
ACH-000469,-0.0018753709271199998
ACH-000470,-0.5117522072039999
ACH-000471,-1.04847387178
ACH-000472,-0.865633245973
ACH-000473,-0.188603304032
ACH-000475,-0.48212252080799994
ACH-000476,-0.25250406602
ACH-000477,-0.6559375340320001
ACH-000480,-0.591193414421
ACH-000481,-0.30511690738
ACH-000483,-0.29445534096500003
ACH-000484,-0.531602144064
ACH-000485,-0.326998376963
ACH-000486,-0.5728808497869999
ACH-000487,-0.322506896538
ACH-000488,-0.502168725426
ACH-000490,-0.687039480801
ACH-000491,-0.702135949259
ACH-000495,-0.38242097324100005
ACH-000496,-0.430345202148
ACH-000499,-0.398659424286
ACH-000500,-0.604017947298
ACH-000502,-0.41958892841300005
ACH-000503,-0.7264777831139999
ACH-000505,-0.37099799187
ACH-000507,-0.63020410181
ACH-000510,-0.823466756317
ACH-000511,-0.175341017755
ACH-000512,-0.772834374576
ACH-000516,-0.4693518071
ACH-000517,-0.057359208025000004
ACH-000518,-0.18998516993700001
ACH-000520,-0.662072184049
ACH-000521,-0.5216682499399999
ACH-000522,-0.270135852095
ACH-000524,-0.369528769938
ACH-000527,-0.521465815438
ACH-000528,-0.45945329669600005
ACH-000537,-0.121450933812
ACH-000541,-0.0784938686065
ACH-000542,0.0802728623833
ACH-000544,-0.35176525437399997
ACH-000545,-0.414672035808
ACH-000547,-0.415234343398
ACH-000548,-0.720243502792
ACH-000549,-0.5422503753360001
ACH-000550,-0.245785514589
ACH-000552,-0.375482106158
ACH-000556,-0.68822001698
ACH-000557,-0.473702129727
ACH-000570,-0.14183840424799998
ACH-000571,-0.452456198235
ACH-000573,-0.482885612999
ACH-000576,-0.496657790371
ACH-000580,-0.444803417955
ACH-000584,-0.600147087625
ACH-000585,-0.358419683037
ACH-000588,-0.871184772344
ACH-000589,-0.165823610824
ACH-000591,-0.41609180619900005
ACH-000593,-0.287941262822
ACH-000600,-0.0959114247225
ACH-000601,-0.23910953218400002
ACH-000604,-0.17274749751200003
ACH-000605,-0.444214411771
ACH-000606,-0.385353526012
ACH-000608,-0.249062440959
ACH-000614,-0.7390833701189999
ACH-000616,-0.596500013476
ACH-000618,-0.20646776851399998
ACH-000619,-0.47535684544699996
ACH-000620,-0.616540465653
ACH-000621,-0.108870933575
ACH-000622,-0.5191008572420001
ACH-000623,-0.570589160403
ACH-000624,-0.39184918674400004
ACH-000627,-0.207291239763
ACH-000630,-0.252246520768
ACH-000632,-0.417856882697
ACH-000633,-0.258385642867
ACH-000637,-0.08847904935910002
ACH-000638,-1.0668271894399999
ACH-000646,-0.485544568332
ACH-000647,-0.435024816677
ACH-000648,-0.595265466051
ACH-000649,-0.338790433164
ACH-000651,-0.200108195472
ACH-000652,-0.65963189032
ACH-000653,-0.5832524230430001
ACH-000657,-0.32146639346
ACH-000658,-0.5336115288669999
ACH-000661,-0.425549648033
ACH-000662,-0.649833728254
ACH-000663,-0.103650929734
ACH-000665,-0.611050969306
ACH-000671,0.0566170529304
ACH-000673,-0.597898312616
ACH-000676,-0.836681715521
ACH-000677,-0.496438233928
ACH-000681,-0.141281664718
ACH-000682,-0.417380652914
ACH-000683,-0.7139821640039999
ACH-000684,-0.201692398587
ACH-000688,-0.397907106741
ACH-000693,-0.39916488502400005
ACH-000694,-0.19110427949
ACH-000695,-0.527471013451
ACH-000696,-0.425060175013
ACH-000697,-0.549459459237
ACH-000699,-0.165907586323
ACH-000701,-0.707085614878
ACH-000706,-0.144176569325
ACH-000711,-0.408922885444
ACH-000713,-0.6833904551819999
ACH-000714,-0.601807730577
ACH-000718,-0.8475068311759999
ACH-000720,-0.407958940399
ACH-000721,-0.5551402142390001
ACH-000724,0.005750008679930001
ACH-000725,-0.404293420734
ACH-000732,-0.42751665386200005
ACH-000734,-0.39348181548100003
ACH-000735,-0.678264088882
ACH-000736,-0.157854809945
ACH-000738,-0.410374779973
ACH-000746,-0.280306375692
ACH-000747,-0.688544293777
ACH-000748,-0.383589329942
ACH-000753,-0.21358640595400002
ACH-000756,-0.341682591303
ACH-000757,-0.48582358568899997
ACH-000758,-0.49334320886999994
ACH-000760,-0.257265387986
ACH-000763,-0.40833730691299996
ACH-000764,-0.11209243931700001
ACH-000765,-0.610178543943
ACH-000766,-0.130468177143
ACH-000767,-0.55990980023
ACH-000768,-0.794872255375
ACH-000769,-0.771312745483
ACH-000770,-0.347106307917
ACH-000771,-0.451244599141
ACH-000773,0.0152389254836
ACH-000776,-0.0986588157185
ACH-000777,-0.6588422406710001
ACH-000778,-0.8102085531479999
ACH-000781,-0.407010491588
ACH-000782,-0.638746575174
ACH-000783,-0.7230249195209999
ACH-000784,-0.6208369699140001
ACH-000785,-0.334365570808
ACH-000787,-0.23303966364300002
ACH-000788,-0.47110740539800006
ACH-000791,-0.54719611256
ACH-000792,-0.19290904945999998
ACH-000794,-0.429572269387
ACH-000796,-0.595067511657
ACH-000799,-0.449143290875
ACH-000800,-0.43832548276199995
ACH-000802,-0.51318128542
ACH-000804,-0.295016600709
ACH-000805,-0.778411131775
ACH-000809,-0.487021464445
ACH-000810,-0.22042068222600003
ACH-000811,-0.382050147999
ACH-000817,-0.724031977102
ACH-000819,-0.364152122567
ACH-000820,-0.569108477747
ACH-000821,-0.16003490174
ACH-000822,-0.559496120035
ACH-000823,-0.5841644848040001
ACH-000824,-0.38834753307400005
ACH-000827,-0.406693871453
ACH-000829,-0.5403230137839999
ACH-000831,-0.210597853553
ACH-000832,-0.44525265427
ACH-000833,-0.21694558036999997
ACH-000834,-0.7593224150360001
ACH-000835,-0.065450608537
ACH-000836,-0.8204901306999999
ACH-000837,-0.474616925626
ACH-000838,-0.789853942986
ACH-000839,-0.49859507295500005
ACH-000840,0.10220972204600001
ACH-000841,-0.593297549115
ACH-000843,-0.430932167638
ACH-000846,-0.880840515704
ACH-000847,-0.599936280299
ACH-000848,-0.35226173267300004
ACH-000849,-0.107232452781
ACH-000851,-0.25550376126999996
ACH-000855,-0.40617860049000004
ACH-000856,-0.648335934506
ACH-000858,-0.480818908905
ACH-000859,-0.507877195461
ACH-000861,-0.402607659442
ACH-000862,-0.360308712229
ACH-000865,-0.8455853637749999
ACH-000866,-0.652597032018
ACH-000867,-0.28688515420899996
ACH-000869,-0.391644476699
ACH-000872,-0.34210200013000003
ACH-000873,-0.653599480806
ACH-000876,-0.47387376309199997
ACH-000878,-0.42734500801799996
ACH-000880,-0.324105038286
ACH-000881,-0.35738111264399997
ACH-000882,-0.5867186333869999
ACH-000884,-0.459875284293
ACH-000885,-0.264529127365
ACH-000887,-0.459670441271
ACH-000888,-0.284178109229
ACH-000889,-0.867110190853
ACH-000890,-0.656750392459
ACH-000896,-0.528643795515
ACH-000898,0.009797928174870001
ACH-000900,-0.618832546555
ACH-000901,-0.23258341479699998
ACH-000905,-0.94780613805
ACH-000906,-0.16414253267
ACH-000907,-0.179514075513
ACH-000910,-0.509866269388
ACH-000911,-0.299816420734
ACH-000912,-0.639950665764
ACH-000913,-0.556537568671
ACH-000915,-0.5344808851439999
ACH-000916,-0.6173190726510001
ACH-000917,-0.49691346754500004
ACH-000921,-0.675732751225
ACH-000924,0.35231538583300004
ACH-000926,-0.354528634375
ACH-000928,-0.0682097292751
ACH-000929,-0.491294197404
ACH-000932,-0.544246755446
ACH-000935,-0.166500167072
ACH-000936,-0.405086927082
ACH-000937,-0.132096078401
ACH-000938,-0.584197611897
ACH-000939,-0.428533517127
ACH-000941,-0.204050471473
ACH-000943,-0.518984995147
ACH-000946,-0.292552720859
ACH-000947,-0.42437652100400003
ACH-000948,-0.177217064556
ACH-000950,-0.44687848974600003
ACH-000953,-0.592349131089
ACH-000957,-0.39605832972800004
ACH-000958,-0.135900454344
ACH-000960,-0.0813320349762
ACH-000963,-0.188538659587
ACH-000968,-0.586427905123
ACH-000969,-0.45062760766500004
ACH-000973,-0.564935090275
ACH-000974,-0.25952927723200003
ACH-000975,-0.127794896454
ACH-000976,-0.462732376256
ACH-000978,-0.534276744863
ACH-000980,-0.384372575214
ACH-000984,-0.615513206442
ACH-000986,-0.404044975393
ACH-000988,-0.5449826800190001
ACH-000993,-0.8081496297480001
ACH-000994,-0.49506981081600004
ACH-000996,-1.0397988436399999
ACH-001001,-0.152846175398
ACH-001020,-0.40695626749499997
ACH-001028,-0.137201557187
ACH-001031,-0.618109367351
ACH-001038,-0.71302051765
ACH-001048,-0.06336382874419999
ACH-001050,-0.447283520671
ACH-001053,-0.5817944725299999
ACH-001054,-0.514878461862
ACH-001061,-0.50483937413
ACH-001067,-0.750879280424
ACH-001075,-0.504168410639
ACH-001096,-0.201555758176
ACH-001128,-0.227008417251
ACH-001134,-0.56196659434
ACH-001151,-0.20594123518899998
ACH-001163,-0.450917910066
ACH-001164,-0.256702225904
ACH-001173,-0.302923866539
ACH-001183,-0.347839726545
ACH-001184,-0.500434507215
ACH-001190,-0.39240977899999996
ACH-001192,-0.500897197245
ACH-001193,-0.311421054906
ACH-001196,-0.22755460155699997
ACH-001197,-0.617607451313
ACH-001205,-0.561774141937
ACH-001211,-0.7092800310330001
ACH-001212,-0.39651243578199996
ACH-001228,-1.0031632339799998
ACH-001232,-0.669998822378
ACH-001239,-0.57648020183
ACH-001274,-0.464153818204
ACH-001275,-0.543106722892
ACH-001277,-0.392220695321
ACH-001278,-0.47729669408799996
ACH-001280,-0.360110056272
ACH-001283,-0.44541638130500005
ACH-001289,-0.550595276212
ACH-001295,-0.507130403219
ACH-001300,-0.407031734175
ACH-001301,-0.691488880264
ACH-001302,-0.24815081856999996
ACH-001303,-0.697696496524
ACH-001306,-0.17112538637299998
ACH-001318,-0.480663791222
ACH-001322,-0.641156094051
ACH-001328,-0.398679705338
ACH-001332,-0.488998641106
ACH-001333,-0.540157196218
ACH-001336,-0.544274060943
ACH-001340,-0.39786310493500004
ACH-001346,-0.587606674029
ACH-001353,-0.6163092245180001
ACH-001354,-0.696566851553
ACH-001367,-0.184396029538
ACH-001368,-0.166717837398
ACH-001374,-0.38390022196199997
ACH-001375,-0.372031189228
ACH-001377,-0.48379075715899994
ACH-001380,0.0742271971516
ACH-001391,-0.324707507181
ACH-001407,-0.610487909891
ACH-001408,-0.742170414201
ACH-001413,-0.370195683736
ACH-001430,-0.625534115416
ACH-001431,-0.319672483248
ACH-001450,-0.6053721134000001
ACH-001496,-0.678841881643
ACH-001500,-0.44675513563600006
ACH-001521,-0.642463073376
ACH-001523,-0.71560456095
ACH-001532,-0.44209233585100005
ACH-001536,-0.572683476209
ACH-001550,-0.36225403144199997
ACH-001552,-0.48832195693400005
ACH-001554,-0.47819880048600005
ACH-001645,-0.616102734153
ACH-001654,-0.259619888851
ACH-001715,-0.7756309111380001
ACH-001735,-0.393544309499
ACH-001736,-0.521856715384
ACH-001737,0.0654431216883
ACH-001740,-0.538997072706
ACH-001745,-0.442471656698
ACH-001750,-0.0456442067057
ACH-001765,-0.462933398978
ACH-001956,-0.518860664992
ACH-001957,-0.36024854388099997
