,SNF8 (11267)
ACH-000004,-1.30222825386
ACH-000007,-1.01330969287
ACH-000009,-1.01324931728
ACH-000011,-0.776433218328
ACH-000012,-1.22898729135
ACH-000013,-0.887951587775
ACH-000014,-0.925066771587
ACH-000015,-0.877159661786
ACH-000017,-0.939397695539
ACH-000018,-1.07483954379
ACH-000019,-1.18963052129
ACH-000021,-0.641889830938
ACH-000022,-0.9182867842820001
ACH-000025,-1.0457822045899998
ACH-000028,-0.7817114155310001
ACH-000030,-1.07931224683
ACH-000035,-0.813654947238
ACH-000036,-1.06121552575
ACH-000037,-1.0474289647
ACH-000039,-1.16582267954
ACH-000040,-1.26958520943
ACH-000041,-1.0298899218000002
ACH-000042,-0.8016926282819999
ACH-000045,-0.8339689395700001
ACH-000047,-0.9893990514159999
ACH-000052,-0.932804401373
ACH-000053,-0.8686712378799999
ACH-000054,-0.9608884873970001
ACH-000055,-1.02130848429
ACH-000060,-1.01602424535
ACH-000067,-1.3210283008900001
ACH-000070,-1.3204070503
ACH-000075,-0.883237569127
ACH-000078,-0.7643753318500001
ACH-000082,-0.92020363089
ACH-000085,-1.13880091546
ACH-000086,-1.27151571686
ACH-000087,-1.1788723592700001
ACH-000092,-1.07304181259
ACH-000095,-0.688899929884
ACH-000097,-0.793813612278
ACH-000098,-1.00120608589
ACH-000099,-0.81071809937
ACH-000108,-0.9472443629189999
ACH-000113,-0.824432436215
ACH-000115,-1.25618910235
ACH-000116,-0.9967065715440001
ACH-000118,-0.9199984861030001
ACH-000120,-0.726369570628
ACH-000123,-1.01217224336
ACH-000127,-1.1335244309399999
ACH-000128,-1.07166540741
ACH-000132,-0.75703066294
ACH-000133,-0.984127256022
ACH-000137,-0.954915118925
ACH-000138,-1.05972787386
ACH-000142,-1.23488932723
ACH-000143,-1.19139454584
ACH-000146,-0.6810620675669999
ACH-000148,-0.965016461955
ACH-000150,-0.715851422212
ACH-000152,-0.9822661231409999
ACH-000153,-1.07247969905
ACH-000159,-0.703879673653
ACH-000160,-1.05834417325
ACH-000163,-0.999803049592
ACH-000167,-1.4312729994600002
ACH-000168,-1.0105574966
ACH-000169,-1.24241952447
ACH-000178,-1.07743008821
ACH-000182,-0.944148847024
ACH-000183,-1.14091071031
ACH-000188,-1.04952860669
ACH-000189,-0.9814147991
ACH-000190,-1.1089162697200001
ACH-000198,-0.905422093177
ACH-000204,-0.9731806723540001
ACH-000206,-1.05830256861
ACH-000207,-1.31650080659
ACH-000211,-1.08522013641
ACH-000215,-1.0462338183600002
ACH-000221,-1.02266500804
ACH-000222,-0.88342478455
ACH-000223,-1.36406164602
ACH-000226,-0.8500797159669999
ACH-000227,-0.7210834658130001
ACH-000228,-1.02931461622
ACH-000231,-1.06402200811
ACH-000232,-0.952632845962
ACH-000233,-0.886519452578
ACH-000234,-0.9808966515719999
ACH-000235,-1.0864170255299999
ACH-000237,-0.9412174479000001
ACH-000238,-0.866825721564
ACH-000243,-0.912336418602
ACH-000244,-1.17182722258
ACH-000246,-0.627738846197
ACH-000248,-1.45730548743
ACH-000250,-1.00674300461
ACH-000251,-1.0219518489200001
ACH-000253,-0.870082790367
ACH-000255,-0.89580775016
ACH-000256,-1.1973631844600001
ACH-000257,-1.04920588744
ACH-000258,-0.870353560412
ACH-000259,-0.802305677176
ACH-000260,-0.8664564434049999
ACH-000261,-0.987971802556
ACH-000262,-0.937692416576
ACH-000263,-0.989867051851
ACH-000264,-1.2034185720200001
ACH-000265,-0.831021498226
ACH-000266,-1.1353044589
ACH-000272,-0.8827858731630001
ACH-000273,-0.967200000889
ACH-000274,-0.646179372938
ACH-000277,-0.805904559828
ACH-000278,-0.853366013203
ACH-000279,-1.24740293866
ACH-000280,-1.2563870183299999
ACH-000281,-0.8920183933679999
ACH-000288,-1.07536548596
ACH-000291,-1.0352910981899999
ACH-000293,-1.13933298276
ACH-000294,-1.14400664552
ACH-000295,-1.05080624708
ACH-000296,-0.9210656514219999
ACH-000302,-0.7077483212360001
ACH-000304,-1.27418650848
ACH-000307,-1.0321369822600002
ACH-000308,-1.16636312152
ACH-000310,-0.971186516971
ACH-000311,-1.01535989159
ACH-000312,-0.805362355828
ACH-000315,-0.7403895159620001
ACH-000316,-0.91712746615
ACH-000317,-0.970487617388
ACH-000318,-0.877619639575
ACH-000319,-1.3164291823799998
ACH-000320,-0.853117502793
ACH-000322,-1.07410211797
ACH-000323,-1.3864825781499999
ACH-000324,-0.7759183006039999
ACH-000329,-0.851665770438
ACH-000330,-1.16081746678
ACH-000331,-0.8905740174619999
ACH-000332,-0.9311215529250001
ACH-000334,-0.9291237941399999
ACH-000335,-0.829443497031
ACH-000336,-0.997084300018
ACH-000337,-0.600502324493
ACH-000339,-1.11911762927
ACH-000341,-0.728560798046
ACH-000348,-1.15533593127
ACH-000350,-0.92365140609
ACH-000352,-0.9809986322900001
ACH-000356,-1.0763814193999999
ACH-000361,-0.860853139343
ACH-000362,-1.02935465887
ACH-000363,-1.13196526064
ACH-000364,-0.721682343515
ACH-000365,-0.99355638422
ACH-000366,-1.02680271886
ACH-000368,-1.03294916071
ACH-000374,-1.1667385056200001
ACH-000375,-1.15810123743
ACH-000376,-0.8829488450059999
ACH-000381,-0.979742725052
ACH-000383,-1.0700090824500001
ACH-000387,-1.0218619573899999
ACH-000389,-1.03226955187
ACH-000390,-1.03697840537
ACH-000393,-1.1807287906200001
ACH-000395,-1.12293556332
ACH-000397,-0.97331123441
ACH-000401,-0.668701362337
ACH-000402,-1.08548501344
ACH-000403,-0.968647035995
ACH-000404,-0.981068402217
ACH-000406,-0.822382824784
ACH-000407,-0.8367773596699999
ACH-000408,-0.7867016989069999
ACH-000410,-0.935874030356
ACH-000411,-0.7623649783859999
ACH-000414,-0.9374092675319999
ACH-000415,-0.915909143594
ACH-000416,-0.956750353691
ACH-000420,-1.30234704907
ACH-000421,-0.889826229292
ACH-000424,-0.85452815252
ACH-000425,-1.0367747205
ACH-000426,-1.03885907089
ACH-000427,-1.3709988927
ACH-000433,-1.00383951918
ACH-000436,-1.0513333723799998
ACH-000444,-0.85678345256
ACH-000445,-0.863610861249
ACH-000448,-0.9191548908789999
ACH-000450,-1.2570693111
ACH-000452,-0.833440089398
ACH-000454,-0.860215775132
ACH-000458,-0.856521696425
ACH-000459,-0.9169479243009999
ACH-000460,-1.0848426657899999
ACH-000461,-0.9409436642360001
ACH-000463,-0.998458784858
ACH-000464,-1.28123065506
ACH-000466,-1.05955096653
ACH-000467,-1.09063023035
ACH-000468,-1.18545042725
ACH-000469,-0.9864734227549999
ACH-000470,-1.1978479904600001
ACH-000471,-1.03861446634
ACH-000472,-1.06408153014
ACH-000473,-1.07614067261
ACH-000475,-1.1601494909299999
ACH-000476,-1.0787400698799998
ACH-000477,-0.9717620365090001
ACH-000480,-1.0310194027
ACH-000481,-0.8267975008580001
ACH-000483,-0.5526574702220001
ACH-000484,-0.823615662069
ACH-000485,-0.922436248327
ACH-000486,-0.8229992697399999
ACH-000487,-0.9063566894410001
ACH-000488,-0.9617512779780001
ACH-000490,-0.917128386048
ACH-000491,-0.9639092633830001
ACH-000495,-0.9254533178190001
ACH-000496,-1.06753256153
ACH-000499,-0.9812871349250001
ACH-000500,-0.6776455572310001
ACH-000502,-0.750157248604
ACH-000503,-1.2587038803100001
ACH-000505,-1.0780337018000001
ACH-000507,-1.1297794375499999
ACH-000510,-0.911778310291
ACH-000511,-1.09847499369
ACH-000512,-0.807012150673
ACH-000516,-0.7906638319120001
ACH-000517,-1.0720068409999999
ACH-000518,-0.937714173302
ACH-000520,-1.1307667684
ACH-000521,-0.892211085793
ACH-000522,-1.17912092112
ACH-000524,-1.01873792264
ACH-000527,-1.01831897235
ACH-000528,-0.9723936142799999
ACH-000537,-1.12896923611
ACH-000541,-1.0679083389700001
ACH-000542,-0.952870428811
ACH-000544,-1.11640574047
ACH-000545,-0.986247395149
ACH-000547,-1.05464136062
ACH-000548,-0.940153738042
ACH-000549,-0.7923515446610001
ACH-000550,-0.913321511728
ACH-000552,-1.1312182076000001
ACH-000556,-1.0834210408
ACH-000557,-0.811102077338
ACH-000570,-0.70676359007
ACH-000571,-1.16249918864
ACH-000573,-1.21790479332
ACH-000576,-0.8481976854359999
ACH-000580,-1.04144832176
ACH-000584,-1.19474700845
ACH-000585,-1.0935936811700002
ACH-000588,-1.21703865004
ACH-000589,-0.84062378044
ACH-000591,-1.15545883082
ACH-000593,-1.0427954801000001
ACH-000600,-0.9563952070209999
ACH-000601,-1.03612111521
ACH-000604,-1.29329700669
ACH-000605,-1.04492865354
ACH-000606,-1.10102019497
ACH-000608,-0.5930722043259999
ACH-000614,-0.7913354274240001
ACH-000616,-1.01036539457
ACH-000618,-0.82668243314
ACH-000619,-1.02817840358
ACH-000620,-1.05167228192
ACH-000621,-0.8501570528579999
ACH-000622,-0.9352861305619999
ACH-000623,-0.808387294033
ACH-000624,-1.1268659612799998
ACH-000627,-1.2094196662899999
ACH-000630,-0.85756509449
ACH-000632,-1.05067225986
ACH-000633,-1.05120252668
ACH-000637,-0.813224497338
