,MYOD1 (4654)
ACH-000004,0.0384732604949
ACH-000007,-0.24939574663400002
ACH-000009,0.16451123354699998
ACH-000011,-0.0408282452613
ACH-000012,0.048810551942499995
ACH-000013,-0.14536558568900002
ACH-000014,0.0674498122908
ACH-000015,0.12120322464000001
ACH-000017,0.06724668357630001
ACH-000018,0.267542693604
ACH-000019,-0.08562266115280001
ACH-000021,0.0884992760407
ACH-000022,-0.233792985344
ACH-000025,-0.0602208256403
ACH-000028,0.0433959468345
ACH-000030,0.00618196678957
ACH-000035,-0.08614662885579999
ACH-000036,-0.021209544280300002
ACH-000037,-0.09192374910210001
ACH-000039,0.31021104447500003
ACH-000040,-0.0740040085861
ACH-000041,0.035501471423999995
ACH-000042,0.0857697357817
ACH-000045,-0.113924182263
ACH-000047,-0.08695279748710001
ACH-000052,-0.380000721178
ACH-000053,0.163989370808
ACH-000054,0.048240859792099994
ACH-000055,0.179761067876
ACH-000060,-0.00819131992454
ACH-000067,0.08257521653639999
ACH-000070,-0.0566343662875
ACH-000075,0.100875348215
ACH-000078,0.149480319879
ACH-000082,0.00429278855823
ACH-000085,-0.061116353706800006
ACH-000086,0.04731531715369999
ACH-000087,0.21925595425099997
ACH-000092,-0.04242855788409999
ACH-000095,0.000345505393129
ACH-000097,-0.057741863611000005
ACH-000098,0.08934843557080001
ACH-000099,0.181174150531
ACH-000108,0.149026814246
ACH-000113,0.00858450300354
ACH-000115,0.130886379738
ACH-000116,-0.059861956593000004
ACH-000118,0.16485220194
ACH-000120,0.105746336198
ACH-000123,0.143009205654
ACH-000127,-0.00563403962269
ACH-000128,0.0902736619814
ACH-000132,0.0974437864312
ACH-000133,0.0206821519802
ACH-000137,0.0493664070429
ACH-000138,0.0340638997445
ACH-000142,-0.005259803338939999
ACH-000143,0.18025005106
ACH-000146,0.163054932233
ACH-000148,-0.041214890330199996
ACH-000150,-0.015413995752
ACH-000152,0.22159171160399999
ACH-000153,0.45005584069300003
ACH-000159,0.0335028239832
ACH-000160,0.6654958548250001
ACH-000163,0.170560483757
ACH-000167,0.669658514718
ACH-000168,-0.049293421946999996
ACH-000169,-1.01698871431
ACH-000178,-0.073982698837
ACH-000182,-0.175317738975
ACH-000183,-0.0875309515468
ACH-000188,-0.134794400501
ACH-000189,-0.379753628482
ACH-000190,0.350597363742
ACH-000198,0.0470858975053
ACH-000204,-0.04645454912119999
ACH-000206,0.0026043227584899996
ACH-000207,-0.0845817985011
