,FANCF (2188)
ACH-000004,-0.195517355039
ACH-000007,-0.613755688433
ACH-000009,-0.342046156677
ACH-000011,-0.5705717555650001
ACH-000012,-0.300645453605
ACH-000013,-0.217124514947
ACH-000014,-0.593308737076
ACH-000015,-0.315104164214
ACH-000017,-0.35332838890199997
ACH-000018,-0.43334832177500004
ACH-000019,-0.46167882097900004
ACH-000021,-0.569118421369
ACH-000022,-0.33090481565
ACH-000025,-0.872549002244
ACH-000028,-0.667272996488
ACH-000030,-0.433021772989
ACH-000035,-0.672464077582
ACH-000036,-0.598379426143
ACH-000037,-0.450813204599
ACH-000039,-0.341582196171
ACH-000040,-0.432918836413
ACH-000041,-0.45055271838699995
ACH-000042,-0.348126116268
ACH-000045,-0.685496098785
ACH-000047,-0.37028161401299997
ACH-000052,-0.6056990108120001
ACH-000053,-0.320244213807
ACH-000054,-0.471979351348
ACH-000055,-0.42780379853100003
ACH-000060,-0.46436924254199996
ACH-000067,-0.603161581457
ACH-000070,-0.514265162515
ACH-000075,-0.5743655272129999
ACH-000078,-0.548276330185
ACH-000082,-0.670413143135
ACH-000085,-0.0932568165241
ACH-000086,-0.12398737869000001
ACH-000087,-0.746339109365
ACH-000092,-0.44882217997100005
ACH-000095,-0.305527551926
ACH-000097,-0.39280943659900003
ACH-000098,-0.4538195255
ACH-000099,-0.636973672697
ACH-000108,-0.528670312529
ACH-000113,-0.769756692776
ACH-000115,-0.2203119654
ACH-000116,-0.450717965913
ACH-000118,-0.7572970795049999
ACH-000120,-0.528413912762
ACH-000123,-0.550784787386
ACH-000127,-0.44522364888000004
ACH-000128,-0.155870597763
ACH-000132,-0.961052867569
ACH-000133,-1.15222238176
ACH-000137,-0.569251387754
ACH-000138,-0.39572013000100004
ACH-000142,-0.5417282034
ACH-000143,-0.341661525349
ACH-000146,-0.364402041706
ACH-000148,-0.741103680264
ACH-000150,-0.254814497648
ACH-000152,-0.760499488912
ACH-000153,-0.376962266519
ACH-000159,-0.40844316073799997
ACH-000160,-0.39605813280900004
ACH-000163,-0.319443681835
ACH-000167,-0.22816864928800001
ACH-000168,-0.673273691512
ACH-000169,-0.107377147318
ACH-000178,-0.355926191145
ACH-000182,-0.26983968408500003
ACH-000183,-0.06348913341319999
ACH-000188,-0.6092447293100001
ACH-000189,-0.34653052364799997
ACH-000190,-0.39409760412100003
ACH-000198,-0.538643608882
ACH-000204,-0.217259918853
ACH-000206,-1.32000752828
ACH-000207,-0.556419272793
ACH-000211,-0.621625407344
ACH-000215,-0.381620990522
ACH-000221,-0.55513335977
ACH-000222,-0.356508259308
ACH-000223,-0.543482335692
ACH-000226,-0.543135087949
ACH-000227,-0.40149331104099995
ACH-000228,-0.368960139304
ACH-000231,-0.3094855651
ACH-000232,-0.351017546986
ACH-000233,-0.639432886881
ACH-000234,-0.437818821994
ACH-000235,-0.327643018592
ACH-000237,-0.5061486920880001
ACH-000238,-0.345869995126
ACH-000243,-0.328388676747
ACH-000244,-0.371798862182
ACH-000246,-0.683141907638
ACH-000248,-0.334339753455
ACH-000250,-0.34078632905699996
ACH-000251,-0.169224928548
ACH-000253,-0.055087953569900004
ACH-000255,-0.592267941209
ACH-000256,-0.594030005176
ACH-000257,-0.470627390653
ACH-000258,-0.45584569213799997
ACH-000259,-0.347136872694
ACH-000260,-0.305038129591
ACH-000261,-0.609555262238
ACH-000262,-0.467064893769
ACH-000263,0.170367419948
ACH-000264,-0.409629317469
ACH-000265,-0.465922700116
ACH-000266,-0.5044221245489999
ACH-000272,-0.371014396635
ACH-000273,-0.517106070793
ACH-000274,-0.418753186918
ACH-000277,-0.563884150247
ACH-000278,-1.17301812775
ACH-000279,-0.443431663326
ACH-000280,-0.296886883288
ACH-000281,-0.191524661211
ACH-000288,-0.541045490497
ACH-000291,-0.289251924657
ACH-000293,-0.19862207404100002
ACH-000294,-0.387878562026
ACH-000295,-0.30904753314399996
ACH-000296,-0.538626051334
ACH-000302,-0.14812652932499998
ACH-000304,-0.929829334818
ACH-000307,-0.264067643321
ACH-000308,-0.455630272175
ACH-000310,-0.461349188711
ACH-000311,-0.726361884887
ACH-000312,-0.226050627562
ACH-000315,-0.447017023221
ACH-000316,-0.40382019611299996
ACH-000317,-0.3436054068
ACH-000318,-0.407495397386
ACH-000319,-0.43581289987800004
ACH-000320,-0.546778108512
ACH-000322,-0.574748304264
ACH-000323,-0.513598405128
ACH-000324,-0.475823295546
ACH-000329,-0.154873306741
ACH-000330,-0.39815335856299994
ACH-000331,-0.346135448826
