,TYMP (1890)
ACH-000004,0.0656033674095
ACH-000007,-0.41130183251999997
ACH-000009,-0.21336055412000002
ACH-000011,-0.185496985393
ACH-000012,-0.183057554203
ACH-000013,-0.15545724789
ACH-000014,-0.12465951451099999
ACH-000015,-0.11120673739600001
ACH-000017,-0.013767553511000001
ACH-000018,-0.138050559584
ACH-000019,-0.281998379472
ACH-000021,-0.022611050860799998
ACH-000022,-0.20486888699099998
ACH-000025,-0.157579688343
ACH-000028,-0.18053248340300002
ACH-000030,-0.208726492345
ACH-000035,-0.147369284846
ACH-000036,-0.11365147132999999
ACH-000037,-0.28506459353
ACH-000039,-0.0410469420647
ACH-000040,-0.319760857355
ACH-000041,-0.051542081265000005
ACH-000042,-0.101742902139
ACH-000045,-0.0707078414533
ACH-000047,-0.0402293434713
ACH-000052,-0.48914680405100003
ACH-000053,-0.115976577776
ACH-000054,0.103103951408
ACH-000055,-0.19304509872099998
ACH-000060,-0.21357892002300002
ACH-000067,-0.104017030431
ACH-000070,-0.134428529839
ACH-000075,0.0034962347441700003
ACH-000078,-0.266837166888
ACH-000082,-0.08528877447750001
ACH-000085,-0.135456187167
ACH-000086,-0.0129020866326
ACH-000087,-0.0261074658807
ACH-000092,-0.061970865383699995
ACH-000095,-0.10707164991800001
ACH-000097,-0.135551456852
ACH-000098,-0.178756565887
ACH-000099,-0.134214679488
ACH-000108,-0.0676027762542
ACH-000113,-0.27367587426999995
ACH-000115,-0.042392880337
ACH-000116,-0.141956080931
ACH-000118,-0.0969254575411
ACH-000120,-0.061006825686300004
ACH-000123,-0.155372946389
ACH-000127,-0.0765550661488
ACH-000128,-0.236030119317
ACH-000132,-0.12120939384400001
ACH-000133,-0.0780005446345
ACH-000137,-0.162616650326
ACH-000138,-0.029680783815200004
ACH-000142,-0.0675290100595
ACH-000143,-0.23518886549600002
ACH-000146,-0.120477693846
ACH-000148,-0.00810926579708
ACH-000150,-0.0656206431231
ACH-000152,-0.122436962786
ACH-000153,0.06891772751349999
ACH-000159,-0.023245767836599998
ACH-000160,0.0528394893828
ACH-000163,-0.164756418889
ACH-000167,-0.165243250339
ACH-000168,-0.198583824769
ACH-000169,-0.283872860628
ACH-000178,-0.07863743307110001
ACH-000182,-0.24963708857900002
ACH-000183,-0.047256557855099995
ACH-000188,-0.029644588063500003
ACH-000189,-0.527138670469
ACH-000190,0.14255383109300002
ACH-000198,-0.110957106161
ACH-000204,-0.163027781198
ACH-000206,-0.153457069798
ACH-000207,0.18257798639199999
ACH-000211,-0.13689625179099998
ACH-000215,-0.230027502251
ACH-000221,-0.2125452689
ACH-000222,-0.156807596896
ACH-000223,-0.104797477807
ACH-000226,0.09128504001280001
ACH-000227,-0.223655453771
ACH-000228,-0.197457464699
ACH-000231,-0.37707484577399997
ACH-000232,-0.0981869268347
ACH-000233,-0.076540171118
ACH-000234,-0.213647625312
ACH-000235,-0.121120788269
ACH-000237,-0.277566424341
ACH-000238,-0.22100770044799997
ACH-000243,-0.0500943485298
ACH-000244,-0.328545499064
ACH-000246,-0.109753975452
ACH-000248,-0.0414638656268
ACH-000250,-0.248931983469
ACH-000251,0.20315585426600002
ACH-000253,-0.152948294692
ACH-000255,-0.123803646214
ACH-000256,-0.30561813465
ACH-000257,-0.040951733615699995
ACH-000258,-0.29164836710700004
ACH-000259,-0.195123906039
ACH-000260,-0.121953377872
ACH-000261,-0.248180423383
ACH-000262,0.0666541404572
ACH-000263,-0.17971264738899997
ACH-000264,-0.0642457016189
ACH-000265,0.07243242168010001
ACH-000266,-0.119115541166
ACH-000272,-0.179652733041
ACH-000273,-0.216517009386
ACH-000274,-0.16215494220499999
ACH-000277,-0.10504649562200001
ACH-000278,-0.375498379572
ACH-000279,-0.143710703038
ACH-000280,-0.238319221384
ACH-000281,-0.268295520096
ACH-000288,-0.16957821402399997
ACH-000291,0.060094590074
ACH-000293,-0.102067611532
ACH-000294,0.144297501282
ACH-000295,-0.18004276036400002
ACH-000296,-0.125018294524
ACH-000302,-0.124961275912
ACH-000304,0.0781310151084
ACH-000307,-0.128263990803
ACH-000308,-0.147383656779
ACH-000310,0.0155974794722
ACH-000311,-0.24984362459800002
ACH-000312,-0.133074204172
ACH-000315,-0.0175751677843
ACH-000316,-0.17976535694200002
ACH-000317,-0.108772983797
ACH-000318,-0.159341919135
ACH-000319,-0.09663760855119999
ACH-000320,0.00639346928725
ACH-000322,-0.0853915796465
ACH-000323,-0.20594969593100002
ACH-000324,-0.138386340701
ACH-000329,-0.10918239348400001
ACH-000330,-0.0811554379978
ACH-000331,0.012148593355700002
ACH-000332,-0.174780824695
ACH-000334,-0.1079736801
ACH-000335,-0.149042151007
ACH-000336,0.22532783074
ACH-000337,-0.196500771283
ACH-000339,-0.0312702222257
ACH-000341,0.068011020563
ACH-000348,-0.14944737508300002
ACH-000350,-0.16846042933
ACH-000352,-0.0978125792058
ACH-000356,0.00040860146840199994
ACH-000361,0.0407708451624
ACH-000362,-0.12173973172599999
ACH-000363,-0.175468586251
ACH-000364,-0.149538023869
ACH-000365,-0.257257071431
ACH-000366,-0.139114174305
ACH-000368,-0.390308970476
ACH-000374,-0.164869943189
ACH-000375,-0.00430719371588
ACH-000376,-0.303508983447
ACH-000381,-0.015154363381700002
ACH-000383,-0.20238310178
ACH-000387,-0.0199798764717
ACH-000389,-0.17274109002000002
ACH-000390,-0.35453429264700004
ACH-000393,-0.0264180799462
ACH-000395,-0.0221475388391
ACH-000397,-0.414417019475
ACH-000401,-0.246396491906
ACH-000402,-0.331458480588
ACH-000403,-0.153025225316
ACH-000404,0.0984034711358
ACH-000406,-0.0248227930308
