,BLM (641)
ACH-000004,-0.10811858752499999
ACH-000007,-0.379080019299
ACH-000009,-0.121274540342
ACH-000011,-0.152724578275
ACH-000012,-0.380643431967
ACH-000013,-0.334501488516
ACH-000014,-0.17260977456
ACH-000015,-0.0676315701682
ACH-000017,-0.162129370101
ACH-000018,0.0159074103367
ACH-000019,-0.09993000876460001
ACH-000021,-0.027700703006000003
ACH-000022,-0.235410754773
ACH-000025,-0.28840177541900003
ACH-000028,-0.204757795988
ACH-000030,-0.08427925006279999
ACH-000035,-0.312436984343
ACH-000036,-0.392270463447
ACH-000037,-0.08904925725160001
ACH-000039,-0.26375732261999996
ACH-000040,-0.0941860363438
ACH-000041,-0.0639386961284
ACH-000042,-0.0993409798209
ACH-000045,0.0734511761357
ACH-000047,-0.356925176067
ACH-000052,0.108858116439
ACH-000053,-0.508302680815
ACH-000054,-0.0361808668029
ACH-000055,-0.0751413047312
ACH-000060,-0.12903289146400002
ACH-000067,-0.246189295059
ACH-000070,0.128334129554
ACH-000075,-0.24913614662099998
ACH-000078,-0.613387583903
ACH-000082,0.031381639701200004
ACH-000085,-0.0737073949797
ACH-000086,-0.006095485431800001
ACH-000087,0.173624517667
ACH-000092,-0.052632471545799996
ACH-000095,-0.102275567556
ACH-000097,-0.12709151648
ACH-000098,0.09178250930330001
ACH-000099,-0.322545989689
ACH-000108,-0.10368127994
ACH-000113,-0.325732428577
ACH-000115,-0.14280147069
ACH-000116,-0.382333350654
ACH-000118,-0.431300770679
ACH-000120,-0.06657841323830001
ACH-000123,-0.0876145270097
ACH-000127,-0.10686921497600001
ACH-000128,-0.0465553445561
ACH-000132,-0.203028983911
ACH-000133,-0.0667866160485
ACH-000137,0.07866074670189999
ACH-000138,-0.166252726225
ACH-000142,-0.340471826897
ACH-000143,-0.153944287487
ACH-000146,-0.492363445956
ACH-000148,-0.340599437682
ACH-000150,-0.00118419006916
ACH-000152,-0.195963200837
ACH-000153,0.012540873117299999
ACH-000159,-0.00729830542342
ACH-000160,-0.111214615746
ACH-000163,-0.039941232643699996
ACH-000167,-0.00743656147058
ACH-000168,-0.262830699658
ACH-000169,-0.126700439422
ACH-000178,-0.00349102915847
ACH-000182,-0.245010149307
ACH-000183,-0.174734828701
ACH-000188,-0.312431639629
ACH-000189,-0.32308109190400003
ACH-000190,-0.233008278026
ACH-000198,-0.311798387655
ACH-000204,-0.227990808917
ACH-000206,0.167742831191
ACH-000207,-0.193089548625
ACH-000211,-0.139928192723
ACH-000215,-0.07512004663789999
ACH-000221,-0.0942431102675
ACH-000222,-0.179842393874
ACH-000223,-0.171612128615
ACH-000226,-0.0936863592416
ACH-000227,-0.325580200152
ACH-000228,-0.39377533659900005
ACH-000231,-0.20759084425000002
ACH-000232,-0.112757733815
ACH-000233,-0.519757094665
ACH-000234,-0.0283299315955
ACH-000235,-0.144831391104
ACH-000237,-0.22241977920699998
ACH-000238,-0.371952080424
ACH-000243,-0.49959083021000006
ACH-000244,-0.250984142254
ACH-000246,-0.247315897383
ACH-000248,-0.0965617197304
ACH-000250,-0.242747379036
ACH-000251,-0.253266724558
ACH-000253,-0.17878392260899997
ACH-000255,-0.522689152822
ACH-000256,-0.126519757575
ACH-000257,-0.141655344337
ACH-000258,0.06889663682630001
ACH-000259,-0.383243056404
ACH-000260,-0.274829369641
ACH-000261,-0.140236991677
ACH-000262,-0.298370510856
