,MFN1 (55669)
ACH-000004,-0.029784196530299997
ACH-000007,0.0954574033863
ACH-000009,-0.0744048845228
ACH-000011,0.1319572483
ACH-000012,-0.08094167712480001
ACH-000013,-0.153096547105
ACH-000014,-0.129948663585
ACH-000015,-0.33659575913900003
ACH-000017,0.0050714790486
ACH-000018,-0.045946975458699996
ACH-000019,-0.280868098976
ACH-000021,0.045700867819499995
ACH-000022,-0.0289156990526
ACH-000025,0.0100208151926
ACH-000028,0.054035740910999996
ACH-000030,-0.00748067373014
ACH-000035,-0.13981979644
ACH-000036,0.158352819172
ACH-000037,0.124235109713
ACH-000039,-0.26093994011599997
ACH-000040,-0.144377308182
ACH-000041,-0.050846687537
ACH-000042,0.07882242499919999
ACH-000045,-0.0246827831783
ACH-000047,0.112563951184
ACH-000052,-0.0522865456097
ACH-000053,-0.08151302907439999
ACH-000054,-0.04501127196330001
ACH-000055,-0.22790595262200003
ACH-000060,-0.0335293736028
ACH-000067,-0.179841718277
ACH-000070,-0.138303587543
ACH-000075,-0.0473724876542
ACH-000078,-0.0405876452515
ACH-000082,-0.09064329543639998
ACH-000085,0.211452944956
ACH-000086,-0.0131344597421
ACH-000087,-0.0433832644817
ACH-000092,-0.128082670314
ACH-000095,-0.022534116235199998
ACH-000097,-0.0291059284868
ACH-000098,0.000919644695527
ACH-000099,-0.0672588683918
ACH-000108,-0.013157736925700003
ACH-000113,-0.0462726064111
ACH-000115,-0.0522301964388
ACH-000116,0.011859311927
ACH-000118,0.0430863331331
ACH-000120,-0.120479685195
ACH-000123,0.062491946997199996
ACH-000127,-0.0586185242626
ACH-000128,-0.00980182191837
ACH-000132,-0.0109973301395
ACH-000133,-0.13580753289699998
ACH-000137,-0.0492641725849
ACH-000138,-0.10067872274
ACH-000142,-0.11400236827
ACH-000143,0.08003969775660001
ACH-000146,0.0140325166102
ACH-000148,0.16814844114
ACH-000150,0.121886879483
ACH-000152,0.0300843356013
ACH-000153,-0.259704134134
ACH-000159,0.038189408406099995
ACH-000160,-0.198135858539
ACH-000163,0.13084841478599998
ACH-000167,0.024748375351200003
ACH-000168,0.0572753271818
ACH-000169,0.08274227149669999
ACH-000178,0.07903174306480001
ACH-000182,-0.0150844129601
ACH-000183,-0.0501601854266
ACH-000188,0.0835127129557
ACH-000189,-0.329118471831
ACH-000190,-0.335349083198
ACH-000198,-0.0272064340694
ACH-000204,-0.0894598671977
ACH-000206,-0.07774097895719999
ACH-000207,0.129910778345
ACH-000211,-0.165219571076
ACH-000215,0.018882997822599997
ACH-000221,0.025149592456700003
ACH-000222,0.0674365131516
ACH-000223,-0.238405198148
ACH-000226,-0.00567686809428
ACH-000227,-0.178971475672
ACH-000228,0.12463996340700001
ACH-000231,-0.055205778800699996
ACH-000232,-0.0162863575628
ACH-000233,-0.0242961406997
ACH-000234,-0.126793048178
ACH-000235,-0.042596558616300004
ACH-000237,0.10801838942099999
ACH-000238,-0.00366674810571
ACH-000243,0.0807033411612
ACH-000244,0.0721907273035
ACH-000246,0.185021408909
ACH-000248,-0.5004668692809999
ACH-000250,-0.128235709745
ACH-000251,-0.00433187421689
ACH-000253,-0.0157351139545
ACH-000255,0.13606560846100002
ACH-000256,0.17193713106199998
ACH-000257,0.00998062446221
ACH-000258,-0.145164795053
ACH-000259,-0.0483199666356
ACH-000260,-0.0507699915228
ACH-000261,0.0103635044724
ACH-000262,-0.0388968375475
ACH-000263,-0.192351212015
ACH-000264,-0.150453813144
ACH-000265,0.1898026828
ACH-000266,0.00887769495572
ACH-000272,-0.170755371208
ACH-000273,-0.14339994565
ACH-000274,-0.143709826582
ACH-000277,0.148294760068
ACH-000278,0.11969872492799999
ACH-000279,-0.135576475372
ACH-000280,0.00521556240125
ACH-000281,-0.0313963693209
ACH-000288,-0.017668786521400002
ACH-000291,-0.00433066215379
ACH-000293,-0.115343210798
ACH-000294,-0.0124774635409
ACH-000295,-0.025267187755299996
ACH-000296,0.362644045022
ACH-000302,-0.133015914728
ACH-000304,-0.102226987504
ACH-000307,0.041901825064300006
ACH-000308,0.00840088555103
ACH-000310,0.112619147451
ACH-000311,0.146948158627
ACH-000312,-0.0141698979826
ACH-000315,0.058322527514300004
ACH-000316,0.0280017542821
ACH-000317,0.265652367623
ACH-000318,0.09027037085830002
ACH-000319,0.0009050056944380001
ACH-000320,0.20595420939800002
ACH-000322,-0.261737487407
ACH-000323,-0.18089877390200002
ACH-000324,0.0547478872281
ACH-000329,0.0104350171726
ACH-000330,0.00141256200587
ACH-000331,-0.0255489220609
ACH-000332,0.0524782410246
ACH-000334,0.0601967014257
ACH-000335,-0.0046053985639
ACH-000336,0.073222177404
ACH-000337,-0.07627717002010001
ACH-000339,0.06455300557730001
ACH-000341,-0.187611155981
ACH-000348,-0.109985636151
ACH-000350,-0.000848643310101
ACH-000352,-0.0197498908108
ACH-000356,-0.00209071855498
ACH-000361,0.044245651825900005
ACH-000362,-0.071823972251
ACH-000363,-0.048600514012599995
ACH-000364,0.119351335959
ACH-000365,-0.0871717542069
ACH-000366,-0.063224394102
ACH-000368,-0.00200759517475
ACH-000374,0.0786744663009
ACH-000375,0.16614640146600002
ACH-000376,0.018428620063599997
ACH-000381,0.142193896117
ACH-000383,0.035887789232699994
ACH-000387,0.001030398142
ACH-000389,0.138906713202
ACH-000390,-0.0122720070141
ACH-000393,-0.027555749455400003
ACH-000395,-0.056662680019199996
ACH-000397,0.0101041082739
ACH-000401,0.165934662787
ACH-000402,0.0209195187621
ACH-000403,-0.031092727676
ACH-000404,-0.348137694208
ACH-000406,0.022418949485200002
ACH-000407,-0.0416882873939
ACH-000408,0.0337141449536
ACH-000410,-0.276381629769
ACH-000411,-0.10473957030200001
ACH-000414,0.0710470189916
ACH-000415,0.0218744497051
ACH-000416,-0.0213110089344
ACH-000420,0.0288177586443
ACH-000421,0.0665655827822
ACH-000424,-0.301571565297
ACH-000425,0.0326667714955
ACH-000426,0.247471229386
ACH-000427,0.009844314437020002
ACH-000433,-0.09263744702710001
ACH-000436,-0.149020940293
ACH-000444,-0.109297102435
ACH-000445,0.24500296735500002
ACH-000448,-0.15200243398
ACH-000450,0.0458315694312
ACH-000452,-0.0744263739986
ACH-000454,-0.226841532781
ACH-000458,0.166868230953
ACH-000459,-0.11256055818499999
ACH-000460,0.015478996347799999
ACH-000461,-0.0321756041616
ACH-000463,0.105667888419
ACH-000464,0.164702107949
ACH-000466,0.187262974419
ACH-000467,-0.027485337754099996
ACH-000468,0.120375246007
ACH-000469,-0.222911934008
ACH-000470,0.146352987307
ACH-000471,0.034365043478
ACH-000472,-0.11332652351
ACH-000473,0.041922517319400006
ACH-000475,0.0201954752695
ACH-000476,0.124162067774
ACH-000477,-0.23185474024900002
ACH-000480,-0.0161060953368
ACH-000481,0.0515869816868
ACH-000483,-0.0657211328176
ACH-000484,-0.148579299622
ACH-000485,-0.0579960813815
ACH-000486,0.030505557422500003
ACH-000487,0.105181343669
ACH-000488,0.0515384745764
ACH-000490,0.0875616866131
ACH-000491,0.156250772797
ACH-000495,-0.0221709759936
ACH-000496,-0.17718552545699998
ACH-000499,-0.19452206147599999
ACH-000500,0.34612855314
ACH-000502,0.048039130699399996
ACH-000503,-0.447325352244
ACH-000505,-0.0789579473405
ACH-000507,0.045595393704900004
ACH-000510,0.114875338018
ACH-000511,-0.0483999058083
ACH-000512,-0.0730672996254
ACH-000516,-0.123279302539
ACH-000517,-0.00658389306029
ACH-000518,0.06975597357760001
ACH-000520,0.0271718985037
ACH-000521,0.0252212632271
ACH-000522,0.011031451486200002
ACH-000524,0.0232552569886
ACH-000527,-0.036251727457400004
ACH-000528,-0.08438482376150001
ACH-000537,-0.347450982059
ACH-000541,-0.109939038743
ACH-000542,0.015877784348799998
ACH-000544,-0.131845489834
ACH-000545,-0.0163978515113
ACH-000547,-0.277495106722
ACH-000548,0.0210211306134
ACH-000549,0.121578760161
ACH-000550,-0.161399236706
ACH-000552,0.012036984965600002
ACH-000556,-0.021637756832099998
ACH-000557,0.0780062062785
ACH-000570,0.13725875904
ACH-000571,-0.12134304646400002
ACH-000573,0.040305703390599995
ACH-000576,0.0503539086319
ACH-000580,-0.134373228388
ACH-000584,0.000750405586081
ACH-000585,-0.0606305384811
ACH-000588,0.103237414566
ACH-000589,-0.5059095344969999
ACH-000591,-0.15032489262499998
ACH-000593,-0.051730150423499995
ACH-000600,0.123536440473
ACH-000601,0.13757288582
ACH-000604,0.31123052717300004
ACH-000605,0.0402139505228
ACH-000606,-0.129447205969
ACH-000608,0.0615991773599
ACH-000614,-0.012033235866700001
