,BRCA1 (672)
ACH-000004,-0.538973055879
ACH-000007,-0.783753708788
ACH-000009,-0.915105678079
ACH-000011,-0.837527042704
ACH-000012,-0.667104374289
ACH-000013,-0.9114180854999999
ACH-000014,-0.7700358976549999
ACH-000015,-0.545032249836
ACH-000017,-0.65701718763
ACH-000018,-0.46958945853699996
ACH-000019,-0.726588014764
ACH-000021,-0.986317864851
ACH-000022,-0.578391192399
ACH-000025,-0.715696213771
ACH-000028,-1.0
ACH-000030,-0.6383767419799999
ACH-000035,-0.8469089832510001
ACH-000036,-0.672141914232
ACH-000037,-0.724453273651
ACH-000039,-0.629253801184
ACH-000040,-0.731176520632
ACH-000041,-0.768115812693
ACH-000042,-0.39424339374399997
ACH-000045,-0.561351924407
ACH-000047,-0.7793469414
ACH-000052,-0.942310735366
ACH-000053,-0.6311271318280001
ACH-000054,-0.7687517562739999
ACH-000055,-0.6505580724050001
ACH-000060,-0.610943916059
ACH-000067,-0.551033221915
ACH-000070,-0.531392301335
ACH-000075,-1.0099603100399999
ACH-000078,-0.920663997041
ACH-000082,-0.6061977701160001
ACH-000085,-0.511008152631
ACH-000086,-0.862769485469
ACH-000087,-0.847847725747
ACH-000092,-0.783473816146
ACH-000095,-0.42448676301
ACH-000097,-0.740239963768
ACH-000098,-0.640361138736
ACH-000099,-0.8570757348929999
ACH-000108,-0.826104995194
ACH-000113,-0.8239518270589999
ACH-000115,-0.532070307157
ACH-000116,-0.899637896352
ACH-000118,-0.851466174206
ACH-000120,-0.858759470811
ACH-000123,-0.790885077818
ACH-000127,-0.653466355367
ACH-000128,-0.320370832669
ACH-000132,-0.42175534871200004
ACH-000133,-0.717226173656
ACH-000137,-0.535600588421
ACH-000138,-0.7607578043359999
ACH-000142,-0.844149850385
ACH-000143,-0.540507461066
ACH-000146,-0.48171311785800003
ACH-000148,-0.7694912425210001
ACH-000150,-0.465008424241
ACH-000152,-1.20585917834
ACH-000153,-0.581284809262
ACH-000159,-0.9117933647229999
ACH-000160,-0.108905528155
ACH-000163,-0.524509066615
ACH-000167,-0.019855099496500002
