,HMHA1 (23526)
ACH-000004,-0.253498048515
ACH-000007,-0.5146013625429999
ACH-000009,-0.0341761885685
ACH-000011,0.0171070695892
ACH-000012,0.022982901726900005
ACH-000013,-0.0350104726527
ACH-000014,-0.129410708527
ACH-000015,-0.0294007805491
ACH-000017,-0.250415222726
ACH-000018,0.22349987501
ACH-000019,-0.131746425852
ACH-000021,-0.137571137908
ACH-000022,-0.23351385558600002
ACH-000025,-0.22742463561299997
ACH-000028,0.114513018653
ACH-000030,-0.0127436914095
ACH-000035,-0.0867225590115
ACH-000036,-0.024022918848200004
ACH-000037,-0.37250214232
ACH-000039,0.25355113400400003
ACH-000040,-0.24914992474599998
ACH-000041,-0.08483799840980001
ACH-000042,-0.154476012074
ACH-000045,-0.570601531562
ACH-000047,-0.0239929278711
ACH-000052,0.09058978141110001
ACH-000053,-0.044988790664599994
ACH-000054,-0.12810211345
ACH-000055,-0.194118069464
ACH-000060,0.0943323400076
ACH-000067,-0.0812269085402
ACH-000070,-0.544419921726
ACH-000075,0.0240647452329
ACH-000078,0.11572163622000001
ACH-000082,-0.166052170012
ACH-000085,-0.29828593133000003
ACH-000086,-0.0406484060904
ACH-000087,-0.223059272877
ACH-000092,-0.137574574969
ACH-000095,-0.0431865351665
ACH-000097,-0.136248079725
ACH-000098,-0.202210515338
ACH-000099,0.00379294729654
ACH-000108,-0.08704798691739998
ACH-000113,-0.32229549674
ACH-000115,-0.341524329495
ACH-000116,-0.0665820684109
ACH-000118,0.0417327800284
ACH-000120,0.177542421758
ACH-000123,0.00255104071314
ACH-000127,-0.12053064287200001
ACH-000128,-0.297736843965
ACH-000132,-0.0818517591297
ACH-000133,-0.0246328772106
ACH-000137,-0.319607312428
ACH-000138,-0.133340022092
ACH-000142,0.0960232932392
ACH-000143,-0.012888055578700002
ACH-000146,-0.23450861779399998
ACH-000148,-0.11094680562
ACH-000150,0.039658564427400005
ACH-000152,-0.13760503187999998
ACH-000153,-0.14912884748299998
ACH-000159,-0.297361961176
ACH-000160,-0.07192836070160001
ACH-000163,-0.0122919661201
ACH-000167,-0.231427573946
ACH-000168,-0.17512259230500002
ACH-000169,-0.233728149207
ACH-000178,0.122744906508
ACH-000182,-0.00829200051022
ACH-000183,-0.643244955547
ACH-000188,0.0218226154347
ACH-000189,-0.255505152287
ACH-000190,0.129666051217
ACH-000198,-0.524235286549
ACH-000204,-0.354077477175
ACH-000206,-0.169248944381
ACH-000207,-0.23738429448000004
ACH-000211,-0.10071730908500001
ACH-000215,-0.21983078848
ACH-000221,0.08926075053719999
ACH-000222,-0.0405135190986
ACH-000223,-0.0667032488851
ACH-000226,0.143759638497
ACH-000227,-0.023124559359400002
ACH-000228,-0.142690264451
ACH-000231,-0.126032702335
ACH-000232,0.11563542087300001
ACH-000233,-0.33566181177500004
ACH-000234,-0.286159465141
ACH-000235,-0.0026658403037499996
ACH-000237,-0.0177004854417
ACH-000238,-0.031688739148300005
ACH-000243,0.0329564039689
ACH-000244,0.140971886898
ACH-000246,-0.06692598799430001
ACH-000248,-0.24890789589499998
ACH-000250,-0.141756257932
ACH-000251,0.19350673306699998
ACH-000253,-0.15492625667999999
ACH-000255,0.021634413314
ACH-000256,-0.0471341059485
ACH-000257,-0.018175600421400002
ACH-000258,-0.0265154637445
ACH-000259,-0.192640757068
ACH-000260,0.0231607864066
ACH-000261,-0.194393884994
ACH-000262,-0.154638593282
ACH-000263,-0.310736445084
ACH-000264,-0.15012826495200002
ACH-000265,0.120237464773
ACH-000266,-0.135286907461
ACH-000272,-0.229629030673
ACH-000273,-0.195308638692
ACH-000274,-0.047008074279899996
ACH-000277,-0.177859483668
ACH-000278,-0.358568237575
ACH-000279,-0.0907258849464
ACH-000280,-0.038311141417999996
ACH-000281,-0.038212211649599995
ACH-000288,0.136110484038
ACH-000291,-0.17030614926600002
ACH-000293,0.17804525170899999
ACH-000294,-0.336770979468
ACH-000295,-0.683963039696
ACH-000296,-0.0871307848884
ACH-000302,-0.284477012007
ACH-000304,-0.321862884835
ACH-000307,-0.0742324391484
ACH-000308,-0.11221195075
ACH-000310,0.39607362195100004
ACH-000311,-0.24795206271899997
ACH-000312,-0.060217859179100004
ACH-000315,-0.179961791371
ACH-000316,-0.09297153899749999
ACH-000317,0.03993114219919999
ACH-000318,0.048046291218099994
ACH-000319,-0.191819099591
ACH-000320,0.130988071147
ACH-000322,-0.131336290617
ACH-000323,-0.0998305231247
ACH-000324,-0.0171397657013
ACH-000329,-0.0855577218046
ACH-000330,-0.0989658608791
ACH-000331,-0.118241560278
ACH-000332,-0.061708547294699996
ACH-000334,-0.46297211364299995
ACH-000335,-0.00403337892464
ACH-000336,-0.7658061811650001
ACH-000337,-0.107189047426
ACH-000339,0.08443904762839999
ACH-000341,-0.223171850641
ACH-000348,-0.234550829904
ACH-000350,-0.0774281547772
ACH-000352,-0.06903721182839999
ACH-000356,0.235362657987
ACH-000361,0.11684056973899999
ACH-000362,-0.659715104543
ACH-000363,-0.885456045415
ACH-000364,-0.0252673543218
ACH-000365,-0.243055898623
ACH-000366,-0.11554838541
ACH-000368,-0.200788592195
ACH-000374,-0.068770778642
ACH-000375,0.00958480295445
ACH-000376,-0.0492894874503
ACH-000381,0.046874964463400004
ACH-000383,-0.0684873855231
ACH-000387,-0.00012179902591299998
ACH-000389,-0.0876133818405
ACH-000390,-0.079250755501
ACH-000393,-0.131995895503
ACH-000395,0.0660036011342
ACH-000397,-0.107913562707
ACH-000401,-0.0392916033473
ACH-000402,-0.311174684461
ACH-000403,-0.115845655719
ACH-000404,-0.279590154478
ACH-000406,-0.632313898696
ACH-000407,-0.161766416783
ACH-000408,-0.0706297529432
ACH-000410,-0.324369208198
ACH-000411,-0.07962843146939999
ACH-000414,-0.0585324241921
ACH-000415,-0.144488574906
ACH-000416,-0.0325065657837
ACH-000420,-0.17061244127300002
ACH-000421,-0.033137560776599996
ACH-000424,-0.19682300078200002
ACH-000425,-0.040831118504300004
ACH-000426,-1.08916234494
ACH-000427,-0.284078998282
ACH-000433,-0.127802389543
ACH-000436,-0.257463758717
ACH-000444,-0.0973104605069
ACH-000445,-0.289773009299
ACH-000448,-0.177266453987
ACH-000450,-0.179157075836
ACH-000452,-0.0647884541819
ACH-000454,0.0213078437663
ACH-000458,-0.0791392528718
ACH-000459,-0.0710257875278
ACH-000460,0.0464426952545
ACH-000461,-0.0778872986728
ACH-000463,-0.183461996192
ACH-000464,-0.20218008534899998
ACH-000466,-0.12965548151200001
ACH-000467,0.103726862798
ACH-000468,-0.08487923888530001
ACH-000469,-0.0826828568885
ACH-000470,0.010526092612299998
ACH-000471,0.024389206745000003
ACH-000472,-0.0459473566369
ACH-000473,-0.35839609824199997
ACH-000475,-0.0965244202063
ACH-000476,-0.169196855863
ACH-000477,-0.25642346230999996
ACH-000480,-0.10163711009099999
ACH-000481,-0.0803970323781
ACH-000483,-0.34049018529200004
ACH-000484,-0.155017039763
ACH-000485,-0.014801783557500002
ACH-000486,-0.060535898102599996
ACH-000487,0.00478996256109
ACH-000488,-0.0747365134215
ACH-000490,-0.0404419865496
ACH-000491,-0.23803860397
ACH-000495,-0.152234976281
ACH-000496,-0.052773423674
ACH-000499,-0.187251091445
ACH-000500,0.744238673727
ACH-000502,-0.0161831557668
ACH-000503,-0.303161699485
ACH-000505,-0.0858090944964
ACH-000507,-0.10023865002
ACH-000510,-0.0901590867446
ACH-000511,-0.005272923219069999
ACH-000512,-0.826759021442
ACH-000516,-0.131268288826
ACH-000517,0.00685956439271
ACH-000518,0.0860832146631
ACH-000520,-0.147454954575
ACH-000521,0.050181734952600004
ACH-000522,-0.0250734006653
ACH-000524,-0.15950731740399998
ACH-000527,-0.122360048268
ACH-000528,0.0715471393871
ACH-000537,-0.0867503115552
ACH-000541,-0.881642753734
ACH-000542,-0.07630403300310001
ACH-000544,0.0814140758543
ACH-000545,-0.31864558515700003
ACH-000547,-0.228570214391
ACH-000548,0.010133774794
ACH-000549,0.0352113039682
ACH-000550,0.0244790145397
ACH-000552,-0.0499225205754
ACH-000556,-0.10115789498299999
ACH-000557,-0.572853983741
ACH-000570,0.013447841183799998
ACH-000571,-0.19591027461899999
ACH-000573,-0.101389604565
ACH-000576,-0.593730369895
ACH-000580,-0.19081225009599997
ACH-000584,-0.060613244689
ACH-000585,-0.39120129962800004
ACH-000588,-0.48058923769100004
ACH-000589,-0.0604960694896
ACH-000591,-0.34013854011
ACH-000593,-0.0711893022464
ACH-000600,-0.193405270687
ACH-000601,-0.00185206712088
ACH-000604,-0.41337667320200006
ACH-000605,-0.04277081318630001
ACH-000606,-0.0179518414744
ACH-000608,-0.800627232389
ACH-000614,-0.153871143128
ACH-000616,0.0443490886755
ACH-000618,-0.07387724891160001
ACH-000619,-0.26552957522500004
ACH-000620,-0.08339348547460002
ACH-000621,-0.08394024497199999
ACH-000622,-0.13508204025599999
ACH-000623,-0.160876565454
ACH-000624,0.0201674350542
ACH-000627,-0.196660817113
ACH-000630,-0.0402334501542
ACH-000632,-0.0865621074243
ACH-000633,-0.299820603194
ACH-000637,-0.129061563173
ACH-000638,-0.0562077286283
ACH-000646,-0.49890889127
ACH-000647,-0.142739870688
ACH-000648,0.014648803652
ACH-000649,-0.106764916027
ACH-000651,-0.0188657452313
ACH-000652,-0.10800631386
ACH-000653,-0.167869369061
ACH-000657,-0.103525605935
ACH-000658,-1.0777371452700002
ACH-000661,-0.308640506835
ACH-000662,-0.00386700477084
ACH-000663,0.142492167663
ACH-000665,-0.157123287427
ACH-000671,-0.245197854132
ACH-000673,-0.0457681753733
ACH-000676,-0.115101656016
ACH-000677,-0.18738409218199997
ACH-000681,0.10350430332
ACH-000682,-0.109516901532
ACH-000683,-0.134438725575
ACH-000684,-0.19354796446400002
ACH-000688,-0.228305933503
ACH-000693,0.0067290092209
ACH-000694,0.0201646147845
ACH-000695,-0.247633704352
ACH-000696,-0.0494195767839
ACH-000697,0.296071163316
ACH-000699,-0.239277688361
ACH-000701,-0.00727184348116
ACH-000706,-0.0918651868037
ACH-000711,-0.0265523456237
ACH-000713,-0.18195063384100002
ACH-000714,-0.17105645736800001
ACH-000718,0.0977692160014
ACH-000720,-0.0715105114976
ACH-000721,-0.0142301094077
ACH-000724,0.13442476468599998
ACH-000725,0.107616816409
ACH-000732,-0.214945632541
ACH-000734,-0.0635214329151
ACH-000735,-0.0874336083427
ACH-000736,-0.0293271335673
ACH-000738,0.0183532163983
ACH-000746,-0.12399135052200001
ACH-000747,0.0270441044232
ACH-000748,-0.040975420241900005
ACH-000753,-0.0170283182139
ACH-000756,-0.164124025273
ACH-000757,-0.024451918451099997
ACH-000758,-0.0399755278669
ACH-000760,-0.104110622596
ACH-000763,-0.6701035786249999
ACH-000764,-0.234798674866
ACH-000765,-0.156556796281
ACH-000766,-0.08612646621400001
ACH-000767,-0.200308470993
ACH-000768,0.11331757798599999
ACH-000769,0.0489484376437
ACH-000770,-0.252851538598
ACH-000771,-0.12311429457699999
ACH-000773,-0.099276705846
ACH-000776,-0.0452372982223
ACH-000777,0.00734786665092
ACH-000778,-0.15548381094799998
ACH-000781,0.0141985244529
ACH-000782,-0.488011519384
ACH-000783,-0.284667016417
ACH-000784,-0.0616435150227
ACH-000785,-0.164936293968
ACH-000787,0.0679774252185
ACH-000788,-0.26381002635
ACH-000791,-0.12110810539200001
ACH-000792,-0.267629782274
ACH-000794,-0.0282070066428
ACH-000796,-0.436196608517
ACH-000799,0.04282319205249999
ACH-000800,-0.20324355431299998
ACH-000802,-0.164103324835
ACH-000804,0.125751112472
ACH-000805,0.203861620611
ACH-000809,-0.10923828581299999
ACH-000810,-0.495457950128
ACH-000811,-0.259514973343
ACH-000817,-1.0160198415200001
ACH-000819,-0.052182855155800005
ACH-000820,-0.00185453771186
ACH-000821,-0.421511114441
ACH-000822,-0.209312549751
ACH-000823,-0.10949416453199999
ACH-000824,-0.122082289524
ACH-000827,-0.0364402979559
ACH-000829,-0.375613240827
ACH-000831,-0.17690429557999998
ACH-000832,0.0630603699098
ACH-000833,-0.499998582606
ACH-000834,-0.0615936237094
ACH-000835,-0.0825366992794
ACH-000836,-0.093982844451
ACH-000837,-0.0061532618421700006
ACH-000838,-0.8780914664239999
ACH-000839,0.0527224226047
ACH-000840,-0.19855082696499998
ACH-000841,0.050814756453
ACH-000843,-0.164337674107
ACH-000846,0.12121655632799999
ACH-000847,-0.0233058466828
ACH-000848,-0.00955462240654
ACH-000849,-0.0679435737999
ACH-000851,0.0744397571033
ACH-000855,-0.0512556497158
ACH-000856,-0.20306589232900002
ACH-000858,0.019632336310099998
ACH-000859,-0.267298175336
ACH-000861,0.07374778359289999
ACH-000862,0.029354214913599998
ACH-000865,-0.0277399717098
ACH-000866,-0.12717417268200001
ACH-000867,-0.053517118631
ACH-000869,-0.05214068118919999
ACH-000872,-0.0917413322828
ACH-000873,-0.09825772863880002
ACH-000876,-0.21837193661200002
ACH-000878,-0.03882240158190001
ACH-000880,0.10841430875399999
ACH-000881,0.11425403814000001
ACH-000882,0.05441761194130001
ACH-000884,-0.0934873496795
ACH-000885,0.190409274589
ACH-000887,-0.029070557732500002
ACH-000888,0.0248642611916
ACH-000889,-0.0542345281135
ACH-000890,0.11233764167199999
ACH-000896,0.037675523605
ACH-000898,-0.178476084775
ACH-000900,0.0219314406428
ACH-000901,-0.18626211048099997
ACH-000905,-0.078356568851
ACH-000906,-0.22040059538100001
ACH-000907,-0.08730623577209999
ACH-000910,-0.0656123418078
ACH-000911,-0.211933664804
ACH-000912,-0.0254277225318
ACH-000913,-0.0624698441024
ACH-000915,-0.0769330677182
ACH-000916,0.15790696697599998
ACH-000917,-0.0630721465124
ACH-000921,0.0181930232837
ACH-000924,-0.0271417480584
ACH-000926,-0.0716906135163
ACH-000928,0.0166949138207
ACH-000929,-0.414572383932
ACH-000932,0.0332579440747
ACH-000935,0.09825904239219999
ACH-000936,-0.193979027079
ACH-000937,-0.006822526458920001
ACH-000938,-0.464692884284
ACH-000939,0.11575713407
ACH-000941,-0.28528585655600003
ACH-000943,-0.0236046175703
ACH-000946,0.0954888403819
ACH-000947,-0.0566345488516
ACH-000948,0.133672006764
ACH-000950,-0.0546362406476
ACH-000953,-0.464199045381
ACH-000957,0.35919542507200003
ACH-000958,-0.0281152044474
ACH-000960,-0.29766462218899997
ACH-000963,0.152269938139
ACH-000968,0.14270233986
ACH-000969,-0.0012239484255599999
ACH-000973,-0.0981620744595
ACH-000974,0.00169709480603
ACH-000975,-0.22252380986099998
ACH-000976,-0.285629291136
ACH-000978,-0.0531029032498
ACH-000980,-0.0731534383026
ACH-000984,-0.232307009193
ACH-000986,0.228901588627
ACH-000988,-0.17417962347899998
ACH-000993,0.0471430075379
