,CSF2RB (1439)
ACH-000004,-0.226667974032
ACH-000007,-0.05816224188519999
ACH-000009,-0.145905916662
ACH-000011,0.042135306683199994
ACH-000012,-0.196707060506
ACH-000013,-0.13057302557800002
ACH-000014,-0.0964562531659
ACH-000015,-0.142088708575
ACH-000017,-0.054736215304
ACH-000018,-0.027754737189199997
ACH-000019,-0.24520399121800002
ACH-000021,-0.0740339916152
ACH-000022,-0.204355217887
ACH-000025,-0.127761959728
ACH-000028,-0.13217836129000002
ACH-000030,-0.225551765262
ACH-000035,-0.022344713242000002
ACH-000036,-0.14661232920999998
ACH-000037,0.0910269789131
ACH-000039,-0.0746469582582
ACH-000040,-0.285443628374
ACH-000041,-0.113192835403
ACH-000042,-0.335923976467
ACH-000045,-0.014944060003799999
ACH-000047,-0.109504084617
ACH-000052,-0.0750181238458
ACH-000053,-0.0921770789261
ACH-000054,-0.016798248824799997
ACH-000055,-0.122103456613
ACH-000060,-0.158859862492
ACH-000067,-0.08444006498130001
ACH-000070,-0.10092830693499999
ACH-000075,0.0730158293861
ACH-000078,-0.107730897278
ACH-000082,-0.131924288906
ACH-000085,-0.414424465375
ACH-000086,0.00989324469405
ACH-000087,0.09807718644030002
ACH-000092,-0.15369093668199998
ACH-000095,-0.10668882308199999
ACH-000097,-0.009164315258879998
ACH-000098,-0.147899623292
ACH-000099,-0.115752485496
ACH-000108,-0.0543162029279
ACH-000113,-0.0192456149274
ACH-000115,-0.0706057522342
ACH-000116,-0.07939277655089999
ACH-000118,-0.10673938008600001
ACH-000120,-0.127727258966
ACH-000123,-0.00852916105646
ACH-000127,0.0448754668479
ACH-000128,0.0427377803076
ACH-000132,-0.20802987032900003
ACH-000133,-0.122451164976
ACH-000137,0.0752518637052
ACH-000138,0.168457454155
ACH-000142,-0.056453107530800004
ACH-000143,-0.09140457041719999
ACH-000146,-0.0765651967822
ACH-000148,-0.019397176702000002
ACH-000150,0.10671761334799999
ACH-000152,-0.137821279767
ACH-000153,0.09190051030310001
ACH-000159,0.054072639956499996
ACH-000160,-0.07313296457839999
ACH-000163,-0.123441140328
ACH-000167,0.0919365811525
ACH-000168,-0.246787567082
ACH-000169,-0.157786872436
ACH-000178,-0.087563988289
ACH-000182,0.036456647767699996
ACH-000183,-0.142811875914
ACH-000188,-0.160915762062
ACH-000189,-0.0590405526693
ACH-000190,-0.00950530228882
ACH-000198,-0.152432325305
ACH-000204,-0.156398724385
ACH-000206,-0.268067749456
ACH-000207,0.00396977059386
ACH-000211,-0.030974243368700003
ACH-000215,-0.0371445347426
ACH-000221,-0.158407721041
ACH-000222,0.08397744702289998
ACH-000223,-0.08772994968489999
ACH-000226,-0.045928973895500005
ACH-000227,-0.0728208875595
ACH-000228,0.0199677364922
ACH-000231,-0.0118545765821
ACH-000232,-0.17578547428
ACH-000233,-0.0662543881196
ACH-000234,0.035384950103199996
ACH-000235,0.0244557935702
ACH-000237,-0.133334797668
ACH-000238,-0.243419918888
ACH-000243,-0.126514017064
ACH-000244,-0.229221368053
ACH-000246,-0.0989357789279
ACH-000248,-0.0928465591893
ACH-000250,-0.0335009098394
ACH-000251,0.00907428764616
ACH-000253,-0.261347335161
ACH-000255,-0.187098665235
ACH-000256,-0.223672327542
ACH-000257,-0.0628097209944
ACH-000258,-0.126653824878
ACH-000259,-0.029283571715700004
ACH-000260,-0.0646358377155
ACH-000261,-0.11083467940500001
ACH-000262,0.11086034144899999
ACH-000263,0.0553312162705
ACH-000264,-0.19489724680300002
ACH-000265,-0.090341364297
ACH-000266,-0.121415768485
ACH-000272,-0.0137884109629
ACH-000273,-0.0023912795565999997
ACH-000274,-0.132348341654
ACH-000277,0.0039138683397
ACH-000278,-0.225682469705
ACH-000279,-0.133893917795
ACH-000280,-0.08644213111369999
ACH-000281,-0.18054746496100002
ACH-000288,-0.156172517936
ACH-000291,-0.0202025570195
ACH-000293,-0.0018463390396199998
ACH-000294,-0.07409911602139999
ACH-000295,-0.08294043962770001
ACH-000296,-0.0802455518255
ACH-000302,-0.099078791768
ACH-000304,-0.0693755253937
ACH-000307,0.033831507596900005
ACH-000308,-0.18868244067200002
ACH-000310,-0.117483839321
ACH-000311,-0.129204943997
ACH-000312,-0.152652822152
ACH-000315,-0.0453786962756
ACH-000316,0.05370367100119999
ACH-000317,0.00120698249625
ACH-000318,-0.151317041878
ACH-000319,-0.0791905754856
ACH-000320,-0.22037805691999998
ACH-000322,-0.09880734078130002
ACH-000323,-0.253102091184
ACH-000324,-0.0682501437256
ACH-000329,-0.020492601062099998
ACH-000330,-0.235774192015
ACH-000331,0.0159404351994
ACH-000332,-0.07398545194919999
ACH-000334,-0.0627299439699
ACH-000335,-0.120809884868
ACH-000336,-0.0813431015258
ACH-000337,-0.184983895068
ACH-000339,-0.02471446189
ACH-000341,-0.030625561588499998
ACH-000348,-0.122412072547
ACH-000350,0.0332985106748
ACH-000352,-0.0657618373082
ACH-000356,-0.093919592175
ACH-000361,0.00861292799182
ACH-000362,0.089020628594
