,MEOX1 (4222)
ACH-000004,0.10030528295
ACH-000007,0.168909526286
ACH-000009,-0.0379744975083
ACH-000011,-0.055999035782199995
ACH-000012,0.0149032249261
ACH-000013,0.123966709787
ACH-000014,-0.166868786598
ACH-000015,0.034929094090199994
ACH-000017,0.05212774361280001
ACH-000018,0.0180869060455
ACH-000019,0.345613325088
ACH-000021,0.147355771031
ACH-000022,-0.0790118996183
ACH-000025,0.0169758903069
ACH-000028,0.10901010740599999
ACH-000030,-0.0639963664872
ACH-000035,-0.09420792737639999
ACH-000036,0.04774711930369999
ACH-000037,0.29504969673799997
ACH-000039,-0.0378691064043
ACH-000040,-0.138079345471
ACH-000041,-0.139005519195
ACH-000042,-0.006241314573170001
ACH-000045,-0.0012414253486400001
ACH-000047,-0.0819994265553
ACH-000052,0.282519492127
ACH-000053,0.0944345759554
ACH-000054,0.09070331911049999
ACH-000055,-0.0492067986575
ACH-000060,-0.19227843971099998
ACH-000067,-0.052030089736099995
ACH-000070,-0.327302349682
ACH-000075,-0.0557633928664
ACH-000078,-0.0065207536768
ACH-000082,-0.15476462135299998
ACH-000085,0.058779634072
ACH-000086,-0.0145982275122
ACH-000087,-0.0419962922681
ACH-000092,0.0287976929226
ACH-000095,-0.0943561800589
ACH-000097,-0.0694039376668
ACH-000098,0.025621479535599997
ACH-000099,-0.14428960315199998
ACH-000108,-0.0333619686316
ACH-000113,-0.00559039403248
ACH-000115,-0.0737006549891
ACH-000116,-0.10359058973200001
ACH-000118,0.0502194035826
ACH-000120,-0.135830258013
ACH-000123,0.00766307250262
ACH-000127,-0.145335690898
ACH-000128,0.0214334539147
ACH-000132,-0.0137563607943
ACH-000133,-0.00479666722149
ACH-000137,0.0792752982636
ACH-000138,-0.11519749695999999
ACH-000142,0.00262974116852
ACH-000143,0.08762248946949999
ACH-000146,0.0523510009136
ACH-000148,-0.0736919302786
ACH-000150,-0.27071397258200003
ACH-000152,0.14880473314
ACH-000153,0.307193614272
ACH-000159,0.143626747319
ACH-000160,0.00663991555726
ACH-000163,0.112706856152
ACH-000167,0.236490574579
ACH-000168,0.0465370173102
ACH-000169,0.0746665834407
ACH-000178,-0.014982144913899998
ACH-000182,-0.0034374798623500002
ACH-000183,-0.0869317852997
ACH-000188,-0.101929142489
ACH-000189,0.0704335005837
ACH-000190,0.055185379825400005
ACH-000198,0.157359169726
ACH-000204,0.012137480456
ACH-000206,-0.119366457182
ACH-000207,-0.229227256904
ACH-000211,-0.0301937626072
ACH-000215,-0.021685716118200003
ACH-000221,0.012027740723299998
ACH-000222,0.242598826085
ACH-000223,0.120721232143
ACH-000226,0.0777643337003
ACH-000227,-0.392409891847
ACH-000228,-0.0793684109361
ACH-000231,0.0284117563013
ACH-000232,0.0746874511077
ACH-000233,0.05127034847419999
ACH-000234,-0.0558841303955
ACH-000235,-0.0936420869558
