,BNIPL (149428)
ACH-000310,-0.34331262839000004
ACH-000311,-0.255032444734
ACH-000312,-0.332325418054
ACH-000315,-0.300821427332
ACH-000316,-0.00295636624066
ACH-000317,-0.21311028923300002
ACH-000318,-0.301352191993
ACH-000319,-0.221601028995
ACH-000320,-0.263798603714
ACH-000322,-0.203589344261
ACH-000323,-0.504212692918
ACH-000324,-0.16612740034700002
ACH-000329,-0.276010955486
ACH-000330,-0.08725767616699999
ACH-000331,-0.266794060919
ACH-000332,-0.265341244533
ACH-000334,0.18362727760000003
ACH-000335,0.0197021702857
ACH-000336,-0.248598370888
ACH-000337,-0.6762865670139999
ACH-000339,-0.0561800850362
ACH-000341,-0.410328369084
ACH-000348,-0.343065600444
ACH-000350,-0.228225784696
ACH-000352,-0.251588283962
ACH-000356,-0.377716759565
ACH-000361,-0.133126491806
ACH-000362,-0.10791121019899999
ACH-000363,-0.23851563038600002
ACH-000364,-0.35115768838399997
ACH-000365,-0.22244261275899999
ACH-000366,-0.276150332835
ACH-000368,-0.263452248807
ACH-000374,-0.129774328227
ACH-000375,-0.44969894294699997
ACH-000376,-0.240118903873
ACH-000381,-0.36418772740500005
ACH-000383,-0.293924916674
ACH-000387,-0.165929198953
ACH-000389,-0.26156849673300003
ACH-000390,-0.45340220125200004
ACH-000393,-0.191694140166
ACH-000395,-0.06955775106039999
ACH-000397,-0.298331962306
ACH-000401,-0.48046055253200004
ACH-000402,-0.348695035396
ACH-000403,-0.16513449580700001
ACH-000404,-0.376273647826
ACH-000406,-0.20291561485800003
ACH-000407,-0.359411630533
ACH-000408,-0.20536014980999998
ACH-000410,-0.198367588446
ACH-000411,-0.163182826417
ACH-000414,-0.193128602673
ACH-000415,-0.219831866924
ACH-000416,-0.35450742735299995
ACH-000420,-0.170352472764
ACH-000421,-0.24506423090399998
ACH-000424,-0.419963775733
ACH-000425,-0.219794810737
ACH-000426,-0.403755799481
ACH-000427,-0.213663625993
ACH-000433,-0.268999821284
ACH-000436,-0.531393689086
ACH-000444,-0.242099276806
ACH-000445,-0.346951460487
ACH-000448,-0.291461411181
ACH-000450,-0.24088242673799998
ACH-000452,-0.327707373459
ACH-000454,-0.508176434012
ACH-000458,-0.33536336935100003
ACH-000459,-0.233679742487
ACH-000460,-0.209578216544
ACH-000461,0.00636993312286
ACH-000463,-0.445913497908
ACH-000464,-0.118891608601
ACH-000466,-0.0480605565723
ACH-000467,-0.226913073259
ACH-000468,-0.412270455739
ACH-000469,-0.119944716481
ACH-000470,-0.278619210788
ACH-000471,-0.146464399367
ACH-000472,-0.09271131426269999
ACH-000473,-0.211213952439
ACH-000475,-0.234310419998
ACH-000476,-0.144929989616
ACH-000477,-0.483423554825
ACH-000480,-0.16780303944000002
ACH-000481,-0.254159954344
ACH-000483,-0.294206381135
ACH-000484,-0.38473610094000005
ACH-000485,-0.434589746386
ACH-000486,-0.230693467099
ACH-000487,-0.13756908987400002
ACH-000488,-0.323797266642
ACH-000490,-0.246116581794
ACH-000491,-0.165335389942
ACH-000495,-0.32470354967099996
ACH-000496,-0.27521808582199997
ACH-000499,-0.34364727482199997
ACH-000500,0.349384904029
ACH-000502,-0.271725046967
ACH-000503,-0.271192173909
ACH-000505,-0.273473137843
ACH-000507,-0.45051498837399995
ACH-000510,-0.296047608899
ACH-000511,-0.25127960290600004
ACH-000512,-0.30655428881200003
ACH-000516,-0.33601181613799996
ACH-000517,-0.195576095554
ACH-000518,-0.18547101409400002
ACH-000520,-0.132900626588
ACH-000521,-0.15498766438300002
ACH-000522,-0.282711240397
ACH-000524,-0.17162984517299998
ACH-000527,-0.236319085276
ACH-000528,-0.07396234082780001
ACH-000537,-0.19343753134599997
ACH-000541,-0.594496192557
ACH-000542,-0.302660196376
ACH-000544,-0.258832291976
ACH-000545,-0.184570800764
ACH-000547,-0.201314352167
ACH-000548,-0.23352309771699997
ACH-000549,-0.299923966258
ACH-000550,-0.24607151812
ACH-000552,-0.30069002076900003
ACH-000556,-0.285511601232
ACH-000557,-0.17066070404800002
ACH-000570,0.05429349434090001
ACH-000571,-0.33427580543900004
ACH-000573,-0.24526248661699998
ACH-000576,-0.0670152341397
ACH-000580,-0.287353389649
ACH-000584,-0.08369340096639999
ACH-000585,-0.17314827040999997
ACH-000588,-0.161416907485
ACH-000589,-0.249740581712
ACH-000591,0.115668360765
ACH-000593,-0.227857590251
ACH-000600,-0.153394954721
ACH-000601,-0.33417131968499997
ACH-000604,-0.316312182069
ACH-000605,-0.35336219266999996
ACH-000606,-0.37488794057700003
ACH-000608,-0.16232903659700001
ACH-000614,-0.09295857817770001
ACH-000616,-0.24897621526299998
ACH-000618,-0.230770737733
ACH-000619,-0.137446976832
ACH-000620,-0.272217976625
ACH-000621,-0.099973025713
ACH-000622,-0.0196469979874
ACH-000623,-0.255285665826
ACH-000624,-0.213405955957
ACH-000627,-0.12246226238800001
ACH-000630,-0.19996891623399998
ACH-000632,-0.113106142787
ACH-000633,-0.283401902914
ACH-000637,-0.20248011351
ACH-000638,-0.285762952139
ACH-000646,-0.173922211206
ACH-000647,-0.299377545828
ACH-000648,-0.159495741777
ACH-000649,-0.38184814599699995
ACH-000651,-0.257428870109
ACH-000652,-0.0892563159293
ACH-000653,-0.36760592602700004
ACH-000657,-0.345630681372
ACH-000658,-0.30374768339200003
ACH-000661,-0.26408748941
ACH-000662,-0.052949526411100005
ACH-000663,-0.11007993682
ACH-000665,-0.327352574903
ACH-000671,-0.313033186443
ACH-000673,-0.392629061143
ACH-000676,-0.334719135819
ACH-000677,-0.13171356239499998
ACH-000681,-0.0857211330077
ACH-000682,-0.22452621419799998
ACH-000683,-0.38268038539899996
ACH-000684,-0.0348201211587
ACH-000688,0.15224452577
ACH-000693,-0.19963032575
ACH-000694,-0.14428468934699998
ACH-000695,-0.504210259379
ACH-000696,-0.323199778552
ACH-000697,-0.273342337049
ACH-000699,-0.216776699179
ACH-000701,-0.13591862275699998
ACH-000706,-0.22953293009700002
ACH-000711,-0.21881600086199998
ACH-000713,-0.611273817499
ACH-000714,-0.330113158054
ACH-000718,-0.296989317103
ACH-000720,-0.24622883209199997
ACH-000721,-0.300244951779
ACH-000724,-0.125251057108
ACH-000725,-0.46547753355800003
ACH-000732,-0.367971605584
ACH-000734,-0.384322603822
ACH-000735,-0.494743342382
ACH-000736,-0.419230033554
ACH-000738,-0.255602006535
ACH-000746,-0.29664261333299996
ACH-000747,-0.346305974528
ACH-000748,-0.32246070689
ACH-000753,-0.42631388313199997
ACH-000756,-0.232306143558
ACH-000757,-0.570058274183
ACH-000758,-0.268658544354
ACH-000760,-0.36921139948299997
ACH-000763,-0.334454685484
ACH-000764,-0.49171196020499996
ACH-000765,-0.35423508683399996
ACH-000766,-0.39533061622
ACH-000767,-0.301165917868
ACH-000768,-0.185602246487
ACH-000769,-0.52209349336
ACH-000770,-0.215672796195
ACH-000771,-0.337411013745
ACH-000773,-0.321234936053
ACH-000776,-0.413484535869
ACH-000777,-0.268048873074
ACH-000778,-0.0815649164564
ACH-000781,-0.342432745129
ACH-000782,-0.099033138786
ACH-000783,-0.109257715014
ACH-000784,-0.158380386984
ACH-000785,-0.5870581126169999
ACH-000787,-0.21399186477899998
ACH-000788,-0.10812844156899999
ACH-000791,-0.389823835301
ACH-000792,-0.198920759817
ACH-000794,-0.251055417934
ACH-000796,-0.181249548613
ACH-000799,-0.164717249078
ACH-000800,-0.39154471113600003
ACH-000802,-0.289376942504
ACH-000804,-0.200735588913
ACH-000805,-0.24763045181899998
ACH-000809,-0.20057185698600002
ACH-000810,-0.49295521911799994
ACH-000811,-0.227318977618
ACH-000817,-0.351233838151
ACH-000819,-0.236011819914
ACH-000820,-0.530101068928
ACH-000821,-0.21256466322099998
ACH-000822,-0.283671689207
ACH-000823,-0.24324509779800002
ACH-000824,-0.173084901409
ACH-000827,-0.183268306125
ACH-000829,-0.147026149212
ACH-000831,-0.09245633741560001
ACH-000832,-0.434864414541
ACH-000833,-0.18132432283
ACH-000834,-0.262656050019
ACH-000835,-0.289697746073
ACH-000836,-0.36909884863000003
ACH-000837,-0.08006911576299999
ACH-000838,-0.284394909965
ACH-000839,-0.178535066116
ACH-000840,-0.007669186039840001
ACH-000841,-0.306646424664
ACH-000843,-0.325480662194
ACH-000846,-0.328506247388
ACH-000847,-0.0710391778251
ACH-000848,-0.335990315471
ACH-000849,-0.115629739526
ACH-000851,-0.106499295747
ACH-000855,-0.368972506434
ACH-000856,-0.0965267629208
ACH-000858,-0.200663514626
ACH-000859,-0.350877884495
ACH-000861,-0.139325281424
ACH-000862,-0.149940415551
ACH-000865,-0.26732138204
ACH-000866,-0.346321147649
ACH-000867,-0.314659367719
ACH-000869,-0.40849538190300005
ACH-000872,-0.037301522975199994
ACH-000873,-0.114597258599
ACH-000876,-0.0557983349704
ACH-000878,-0.0876905158065
ACH-000880,-0.502206162583
ACH-000881,-0.252736903658
ACH-000882,-0.14840619119
ACH-000884,-0.0863252746318
ACH-000885,-0.15656697670800002
ACH-000887,-0.23635183365600002
ACH-000888,-0.301204285121
ACH-000889,-0.19123694228399998
ACH-000890,-0.334973363962
ACH-000896,-0.37676824557099997
ACH-000898,-0.237161298503
ACH-000900,-0.386489966007
ACH-000901,-0.270323793535
ACH-000905,-0.40910819464000003
ACH-000906,-0.155762388376
ACH-000907,-0.244136557868
ACH-000910,-0.126998629066
ACH-000911,-0.268029161125
ACH-000912,-0.336862421695
ACH-000913,-0.118576172612
ACH-000915,-0.363983317126
ACH-000916,-0.46016544443400004
ACH-000917,-0.255688130969
ACH-000921,-0.215906107358
ACH-000924,-0.25752331524
ACH-000926,-0.202635147258
ACH-000928,-0.265325144678
ACH-000929,-0.0797553136222
ACH-000932,-0.242966427715
ACH-000935,-0.10966830252
ACH-000936,-0.23216166860399998
ACH-000937,-0.175040551864
ACH-000938,-0.355491654305
ACH-000939,-0.38449614639300006
ACH-000941,-0.35825286065800005
ACH-000943,-0.259037458838
ACH-000946,-0.122586222476
ACH-000947,-0.20890288188
ACH-000948,-0.254760860146
ACH-000950,-0.184524166319
ACH-000953,-0.22682527574
ACH-000957,-0.32506645491
ACH-000958,-0.220816930448
ACH-000960,-0.295058447061
ACH-000963,-0.215200889324
ACH-000968,-0.385278564472
ACH-000969,-0.0823063359547
ACH-000973,-0.222127586547
ACH-000974,-0.220565840747
ACH-000975,-0.19470492507
ACH-000976,-0.0830571855325
ACH-000978,-0.465566175135
ACH-000980,-0.19410591493
ACH-000984,-0.41679191274899996
ACH-000986,-0.34981698208800005
ACH-000988,-0.18459566822700002
ACH-000993,0.017770092097
ACH-000994,-0.05094323042090001
ACH-000996,-0.37126064571500006
ACH-001001,-0.0716431553162
ACH-001020,-0.0995368629586
ACH-001028,-0.292999452531
ACH-001031,-0.231008092478
ACH-001038,-0.25671545253
ACH-001048,-0.21236040949999999
ACH-001050,-0.290438202207
ACH-001053,-0.280653757357
ACH-001054,-0.152293664071
ACH-001061,-0.342294299943
ACH-001067,-0.18426392857999999
ACH-001075,0.056910382335199995
ACH-001096,-0.40526087309500003
ACH-001128,-0.12617542340500001
ACH-001134,-0.22404904788899999
ACH-001151,-0.314202405075
ACH-001163,-0.48179137068899996
ACH-001164,-0.41726396779200003
ACH-001173,-0.225774382815
ACH-001183,0.0149853455875
ACH-001184,-0.42113190603600004
ACH-001190,-0.18942858704100002
ACH-001192,-0.436002157193
ACH-001193,-0.201184437192
ACH-001196,-0.237591469705
ACH-001197,-0.0699614773645
ACH-001205,-0.201149771415
ACH-001211,-0.368272683613
ACH-001212,0.0912237503534
ACH-001228,-0.20904017102800002
ACH-001232,-0.281588430406
ACH-001239,-0.232680100667
ACH-001274,-0.122860280141
ACH-001275,-0.0384022027831
ACH-001277,-0.344424071289
ACH-001278,-0.11963271344599999
ACH-001280,-0.287552241023
ACH-001283,-0.239358790415
ACH-001289,-0.122655311467
ACH-001295,-0.247552260241
ACH-001300,-0.386406436232
ACH-001301,-0.202841490164
ACH-001302,-0.279942351475
ACH-001303,-0.471697021712
ACH-001306,0.028778272484400003
ACH-001318,-0.313345546235
ACH-001322,-0.189681995101
ACH-001328,-0.36100478024899996
ACH-001332,-0.410545587085
ACH-001333,-0.09344227982139999
ACH-001336,-0.52048796509
ACH-001340,-0.251438647306
ACH-001346,-0.35616102316799997
ACH-001353,-0.21260881550000002
ACH-001354,-0.383812729027
ACH-001367,-0.191595251407
ACH-001368,-0.327542081885
ACH-001374,0.138631652199
ACH-001375,-0.34164931456799996
ACH-001377,-0.09643386993410001
ACH-001380,-0.15135811432600002
ACH-001391,-0.125913330618
ACH-001407,-0.185835407034
ACH-001408,-0.22066160652199998
ACH-001413,-0.345052685875
ACH-001430,-0.446957002888
ACH-001431,-0.23674716442699997
ACH-001450,0.0424822396348
ACH-001496,-0.265671182904
ACH-001500,-0.29777856042399997
ACH-001521,0.0848137021268
ACH-001523,-0.09321617771639999
ACH-001532,-0.22709106864999998
ACH-001536,-0.163501733903
ACH-001550,-0.08718594501299999
ACH-001552,-0.446287153827
ACH-001554,-0.22247332170899997
ACH-001645,-0.237354093281
ACH-001654,-0.223617062653
ACH-001715,-0.183140401098
ACH-001735,-0.272873788116
ACH-001736,-0.209913424822
ACH-001737,-0.08065689906760001
ACH-001740,-0.167726986012
ACH-001745,-0.144441655088
ACH-001750,-0.249594865264
ACH-001765,-0.301079175676
ACH-001956,-0.25407312415800004
ACH-001957,-0.28755123202300004
