,RNPC3 (55599)
ACH-000767,-2.10875933417
ACH-000768,-1.71804816977
ACH-000769,-1.6103186036300001
ACH-000770,-1.9146520570299999
ACH-000771,-1.7040567242299998
ACH-000773,-1.72127562115
ACH-000776,-1.68050564482
ACH-000777,-1.9120294555900001
ACH-000778,-2.62210199915
ACH-000781,-1.6724840983000002
ACH-000782,-1.9116403436200002
ACH-000783,-1.50239945198
ACH-000784,-1.5819191293500001
ACH-000785,-2.1112210400099998
ACH-000787,-1.7306567148599996
ACH-000788,-1.7965409310299998
ACH-000791,-1.71290031336
ACH-000792,-2.06751418898
ACH-000794,-1.66914313824
ACH-000796,-1.7512222027700002
ACH-000799,-1.7019697563
ACH-000800,-1.68271328361
ACH-000802,-1.63450778699
ACH-000804,-1.4755521026700003
ACH-000805,-1.6307993154499998
ACH-000809,-1.68650325102
ACH-000810,-1.7774086064099996
ACH-000811,-2.12183029315
ACH-000817,-1.7910720592200002
ACH-000819,-1.7102061125799999
ACH-000820,-1.3323204827600001
ACH-000821,-1.96850741039
ACH-000822,-1.8485065418400002
ACH-000823,-1.54303364909
ACH-000824,-1.80992246276
ACH-000827,-1.62199121924
ACH-000829,-1.99790594572
ACH-000831,-1.67200566598
ACH-000832,-1.43255263723
ACH-000833,-2.2679754753799997
ACH-000834,-1.9687323651900002
ACH-000835,-1.7517963976599997
ACH-000836,-2.0837483698700003
ACH-000837,-1.6011525122999999
ACH-000838,-2.2967929151099997
ACH-000839,-1.53382956613
ACH-000840,-1.5673128647
ACH-000841,-1.5188803280599998
ACH-000843,-1.8064285832799998
ACH-000846,-1.74657935607
ACH-000847,-1.333681685
ACH-000848,-1.6737323219999998
ACH-000849,-1.78819557176
ACH-000851,-1.33272141037
ACH-000855,-1.93647605165
ACH-000856,-1.7375346742
ACH-000858,-1.7214434241099998
ACH-000859,-1.18735180521
ACH-000861,-1.76253524396
ACH-000862,-2.1352206526299997
ACH-000865,-1.62366604262
ACH-000866,-1.8424543813900003
ACH-000867,-2.07199384627
ACH-000869,-1.52072444496
ACH-000872,-1.55868663788
ACH-000873,-1.23875454598
ACH-000876,-1.80957644676
ACH-000878,-1.7419272217099997
ACH-000880,-2.05775782477
ACH-000881,-1.69369409474
ACH-000882,-1.72453528153
ACH-000884,-1.8168172692700002
ACH-000885,-1.7196374879799998
ACH-000887,-1.5537510213299999
ACH-000888,-1.6994335527700002
ACH-000889,-1.56941306913
ACH-000890,-1.6870697080200001
ACH-000896,-1.6426615493599999
ACH-000898,-1.68545921125
ACH-000900,-1.4577894954600001
ACH-000901,-1.56759254201
ACH-000905,-1.62161385611
ACH-000906,-1.52259965935
ACH-000907,-1.8223160619
ACH-000910,-1.60972119008
ACH-000911,-1.9146766678099998
ACH-000912,-1.73483406097
ACH-000913,-1.76232125398
ACH-000915,-1.29603627415
ACH-000916,-1.36963625568
ACH-000917,-1.6351966237600002
ACH-000921,-1.68644940352
ACH-000924,-1.79296541949
ACH-000926,-1.7515919561500002
ACH-000928,-1.58517334843
ACH-000929,-1.61047304296
ACH-000932,-2.0553361421400003
ACH-000935,-1.18962172182
ACH-000936,-1.7496980063099998
ACH-000937,-2.0556811449200003
ACH-000938,-1.9839752707700002
ACH-000939,-2.2686243488900004
ACH-000941,-2.17940657314
ACH-000943,-1.85560418817
ACH-000946,-1.8414479148400003
ACH-000947,-1.9161498964700001
ACH-000948,-2.1208228125099997
ACH-000950,-1.5920607533500002
ACH-000953,-2.32329746353
ACH-000957,-1.8029889427599999
ACH-000958,-1.49154582012
ACH-000960,-2.02384905525
ACH-000963,-2.20831077783
ACH-000968,-1.7290162674
ACH-000969,-1.9781872208000002
ACH-000973,-1.79528841143
ACH-000974,-1.92372567463
ACH-000975,-1.7498302294499999
ACH-000976,-1.55471167945
ACH-000978,-2.4060118031099997
ACH-000980,-2.0424401348
ACH-000984,-1.8970865411900002
ACH-000986,-1.62389132535
ACH-000988,-2.7661350262999997
ACH-000993,-1.4587413438899999
ACH-000994,-2.10391517
ACH-000996,-1.5420334902700001
ACH-001001,-1.97950923324
ACH-001020,-1.49116920322
ACH-001028,-1.6460400282799998
ACH-001031,-1.8641943341299998
ACH-001038,-1.63238134363
ACH-001048,-1.68771066082
ACH-001050,-1.29793799034
ACH-001053,-1.8946843004799998
ACH-001054,-1.89205525353
ACH-001061,-1.6683295746
ACH-001067,-1.6778586703
ACH-001075,-1.8811750885900003
ACH-001096,-1.81620058118
ACH-001128,-1.3958361879899999
ACH-001134,-1.5957872279299998
ACH-001151,-1.7272984606900001
ACH-001163,-1.5835236904199999
ACH-001164,-2.01784410526
ACH-001173,-1.6682279986200002
ACH-001183,-1.74946858995
ACH-001184,-1.68026667282
ACH-001190,-1.7047914629299998
ACH-001192,-1.96023729982
ACH-001193,-1.6134805233200002
ACH-001196,-1.9645034425599999
ACH-001197,-1.62878251795
ACH-001205,-1.52251219625
ACH-001211,-1.54462115076
ACH-001212,-1.66889998012
ACH-001228,-2.42572426885
ACH-001232,-1.70973902149
ACH-001239,-1.77415612597
ACH-001274,-1.4848094027599998
ACH-001275,-1.6497096278
ACH-001277,-1.25758387021
ACH-001278,-1.9009610673299997
ACH-001280,-2.68495686773
ACH-001283,-1.7192635813
ACH-001289,-1.97179574947
ACH-001295,-1.8492865457099998
ACH-001300,-1.8783791458400003
ACH-001301,-1.7693659768
ACH-001302,-1.8129157168
ACH-001303,-1.29929869881
ACH-001306,-1.5623613466600001
ACH-001318,-1.6498558447799998
ACH-001322,-1.57531974973
ACH-001328,-1.7995326854700002
ACH-001332,-1.63852741507
ACH-001333,-2.0190180699
ACH-001336,-1.7360492005500001
ACH-001340,-1.9328293220599997
ACH-001346,-1.88949531588
ACH-001353,-1.8682262810199999
ACH-001354,-1.99065835092
ACH-001367,-1.5445364369999999
ACH-001368,-1.57648909155
ACH-001374,-1.5444452212399997
ACH-001375,-1.80592553402
ACH-001377,-1.8805745574400001
ACH-001380,-1.7729708759
ACH-001391,-2.03573256672
ACH-001407,-1.56733459215
ACH-001408,-2.10490818635
ACH-001413,-1.7199370888499999
ACH-001430,-1.5733634904499998
ACH-001431,-1.73764468312
ACH-001450,-2.09336623188
ACH-001496,-1.84919943547
ACH-001500,-1.6749739067899998
ACH-001521,-2.4280264688599997
ACH-001523,-1.9436422291
ACH-001532,-2.01899835772
ACH-001536,-1.67252895551
ACH-001550,-1.7532862239900002
ACH-001552,-1.4487345763
ACH-001554,-1.95657688603
ACH-001645,-1.7597112512400002
ACH-001654,-1.8071426854
ACH-001715,-1.29875879935
ACH-001735,-2.07402538178
ACH-001736,-1.90995819874
ACH-001737,-2.42607846407
ACH-001740,-1.9740413050799999
ACH-001745,-2.01273554715
ACH-001750,-1.75203571401
ACH-001765,-1.82637470409
ACH-001956,-2.12358011606
ACH-001957,-2.17627132741
