,RNPC3 (55599)
ACH-000004,-1.47193724914
ACH-000007,-1.7250709721000002
ACH-000009,-1.7944480953200002
ACH-000011,-1.69428850396
ACH-000012,-1.7927781056099998
ACH-000013,-1.6821883151199999
ACH-000014,-1.77636027126
ACH-000015,-1.64475201951
ACH-000017,-1.57956660206
ACH-000018,-1.3550176443200002
ACH-000019,-1.63978844009
ACH-000021,-1.6925065268900001
ACH-000022,-2.12117439843
ACH-000025,-1.75279121699
ACH-000028,-1.84402162655
ACH-000030,-1.7679765617299998
ACH-000035,-1.39957283099
ACH-000036,-1.6989432938100002
ACH-000037,-1.98649046184
ACH-000039,-1.72362683707
ACH-000040,-1.5161612005899998
ACH-000041,-1.69513785477
ACH-000042,-1.63997148493
ACH-000045,-2.00609615477
ACH-000047,-1.7866184835599999
ACH-000052,-1.21113117188
ACH-000053,-1.7948233838900003
ACH-000054,-1.89296861062
ACH-000055,-1.4465056165
ACH-000060,-1.57989432887
ACH-000067,-1.56061137515
ACH-000070,-2.0177145132599996
ACH-000075,-1.3799766631000001
ACH-000078,-1.43568029571
ACH-000082,-2.05759487689
ACH-000085,-1.8330400575799999
ACH-000086,-1.37505622743
ACH-000087,-1.4786800155000002
ACH-000092,-1.6271806698500002
ACH-000095,-1.76534261257
ACH-000097,-1.90692788815
ACH-000098,-1.68547851371
ACH-000099,-1.6207370162099999
ACH-000108,-1.2654983817899998
ACH-000113,-1.98985397879
ACH-000115,-2.3354141147400003
ACH-000116,-1.74413765035
ACH-000118,-1.7235803821900002
ACH-000120,-1.7731254878099998
ACH-000123,-1.55000311125
ACH-000127,-1.5841970629299997
ACH-000128,-1.47733830229
ACH-000132,-1.86302990494
ACH-000133,-1.7757647323199999
ACH-000137,-1.4286522150299998
ACH-000138,-1.51372859439
ACH-000142,-1.64030409056
ACH-000143,-1.83824845604
ACH-000146,-1.9394953648400002
ACH-000148,-1.9113077481599998
ACH-000150,-1.82343363308
ACH-000152,-1.59051118679
ACH-000153,-2.0351232496400002
ACH-000159,-1.5286493359600002
ACH-000160,-1.91121522009
ACH-000163,-1.7965216698299997
ACH-000167,-2.3790389832299996
ACH-000168,-1.6306107578600002
ACH-000169,-1.59192912853
ACH-000178,-1.74312884595
ACH-000182,-1.76613784328
ACH-000183,-1.58738635695
ACH-000188,-1.7054550797999999
ACH-000189,-1.5170853936500002
ACH-000190,-1.74066427878
ACH-000198,-1.8949687921
ACH-000204,-1.68892124496
ACH-000206,-2.3318857945800002
ACH-000207,-1.9702833094999999
ACH-000211,-1.79337981721
ACH-000215,-1.75879324164
ACH-000221,-1.4635374533899999
ACH-000222,-1.5055644599
ACH-000223,-1.6049959739300002
ACH-000226,-1.6680730628100002
ACH-000227,-1.91918231435
ACH-000228,-1.96364185637
ACH-000231,-1.7339859041599999
ACH-000232,-1.79203763498
ACH-000233,-2.07367026509
ACH-000234,-1.8263201471500001
ACH-000235,-1.7036371540200002
ACH-000237,-1.78142085629
ACH-000238,-1.5534920649700001
ACH-000243,-1.74991515215
ACH-000244,-1.50397234076
ACH-000246,-1.80846499343
ACH-000248,-1.5290465240600002
ACH-000250,-1.4804236407700002
ACH-000251,-2.34999387863
ACH-000253,-1.90515565335
ACH-000255,-1.5936443039500001
ACH-000256,-1.77153262977
ACH-000257,-1.89928221037
ACH-000258,-1.30876044606
ACH-000259,-1.49392421845
ACH-000260,-1.7617325298099997
ACH-000261,-1.99726418781
ACH-000262,-1.7086735685699999
ACH-000263,-1.9223958197599997
ACH-000264,-2.05919082084
ACH-000265,-1.7763866881400001
ACH-000266,-1.75316561255
ACH-000272,-1.5539621210299999
ACH-000273,-1.38218510596
ACH-000274,-1.9144459342900002
ACH-000277,-2.0763260997
ACH-000278,-2.0041889609
ACH-000279,-1.67536256783
ACH-000280,-1.3728338651700003
ACH-000281,-1.02493326149
ACH-000288,-1.8008688343200001
ACH-000291,-1.9486884303599998
ACH-000293,-2.1659742248
ACH-000294,-1.8678238323099998
ACH-000295,-1.9506550171500001
ACH-000296,-1.29186481796
ACH-000302,-1.9575861810799997
ACH-000304,-2.59833668315
ACH-000307,-1.67432113881
ACH-000308,-1.4705864964500002
ACH-000310,-1.3156189618799998
ACH-000311,-2.01186828667
ACH-000312,-1.43952665116
ACH-000315,-1.69139929449
ACH-000316,-1.58702904223
ACH-000317,-1.38439657496
ACH-000318,-2.0238990644
ACH-000319,-2.03489450577
ACH-000320,-1.6046537514700001
ACH-000322,-1.4680600457100001
ACH-000323,-1.73022739527
ACH-000324,-1.43053999935
ACH-000329,-1.62368012335
ACH-000330,-1.5274212581400002
ACH-000331,-1.81637135945
ACH-000332,-1.9779418853400001
ACH-000334,-2.12492251862
ACH-000335,-1.50502189782
ACH-000336,-2.05266747102
ACH-000337,-1.7387115601700003
ACH-000339,-1.8076524892599999
ACH-000341,-2.4239306257599997
ACH-000348,-2.20287950013
ACH-000350,-2.229948791
ACH-000352,-1.84016465849
ACH-000356,-1.76580002377
ACH-000361,-1.95074718683
ACH-000362,-2.0500020396400003
ACH-000363,-2.02733271565
ACH-000364,-1.78938348039
ACH-000365,-1.9026539072400002
ACH-000366,-1.5499900729
ACH-000368,-1.43317457562
ACH-000374,-1.7918764137999998
ACH-000375,-1.6379405720700002
ACH-000376,-1.9715971238099999
ACH-000381,-1.84213136926
ACH-000383,-1.65853180787
ACH-000387,-2.09929999831
ACH-000389,-1.9045281716
ACH-000390,-1.94429716602
ACH-000393,-1.7498417403
ACH-000395,-1.32878880173
ACH-000397,-1.82577383535
ACH-000401,-1.8583914977400002
ACH-000402,-1.8110545551599997
ACH-000403,-1.5710620316400001
ACH-000404,-1.77036826628
ACH-000406,-1.8897536779700002
ACH-000407,-1.6511487357299999
ACH-000408,-1.30416310449
ACH-000410,-1.4862294732799999
ACH-000411,-1.7962386450999999
ACH-000414,-1.9825455839099997
ACH-000415,-1.71540113123
ACH-000416,-1.5058867727
ACH-000420,-1.4232921433399999
ACH-000421,-1.9609348017900001
ACH-000424,-1.40915345292
ACH-000425,-1.6124638284700001
ACH-000426,-2.9225024343
ACH-000427,-2.0322887636400004
ACH-000433,-1.0501359749799999
ACH-000436,-2.0382927944099998
ACH-000444,-1.3286389014
ACH-000445,-1.2742390604
ACH-000448,-1.8472347364900001
ACH-000450,-2.28677488116
ACH-000452,-1.7865024564400003
ACH-000454,-1.69949004283
ACH-000458,-1.9368275871400003
ACH-000459,-2.06889696913
ACH-000460,-1.7632002198199999
ACH-000461,-1.75537608315
ACH-000463,-1.53524547838
ACH-000464,-1.7442484845
ACH-000466,-2.31593826061
ACH-000467,-1.7122706049
ACH-000468,-1.39321353331
ACH-000469,-1.7317111664400002
ACH-000470,-1.50520793097
ACH-000471,-1.6560171294
ACH-000472,-1.68031231276
ACH-000473,-1.46502530244
ACH-000475,-1.7187666943900002
ACH-000476,-1.8167510396700002
ACH-000477,-2.2978578079
ACH-000480,-1.81940908123
ACH-000481,-2.01645658592
ACH-000483,-2.65220762547
ACH-000484,-1.6501098066799997
ACH-000485,-1.7871173792900001
ACH-000486,-1.56776532067
ACH-000487,-1.8590923599400002
ACH-000488,-2.03276052766
ACH-000490,-1.61984871803
ACH-000491,-1.76801817591
ACH-000495,-1.4637260024599998
ACH-000496,-1.73560898159
ACH-000499,-1.7792930812799999
ACH-000500,-1.26383269067
ACH-000502,-1.88698945725
ACH-000503,-1.5119673557299997
ACH-000505,-1.6882241260600002
ACH-000507,-2.01809906499
ACH-000510,-1.78044224435
ACH-000511,-1.7871735251700003
ACH-000512,-1.64936532709
ACH-000516,-2.02960639472
ACH-000517,-1.67855722424
ACH-000518,-1.3637358687299999
ACH-000520,-1.4220918949899999
ACH-000521,-1.6955618755700002
ACH-000522,-1.6676920805200002
ACH-000524,-1.9162100737599999
ACH-000527,-1.70542983955
ACH-000528,-1.8036126004799997
ACH-000537,-1.7246341270900003
ACH-000541,-2.08319613915
ACH-000542,-1.56369778519
ACH-000544,-1.6514815669100003
ACH-000545,-1.71329036784
ACH-000547,-1.24051251244
ACH-000548,-1.61876758521
ACH-000549,-1.5762052756600002
ACH-000550,-1.68693903843
ACH-000552,-1.7823658566999998
ACH-000556,-2.02732538185
ACH-000557,-1.8481673877900002
ACH-000570,-1.78275649384
ACH-000571,-2.11560449971
ACH-000573,-1.87515845872
ACH-000576,-2.04035854715
ACH-000580,-1.7735539073900002
ACH-000584,-1.61663071093
ACH-000585,-1.71059107099
ACH-000588,-1.64090806287
ACH-000589,-1.4890176740999999
ACH-000591,-1.6833000770700002
ACH-000593,-1.6020732527300001
ACH-000600,-1.9681113931
ACH-000601,-1.7543954616900004
ACH-000604,-1.98705034744
ACH-000605,-2.05705479785
ACH-000606,-1.5567226515600001
ACH-000608,-1.4846067573
ACH-000614,-1.28614084958
ACH-000616,-2.11295854371
ACH-000618,-1.83129821176
ACH-000619,-1.3826837760799997
ACH-000620,-2.00001106641
ACH-000621,-1.64163283671
ACH-000622,-1.75235193718
ACH-000623,-1.83595923874
ACH-000624,-1.8171205263299999
ACH-000627,-1.49239652557
ACH-000630,-1.8168883798
ACH-000632,-1.84917499885
ACH-000633,-1.52952681183
ACH-000637,-2.13327479183
ACH-000638,-1.62398923391
ACH-000646,-1.9480072525499998
ACH-000647,-1.65635938964
ACH-000648,-1.81345185722
ACH-000649,-1.40710739145
ACH-000651,-1.5655028912
ACH-000652,-1.64288551683
ACH-000653,-1.7753313251599998
ACH-000657,-1.70455683149
ACH-000658,-1.94631917301
ACH-000661,-1.72401858107
ACH-000662,-1.77579732006
ACH-000663,-1.59095846104
ACH-000665,-1.7452788562900001
ACH-000671,-1.42703019232
ACH-000673,-1.7142801073700003
ACH-000676,-1.4575119432799999
ACH-000677,-1.8095678360599998
ACH-000681,-1.58260863134
ACH-000682,-1.9625311148500002
ACH-000683,-2.13370327474
ACH-000684,-1.62245873253
ACH-000688,-1.73224111596
ACH-000693,-1.5954388819799998
ACH-000694,-1.66623061643
ACH-000695,-1.5593350799399999
ACH-000696,-1.6317846466600001
ACH-000697,-1.6490453727399998
ACH-000699,-2.3247163349599997
ACH-000701,-1.85326739259
ACH-000706,-1.73853490522
ACH-000711,-1.7588919927700002
ACH-000713,-1.55726576687
ACH-000714,-1.8433395885599997
ACH-000718,-1.64536268139
ACH-000720,-1.8816166731400001
ACH-000721,-1.60930948967
ACH-000724,-2.45644642963
ACH-000725,-1.7928689878400002
ACH-000732,-1.79334425403
ACH-000734,-1.48600901628
ACH-000735,-1.64009420963
ACH-000736,-1.8848550585
ACH-000738,-1.4924508846899998
ACH-000746,-1.58017196826
ACH-000747,-1.73078630963
ACH-000748,-1.66690605864
ACH-000753,-1.63900973986
ACH-000756,-1.81157853882
ACH-000757,-1.43257165159
ACH-000758,-1.65843423405
ACH-000760,-1.83557580072
ACH-000763,-2.32251541247
ACH-000764,-1.50451652915
ACH-000765,-1.3617649918799999
ACH-000766,-1.7670258163199999
