,RORA (6095)
ACH-000004,-0.0324289775054
ACH-000007,-0.042332067402599996
ACH-000009,-0.16083079403
ACH-000011,0.0460615603937
ACH-000012,-0.0157980973299
ACH-000013,-0.0156471856162
ACH-000014,-0.157807154604
ACH-000015,0.09339184470689998
ACH-000017,-0.0234489289435
ACH-000018,-0.180884029038
ACH-000019,0.21067436427499997
ACH-000021,0.000441407961429
ACH-000022,-0.0782976590523
ACH-000025,-0.179197077965
ACH-000028,0.267855380229
ACH-000030,0.0009682169726939998
ACH-000035,-0.144004701357
ACH-000036,-0.0107198365813
ACH-000037,0.0787426845367
ACH-000039,-0.11920786709100001
ACH-000040,-0.0456609534907
ACH-000041,0.034990501196
ACH-000042,-0.173387060416
ACH-000045,-0.107142444034
ACH-000047,-0.09181344061619999
ACH-000052,-0.152129280156
ACH-000053,-0.058095206926300005
ACH-000054,0.0216745773206
ACH-000055,0.0443595019564
ACH-000060,-0.06039314440719999
ACH-000067,-0.0302261722737
ACH-000070,-0.046164998041699996
ACH-000075,-0.0776955031461
ACH-000078,0.091624495033
ACH-000082,-0.058008006952800006
ACH-000085,0.27817292100900004
ACH-000086,0.10226712219499999
ACH-000087,-0.120797194964
ACH-000092,-0.0274303802456
ACH-000095,0.014400699750700002
ACH-000097,-0.0154980649807
ACH-000098,0.0896312193746
ACH-000099,0.11287971465399999
ACH-000108,-0.050094576342099996
ACH-000113,0.0850624867206
ACH-000115,0.0978124833139
ACH-000116,0.115537165809
ACH-000118,0.008651306983930001
ACH-000120,0.126171141329
ACH-000123,-0.0757963751041
ACH-000127,-0.023249920410500002
ACH-000128,-0.008889573357620001
ACH-000132,-0.0484193998096
ACH-000133,-0.0616440596246
ACH-000137,0.18273947690200001
ACH-000138,-0.079040526665
ACH-000142,0.18296005448
ACH-000143,0.191953566298
ACH-000146,0.0607996798111
ACH-000148,0.103034211857
ACH-000150,0.136319231579
ACH-000152,0.149881335558
ACH-000153,-0.246364096202
ACH-000159,0.0607217484318
ACH-000160,-0.00330114762674
ACH-000163,0.140130547301
ACH-000167,0.225220408315
ACH-000168,0.0745476329261
ACH-000169,0.146239178235
ACH-000178,-0.058154922286800005
ACH-000182,-0.12740371051
ACH-000183,-0.021469892094
ACH-000188,-0.0408675323031
ACH-000189,-0.0357629946468
ACH-000190,0.12994790845899998
ACH-000198,0.00715622054549
ACH-000204,-0.172475709723
ACH-000206,-0.104142974376
ACH-000207,0.026566930907400005
ACH-000211,-0.0103281828393
ACH-000215,0.0678200532657
ACH-000221,-0.057435672080699995
ACH-000222,-0.413995270971
ACH-000223,-0.0912021363855
ACH-000226,0.025404366559700003
ACH-000227,-0.0210575492415
ACH-000228,-0.08497213389180001
ACH-000231,0.09874935518439999
ACH-000232,-0.0262568291819
ACH-000233,-0.122680751406
ACH-000234,-0.043732218089800004
ACH-000235,-0.0326437620387
ACH-000237,0.11023757206599999
ACH-000238,0.0174661442204
ACH-000243,-0.12494414336
ACH-000244,-0.031985084046
ACH-000246,0.0871319779628
ACH-000248,0.220652340984
ACH-000250,-0.0740000836289
ACH-000251,-0.159399173816
ACH-000253,0.00494331100387
ACH-000255,-0.128880060475
ACH-000256,-0.0798440096145
ACH-000257,0.00480871079141
ACH-000258,-0.37825958677500005
ACH-000259,-0.0360911588949
ACH-000260,0.0385034802083
ACH-000261,-0.035033460266300005
ACH-000262,0.18256855328
ACH-000263,-0.0160584378846
ACH-000264,0.027186291308499998
ACH-000265,-0.00153527502325
ACH-000266,-0.0386195688189
ACH-000272,-0.0619232456582
ACH-000273,0.0316806116925
ACH-000274,-0.0493454683067
ACH-000277,0.151611760714
ACH-000278,0.0636834911852
ACH-000279,-0.027851192593
ACH-000280,0.0964978737892
ACH-000281,-0.0176662672995
ACH-000288,0.030564072095
ACH-000291,-0.0472650683633
ACH-000293,-0.0131819076463
ACH-000294,0.0224551054428
ACH-000295,0.209925529856
ACH-000296,0.142119332141
ACH-000302,0.0126538835776
ACH-000304,-0.0658317584191
ACH-000307,0.0233901277765
ACH-000308,0.0293289059851
ACH-000310,-0.0427616972278
ACH-000311,-0.0700763258456
ACH-000312,-0.07227352034460001
ACH-000315,0.23774204186200001
ACH-000316,0.115484224328
ACH-000317,0.00444435470813
ACH-000318,0.08650936025589999
ACH-000319,-0.0818391014247
ACH-000320,0.026592064973
ACH-000322,0.125306558929
ACH-000323,0.044047619395
ACH-000324,0.023636796909
ACH-000329,-0.00442811074073
ACH-000330,0.038915529313
ACH-000331,-0.0644567872377
ACH-000332,0.0244350702203
ACH-000334,0.265162840839
ACH-000335,0.0757911354622
ACH-000336,0.034118643173299996
ACH-000337,-0.0638784810665
ACH-000339,-0.0150356734943
ACH-000341,-0.030737778814400003
ACH-000348,0.0625549370864
ACH-000350,-0.0034087058661399997
ACH-000352,-0.14662409596200002
ACH-000356,0.0657338730507
ACH-000361,0.380222518221
ACH-000362,0.0105020897363
ACH-000363,-0.0828382036461
ACH-000364,-0.09327745106869999
