,OTOR (56914)
ACH-000183,-0.179018587762
ACH-000188,0.055329449641899994
ACH-000189,-0.0077440335104700005
ACH-000190,-0.212390150321
ACH-000198,-0.12798442655
ACH-000204,-0.043775145551000004
ACH-000206,0.0
ACH-000207,0.00880368990437
ACH-000211,-0.0825331617282
ACH-000215,-0.08390947612130001
ACH-000221,-0.04483875262709999
ACH-000222,-0.11813114285700001
ACH-000223,-0.06392276663680001
ACH-000226,-0.10613606890499999
ACH-000227,-0.258908890545
ACH-000228,-0.327218019623
ACH-000231,-0.241245264027
ACH-000232,-0.17664675203699998
ACH-000233,-0.06413215115830001
ACH-000234,-0.0442190194171
ACH-000235,-0.184383362467
ACH-000237,-0.0528229973943
ACH-000238,-0.0189013130108
ACH-000243,-0.264940527975
ACH-000244,-0.07491530511260001
ACH-000246,-0.17663585941799997
ACH-000248,-0.024333104424999998
ACH-000250,-0.137553302493
ACH-000251,-0.056117788313300006
ACH-000253,-0.0642224171836
ACH-000255,-0.0501879979433
ACH-000256,0.155129504638
ACH-000257,-0.17869443609400001
ACH-000258,-0.257580264452
ACH-000259,-0.1865990806
ACH-000260,-0.0726469498155
ACH-000261,-0.159353881061
ACH-000262,0.0105332662765
ACH-000263,0.0994140897064
ACH-000264,-0.13066863356300001
ACH-000265,-0.297542386484
ACH-000266,-0.187903387451
ACH-000272,-0.122321284805
ACH-000273,-0.08394536834760001
ACH-000274,-0.173229617912
ACH-000277,-0.134605372364
ACH-000278,-0.16047866890999998
ACH-000279,-0.064307916439
ACH-000280,-0.059638408706800004
ACH-000281,-0.364617862105
ACH-000288,-0.0754313054791
ACH-000291,-0.17102819300299998
ACH-000293,-0.0535644303482
ACH-000294,-0.480799402676
ACH-000295,-0.125183698373
ACH-000296,-0.300164347457
ACH-000302,0.0281423141192
ACH-000304,0.115460498385
ACH-000307,-0.0247331513144
ACH-000308,-0.10473882511
ACH-000310,-0.293913311286
ACH-000311,-0.14391053819
ACH-000312,-0.139937288826
ACH-000315,-0.0724814353076
ACH-000316,-0.112941188695
ACH-000317,-0.10085627477
ACH-000318,-0.0230073506146
ACH-000319,0.00185578218226
ACH-000320,-0.39886252718599996
ACH-000322,-0.17005996325199998
ACH-000323,-0.157398013241
ACH-000324,-0.153429662331
ACH-000329,-0.139185037526
ACH-000330,-0.15254671038599998
ACH-000331,-0.161409392262
ACH-000332,-0.196074501866
ACH-000334,-0.38767719895999997
ACH-000335,-0.029676864333599996
ACH-000336,-0.106235013278
ACH-000337,0.170786041456
ACH-000339,-0.222624827203
ACH-000341,0.0858063201716
ACH-000348,-0.030295374895
ACH-000350,-0.14995204018799999
ACH-000352,-0.124319570989
ACH-000356,-0.099101488006
ACH-000361,-0.20687878938700002
ACH-000362,-0.048710350551
ACH-000363,-0.00458155305579
ACH-000364,-0.174467003116
ACH-000365,-0.166014900218
ACH-000366,-0.0623170706895
ACH-000368,-0.13239110964
ACH-000374,-0.134720543203
ACH-000375,-0.154025218803
ACH-000376,-0.271871209408
ACH-000381,-0.261538962712
ACH-000383,-0.104042934947
ACH-000387,-0.162982273303
ACH-000389,-0.0989949781997
ACH-000390,-0.09163326304330001
ACH-000393,-0.129245444364
ACH-000395,-0.130739353482
ACH-000397,-0.050114540684
ACH-000401,-0.0406196367251
ACH-000402,-0.08563152485860001
ACH-000403,-0.126941077539
ACH-000404,0.0163021454732
ACH-000406,-0.18620998985800002
ACH-000407,-0.204612516796
ACH-000408,-0.30367125518599997
ACH-000410,-0.17506657217
ACH-000411,-0.105698052504
ACH-000414,-0.179642123772
ACH-000415,-0.21839832924400002
ACH-000416,-0.0429172881152
ACH-000420,-0.19786159216899998
ACH-000421,-0.0570493209843
ACH-000424,0.269535322603
ACH-000425,-0.050117611189199995
ACH-000426,-0.16266916439
ACH-000427,-0.21530354526
ACH-000433,0.0393728523242
ACH-000436,0.050359024725099996
ACH-000444,-0.19545221845600003
ACH-000445,-0.00047110088166
ACH-000448,-0.20052149906199998
ACH-000450,0.0245230635353
ACH-000452,-0.150452181386
ACH-000454,-0.07215210389339999
ACH-000458,-0.0473687009678
ACH-000459,-0.0885393509888
ACH-000460,-0.10504515491699999
ACH-000461,-0.00255291995147
ACH-000463,-0.20018716823199997
ACH-000464,-0.034296562196
ACH-000466,-0.130789670995
ACH-000467,-0.0256167126723
ACH-000468,-0.11717070062999999
ACH-000469,-0.25102552594099997
ACH-000470,-0.231356420438
ACH-000471,-0.113254729691
ACH-000472,-0.21762397335900002
ACH-000473,-0.0203395941746
ACH-000475,-0.0557404921748
ACH-000476,-0.09592314449389999
ACH-000477,0.00698677095796
ACH-000480,0.0577817551772
ACH-000481,-0.150693276256
ACH-000483,0.000433550140799
ACH-000484,-0.470215879015
ACH-000485,-0.21511666826099998
ACH-000486,-0.211044172885
ACH-000487,-0.104505234073
ACH-000488,-0.13092973183700002
ACH-000490,-0.11891941795199999
ACH-000491,-0.268292893759
ACH-000495,-0.250620020022
ACH-000496,-0.242522578399
ACH-000499,-0.119547141055
ACH-000500,-0.0799204935285
ACH-000502,-0.16207166249399999
ACH-000503,0.113511384179
ACH-000505,-0.08300850272039999
ACH-000507,-0.11238639307199999
ACH-000510,-0.0891230809355
ACH-000511,-0.207009345634
ACH-000512,-0.00214379503176
ACH-000516,-0.11651261222300001
ACH-000517,-0.158923411941
ACH-000518,-0.0243141482786
ACH-000520,0.0825025580273
ACH-000521,-0.283573370845
ACH-000522,-0.0528796756542
ACH-000524,-0.148742302129
ACH-000527,-0.132309425386
ACH-000528,-0.247676749243
ACH-000537,-0.017387686608
ACH-000541,0.0024718667974499998
ACH-000542,-0.142172939296
ACH-000544,0.0350900762514
ACH-000545,-0.135616124082
ACH-000547,-0.0605925044041
ACH-000548,0.0214272921136
ACH-000549,0.0105393636094
ACH-000550,-0.13557391203400002
ACH-000552,-0.0700038938035
ACH-000556,-0.137245387682
ACH-000557,-0.23172523801999997
ACH-000570,-0.0419093254949
ACH-000571,-0.13537367673599998
ACH-000573,-0.098626387846
ACH-000576,-0.0215112116693
ACH-000580,-0.209046205137
ACH-000584,-0.0016591811649400003
ACH-000585,-0.11636640960999999
ACH-000588,-0.224712056451
ACH-000589,-0.056122192892399995
ACH-000591,0.019003324276
ACH-000593,-0.08203306290310002
ACH-000600,-0.198635432742
ACH-000601,-0.0777677164509
ACH-000604,-0.11606031297599999
ACH-000605,-0.016652130957
ACH-000606,-0.09954732604910001
ACH-000608,-0.151804890883
ACH-000614,-0.209471596888
ACH-000616,-0.0127620361676
ACH-000618,-0.18861498813000002
ACH-000619,0.020167159888099997
ACH-000620,-0.121643760648
ACH-000621,-0.126507389521
ACH-000622,-0.0342414629488
ACH-000623,-0.157639355249
ACH-000624,-0.200985972372
ACH-000627,-0.203343081599
ACH-000630,-0.0426382343893
ACH-000632,0.0145782855721
ACH-000633,-0.116978320479
ACH-000637,0.09188066256560001
ACH-000638,-0.234737558836
ACH-000646,-0.08289441606789999
ACH-000647,-0.129468949881
ACH-000648,0.11600699779899999
ACH-000649,-0.167167979059
ACH-000651,-0.11684883768899999
ACH-000652,-0.285387925521
ACH-000653,-0.0462784432294
ACH-000657,-0.18784332991
ACH-000658,-0.39014352608
ACH-000661,-0.09680369350880001
ACH-000662,-0.105045042355
ACH-000663,-0.0450144310903
ACH-000665,-0.108848865852
ACH-000671,-0.165885102231
ACH-000673,-0.08354574899089999
ACH-000676,0.00539874908216
ACH-000677,-0.0513105267159
ACH-000681,-0.21727812258499998
ACH-000682,-0.034878703637
ACH-000683,-0.10214059436799999
ACH-000684,-0.09660773980979999
ACH-000688,-0.07021634217289999
ACH-000693,-0.174855753836
ACH-000694,-0.17016683706500002
ACH-000695,-0.028749246601999998
ACH-000696,-0.107058098899
ACH-000697,-0.00252713657975
ACH-000699,-0.193948555859
ACH-000701,-0.29353261383400003
ACH-000706,-0.0620371053182
ACH-000711,-0.159159530876
ACH-000713,-0.157748400214
ACH-000714,-0.0729622047092
ACH-000718,-0.340077398735
ACH-000720,-0.143372559801
ACH-000721,-0.170824090619
ACH-000724,0.0363796368573
ACH-000725,-0.258799012846
ACH-000732,0.1213648918
ACH-000734,-0.0554735033973
ACH-000735,-0.024763614454200004
ACH-000736,-0.0406440602264
ACH-000738,0.06461072642000001
ACH-000746,0.00594164328252
ACH-000747,-0.116904922668
ACH-000748,-0.0964029307082
ACH-000753,-0.129167989894
ACH-000756,-0.0403762171821
ACH-000757,-0.16055415577999999
ACH-000758,-0.0812436006824
ACH-000760,-0.12024476478
ACH-000763,-0.274195708214
ACH-000764,0.0642255897566
ACH-000765,-0.0513254272882
ACH-000766,-0.154511963432
ACH-000767,-0.153241132139
ACH-000768,-0.0827364758985
ACH-000769,-0.164599919664
ACH-000770,-0.07158427073200001
ACH-000771,-0.15454922149800002
ACH-000773,-0.0731399209517
ACH-000776,-0.05278017007540001
ACH-000777,-0.12298930010199999
ACH-000778,-0.12212560507999999
ACH-000781,-0.154306277623
ACH-000782,0.041872550933
ACH-000783,-0.122955977841
ACH-000784,-0.13344188610899999
ACH-000785,-0.0815196039438
ACH-000787,-0.117859553559
ACH-000788,-0.18123130108
ACH-000791,-0.16735842343000001
ACH-000792,-0.0610025871423
ACH-000794,-0.08005593205110001
ACH-000796,-0.17822056311
ACH-000799,-0.0781975800459
ACH-000800,-0.012947529005100001
ACH-000802,-0.058950207432199996
ACH-000804,-0.0738391432507
ACH-000805,-0.149276107668
ACH-000809,-0.0405323549803
ACH-000810,-0.020708107981200003
ACH-000811,-0.173045412551
ACH-000817,0.146318548172
ACH-000819,-0.0500488309399
ACH-000820,0.025078808150299996
ACH-000821,-0.183764129995
ACH-000822,-0.159894287788
ACH-000823,-0.250481767956
ACH-000824,-0.0797734145827
ACH-000827,-0.039291004808999996
ACH-000829,0.055387059021199996
ACH-000831,-0.0249143796588
ACH-000832,-0.047940746895900006
ACH-000833,0.223462631494
ACH-000834,-0.0651277550669
ACH-000835,-0.15750706018400001
ACH-000836,-0.112686992584
ACH-000837,-0.227457688463
ACH-000838,0.0162279241051
ACH-000839,-0.096770545088
ACH-000840,-0.009589142867400001
ACH-000841,-0.18570058824299998
ACH-000843,-0.113823804744
ACH-000846,-0.11680686030899999
ACH-000847,-0.125559147285
ACH-000848,-0.0412247772906
ACH-000849,-0.168116287591
ACH-000851,0.040097916175000005
ACH-000855,-0.0646283460532
ACH-000856,-0.292060515035
ACH-000858,-0.0702398695205
ACH-000859,-0.0669344114785
ACH-000861,-0.22710582746
ACH-000862,-0.16825542074000002
ACH-000865,-0.114788327262
ACH-000866,-0.173118107269
ACH-000867,-0.17508989612300002
ACH-000869,-0.0786444734617
ACH-000872,0.068427541918
ACH-000873,-0.0666099742382
ACH-000876,-0.014867111644
ACH-000878,0.0230888092286
ACH-000880,0.015537769506600001
ACH-000881,0.0637075693893
ACH-000882,-0.00969306885461
ACH-000884,-0.0395274724573
ACH-000885,-0.120737714043
ACH-000887,-0.0776851198283
ACH-000888,-0.11361196501399999
ACH-000889,-0.0567046092376
ACH-000890,-0.133879604265
ACH-000896,0.0187442788852
ACH-000898,-0.140890927361
ACH-000900,0.0133474662028
ACH-000901,-0.0988341641789
ACH-000905,-0.126772636224
ACH-000906,-0.139428214501
ACH-000907,-0.182580076923
ACH-000910,0.037028265790499997
ACH-000911,-0.144661892476
ACH-000912,-0.128407238605
ACH-000913,-0.12016631376800001
ACH-000915,-0.10840236210000001
ACH-000916,-0.137208121513
ACH-000917,0.00878035422485
ACH-000921,-0.108015596471
ACH-000924,-0.0640765036235
ACH-000926,0.011456502206800001
ACH-000928,-0.172712719311
ACH-000929,0.0185824411475
ACH-000932,-0.185306910449
ACH-000935,-0.10051980280600001
ACH-000936,0.0162634714432
ACH-000937,-0.13118048377699998
ACH-000938,-0.23069146939500002
ACH-000939,-0.121675593893
ACH-000941,-0.0702404799683
ACH-000943,-0.08907866965060002
ACH-000946,-0.0896929362986
ACH-000947,-0.0907237193247
ACH-000948,-0.10291026583900001
ACH-000950,-0.20153390100000002
ACH-000953,-0.10691140168600001
ACH-000957,-0.185318496461
ACH-000958,-0.21367698143599997
ACH-000960,-0.154973582519
ACH-000963,-0.21062548954500002
ACH-000968,-0.12129262947999998
ACH-000969,-0.176248887779
ACH-000973,-0.010802653903600001
ACH-000974,-0.156841861803
ACH-000975,0.030611778870099998
ACH-000976,-0.026103724776699998
ACH-000978,-0.36722640785099997
ACH-000980,-0.189453839978
ACH-000984,-0.23837849357700003
ACH-000986,-0.0854136757527
ACH-000988,-0.254151451947
ACH-000993,-0.10572195883300001
ACH-000994,-0.259092637239
ACH-000996,-0.22800480239100002
ACH-001001,-0.054916474338999995
ACH-001020,-0.032047070317
ACH-001028,-0.191696363638
ACH-001031,-0.09403208856280001
ACH-001038,-0.156622430385
ACH-001048,-0.019400644206400003
ACH-001050,-0.029398334585799997
ACH-001053,-0.13944577910999997
ACH-001054,-0.191817191766
ACH-001061,-0.165401040316
ACH-001067,-0.0492546107602
ACH-001075,-0.12049945867100001
ACH-001096,-0.018025573245500002
ACH-001128,-0.00788813954749
ACH-001134,-0.154789441607
ACH-001151,-0.160443375272
ACH-001163,-0.234426569937
ACH-001164,0.0630461166532
ACH-001173,-0.0431584420751
ACH-001183,-0.10280274253900001
ACH-001184,-0.0884141061231
ACH-001190,0.141612971995
ACH-001192,-0.14285611346
ACH-001193,-0.0514396424646
ACH-001196,-0.214191706871
ACH-001197,-0.121407923518
ACH-001205,-0.24239901860399998
ACH-001211,-0.113713443697
ACH-001212,-0.22382615065499997
ACH-001228,0.0021989239776599996
ACH-001232,-0.0927466089457
ACH-001239,0.049714964267600005
ACH-001274,-0.0518624466361
ACH-001275,-0.161089327331
ACH-001277,-0.0748515788025
ACH-001278,-0.05366038269640001
ACH-001280,-0.3251511364
ACH-001283,-0.09145885954219998
ACH-001289,-0.0902854226829
ACH-001295,-0.255733241719
ACH-001300,-0.11135881302000002
ACH-001301,0.057566878974
ACH-001302,-0.20544917908500002
ACH-001303,0.24103655076299998
ACH-001306,-0.0956809252509
ACH-001318,-0.201306897579
ACH-001322,-0.156414524388
ACH-001328,-0.0509731019345
ACH-001332,0.174420586641
ACH-001333,-0.036876733906
ACH-001336,0.044455351553999996
ACH-001340,-0.22087344967300002
ACH-001346,-0.110115946067
ACH-001353,-0.08883040662149999
ACH-001354,-0.154771870883
ACH-001367,0.237748986312
ACH-001368,-0.09990206606889998
ACH-001374,-0.0949166630514
ACH-001375,-0.00187949273945
ACH-001377,-0.038827996822800005
ACH-001380,-0.0454940489399
ACH-001391,-0.161075507204
ACH-001407,0.06174017601290001
ACH-001408,-0.160694969572
ACH-001413,-0.11691876693299999
ACH-001430,-0.525523695784
ACH-001431,-0.11570141479599999
ACH-001450,-0.14232891170999998
ACH-001496,-0.07888786255989999
ACH-001500,-0.13625890480699998
ACH-001521,-0.170665856599
ACH-001523,-0.183152726725
ACH-001532,-0.00017964238835
ACH-001536,-0.052289843134500004
ACH-001550,-0.20181608227000003
ACH-001552,-0.00204946638305
ACH-001554,-0.04792710923619999
ACH-001645,-0.11014622590600001
ACH-001654,-0.0939928454346
ACH-001715,-0.0354019393187
ACH-001735,-0.14510581685
ACH-001736,-0.143420349842
ACH-001737,-0.46766566855499997
ACH-001740,0.037879776004699994
ACH-001745,-0.18422198412000002
ACH-001750,-0.048339030208599996
ACH-001765,0.123955261886
ACH-001956,-0.19884480461800003
ACH-001957,-0.14710281103
