,XRCC6 (2547)
ACH-000004,-1.62675040205
ACH-000007,-1.4652061915999999
ACH-000009,-1.5242996103100002
ACH-000011,-1.67641755133
ACH-000012,-1.66033924572
ACH-000013,-1.8423302043599998
ACH-000014,-1.5332155883200003
ACH-000015,-1.65338625734
ACH-000017,-1.5658087385100001
ACH-000018,-1.6202236787200002
ACH-000019,-1.29085711248
ACH-000021,-1.58618013755
ACH-000022,-1.7676884967900002
ACH-000025,-1.7171495109000001
ACH-000028,-1.52149007342
ACH-000030,-1.5982938063699998
ACH-000035,-1.6522358612999999
ACH-000036,-1.76915376551
ACH-000037,-1.63495764484
ACH-000039,-1.81966623226
ACH-000040,-1.3257254165999999
ACH-000041,-1.7549020785799998
ACH-000042,-1.8001171459
ACH-000045,-1.7608322408900001
ACH-000047,-1.76974589558
ACH-000052,-1.59321525967
ACH-000053,-1.66505293748
ACH-000054,-1.42457256415
ACH-000055,-1.4491837275
ACH-000060,-1.44013542562
ACH-000067,-1.7656199248500002
ACH-000070,-1.15453271175
ACH-000075,-1.55628684366
ACH-000078,-1.60708595477
ACH-000082,-1.2991678800700002
ACH-000085,-1.62012134031
ACH-000086,-1.33643082878
ACH-000087,-1.4690574192899999
ACH-000092,-1.39480204649
ACH-000095,-1.67073239549
ACH-000097,-1.62552500098
ACH-000098,-1.6859737942299997
ACH-000099,-1.44484637663
ACH-000108,-1.6195309107
ACH-000113,-1.53969440081
ACH-000115,-1.6371049469299999
ACH-000116,-1.5059146313299998
ACH-000118,-1.67549659638
ACH-000120,-1.5310260980500001
ACH-000123,-1.51638301719
ACH-000127,-1.37265889357
ACH-000128,-1.35899363391
ACH-000132,-1.77890041375
ACH-000133,-1.59653307392
ACH-000137,-1.6501833337799998
ACH-000138,-1.4827287432
ACH-000142,-1.39908608403
ACH-000143,-1.49436579764
ACH-000146,-1.8020556701700001
ACH-000148,-1.7105334965299999
ACH-000150,-1.5424175784
ACH-000152,-1.4688030987600003
ACH-000153,-1.8694914963900002
ACH-000159,-1.5912719046700001
ACH-000160,-1.67879861871
ACH-000163,-1.4743066188
ACH-000167,-1.79730520757
ACH-000168,-1.6566927060699999
ACH-000169,-1.4217930277700002
ACH-000178,-1.5850361769699999
ACH-000182,-1.57085864459
ACH-000183,-1.71039628373
ACH-000188,-1.63772464805
ACH-000189,-1.44346198863
ACH-000190,-1.4490164792299998
ACH-000198,-1.5378857643900001
ACH-000204,-1.5257512445299999
ACH-000206,-1.47730968961
ACH-000207,-0.9340078810019999
ACH-000211,-1.67418712918
ACH-000215,-1.63097760891
ACH-000221,-1.59371960784
ACH-000222,-1.94879949727
ACH-000223,-1.5616777466799998
ACH-000226,-1.4701103508700002
ACH-000227,-1.7364717457299998
ACH-000228,-1.7598505825200002
ACH-000231,-1.40080661569
ACH-000232,-1.67546456012
ACH-000233,-1.65015537526
ACH-000234,-1.62474821471
ACH-000235,-1.58811311704
ACH-000237,-1.5209125465900002
ACH-000238,-1.48642708628
ACH-000243,-1.63663690375
ACH-000244,-1.46836871626
