,PIAS1 (8554)
ACH-000004,-0.649214475439
ACH-000007,-0.448628847867
ACH-000009,-0.30847195618900003
ACH-000011,-0.16827142741599999
ACH-000012,-0.156019243039
ACH-000013,-0.330133391008
ACH-000014,-0.723535725625
ACH-000015,-0.741770644204
ACH-000017,-0.42099077837899995
ACH-000018,-0.5464791485530001
ACH-000019,-0.34548607679
ACH-000021,-0.414215777104
ACH-000022,-0.521921102907
ACH-000025,-0.824999907901
ACH-000028,-0.15589691916099999
ACH-000030,-0.371502435391
ACH-000035,-0.627392544872
ACH-000036,-0.412161952608
ACH-000037,-0.269319171387
ACH-000039,-0.705274549751
ACH-000040,-0.0307341465167
ACH-000041,-0.07555494661460001
ACH-000042,-0.16625495031600002
ACH-000045,-0.227458928843
ACH-000047,-0.261034177069
ACH-000052,-0.298823791286
ACH-000053,-0.362948300806
ACH-000054,-0.22351859398899998
ACH-000055,-0.270348304591
ACH-000060,-0.503758647479
ACH-000067,-0.41331963767700003
ACH-000070,-0.138084207676
ACH-000075,-0.222926940503
ACH-000078,-0.5196788907109999
ACH-000082,-0.288294278775
ACH-000085,0.06887143682739999
ACH-000086,-0.438666832329
ACH-000087,-0.15068885121300002
ACH-000092,-0.363325894155
ACH-000095,-0.260066789317
ACH-000097,-0.324887721007
ACH-000098,-0.346380620361
ACH-000099,-0.670936808285
ACH-000108,-0.17399937963
ACH-000113,-0.647477584658
ACH-000115,-1.47970111873
ACH-000116,-0.578761804894
ACH-000118,-0.28495965000100004
ACH-000120,-0.502577320967
ACH-000123,-0.6067605179869999
ACH-000127,-0.201969757478
ACH-000128,-0.312219437271
ACH-000132,-0.10013257663200001
ACH-000133,-0.22782608117
ACH-000137,-0.148998027393
ACH-000138,-0.6583221430089999
ACH-000142,-0.142116934255
ACH-000143,-0.315414654497
ACH-000146,-0.21641579351799997
ACH-000148,-0.30556050594
ACH-000150,-0.235440795968
ACH-000152,-0.138169287911
ACH-000153,-0.6696212152750001
ACH-000159,-0.45692460625
ACH-000160,0.006935345949149999
ACH-000163,-0.189298700663
ACH-000167,0.168349350633
ACH-000168,-0.331421394469
ACH-000169,-0.0489561233328
ACH-000178,-0.506633435351
ACH-000182,-0.47180929518
ACH-000183,-0.308355993675
ACH-000188,-0.19158127791299998
